mesh_level,region,x_cm,y_cm,x_um,y_nm,potential_v,electron_density_cm3
fine,bottom_oxide,0.0007250000000000001,1e-06,7.250000000000001,10.0,0.0008928719937720359,
fine,bottom_oxide,0.0007250000000000001,1.5e-06,7.250000000000001,15.0,0.00133930795148485,
fine,bottom_oxide,0.0007250000000000001,2e-06,7.250000000000001,20.0,0.0017857438621898206,
fine,bottom_oxide,0.0007250000000000001,2.5e-06,7.250000000000001,25.000000000000004,0.00223217971021767,
fine,bottom_oxide,0.0007250000000000001,3e-06,7.250000000000001,30.0,0.0026786154798991223,
fine,bottom_oxide,0.00075,0.0,7.5,0.0,0.0,
fine,bottom_oxide,0.00075,5e-07,7.5,5.0,0.00046238019260017363,
fine,bottom_oxide,0.00075,1e-06,7.5,10.0,0.0009247603694128268,
fine,bottom_oxide,0.00075,1.5e-06,7.5,15.0,0.00138714051465044,
fine,bottom_oxide,0.00075,2e-06,7.5,20.0,0.0018495206125254938,
fine,bottom_oxide,0.00075,2.5e-06,7.5,25.000000000000004,0.0023119006472504724,
fine,bottom_oxide,0.00075,3e-06,7.5,30.0,0.0027742806030378606,
fine,bottom_oxide,0.000775,0.0,7.75,0.0,0.0,
fine,bottom_oxide,0.000775,5e-07,7.75,5.0,0.000478363849280722,
fine,bottom_oxide,0.000775,1e-06,7.75,10.0,0.0009567276826541896,
fine,bottom_oxide,0.000775,1.5e-06,7.75,15.0,0.0014350914842131486,
fine,bottom_oxide,0.000775,2e-06,7.75,20.0,0.0019134552380503462,
fine,bottom_oxide,0.000775,2.5e-06,7.75,25.000000000000004,0.002391818928258532,
fine,bottom_oxide,0.000775,3e-06,7.75,30.0,0.0028701825389304573,
fine,bottom_oxide,0.0008,0.0,8.0,0.0,0.0,
fine,bottom_oxide,0.0008,5e-07,8.0,5.0,0.0004943872740976411,
fine,bottom_oxide,0.0008,1e-06,8.0,10.0,0.0009887745321667711,
fine,bottom_oxide,0.0008,1.5e-06,8.0,15.0,0.0014831617581788803,
