row_uid,curve_id,dataset_id,split,kind,topology,source_path,source_row_number,source_row_sha256,selection_role,optimizer_input,vbg_v,vtg_v,vds_v,primary_axis_v,target_current_a_per_cm,w_um,l_um,temperature_k
train_t03_dual_length_8:017,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,19,4998dd79c79687dc7f2cf5d9c7bca0a6a1f126ef9cdd073661bbc5cd9a9dedac,scored,True,0.0,0.35,0.01,0.35,1.64092580218194e-05,60.0,8.0,300.0
train_t03_dual_length_8:018,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,20,e3b1c39939a36ca6b3eff9a7d6a3fe0fb9000e3d531796488f31fa06e072d761,scored,True,0.0,0.4,0.01,0.4,1.8785022642705392e-05,60.0,8.0,300.0
train_t03_dual_length_8:019,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,21,d47cae700bc3536b3a6fd4106b80028558ba868704a693e993a7837517b33086,scored,True,0.0,0.45,0.01,0.45,2.1087959340481878e-05,60.0,8.0,300.0
train_t03_dual_length_8:020,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,22,efef4a72c20659147aaec83e208aa88a5341a87b3e0ed255edcb6d8fa9f556a0,scored,True,0.0,0.5,0.01,0.5,2.330932674876676e-05,60.0,8.0,300.0
train_t03_dual_length_8:021,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,23,18eaf0fa4c576f74c6cb8aec2030e865e17c8a030158eef9c8675da48a735136,scored,True,0.0,0.55,0.01,0.55,2.544519214792324e-05,60.0,8.0,300.0
train_t03_dual_length_8:022,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,24,156b98cd969499489bde642af63f3c28047fb78d366a6872661dfaadc5a63f3c,scored,True,0.0,0.6,0.01,0.6,2.7494673005043857e-05,60.0,8.0,300.0
train_t03_dual_length_8:023,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,25,760b39fc69436c8365d98b295a519c1ceee05121b7e2be1fa51b8305f3ac00cf,scored,True,0.0,0.65,0.01,0.65,2.9458807912957504e-05,60.0,8.0,300.0
train_t03_dual_length_8:024,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,26,f7e32df232fd72d4cc144a798f3fe63571186b3e6dab2476b396d8a2b9967192,scored,True,0.0,0.7,0.01,0.7,3.133982461461684e-05,60.0,8.0,300.0
train_t03_dual_length_8:025,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,27,6061cba55d88d4e31123da569cbdd0c7244d55aeebe89e27b9d4c071e684d8c1,scored,True,0.0,0.75,0.01,0.75,3.314066144324037e-05,60.0,8.0,300.0
train_t03_dual_length_8:026,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,28,933ddbfc863a1fa00ec26bddda0eaaa5326828ef3b7413803d64b7a62c13f51a,scored,True,0.0,0.8,0.01,0.8,3.486465263346441e-05,60.0,8.0,300.0
train_t03_dual_length_8:027,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,29,3200103e8c092e918eea9ec963ce830b4f0a5dc12fe6739172ab0ee04a57afed,scored,True,0.0,0.85,0.01,0.85,3.651532096333443e-05,60.0,8.0,300.0
train_t03_dual_length_8:028,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,30,fc71a562c77531406555674efcdd2df7193eba99c9a0b3c0323fdd8b0654f84c,scored,True,0.0,0.9,0.01,0.9,3.809624150379237e-05,60.0,8.0,300.0
train_t03_dual_length_8:029,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,31,10dee406a640b80360aeb71d5bddbe8965b437440c4291e0442745f637363435,scored,True,0.0,0.95,0.01,0.95,3.9610952931529105e-05,60.0,8.0,300.0
train_t03_dual_length_8:030,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,32,6d37afada55e5990ab7620ad916ea9bf0163c05e409978aca0effaed9652a00e,scored,True,0.0,1.0,0.01,1.0,4.1062900893966666e-05,60.0,8.0,300.0
train_t03_dual_idvd_vtg_0p3:000,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,2,f3ac7ded322eeba67c1ff9aa5a92f84d5d0176f29696b6691b7185f26f72d958,zero_vds_invariant,False,0.0,0.3,0.0,0.0,2.1725029758008892e-20,60.0,10.0,300.0
train_t03_dual_idvd_vtg_0p3:001,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,3,f40d92847cf82f2cc21a964a09452218b62493d5b48c2b907d4431c9e6a58efb,scored,True,0.0,0.3,0.001,0.001,1.1909575113352843e-06,60.0,10.0,300.0
train_t03_dual_idvd_vtg_0p3:002,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,4,4613587d8741cd63552e445009e086dd7a95bb212ebeac8cbb3c6850af9a07d4,scored,True,0.0,0.3,0.005,0.005,5.874713619601288e-06,60.0,10.0,300.0
train_t03_dual_idvd_vtg_0p3:003,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,5,92e0ee70acf9b4cef09087df2c444b36180a54d310d696f90384a85403fc5447,repeated_low_vds_audit,False,0.0,0.3,0.01,0.01,1.1549445541373129e-05,60.0,10.0,300.0
train_t03_dual_idvd_vtg_0p3:004,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,6,cdce51f49ad81f9238394ada023ca20fa425f22b74315df617498adb7780d24f,scored,True,0.0,0.3,0.05,0.05,4.982936418406321e-05,60.0,10.0,300.0
train_t03_dual_idvd_vtg_0p3:005,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,7,486952b5b2e3d603f6c5f1ff4a153914c977992ffef1ed37cdf452c32f8f3502,scored,True,0.0,0.3,0.1,0.1,8.07539005392809e-05,60.0,10.0,300.0
train_t03_dual_idvd_vtg_0p3:006,train_t03_dual_idvd_vtg_0p3,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,8,2796220059dad94939a594957d9d0bd670a2b12fe5bca68f7eedddcbf94b21f3,scored,True,0.0,0.3,0.2,0.2,0.00010113591855379847,60.0,10.0,300.0
train_t03_dual_idvd_vtg_1p0:000,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,16,f91bdc0dd329c2d7d8c044b97ed309c65be82fb079264bcb626811dd84cd2547,zero_vds_invariant,False,0.0,1.0,0.0,0.0,1.4818786161078318e-20,60.0,10.0,300.0
train_t03_dual_idvd_vtg_1p0:001,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,17,ebf8266e444340adb4ca0f445d98036f58a15e649f9cca50ff46046db70e5f72,scored,True,0.0,1.0,0.001,0.001,3.6207784098266517e-06,60.0,10.0,300.0
train_t03_dual_idvd_vtg_1p0:002,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,18,19d733e935d709943b43e9ae6781c8c2a119cc44dcd4614aa5a360b6a118cc86,scored,True,0.0,1.0,0.005,0.005,1.8044488501709534e-05,60.0,10.0,300.0
train_t03_dual_idvd_vtg_1p0:003,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,19,0f8786e620f8abbd0c5d158a197cbd756b278746f759436e2be25c9363df12ee,repeated_low_vds_audit,False,0.0,1.0,0.01,0.01,3.593724333278684e-05,60.0,10.0,300.0
train_t03_dual_idvd_vtg_1p0:004,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,20,f77771bac6819478afb115f64e429ffa195710ecbaf79a4298c88926638783e5,scored,True,0.0,1.0,0.05,0.05,0.00017304807063808574,60.0,10.0,300.0
train_t03_dual_idvd_vtg_1p0:005,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,21,301c519eb715b1b726ea631eae154cea9c8b3262af379d1f438d0d95c0c175b3,scored,True,0.0,1.0,0.1,0.1,0.00032739095328495867,60.0,10.0,300.0
train_t03_dual_idvd_vtg_1p0:006,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,results/tables/tcad_t03_p3_contact_v2_output.csv,22,b8f7b029ec216de230b3b8f04d3722f73fe525730ed5fcede8c490194bc2b9b8,scored,True,0.0,1.0,0.2,0.2,0.0005748690048001235,60.0,10.0,300.0
holdout_t01_single_idvd_vgs_0p3:000,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,results/tables/tcad_t01_d_idvd_points.csv,7,688556d08689c75c334b659686465384b09a3dd55be9a468a891ffdf794dad15,zero_vds_invariant,False,0.3,0.0,0.0,0.0,2.2441845460684357e-20,60.0,10.0,300.0
holdout_t01_single_idvd_vgs_0p3:001,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,results/tables/tcad_t01_d_idvd_points.csv,8,7edbc3aec8d9d0905fc9e741e4f59e021d5493862ce9774265ace819c5b8ba77,repeated_low_vds_audit,False,0.3,0.0,0.01,0.01,1.3645454981973548e-05,60.0,10.0,300.0
holdout_t01_single_idvd_vgs_0p3:002,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,results/tables/tcad_t01_d_idvd_points.csv,9,510eb274cb1f94f051009fd4fc05f7b771f06be389e6c45250b6b0505803206d,scored,False,0.3,0.0,0.05,0.05,6.384711963409881e-05,60.0,10.0,300.0
holdout_t01_single_idvd_vgs_0p3:003,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,results/tables/tcad_t01_d_idvd_points.csv,10,8c45edc60c92467ab3dbdb17c908d67ab79baab064207d929764bba49b89d053,scored,False,0.3,0.0,0.1,0.1,0.00011664307015487906,60.0,10.0,300.0
holdout_t01_single_idvd_vgs_0p3:004,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,results/tables/tcad_t01_d_idvd_points.csv,11,c9f3a4778dc20e028c8b2846d21fd984a57823c9ce11745c9b041d6597c931b4,scored,False,0.3,0.0,0.2,0.2,0.00018944387581659394,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:000,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,33,8649c150789bfb913344e28d35ac288a3e041bb6108fb3a1fcdd4f268f909e31,scored,False,0.0,-0.5,0.01,-0.5,2.100900501789906e-10,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:001,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,34,140bae4a4cffc4ff64321e38f38b703799f12e069116c7a853645c1682937d59,scored,False,0.0,-0.45,0.01,-0.45,4.949974025786057e-10,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:002,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,35,b89a6801c8b6e974d1e522fdb15d1dbde2719cee9af15f2252e5e6bc3607f4e3,scored,False,0.0,-0.4,0.01,-0.4,1.1753465341285547e-09,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:003,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,36,e70738275e2ada9483109368de64591322771ccba8162e3d8b32214e4598f046,scored,False,0.0,-0.35,0.01,-0.35,2.814295281036621e-09,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:004,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,37,c26b6879bf660b71bafd3916d6358589e92f82faa3ac0a977672a6b9786db1de,scored,False,0.0,-0.3,0.01,-0.3,6.798036727842041e-09,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:005,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,38,8659f2fc9b6966f6cb9f02d78e19f1c1d9cb54f458d625f07501d0e6b11069b5,scored,False,0.0,-0.25,0.01,-0.25,1.656120898502756e-08,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:006,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,39,405c6579d180e50996ee596f5d4325823df217ae3a22958768e045b085965976,scored,False,0.0,-0.2,0.01,-0.2,4.061372833270707e-08,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:007,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,40,334c328ea93db36e92e8b5ff43495220ce9a83703c4abc64c1d6ae47d972f941,scored,False,0.0,-0.15,0.01,-0.15,9.9683793862971e-08,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:008,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,41,a549f8989b6ac5adcf60c33c244550d4add9c8af3200438be5e8efa96c48407c,scored,False,0.0,-0.1,0.01,-0.1,2.4142008492075143e-07,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:009,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,42,67e329faf32653ee77caadf0b3528cbab27cf497bb8c73c20d1202f0dcb73fec,scored,False,0.0,-0.05,0.01,-0.05,5.603609473994763e-07,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:010,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,43,0796f78d06a54b79d6f5aa3b221e9d3b2b01ff0fb3b2d387c89aa377f62b3235,scored,False,0.0,0.0,0.01,0.0,1.1930966936239798e-06,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:011,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,44,60c2d9937fb0c8380d5e3c86ed9206c7368f17dd2e388ef058bbf2843da497f8,scored,False,0.0,0.05,0.01,0.05,2.2435594877850616e-06,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:012,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,45,72681e470a222b9190b5786cb7b7c8411d6db644edc388511020b232d09829ce,scored,False,0.0,0.1,0.01,0.1,3.7004285740787434e-06,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:013,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,46,a7b7c9f9600b4fe617c1647a7fec64650473cbe59f3da49528c1b1bce1fff004,scored,False,0.0,0.15,0.01,0.15,5.462041732526014e-06,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:014,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,47,f1e424d7637cb9e625ac6407892fdaf1525a29982a81069078de7bef5d12cbf5,scored,False,0.0,0.2,0.01,0.2,7.4129566389148655e-06,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:015,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,48,6586dee85d17a4c01c0861a39a5044cdd525b2c0fda71b2d7f101888cc8da2eb,scored,False,0.0,0.25,0.01,0.25,9.462693911699367e-06,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:016,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,49,7600b88e538af313ade7e6ea938e533f47fabafec12f8fe93baa7278df430f9a,scored,False,0.0,0.3,0.01,0.3,1.1549445541373129e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:017,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,50,bac207843cd818cd39c81924c690341e2a3a6acff53d7eb108156ddeb699bf7c,scored,False,0.0,0.35,0.01,0.35,1.3633155085927829e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:018,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,51,d06f30dc9f533f29d5f2630306712461a62c8b50e974db0096ed8d6f70204af6,scored,False,0.0,0.4,0.01,0.4,1.5688469780507118e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:019,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,52,6015ea01fcc7f154b19e196e179440dba8154b6f979fa5dc4ebf6019f2f5fe0d,scored,False,0.0,0.45,0.01,0.45,1.7699657872945472e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:020,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,53,1602bbaf70355839a2cd8045603a0ebd4d8b1b208bb038857cfbcc4ab72dbc0e,scored,False,0.0,0.5,0.01,0.5,1.9657256978320098e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:021,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,54,905b72737fe78bffe541c7b26fb206149e427db71c64ce953ab3ed37d6d4dcb5,scored,False,0.0,0.55,0.01,0.55,2.155591042715182e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:022,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,55,59fb2deeeb919442e2238f8a2323ea80ffb6056a365835ab953d1185971b71c8,scored,False,0.0,0.6,0.01,0.6,2.3392967118617238e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:023,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,56,28d1c20c09efaae8473868aa6d47d04503c3f86771fbb42e469b468916165c6d,scored,False,0.0,0.65,0.01,0.65,2.5167565654034624e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:024,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,57,b43b69ee565dfd6294a2678f8ed73be38e68b8ec3eea7b176ca7355dcbdbab0e,scored,False,0.0,0.7,0.01,0.7,2.6880027442442047e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:025,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,58,b9b2341a66bf111d03fd481f6b0af5f69c7f34077004ddb4097b3d4f8f1c671e,scored,False,0.0,0.75,0.01,0.75,2.8531449490519663e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:026,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,59,2e45fb012e1ed36f0a7b507ad925ee9e2914e176e3593252bebea1046cefdfe6,scored,False,0.0,0.8,0.01,0.8,3.012342820263873e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:027,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,60,f2c70628880a53c0189c594149fce4dc1ab81b114578dc3d9e0497f425135a8e,scored,False,0.0,0.85,0.01,0.85,3.165787043737322e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:028,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,61,ac9d997686314347812eb5a78a41962278ac797e4a2d8de53f2522613e7b6067,scored,False,0.0,0.9,0.01,0.9,3.313686350180507e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:029,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,62,c957626317ce1c42223c5129e9c3ad2abb7d3cc6308758cf1146ef401fa5f993,scored,False,0.0,0.95,0.01,0.95,3.456258546147611e-05,60.0,10.0,300.0
holdout_t02_dual_secondary_0p0:030,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,63,bc8c65e2d7965db791e3264b45c1cad9a4243d503d91da13d752cb4a59790452,scored,False,0.0,1.0,0.01,1.0,3.593724333278673e-05,60.0,10.0,300.0
holdout_t03_dual_length_12:000,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,64,9249fef7de66d1f0cd43932c92692c43796f412bfd4d3f6c9333b3cc3c064db3,scored,False,0.0,-0.5,0.01,-0.5,1.7366148211813934e-10,60.0,12.0,300.0
holdout_t03_dual_length_12:001,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,65,6fe2862649fa9de8cd2cb6561a6425a442b5f4276f09d73b364cc2c07fd18cfb,scored,False,0.0,-0.45,0.01,-0.45,4.092304828468362e-10,60.0,12.0,300.0
holdout_t03_dual_length_12:002,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,66,057ca984d86b828b2b72598320ca6a837201a2c7501568a134be27e58b8a89d8,scored,False,0.0,-0.4,0.01,-0.4,9.718744263682928e-10,60.0,12.0,300.0
holdout_t03_dual_length_12:003,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,67,280474b3da27189208723f61e6fb9adbaf6fd774c4936253a2c819d3ed976021,scored,False,0.0,-0.35,0.01,-0.35,2.327609434967008e-09,60.0,12.0,300.0
holdout_t03_dual_length_12:004,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,68,9e369525f5345946f93c5601a0c2ef52be781fa61d38e141d19a70a7af4e310a,scored,False,0.0,-0.3,0.01,-0.3,5.623996796098861e-09,60.0,12.0,300.0
holdout_t03_dual_length_12:005,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,69,a65a949ad4cf25257ab306ba5393d4794a1e4ebc2698b4feaca86f13a7971b9a,scored,False,0.0,-0.25,0.01,-0.25,1.3706056029756359e-08,60.0,12.0,300.0
holdout_t03_dual_length_12:006,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,70,71c328d0e5a62f53bb7c7db26c70acb262ad797cb500f73530198dc532bde65a,scored,False,0.0,-0.2,0.01,-0.2,3.3628843007135216e-08,60.0,12.0,300.0
holdout_t03_dual_length_12:007,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,71,0433806b0b09517964d5cc289b7db74ddf6c859713cc911b5cea6f6c8679a1a1,scored,False,0.0,-0.15,0.01,-0.15,8.259986969227971e-08,60.0,12.0,300.0
holdout_t03_dual_length_12:008,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,72,dddb2eac66ae9d2e7eb820a04b07bc316f2e7a6e2cd531d52f8dfba6b8a5cd82,scored,False,0.0,-0.1,0.01,-0.1,2.0026369685208834e-07,60.0,12.0,300.0
holdout_t03_dual_length_12:009,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,73,dbd6a3e50378020f16e4806c35042f0386f2b14d8e4531df032c80282c57fb11,scored,False,0.0,-0.05,0.01,-0.05,4.6560050677389083e-07,60.0,12.0,300.0
holdout_t03_dual_length_12:010,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,74,2672231917c0be26cad6f06c6bf0c784f2eb019c04cf3e1b2ba0a029c4be9bfa,scored,False,0.0,0.0,0.01,0.0,9.93699222687549e-07,60.0,12.0,300.0
