row_uid,curve_id,dataset_id,split,kind,topology,source_path,source_row_number,source_row_sha256,selection_role,optimizer_input,vbg_v,vtg_v,vds_v,primary_axis_v,target_current_a_per_cm,w_um,l_um,temperature_k
train_t02_dual_secondary_m0p3:003,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,5,9f25742062f2ad6caaa07f34b67aa605746c2ea90c95183c05fc137fe5d89555,scored,True,-0.3,-0.35,0.01,-0.35,6.230953865413727e-12,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:004,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,6,e1831cb8923af609c91991c5d919c2b51c2737b1699676afaa05808acec84952,scored,True,-0.3,-0.3,0.01,-0.3,1.6264038843614528e-11,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:005,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,7,7f9973e764cbe0712a1076bf26e58d3a6ca2fe7da8566c5e0155f2a627415c04,scored,True,-0.3,-0.25,0.01,-0.25,4.305034653376105e-11,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:006,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,8,27f5c5ee563044fdf9493bfd921683d7d239016cc281cdc9b806afa1a346d614,scored,True,-0.3,-0.2,0.01,-0.2,1.1554028788316725e-10,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:007,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,9,0b17466357923d6ac19b6eecf71ece186f87e74e78c3af8cdb134f85d17889d3,scored,True,-0.3,-0.15,0.01,-0.15,3.142849302647695e-10,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:008,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,10,24ee771e601d825ba76668913bd2504e142734b1b7c7333c4ad77e9257a5eeba,scored,True,-0.3,-0.1,0.01,-0.1,8.658782775411904e-10,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:009,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,11,c29dacdaa85a5c4eeb2ffd64d957e53951a24a156ddde93c17271717e0b31e45,scored,True,-0.3,-0.05,0.01,-0.05,2.413799429556351e-09,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:010,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,12,655f36816bb55b94c29e69d1834c28f0bb7c83358a91cb0ea1967f342be52f62,scored,True,-0.3,0.0,0.01,0.0,6.798036727848865e-09,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:011,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,13,d51ec19df5ab7ab3c2dc3fa160d82a5c02f3f2300e16eb281b5308f0b91b4e99,scored,True,-0.3,0.05,0.01,0.05,1.9287772026257463e-08,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:012,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,14,f7b97ab593da696d90d7cea264bec21c9568148ab7316093649649b6a96643fb,scored,True,-0.3,0.1,0.01,0.1,5.4795936219161016e-08,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:013,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,15,15012d8d8856605e2e213d148019f4780bb49be0f7319bd7fb75a5fbc046bdb5,scored,True,-0.3,0.15,0.01,0.15,1.5362256518591723e-07,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:014,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,16,8e61d7f12ed0d8441516f9b8ff77458ab947a62b78b007c3fe80cc8921b6cfcb,scored,True,-0.3,0.2,0.01,0.2,4.111591504808959e-07,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:015,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,17,beada6d9f1d2733abbebc78c2820037c915dbfc5148ab37e70acd3ee3660bc13,scored,True,-0.3,0.25,0.01,0.25,9.913384154986575e-07,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:016,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,18,29e64e540991e59b619daef9dc152ecf0af493f81719b3f8d4b3d4fea08d9612,scored,True,-0.3,0.3,0.01,0.3,2.0345721951130514e-06,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:017,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,19,e62ed50d723732a08eefdcfe53ef8c97b7c1ff2a12448db2f69aaaf010dd43ba,scored,True,-0.3,0.35,0.01,0.35,3.5195696351103623e-06,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:018,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,20,83efc72f55591aeea081c885ccf48e0235abf7fcdf33ab8d0daecd15d4b6f556,scored,True,-0.3,0.4,0.01,0.4,5.3015795563180085e-06,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:019,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,21,257e15d302a700f8600937368eb470efa783d868839b9e6665f8a0134e8a34ac,scored,True,-0.3,0.45,0.01,0.45,7.235406713421363e-06,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:020,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,22,38bc93fcd91cec9a7ca68df4e83821652016a2a72941cb47bcf944109a9f5f32,scored,True,-0.3,0.5,0.01,0.5,9.222050396344935e-06,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:021,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,23,403a75e9f2d896a4360f999ef14c26c36970e6099199c54bcae2968847369713,scored,True,-0.3,0.55,0.01,0.55,1.1202627874488718e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:022,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,24,139584d88ae65e6acd4c3b0001e53cae811e927d762cff70333b00967174d495,scored,True,-0.3,0.6,0.01,0.6,1.314394075337021e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:023,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,25,24f4a63895de773d65862283e7279b1bf539e7d786ef52029e3c77d9d513975c,scored,True,-0.3,0.65,0.01,0.65,1.5027986809913586e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:024,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,26,63a71b20c97797138a0500dd7222235eb49e2af64d6faa51cf95b71f685debea,scored,True,-0.3,0.7,0.01,0.7,1.6845634089939916e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:025,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,27,9e4b908c9f6ab6ab9af2d523abec29506c19dfc61c6da1e5d719ea56699bdea4,scored,True,-0.3,0.75,0.01,0.75,1.8592954897320427e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:026,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,28,320ef987c694bde7780cc6038c27d33114a936ced9b86caf1bfc3b8c6de6d0eb,scored,True,-0.3,0.8,0.01,0.8,2.026909420036998e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:027,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,29,eda9bfce6732bff97a650f59c9a6c66bbb0438d631494538cdc4c0645b4a5a84,scored,True,-0.3,0.85,0.01,0.85,2.187500958898435e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:028,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,30,06e71cd7c82bf522551e20e556463836a09188471ffdb87ee8aa471528949053,scored,True,-0.3,0.9,0.01,0.9,2.3412712311099538e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:029,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,31,f99d63e539c1d33129cbb6a1f89bcac5e3662e24d7620b6a856c378405df018d,scored,True,-0.3,0.95,0.01,0.95,2.488480248175771e-05,60.0,10.0,300.0
train_t02_dual_secondary_m0p3:030,train_t02_dual_secondary_m0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,32,89e457f40770bce69c3561c197b1542de384d89336601239d60ab3100f3cc97e,scored,True,-0.3,1.0,0.01,1.0,2.629418093149221e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:000,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,64,486355a0a89d70495a3aa4fa1a3f18ec84e389404707c08c5e2a93ce07f6dc8c,scored,True,0.3,-0.5,0.01,-0.5,1.4229966375791528e-07,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:001,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,65,6fcee8377948ddeee788dc23e112293fe1dcb1d9debb679516677ec8c4a97e08,scored,True,0.3,-0.45,0.01,-0.45,3.0559392546835297e-07,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:002,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,66,6cbbfc4703bc5564a8275bcdc1828db35f85b0991667cd8b66fa4f9d3c86dcac,scored,True,0.3,-0.4,0.01,-0.4,6.2485569570081e-07,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:003,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,67,adb509bd2570c769c28fd8eeff6d1aa79f856998d3d7924e9cbd976fd7d7b706,scored,True,0.3,-0.35,0.01,-0.35,1.1830902511532292e-06,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:004,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,68,b47bcccc2e03463125f2a5875d01e1b1d86609fcfcaef86f22a1c8060cfc343f,scored,True,0.3,-0.3,0.01,-0.3,2.0345721951130594e-06,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:005,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,69,876e83f11def5a39a8b716035acac83b2c0669d22fa3576e9d116e46d190e649,scored,True,0.3,-0.25,0.01,-0.25,3.1756399956165973e-06,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:006,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,70,0a3c2e8a98b16bce9dc697bcec43edd116e0f476c053c805a8923ab5f64147c7,scored,True,0.3,-0.2,0.01,-0.2,4.560646784327157e-06,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:007,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,71,3baa65a7299571b28fc838418eed03beb4242a4f7fafc202191af2f0ad3ce539,scored,True,0.3,-0.15,0.01,-0.15,6.134126807426038e-06,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:008,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,72,5c7a1f6a3131c03f339073635ec3ff7c165886cea6d4e1db4de8ff104e5abfe5,scored,True,0.3,-0.1,0.01,-0.1,7.847820248578201e-06,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:009,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,73,a8d673c53c469781976c63ec18ba1bc21c40113e15a8fcc134cc2e6bfa055420,scored,True,0.3,-0.05,0.01,-0.05,9.663261678951728e-06,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:010,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,74,daf2945f2059e8205a29865e9372614f622ce42100d7016f71aad2843adfb3a4,scored,True,0.3,0.0,0.01,0.0,1.154944554137311e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:011,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,75,727f0605f4a9188a64d0970743f3a9a16dd2a55f23abc0534bb972b92a6d44a1,scored,True,0.3,0.05,0.01,0.05,1.348048997901662e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:012,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,76,dd9291eb3bb1ecc70b589d66ba8f7e5b628387059dc886a8933755c1cab86771,scored,True,0.3,0.1,0.01,0.1,1.5434405598724188e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:013,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,77,f4a172e38a374e20a6776c92106e53924d68018231eeef90d949eb1c2b7863d5,scored,True,0.3,0.15,0.01,0.15,1.739266828816028e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:014,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,78,d83350541f12ae116a027b8f208fc99c3ae04313f07f90de672df2fef1aa10e9,scored,True,0.3,0.2,0.01,0.2,1.9340082626511117e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:015,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,79,515b5ac926b9e21de010939ca75847cf94da8a7d5289fb64f57c9a0b3dba549a,scored,True,0.3,0.25,0.01,0.25,2.1264613003026373e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:016,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,80,6506ea24b4f6847c587e90f960f212a411b43421919a508d547a7f0f6bfa916c,scored,True,0.3,0.3,0.01,0.3,2.3157084286939043e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:017,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,81,97f8dbb2a1d0319fa483551fc0f230ad519118c40341390ae6b9eed6ec779dc3,scored,True,0.3,0.35,0.01,0.35,2.5010782783903523e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:018,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,82,ae5328c3598c63fe97f4e5fc43ec861393b94eda01819dadb7ba4f22081f3263,scored,True,0.3,0.4,0.01,0.4,2.682102394682172e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:019,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,83,940929a1a59043296334f6ee27eecb9205a25eea48887f8d1b41b0b8d0984054,scored,True,0.3,0.45,0.01,0.45,2.858474099628184e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:020,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,84,0795f8f5af3855985590db2607267a92fb908986be1922fbf9eb40baf371e0ed,scored,True,0.3,0.5,0.01,0.5,3.0300124360703455e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:021,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,85,ea18dff061e42ee916848dd6f6fb1e2f4054d71e1ff4d681fc5d5137701a3727,scored,True,0.3,0.55,0.01,0.55,3.1966322038530166e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:022,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,86,ab8986a8deaf5c98f021b9de33a6ebab89e0ebef19eae9faf773863c6b86fc26,scored,True,0.3,0.6,0.01,0.6,3.358319910807379e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:023,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,87,d878a174f2292e4336a7a7aff6596e379fc353c4801aa27003760db234429f75,scored,True,0.3,0.65,0.01,0.65,3.5151149082994054e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:024,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,88,5f024fd3a6c6a728bfcde3869a09118ebace5a41c570d471fcc45ebaf4848f97,scored,True,0.3,0.7,0.01,0.7,3.667094817010031e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:025,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,89,5c5b45ef26b02111590d785791719ba5d39e0a5b16fb0920422b10d97184f9de,scored,True,0.3,0.75,0.01,0.75,3.814364382454628e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:026,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,90,de8c1b22e7f70eb3297fe97f1b815156cc29e2be75fc6d59be18cc4955816e3d,scored,True,0.3,0.8,0.01,0.8,3.9570470149065345e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:027,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,91,741fa9df3de4715155e9429e5d87e608e14a3b0e57ee2752d41dfacf1fda37bd,scored,True,0.3,0.85,0.01,0.85,4.095278403267024e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:028,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,92,d2e95328398755a96a6fcad49b7f338f19b4be60be10fdb99ddfc70edae17d23,scored,True,0.3,0.9,0.01,0.9,4.229201718787884e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:029,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,93,8c975abe65eb96496adf592c210eba1d0241c51e486b3d1ff9c0dcd912d4eb4c,scored,True,0.3,0.95,0.01,0.95,4.3589640320554485e-05,60.0,10.0,300.0
train_t02_dual_secondary_p0p3:030,train_t02_dual_secondary_p0p3,T02_C_DG_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t02_c_bidirectional_families.csv,94,49284809cd925d98c5ebb6e46fa65fe78422485d19b77e8161046adabeb0f85d,scored,True,0.3,1.0,0.01,1.0,4.484713653569497e-05,60.0,10.0,300.0
train_t03_dual_length_8:000,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,2,5048620bbe618a10e9e7f7bcfda0de770f478d05135f2157ed633f5b4a074f4c,scored,True,0.0,-0.5,0.01,-0.5,2.6585859342388995e-10,60.0,8.0,300.0
train_t03_dual_length_8:001,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,3,c940e2fedd6798cb49931c4ce6c620684b8e281e694e68aae7a24080c18d888d,scored,True,0.0,-0.45,0.01,-0.45,6.262468147103593e-10,60.0,8.0,300.0
train_t03_dual_length_8:002,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,4,3d1d072a5dcb5aa9c27bd732777065b5284e2778600da9d85ca7fce08e37451a,scored,True,0.0,-0.4,0.01,-0.4,1.486577032568291e-09,60.0,8.0,300.0
train_t03_dual_length_8:003,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,5,d41995bc206d94be472968725005331a2eb969a69806719947350e42a9750e45,scored,True,0.0,-0.35,0.01,-0.35,3.5583118650640724e-09,60.0,8.0,300.0
train_t03_dual_length_8:004,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,6,d3cddd5c1fbb0178dd36766eac2c57a44174daede333392c53aeb1e188c8bfa7,scored,True,0.0,-0.3,0.01,-0.3,8.591574692723097e-09,60.0,8.0,300.0
train_t03_dual_length_8:005,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,7,079042c9d814499ae5bd2ea847eb21e82f082f428115c22e394a69ec43a1e6cf,scored,True,0.0,-0.25,0.01,-0.25,2.09188909677435e-08,60.0,8.0,300.0
train_t03_dual_length_8:006,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,8,4561ae5b55cd0e34305ae8d38078d67fd62dbb3d74e24f7b80215e552bfb35e2,scored,True,0.0,-0.2,0.01,-0.2,5.126087915777233e-08,60.0,8.0,300.0
train_t03_dual_length_8:007,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,9,31729e0749045cf38d195deda53e73c8716408627809281bdb2ee84d7d7ab388,scored,True,0.0,-0.15,0.01,-0.15,1.2567731924559904e-07,60.0,8.0,300.0
train_t03_dual_length_8:008,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,10,07871fecc39573d1027a7ebab1beae5f0dd42a702ac704da4e3e9f1cfd657239,scored,True,0.0,-0.1,0.01,-0.1,3.038683720249789e-07,60.0,8.0,300.0
train_t03_dual_length_8:009,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,11,1b3fab1565e40360b24b922d72f8e54ba7d99c3cf3b606251ed0c676ef940f94,scored,True,0.0,-0.05,0.01,-0.05,7.035494893381069e-07,60.0,8.0,300.0
train_t03_dual_length_8:010,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,12,eabe6d12a4e24d8aca0e5fa4cb9a9e467f6790b8cbdaddd4b7cea55dcb9133ee,scored,True,0.0,0.0,0.01,0.0,1.4926054763464166e-06,60.0,8.0,300.0
train_t03_dual_length_8:011,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,13,192e4f0ca0565855bb8b5cf6b7299015a450978a42d398686c7f9a0e1ff40f18,scored,True,0.0,0.05,0.01,0.05,2.793728440653777e-06,60.0,8.0,300.0
train_t03_dual_length_8:012,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,14,6b2a5a8dfc8b3873780a3257c26222b4a6e5f9741fad60733556ef2acbf34088,scored,True,0.0,0.1,0.01,0.1,4.582958534274134e-06,60.0,8.0,300.0
train_t03_dual_length_8:013,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,15,4bf15263e6a07dc0425aca737c703967e079b00d933c2e85c051d451d51306f2,scored,True,0.0,0.15,0.01,0.15,6.725635641805401e-06,60.0,8.0,300.0
train_t03_dual_length_8:014,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,16,321a1b420681415e0a35a5c0db6b7a2d64257890441ef6d63fdb971b01ad363e,scored,True,0.0,0.2,0.01,0.2,9.074337275173307e-06,60.0,8.0,300.0
train_t03_dual_length_8:015,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,17,5824dc967e2bc668e17bc4352043158ece094b8b49b3c4f7b0422bf2a6973130,scored,True,0.0,0.25,0.01,0.25,1.1516400009337863e-05,60.0,8.0,300.0
train_t03_dual_length_8:016,train_t03_dual_length_8,T03_P4_LENGTH_TRANSFER,train,transfer,symmetric_dual_gate,results/tables/tcad_t03_p4_l_transfer_curves.csv,18,0389e8f03df65c628a147226d7f4899a74bf9dfe32d1af0a07550ff69c97f684,scored,True,0.0,0.3,0.01,0.3,1.397697679245673e-05,60.0,8.0,300.0
