state_id,state_label,source_family,mesh_level,stage_id,vbg_v,vtg_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,21,11,13,71,2.5e-05,3.3750000000000003e-06,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,3.3333333333333335e-05,3.4e-06,0.33333333333333337,34.0,-7.087419842297887,-7.234764270883399,-7.234764270883399,-0.14645853212602955,0.0008858964594819509,0.0008858964594819509,-7.1856494613548945,-0.048228913069021884,7.185811311850994,7.186153860941896,7.234764325122383,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,22,11,70,71,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,5e-05,3.3750000000000003e-06,4.1666666666666665e-05,3.35e-06,0.41666666666666663,33.5,-7.234764270883399,-7.234764270883399,-7.4046519242802304,-7.065710363697365e-05,-7.065710363697365e-05,0.16981699629319402,-7.291393488682343,0.05655856069530669,7.2916128447406745,7.2920424958167445,7.406598944993374,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,23,12,13,14,0.0,3.45e-06,2.5e-05,3.45e-06,0.0,3.525e-06,8.333333333333334e-06,3.4749999999999998e-06,0.08333333333333334,34.75,-7.793870064396984,-7.79387006439642,-7.79387006439642,5.640799594284063e-13,0.0,0.0,-7.793870064396607,1.880266531428021e-13,7.793870064396607,7.793870064396607,7.793870064396984,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,24,13,14,15,2.5e-05,3.45e-06,0.0,3.525e-06,2.5e-05,3.525e-06,1.6666666666666667e-05,3.5000000000000004e-06,0.16666666666666669,35.00000000000001,-7.713110732746965,-7.713110732746965,-7.793633484382413,-0.0016627467775723727,-0.0016627467775723727,0.07886000485787485,-7.739951649958781,0.025178170434243367,7.739992602319854,7.740084757073002,7.7940324472799665,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,25,13,15,72,2.5e-05,3.45e-06,2.5e-05,3.525e-06,5e-05,3.45e-06,3.3333333333333335e-05,3.4749999999999998e-06,0.33333333333333337,34.75,-6.8224374784237485,-6.944322253641624,-6.944322253641624,-0.12354752199544752,-0.0016627467775723727,-0.0016627467775723727,-6.903693995235666,-0.04229100518353076,6.903823528232194,6.904066984396903,6.944322452705457,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,26,13,71,72,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,5e-05,3.45e-06,4.1666666666666665e-05,3.4250000000000002e-06,0.41666666666666663,34.25,-6.944322253641624,-6.944322253641624,-7.086553987509405,-7.200316638543411e-05,-7.200316638543411e-05,0.14215973070139545,-6.9917328315975515,0.04733857478954153,6.99189308621794,6.992208082965078,7.087979740865414,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,27,14,15,16,0.0,3.525e-06,2.5e-05,3.525e-06,0.0,3.6000000000000003e-06,8.333333333333334e-06,3.5500000000000003e-06,0.08333333333333334,35.5,-7.713110732746876,-7.713110732746965,-7.713110732746965,-8.94381097366861e-14,0.0,0.0,-7.713110732746935,-2.981270324556203e-14,7.713110732746935,7.713110732746935,7.713110732746965,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,28,15,16,17,2.5e-05,3.525e-06,0.0,3.6000000000000003e-06,2.5e-05,3.6000000000000003e-06,1.6666666666666667e-05,3.575e-06,0.16666666666666669,35.75,-7.645123861319576,-7.645123861319576,-7.712921413681681,-0.004691197296962768,-0.004691197296962768,0.06310635506514033,-7.667723045440279,0.017907986823738262,7.667743957486323,7.667810058522441,7.71317957431817,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,29,15,17,73,2.5e-05,3.525e-06,2.5e-05,3.6000000000000003e-06,5e-05,3.525e-06,3.3333333333333335e-05,3.5500000000000003e-06,0.33333333333333337,35.5,-6.604171173898604,-6.70362728973559,-6.70362728973559,-0.10414731313394841,-0.004691197296962768,-0.004691197296962768,-6.6704752511232615,-0.03784323590929132,6.670582597221327,6.670750061035417,6.703628931184945,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,30,15,72,73,2.5e-05,3.525e-06,5e-05,3.45e-06,5e-05,3.525e-06,4.1666666666666665e-05,3.5000000000000004e-06,0.41666666666666663,35.00000000000001,-6.70362728973559,-6.70362728973559,-6.821712790100086,-7.024780554672395e-05,-7.024780554672395e-05,0.11801525255894856,-6.742989123190422,0.03929158564928504,6.7431035988013095,6.743329374199057,6.822733542389857,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,31,16,17,18,0.0,3.6000000000000003e-06,2.5e-05,3.6000000000000003e-06,0.0,3.6750000000000004e-06,8.333333333333334e-06,3.625e-06,0.08333333333333334,36.25,-7.6451238613196155,-7.645123861319576,-7.645123861319576,3.807761107601487e-14,0.0,0.0,-7.64512386131959,1.2692537025338291e-14,7.64512386131959,7.64512386131959,7.6451238613196155,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,32,17,18,19,2.5e-05,3.6000000000000003e-06,0.0,3.6750000000000004e-06,2.5e-05,3.6750000000000004e-06,1.6666666666666667e-05,3.6500000000000006e-06,0.16666666666666669,36.50000000000001,-7.589412983372723,-7.589412983372722,-7.644981473655497,-0.008105935576541726,-0.008105935576541726,0.047462554706231196,-7.60793581346698,0.010416894517715915,7.607942944944111,7.607987809383681,7.645128803796245,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,33,17,19,74,2.5e-05,3.6000000000000003e-06,2.5e-05,3.6750000000000004e-06,5e-05,3.6000000000000003e-06,3.3333333333333335e-05,3.625e-06,0.33333333333333337,36.25,-6.427487303150745,-6.506877761515694,-6.506877761515694,-0.08749639394149188,-0.008105935576541726,-0.008105935576541726,-6.480414275394044,-0.03456942169819178,6.480506479099258,6.480616144671078,6.506882810493751,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,34,17,73,74,2.5e-05,3.6000000000000003e-06,5e-05,3.525e-06,5e-05,3.6000000000000003e-06,4.1666666666666665e-05,3.575e-06,0.41666666666666663,35.75,-6.506877761515694,-6.506877761515694,-6.603568856538228,-6.595469754212626e-05,-6.595469754212626e-05,0.09662514032499142,-6.539108126523206,0.032164410309969055,6.539187230814883,6.539343754839994,6.604275740820065,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,35,18,19,20,0.0,3.6750000000000004e-06,2.5e-05,3.6750000000000004e-06,0.0,3.7500000000000005e-06,8.333333333333334e-06,3.7000000000000006e-06,0.08333333333333334,37.00000000000001,-7.589412983372749,-7.589412983372722,-7.589412983372723,2.4794723491358517e-14,0.0,0.0,-7.589412983372732,8.264907830452839e-15,7.589412983372732,7.589412983372732,7.589412983372749,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,36,19,20,21,2.5e-05,3.6750000000000004e-06,0.0,3.7500000000000005e-06,2.5e-05,3.7500000000000005e-06,1.6666666666666667e-05,3.7250000000000003e-06,0.16666666666666669,37.25,-7.545580343303251,-7.545580343303252,-7.589317249188259,-0.011825511055205401,-0.011825511055205401,0.03191139482980237,-7.560159311931588,0.0027534575731305217,7.560159813344854,7.560187852905358,7.5893843390585,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,37,19,21,75,2.5e-05,3.6750000000000004e-06,2.5e-05,3.7500000000000005e-06,5e-05,3.6750000000000004e-06,3.3333333333333335e-05,3.7000000000000006e-06,0.33333333333333337,37.00000000000001,-6.288411121759121,-6.349554465760021,-6.349554465760021,-0.07296885505610566,-0.011825511055205401,-0.011825511055205401,-6.329173351093054,-0.03220662572217215,6.3292552938656925,6.329321805830445,6.349565477760249,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,38,19,74,75,2.5e-05,3.6750000000000004e-06,5e-05,3.6000000000000003e-06,5e-05,3.6750000000000004e-06,4.1666666666666665e-05,3.6500000000000006e-06,0.41666666666666663,36.50000000000001,-6.349554465760021,-6.349554465760021,-6.426992678045792,-5.957124319879698e-05,-5.957124319879697e-05,0.07737864104257193,-6.375367203188612,0.025753166185391446,6.375419217672008,6.375522466171231,6.427458466434755,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,39,20,21,22,0.0,3.7500000000000005e-06,2.5e-05,3.7500000000000005e-06,0.0,3.825000000000001e-06,8.333333333333334e-06,3.7750000000000003e-06,0.08333333333333334,37.75,-7.545580343303392,-7.545580343303252,-7.545580343303251,1.4079860839735728e-13,0.0,0.0,-7.545580343303299,4.693286946578576e-14,7.545580343303299,7.545580343303299,7.545580343303392,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,40,21,22,23,2.5e-05,3.7500000000000005e-06,0.0,3.825000000000001e-06,2.5e-05,3.825000000000001e-06,1.6666666666666667e-05,3.800000000000001e-06,0.16666666666666669,38.00000000000001,-7.513318603243682,-7.513318603243682,-7.545531039058991,-0.01577768768160131,-0.01577768768160131,0.016434748133707405,-7.5240560818487845,-0.005040209076498404,7.524057770014344,7.52407309203862,7.545548937111791,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_vbg_p0p2_common_primary,P1 VBG=+0.2 V common-primary proxy,top_primary,interface_4x,T03_P1_SECONDARY_BIAS,0.2,0.3,0.01,channel,41,21,23,76,2.5e-05,3.7500000000000005e-06,2.5e-05,3.825000000000001e-06,5e-05,3.7500000000000005e-06,3.3333333333333335e-05,3.7750000000000003e-06,0.33333333333333337,37.75,-6.183927677506392,-6.2281881480439445,-6.2281881480439445,-0.06003815821915438,-0.01577768768160131,-0.01577768768160131,-6.21343465786476,-0.030531177860785668,6.213509668486607,6.213545127770921,6.228208132590275,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
