vg,vd,id_raw,id_abs
3.25,2.5,-0.000212163683,0.000212163683
3.3,2.5,-0.000216917515,0.000216917515
-3.0,3.3,-4.26195765e-10,4.26195765e-10
-2.95,3.3,-4.26249524e-10,4.26249524e-10
-2.9,3.3,-4.26327668e-10,4.26327668e-10
-2.85,3.3,-4.26429798e-10,4.26429798e-10
-2.8,3.3,-4.26563276e-10,4.26563276e-10
-2.75,3.3,-4.26737722e-10,4.26737722e-10
-2.7,3.3,-4.26965709e-10,4.26965709e-10
-2.65,3.3,-4.27263666e-10,4.27263666e-10
-2.6,3.3,-4.27653064e-10,4.27653064e-10
-2.55,3.3,-4.28229034e-10,4.28229034e-10
-2.5,3.3,-4.28914659e-10,4.28914659e-10
-2.45,3.3,-4.29810652e-10,4.29810652e-10
-2.4,3.3,-4.30981533e-10,4.30981533e-10
-2.35,3.3,-4.32511602e-10,4.32511602e-10
-2.3,3.3,-4.34510993e-10,4.34510993e-10
-2.25,3.3,-4.37123583e-10,4.37123583e-10
-2.2,3.3,-4.40537318e-10,4.40537318e-10
-2.15,3.3,-4.44997688e-10,4.44997688e-10
-2.1,3.3,-4.50825324e-10,4.50825324e-10
-2.05,3.3,-4.58438946e-10,4.58438946e-10
-2.0,3.3,-4.68385313e-10,4.68385313e-10
-1.95,3.3,-4.81378279e-10,4.81378279e-10
-1.9,3.3,-4.98349709e-10,4.98349709e-10
-1.85,3.3,-5.20515855e-10,5.20515855e-10
-1.8,3.3,-5.49463826e-10,5.49463826e-10
-1.75,3.3,-5.87264189e-10,5.87264189e-10
-1.7,3.3,-6.36617536e-10,6.36617536e-10
-1.65,3.3,-7.01045139e-10,7.01045139e-10
-1.6,3.3,-7.85136774e-10,7.85136774e-10
-1.55,3.3,-8.94872634e-10,8.94872634e-10
-1.5,3.3,-1.03804107e-09,1.03804107e-09
-1.45,3.3,-1.22478019e-09,1.22478019e-09
-1.4,3.3,-1.46827915e-09,1.46827915e-09
-1.35,3.3,-1.78568507e-09,1.78568507e-09
-1.3,3.3,-2.1992741e-09,2.1992741e-09
-1.25,3.3,-2.73796086e-09,2.73796086e-09
-1.2,3.3,-3.43924028e-09,3.43924028e-09
-1.15,3.3,-4.35168e-09,4.35168e-09
-1.1,3.3,-5.53811106e-09,5.53811106e-09
-1.05,3.3,-7.07970061e-09,7.07970061e-09
-1.0,3.3,-9.08113281e-09,9.08113281e-09
-0.95,3.3,-1.16771739e-08,1.16771739e-08
-0.9,3.3,-1.50409548e-08,1.50409548e-08
-0.85,3.3,-1.93943675e-08,1.93943675e-08
-0.8,3.3,-2.50210398e-08,2.50210398e-08
-0.75,3.3,-3.22824206e-08,3.22824206e-08
-0.7,3.3,-4.1637571e-08,4.1637571e-08
-0.65,3.3,-5.36673043e-08,5.36673043e-08
-0.6,3.3,-6.91033372e-08,6.91033372e-08
-0.55,3.3,-8.88630901e-08,8.88630901e-08
-0.5,3.3,-1.14090684e-07,1.14090684e-07
-0.45,3.3,-1.46204494e-07,1.46204494e-07
-0.4,3.3,-1.86951338e-07,1.86951338e-07
-0.35,3.3,-2.38466906e-07,2.38466906e-07
-0.3,3.3,-3.03341491e-07,3.03341491e-07
-0.25,3.3,-3.84689304e-07,3.84689304e-07
-0.2,3.3,-4.8621879e-07,4.8621879e-07
-0.15,3.3,-6.12300472e-07,6.12300472e-07
-0.1,3.3,-7.68027893e-07,7.68027893e-07
-0.05,3.3,-9.59266547e-07,9.59266547e-07
-2.28983499e-15,3.3,-1.19268524e-06,1.19268524e-06
0.05,3.3,-1.47576435e-06,1.47576435e-06
0.1,3.3,-1.81677583e-06,1.81677583e-06
0.15,3.3,-2.22473089e-06,2.22473089e-06
0.2,3.3,-2.70929225e-06,2.70929225e-06
0.25,3.3,-3.28064934e-06,3.28064934e-06
0.3,3.3,-3.94935633e-06,3.94935633e-06
0.35,3.3,-4.72613501e-06,4.72613501e-06
0.4,3.3,-5.62164716e-06,5.62164716e-06
0.45,3.3,-6.64624477e-06,6.64624477e-06
0.5,3.3,-7.80971033e-06,7.80971033e-06
0.55,3.3,-9.12100261e-06,9.12100261e-06
0.6,3.3,-1.05880251e-05,1.05880251e-05
0.65,3.3,-1.22174334e-05,1.22174334e-05
0.7,3.3,-1.4014494e-05,1.4014494e-05
0.75,3.3,-1.59830031e-05,1.59830031e-05
0.8,3.3,-1.81252664e-05,1.81252664e-05
0.85,3.3,-2.04421359e-05,2.04421359e-05
0.9,3.3,-2.2933097e-05,2.2933097e-05
0.95,3.3,-2.55963917e-05,2.55963917e-05
1.0,3.3,-2.842917e-05,2.842917e-05
1.05,3.3,-3.14276534e-05,3.14276534e-05
1.1,3.3,-3.45873034e-05,3.45873034e-05
1.15,3.3,-3.79029857e-05,3.79029857e-05
1.2,3.3,-4.13691228e-05,4.13691228e-05
1.25,3.3,-4.4979833e-05,4.4979833e-05
1.3,3.3,-4.87290519e-05,4.87290519e-05
1.35,3.3,-5.26106363e-05,5.26106363e-05
1.4,3.3,-5.66184504e-05,5.66184504e-05
1.45,3.3,-6.07464365e-05,6.07464365e-05
1.5,3.3,-6.49886697e-05,6.49886697e-05
1.55,3.3,-6.93393999e-05,6.93393999e-05
1.6,3.3,-7.37930829e-05,7.37930829e-05
1.65,3.3,-7.83444017e-05,7.83444017e-05
1.7,3.3,-8.29882791e-05,8.29882791e-05
1.75,3.3,-8.77198854e-05,8.77198854e-05
1.8,3.3,-9.25346398e-05,9.25346398e-05
1.85,3.3,-9.74282083e-05,9.74282083e-05
1.9,3.3,-0.000102396499,0.000102396499
1.95,3.3,-0.000107435653,0.000107435653
2.0,3.3,-0.000112542038,0.000112542038
2.05,3.3,-0.000117712238,0.000117712238
2.1,3.3,-0.000122943038,0.000122943038
2.15,3.3,-0.000128231422,0.000128231422
2.2,3.3,-0.000133574552,0.000133574552
2.25,3.3,-0.000138969765,0.000138969765
2.3,3.3,-0.000144414557,0.000144414557
2.35,3.3,-0.000149906579,0.000149906579
2.4,3.3,-0.000155443619,0.000155443619
2.45,3.3,-0.000161023599,0.000161023599
2.5,3.3,-0.000166644565,0.000166644565
2.55,3.3,-0.000172304678,0.000172304678
2.6,3.3,-0.000178002204,0.000178002204
2.65,3.3,-0.000183717884,0.000183717884
2.7,3.3,-0.000189486189,0.000189486189
2.75,3.3,-0.000195287241,0.000195287241
2.8,3.3,-0.000201119674,0.000201119674
2.85,3.3,-0.000206982194,0.000206982194
2.9,3.3,-0.000212873579,0.000212873579
2.95,3.3,-0.000218792673,0.000218792673
3.0,3.3,-0.000224738382,0.000224738382
3.05,3.3,-0.000230709667,0.000230709667
3.1,3.3,-0.000236705546,0.000236705546
3.15,3.3,-0.000242725084,0.000242725084
3.2,3.3,-0.000248767396,0.000248767396
3.25,3.3,-0.00025483164,0.00025483164
3.3,3.3,-0.000260917014,0.000260917014
