state_id,state_label,parameter_group_id,channel_length_um,channel_length_cm,mesh_level,stage_id,mode_id,source_v,drain_v,vbg_v,vtg_v,region,x_cm,y_cm,x_um,y_nm,potential_v,electron_density_cm3
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,0.0,0.0,0.0,0.0,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,5.000000000000001e-07,0.0,5.000000000000001,0.0001179486938183597,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,0.0,0.25,0.0,0.0,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,5.000000000000001e-07,0.25,5.000000000000001,0.008280539721623258,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,1.0000000000000002e-06,0.0,10.000000000000002,0.0002293673148144755,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,1.0000000000000002e-06,0.25,10.000000000000002,0.016564322369045772,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,1.5000000000000002e-06,0.0,15.000000000000002,0.00032771797176720625,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,1.5000000000000002e-06,0.25,15.000000000000002,0.02485459606848175,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,2.0000000000000003e-06,0.0,20.000000000000004,0.00040644712624256533,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,2.0000000000000003e-06,0.25,20.000000000000004,0.03315461935477708,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,2.1250000000000004e-06,0.0,21.250000000000004,0.0004220358933328383,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,2.1250000000000004e-06,0.25,21.250000000000004,0.0352316601379398,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,2.2500000000000005e-06,0.0,22.500000000000004,0.0004358841792108809,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,2.2500000000000005e-06,0.25,22.500000000000004,0.03730956626850608,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,2.375e-06,0.0,23.75,0.0004478887809844587,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,2.375e-06,0.25,23.75,0.03938838919594884,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,2.5e-06,0.0,25.000000000000004,0.00045794635773728834,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,2.5e-06,0.25,25.000000000000004,0.04146818046159752,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,2.6250000000000003e-06,0.0,26.250000000000004,0.000465953422784925,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,2.5e-05,2.6250000000000003e-06,0.25,26.250000000000004,0.043548991703798154,
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.01,0.0,1.0,bottom_oxide,0.0,2.75e-06,0.0,27.5,0.0004718063359185109,
