Index          V(NORM)               V(VOV100T050R0125)        I(VDDV100T050R0125)         V(VOV100T050R0250)        I(VDDV100T050R0250)         V(VOV100T050R0500)        I(VDDV100T050R0500)         V(VOV100T075R0125)        I(VDDV100T075R0125)         V(VOV100T075R0250)        I(VDDV100T075R0250)         V(VOV100T075R0500)        I(VDDV100T075R0500)         V(VOV100T100R0125)        I(VDDV100T100R0125)         V(VOV100T100R0250)        I(VDDV100T100R0250)         V(VOV100T100R0500)        I(VDDV100T100R0500)         V(VOV200T050R0125)        I(VDDV200T050R0125)         V(VOV200T050R0250)        I(VDDV200T050R0250)         V(VOV200T050R0500)        I(VDDV200T050R0500)         V(VOV200T075R0125)        I(VDDV200T075R0125)         V(VOV200T075R0250)        I(VDDV200T075R0250)         V(VOV200T075R0500)        I(VDDV200T075R0500)         V(VOV200T100R0125)        I(VDDV200T100R0125)         V(VOV200T100R0250)        I(VDDV200T100R0250)         V(VOV200T100R0500)        I(VDDV200T100R0500)    
10       1.00000000000000006e-01    1.55546965484791768e-02   -2.11962701427427963e-08    2.76562065892222882e-02   -3.25419637274997629e-08    4.42117545493293518e-02   -4.25600319260600875e-08    1.85657105590640338e-02   -2.43971105621607243e-08    3.26228832785168330e-02   -3.61315951520626457e-08    5.06696639811778440e-02   -4.51717025503790533e-08    2.17432910422013202e-02   -2.74934349700651904e-08    3.76825694285367468e-02   -3.92463680273611471e-08    5.67072591292475808e-02   -4.71153380742662513e-08    4.35849396647627133e-02   -4.77944846040403041e-08    7.63199071308785643e-02   -5.81754429234980641e-08    1.09227242299035784e-01   -6.09972034644813382e-08    5.78827420286456840e-02   -5.38759838761714729e-08    9.68053628742811811e-02   -6.03584453229604310e-08    1.30046774900724471e-01   -6.15172076599058502e-08    7.40348072936030110e-02   -5.77960770629584749e-08    1.16006167011278458e-01   -6.12225052243439381e-08    1.47354025191889115e-01   -6.16951493853509115e-08
11       1.10000000000000001e-01    1.54010308034949837e-02   -2.12632331076604598e-08    2.74060351568013554e-02   -3.27316844610194100e-08    4.38908521592236908e-02   -4.29487581319284043e-08    1.83813919649332240e-02   -2.44862462425710230e-08    3.23331806397741880e-02   -3.63738913729982312e-08    5.03295569292637815e-02   -4.56262880723040958e-08    2.15266027479734494e-02   -2.76084786647985947e-08    3.73572000062577306e-02   -3.95441286176287652e-08    5.63609688687178451e-02   -4.76260317406426237e-08    4.26304256131003687e-02   -4.84106969677911505e-08    7.50325144316594805e-02   -5.94640464964678384e-08    1.08093179632560848e-01   -6.25665856857746795e-08    5.65814691393436084e-02   -5.47805083854102560e-08    9.53892804470754668e-02   -6.18472224188448578e-08    1.28951868527115460e-01   -6.31375261746898189e-08    7.24223893121853785e-02   -5.89875562312152149e-08    1.14592458835451314e-01   -6.28047125565596605e-08    1.46364389137885353e-01   -6.33335345035235731e-08
12       1.19999999999999996e-01    1.52496426594860273e-02   -2.13293118614910901e-08    2.71589456596585815e-02   -3.29196437738576733e-08    4.35722062170663324e-02   -4.33365950513327372e-08    1.81997937832005727e-02   -2.45742204015167280e-08    3.20467563438211131e-02   -3.66142197212963258e-08    4.99911058599291427e-02   -4.60807734320664354e-08    2.13130765490525016e-02   -2.77220527782180799e-08    3.70350750812882476e-02   -3.98398929180768729e-08    5.60155907004720871e-02   -4.81376024399115006e-08    4.17055995790216252e-02   -4.90114545962461061e-08    7.37587507295172223e-02   -6.07540555280480191e-08    1.06958743364720749e-01   -6.41605001636351988e-08    5.53147497951039860e-02   -5.56677392280191307e-08    9.39758979511328835e-02   -6.33513961258657109e-08    1.27852441183150256e-01   -6.47871142556770404e-08    7.08376915136416235e-02   -6.01687367463896534e-08    1.13172971306544717e-01   -6.44114377285944384e-08    1.45367189313211187e-01   -6.50029997634555044e-08
13       1.30000000000000004e-01    1.51004960957680043e-02   -2.13945173034353247e-08    2.69149133395777604e-02   -3.31058392838059432e-08    4.32558437615778030e-02   -4.37234725806959493e-08    1.80208748768731115e-02   -2.46610461082191095e-08    3.17635983959915630e-02   -3.68525638505906003e-08    4.96543567693554164e-02   -4.65350672236039241e-08    2.11026681920210533e-02   -2.78341715989000464e-08    3.67162030187379515e-02   -4.01336236806762880e-08    5.56711819776520150e-02   -4.86499481382196557e-08    4.08098349385064355e-02   -4.95968077903247585e-08    7.24996294680779474e-02   -6.20439112421428614e-08    1.05824277172867187e-01   -6.57785197156139708e-08    5.40828261052929554e-02   -5.65369404903299686e-08    9.25662325432851651e-02   -6.48697069287643509e-08    1.26748713738401159e-01   -6.64659368438806088e-08    6.92825577997747688e-02   -6.13376563116394215e-08    1.11748349975368713e-01   -6.60420991377805813e-08    1.44362592665398831e-01   -6.67036845593762883e-08
14       1.40000000000000013e-01    1.49535555392364995e-02   -2.14588603094360436e-08    2.66739127498593354e-02   -3.32902696142935575e-08    4.29417903012979107e-02   -4.41093220388185917e-08    1.78445944783518044e-02   -2.47467364926491307e-08    3.14836933885640907e-02   -3.70889090334709267e-08    4.93193543374926338e-02   -4.69890787522514194e-08    2.08953335666570914e-02   -2.79448496497985838e-08    3.64005900336264940e-02   -4.04252858521011238e-08    5.53277993099866375e-02   -4.91629664374957902e-08    3.99424573492483392e-02   -5.01668604775638098e-08    7.12561314528947082e-02   -6.33320487503647063e-08    1.04690141408944101e-01   -6.74201589611701289e-08    5.28857706687829512e-02   -5.73875108171728323e-08    9.11613410310817135e-02   -6.64007994320492442e-08    1.25640915925650909e-01   -6.81739245845104256e-08    6.77586516987630783e-02   -6.24924589853367070e-08    1.10319285144202195e-01   -6.76960286569850071e-08    1.43350770390297672e-01   -6.84357092965323462e-08
15       1.49999999999999994e-01    1.48087858685845859e-02   -2.15223517250310283e-08    2.64359178068089076e-02   -3.34729343563759539e-08    4.26300698182530829e-02   -4.44940762193583382e-08    1.76709122050110259e-02   -2.48313047312167461e-08    3.12070265678642891e-02   -3.73232421199681024e-08    4.89861418971992701e-02   -4.74427181325732355e-08    2.06910287407434217e-02   -2.80541016623217662e-08    3.60882402533712551e-02   -4.07148465501379282e-08    5.49854985100315108e-02   -4.96765546905168746e-08    3.91027546008500468e-02   -5.07217635817598204e-08    7.00291965598300176e-02   -6.46169094398043113e-08    1.03556713449711096e-01   -6.90848720351915440e-08    5.17234990455978927e-02   -5.82189785991019365e-08    8.97623156989336424e-02   -6.79432254150231524e-08    1.24529287047770457e-01   -6.99109715329242226e-08    6.62674390036884359e-02   -6.36314162404938389e-08    1.08886513707445662e-01   -6.93724666835060539e-08    1.42331898228868908e-01   -7.01991741486998248e-08
16       1.60000000000000003e-01    1.46661524177485771e-02   -2.15850023586557479e-08    2.62009018396621163e-02   -3.36538340309632478e-08    4.23207047741020054e-02   -4.48776694394210296e-08    1.74997880733040907e-02   -2.49147640332558264e-08    3.09335819007357515e-02   -3.75555514948597044e-08    4.86547614060197642e-02   -4.78958963836402941e-08    2.04897099924203699e-02   -2.81619425516659898e-08    3.57791557820850009e-02   -4.10022750362733559e-08    5.46443345406964279e-02   -5.01906101166171840e-08    3.82899856090269039e-02   -5.12617087032648463e-08    6.88197158663679254e-02   -6.58969534363865562e-08    1.02424387927683325e-01   -7.07720504871514677e-08    5.05957837411345132e-02   -5.90309953273423901e-08    8.83702791667074217e-02   -6.94954484400094344e-08    1.23414076704574147e-01   -7.16769327574754709e-08    6.48101753248124246e-02   -6.47529444772976457e-08    1.07450820686209023e-01   -7.10705574742218206e-08    1.41306156797564891e-01   -7.19941577291888033e-08
17       1.70000000000000012e-01    1.45256209786295241e-02   -2.16468229753767539e-08    2.59688376389176842e-02   -3.38329700513733817e-08    4.20137161186813560e-02   -4.52600375842267196e-08    1.73311825114719868e-02   -2.49971276282750481e-08    3.06633421402241341e-02   -3.77858270339910346e-08    4.83252534206493958e-02   -4.83485255214992688e-08    2.02913338401866858e-02   -2.82683873933769202e-08    3.54733367663884192e-02   -4.12875426847402683e-08    5.43043614642137462e-02   -5.07050299176976857e-08    3.75033885220950186e-02   -5.17869221810643840e-08    6.76285243941670555e-02   -6.71706718628867545e-08    1.01293576824157669e-01   -7.24810214171015183e-08    4.95022691220249680e-02   -5.98233275427004687e-08    8.69863782862892038e-02   -7.10558500904810748e-08    1.22295545534577055e-01   -7.34716218457495461e-08    6.33878987862403903e-02   -6.58556185336547465e-08    1.06013040368475683e-01   -7.27893449103462857e-08    1.40273731953013209e-01   -7.38207156699212381e-08
18       1.79999999999999993e-01    1.43871578031376530e-02   -2.17078242910372103e-08    2.57396975030582745e-02   -3.40103446862850548e-08    4.17091233008683865e-02   -4.56411181478312337e-08    1.71650563709330496e-02   -2.50784087539463481e-08    3.03962888903339355e-02   -3.80140600597968250e-08    4.79976570741275227e-02   -4.88005186485957990e-08    2.00958570706548795e-02   -2.83734514011013880e-08    3.51707814624535597e-02   -4.15706229483023278e-08    5.39656323926925308e-02   -5.12197113941884362e-08    3.67421879382074726e-02   -5.22976595834089740e-08    6.64563946328681487e-02   -6.84365986149094082e-08    1.00164709405452967e-01   -7.42110459033432010e-08    4.84424867379633570e-02   -6.05958477914211940e-08    8.56117771151968937e-02   -7.26227378710881139e-08    1.21173965965484756e-01   -7.52948083235550899e-08    6.20014278237648736e-02   -6.69381809686002190e-08    1.04574056959627834e-01   -7.45277688530897055e-08    1.39234815191538741e-01   -7.56788791033526806e-08
19       1.90000000000000002e-01    1.42507296046027708e-02   -2.17680169667959037e-08    2.55134532836462577e-02   -3.41859610231596576e-08    4.14069442816692099e-02   -4.60208502698998530e-08    1.70013709364262612e-02   -2.51586206448020793e-08    3.01324026697310197e-02   -3.82402432961993467e-08    4.76720100557863624e-02   -4.92517900399316965e-08    1.99032367641637960e-02   -2.84771499054958217e-08    3.48714863040034823e-02   -4.18514913210554406e-08    5.36281994404003218e-02   -5.17345520606193315e-08    3.60056012553018126e-02   -5.27942006532022558e-08    6.53040309891610576e-02   -6.96933213947281007e-08    9.90382319837105479e-02   -7.59613177794454615e-08    4.74158705958565227e-02   -6.13485249689884824e-08    8.42476490429069913e-02   -7.41943547488939195e-08    1.20049622966045530e-01   -7.71462149993352053e-08    6.06513637918899076e-02   -6.79995471196984986e-08    1.03134804643551903e-01   -7.62846622671265597e-08    1.38189604083818224e-01   -7.75686530423245786e-08
20       2.00000000000000011e-01    1.41163035585928406e-02   -2.18274116040424578e-08    2.52900764287861263e-02   -3.43598229321948119e-08    4.11071955494361763e-02   -4.63991747685467089e-08    1.68400879349788202e-02   -2.52377765216127345e-08    2.98716629742744252e-02   -3.84643708230503194e-08    4.73483485939721269e-02   -4.97022552257540360e-08    1.97134303183497256e-02   -2.85794983342549776e-08    3.45754459710066672e-02   -4.21301252985227904e-08    5.32921136779037283e-02   -5.22494497604547462e-08    3.52928441931507353e-02   -5.32768447175543108e-08    6.41720652729517033e-02   -7.09394917708236776e-08    9.79146074843651598e-02   -7.77309628200227780e-08    4.64217720132293760e-02   -6.20814143882126216e-08    8.28951681833961507e-02   -7.57688902564838989e-08    1.18922814790583892e-01   -7.90255152503959193e-08    5.93380978832661471e-02   -6.90388061390027104e-08    1.01696266953124656e-01   -7.80587493005658831e-08    1.37138302744673646e-01   -7.94900146534191788e-08
21       2.09999999999999992e-01    1.39838473031807832e-02   -2.18860187396710884e-08    2.50695380249542667e-02   -3.45319350308647526e-08    4.08098921371135570e-02   -4.67760341692675295e-08    1.66811695437665483e-02   -2.53158895814175474e-08    2.96140483382772192e-02   -3.86864380302731367e-08    4.70267074415424216e-02   -5.01518310705907402e-08    1.95263954697760117e-02   -2.86805121932240414e-08    3.42826534588170015e-02   -4.24065043353138852e-08    5.29574250881954742e-02   -5.27643027798521889e-08    3.46031355390478690e-02   -5.37459065576546031e-08    6.30610532961369541e-02   -7.21738340683881712e-08    9.67943148037842538e-02   -7.95190383950829849e-08    4.54594737599821608e-02   -6.27946478562521241e-08    8.15555001842863808e-02   -7.73444930157989868e-08    1.17793853706140914e-01   -8.09323302715049025e-08    5.80618217149157720e-02   -7.00552183784114639e-08    1.00259475351524463e-01   -7.98486445164270228e-08    1.36081122337649185e-01   -8.14429114200552636e-08
22       2.20000000000000001e-01    1.38533289386973211e-02   -2.19438488416964633e-08    2.48518088372001213e-02   -3.47023026490979232e-08    4.05150476414057742e-02   -4.71513727300088962e-08    1.65245783969324121e-02   -2.53929729881802400e-08    2.93595363944043827e-02   -3.89064415718525654e-08    4.67071198641342625e-02   -5.06004358484691705e-08    1.93420903137178045e-02   -2.87802070485566270e-08    3.39931001475238734e-02   -4.26806098006137563e-08    5.26241825249238668e-02   -5.32790099600108599e-08    3.39357011763522926e-02   -5.42017127250581303e-08    6.19714726212033246e-02   -7.33951529405223545e-08    9.56778479426482059e-02   -8.13245336515358193e-08    4.45282032759954302e-02   -6.34884239912362219e-08    8.02297926364920339e-02   -7.89192844800588789e-08    1.16663066690681230e-01   -8.28662263109754493e-08    5.68225408470291946e-02   -7.10482096160093621e-08    9.88255069333717900e-02   -8.16528534697240196e-08    1.35018281613590724e-01   -8.34272591924559670e-08
23       2.30000000000000010e-01    1.37247170270061256e-02   -2.20009123051952400e-08    2.46368593477287387e-02   -3.48709317951348973e-08    4.02226742437589921e-02   -4.75251364624300216e-08    1.63702775914254355e-02   -2.54690398640437317e-08    2.91081039321304073e-02   -3.91243793198096822e-08    4.63896176311841268e-02   -5.10479893141712382e-08    1.91604733221962253e-02   -2.88785985098818895e-08    3.37067758712905410e-02   -4.29524249317605967e-08    5.22924336728329345e-02   -5.37934708077836986e-08    3.32897774591944390e-02   -5.46445982831919281e-08    6.09037214588788733e-02   -7.46023395184915061e-08    9.45657149034486444e-02   -8.31463702773783964e-08    4.36271448230331413e-02   -6.41629989565933862e-08    7.89191652959073675e-02   -8.04913736338656900e-08    1.15530796089323276e-01   -8.48267119242705793e-08    5.56200904693066669e-02   -7.20173626878259896e-08    9.73954811679251381e-02   -8.34697748144661382e-08    1.33950007481935779e-01   -8.54429401227631455e-08
24       2.39999999999999991e-01    1.35979805903348183e-02   -2.20572194485580835e-08    2.44246597928790381e-02   -3.50378291221055640e-08    3.99327827330441462e-02   -4.78972731494262532e-08    1.62182306919204135e-02   -2.55441032811571352e-08    2.88597269546882300e-02   -3.93402503182898689e-08    4.60742310096714999e-02   -5.14944127704007946e-08    1.89815033603538477e-02   -2.89757022144430287e-08    3.34236689874730791e-02   -4.32219347861620630e-08    5.19622250105121683e-02   -5.43075856042366463e-08    3.26646139978910566e-02   -5.50749039479420145e-08    5.98581186784642172e-02   -7.57943760892615605e-08    9.34584363440400107e-02   -8.49834038989387889e-08    4.27554504907139213e-02   -6.48186777426657951e-08    7.76247003481681797e-02   -8.20588723425188349e-08    1.14397400214044750e-01   -8.68132352803710588e-08    5.44541525091183434e-02   -7.29624071171506611e-08    9.59705556259524278e-02   -8.52977041047421211e-08    1.32876535612817925e-01   -8.74898004850047132e-08
25       2.50000000000000000e-01    1.34730891096953662e-02   -2.21127805100365285e-08    2.42151801985164561e-02   -3.52030018953579814e-08    3.96453825298277371e-02   -4.82677323589954724e-08    1.60684017348756703e-02   -2.56181762540500010e-08    2.86143807344526532e-02   -3.95540547378818882e-08    4.57609887605478285e-02   -5.19396291307577646e-08    1.88051397012601908e-02   -2.90715338121701570e-08    3.31437664453269956e-02   -4.34891261917920691e-08    5.16336017755432003e-02   -5.48212555108501864e-08    3.20594759187151426e-02   -5.54929735981468218e-08    5.88349048630128560e-02   -7.69703392968084503e-08    9.23565439834724694e-02   -8.68344261542247733e-08    4.19122500270858872e-02   -6.54558060823253539e-08    7.63474329570075078e-02   -8.36199110044279691e-08    1.13263253870861780e-01   -8.88251815615470282e-08    5.33242734742659721e-02   -7.38832073225809277e-08    9.45519206576121291e-02   -8.71348394225473263e-08    1.31798111067397167e-01   -8.95676483813747899e-08
26       2.60000000000000009e-01    1.33500125229235531e-02   -2.21676056445705961e-08    2.40083904138623933e-02   -3.53664579605672489e-08    3.93604817121149739e-02   -4.86364654545386969e-08    1.59207552317832471e-02   -2.56912717325285505e-08    2.83720398667112877e-02   -3.97657938302767070e-08    4.54499181378018730e-02   -5.23835629784338702e-08    1.86313420392328309e-02   -2.91661089516505715e-08    3.28670538541221760e-02   -4.37539876964989418e-08    5.13066079321222862e-02   -5.53343826730706047e-08    3.14736456592109928e-02   -5.58991521253182254e-08    5.78342443155284297e-02   -7.81294019079451608e-08    9.12605787613120223e-02   -8.86981674758391429e-08    4.10966595045829733e-02   -6.60747630509044186e-08    7.50883423350278412e-02   -8.51726541383209369e-08    1.12128748797129474e-01   -9.08618705026259510e-08    5.22298824287008370e-02   -7.47797499449955382e-08    9.31407930204292550e-02   -8.89792889217642733e-08    1.30714988953019196e-01   -9.16762513384004791e-08
27       2.70000000000000018e-01    1.32287212223675989e-02   -2.22217049208826798e-08    2.38042601437858589e-02   -3.55282057126475584e-08    3.90780870424487017e-02   -4.90034256016964569e-08    1.57752561716648816e-02   -2.57634025950699504e-08    2.81326783217849472e-02   -3.99754698833659950e-08    4.51410448901029826e-02   -5.28261406205652133e-08    1.84600705017576548e-02   -2.92594432669600653e-08    3.25935155505027996e-02   -4.40165095163467338e-08    5.09812861412243384e-02   -5.58468703209341881e-08    3.09064243567287109e-02   -5.62937835915817017e-08    5.68562279026101694e-02   -7.92708332217376203e-08    9.01710887572174241e-02   -9.05733006051222594e-08    4.03077888625570299e-02   -6.66759543709677402e-08    7.38483435624667228e-02   -8.67153155317057259e-08    1.10994293990440071e-01   -9.29225541211855078e-08    5.11703086004139177e-02   -7.56521307719301388e-08    9.17384084933881572e-02   -9.08290803231791853e-08    1.29627435098898708e-01   -9.38153337990692569e-08
28       2.80000000000000027e-01    1.31091860522527057e-02   -2.22750883188247308e-08    2.36027589795855877e-02   -3.56882540654865424e-08    3.87982039962485314e-02   -4.93685677718317222e-08    1.56318700228621418e-02   -2.58345816426915210e-08    2.78962694954686778e-02   -4.01830861768706612e-08    4.48343932649576393e-02   -5.32672901381965980e-08    1.82912856600870449e-02   -2.93515523653194635e-08    3.23231346649406961e-02   -4.42766834831998394e-08    5.06576777333645478e-02   -5.63586228665031714e-08    3.03571328836687339e-02   -5.66772096653808114e-08    5.59008766088009632e-02   -8.03939982326969222e-08    8.90886268835599654e-02   -9.24584448453372558e-08    3.95447483892744714e-02   -6.72598064189899618e-08    7.26282803552841388e-02   -8.82461725895000277e-08    1.09860315909678596e-01   -9.50064146951158049e-08    5.01447982266377060e-02   -7.65005416642331594e-08    9.03460135538701609e-02   -9.26821723310742071e-08    1.28535726746996010e-01   -9.59845745199109526e-08
29       2.89999999999999980e-01    1.29913783057479335e-02   -2.23277657269652670e-08    2.34038564282939981e-02   -3.58466124225170132e-08    3.85208367912735772e-02   -4.97318487422771296e-08    1.54905627341691277e-02   -2.59048215932715330e-08    2.76627862577724509e-02   -4.03886469385817553e-08    4.45299860153029817e-02   -5.37069414318313562e-08    1.81249485385939178e-02   -2.94424518155412463e-08    3.20558931871468347e-02   -4.45345029917500167e-08    5.03358226840014203e-02   -5.68695459978691893e-08    2.98251125783886226e-02   -5.70497683056770616e-08    5.49681456681212557e-02   -8.14983556811876386e-08    8.80137483701506906e-02   -9.43521710461064865e-08    3.88066542205369319e-02   -6.78267609132780892e-08    7.14289189500666999e-02   -8.97635795512517590e-08    1.08727258528220530e-01   -9.71125630484453021e-08    4.91525303444017500e-02   -7.73252578119647824e-08    8.89648562366372048e-02   -9.45364678703035697e-08    1.27440153251619864e-01   -9.81836038853860996e-08
30       2.99999999999999989e-01    1.28752697217602210e-02   -2.23797469404040965e-08    2.32075219405359738e-02   -3.60032906481366291e-08    3.82459884180947896e-02   -5.00932270934717601e-08    1.53513007353525341e-02   -2.59741350763004548e-08    2.74322009999485167e-02   -4.05921573012868905e-08    4.42278444084564584e-02   -5.41450262625594161e-08    1.79610206229540957e-02   -2.95321571372314273e-08    3.17917720303180357e-02   -4.47899629461734956e-08    5.00157595916145836e-02   -5.73795467694986772e-08    2.93097257160651881e-02   -5.74117926669926579e-08    5.40579291383677038e-02   -8.25834551398094072e-08    8.69470080664630357e-02   -9.62530072943625382e-08    3.80926329402752825e-02   -6.83772702497519435e-08    7.02509432319866622e-02   -9.12659792899718775e-08    1.07595583219115498e-01   -9.92400372099379853e-08    4.81926313286578367e-02   -7.81266255702079936e-08    8.75961763358204942e-02   -9.63898289673882323e-08    1.26341016780048471e-01   -1.00412001155742085e-07
31       3.09999999999999998e-01    1.27608324814783639e-02   -2.24310416588022986e-08    2.30137249369776545e-02   -3.61582990399838441e-08    3.79736606714631206e-02   -5.04526632031179750e-08    1.52140509371018872e-02   -2.60425346280405369e-08    2.72044856797990613e-02   -4.07936232604485660e-08    4.39279882373336747e-02   -5.45814782887744273e-08    1.77994638672287313e-02   -2.96206837907130972e-08    3.15307510941096394e-02   -4.50430597065940416e-08    4.96975256584786737e-02   -5.78885336887145780e-08    2.88103557591978254e-02   -5.77636101995284327e-08    5.31700647879087829e-02   -8.36489332923214515e-08    8.58889575928552251e-02   -9.81594452693282855e-08    3.74018253718606461e-02   -6.89117934436685840e-08    6.90949511860740190e-02   -9.27519134622033910e-08    1.06465768452488577e-01   -1.01387801511441379e-07    4.72641880621221186e-02   -7.89050510549867623e-08    8.62411951491236228e-02   -9.82400930244401478e-08    1.25238633005118588e-01   -1.02669291668756018e-07
32       3.20000000000000007e-01    1.26480392046887328e-02   -2.24816594846166621e-08    2.28224348334010937e-02   -3.63116483020743174e-08    3.77038541824618462e-02   -5.08101192374944706e-08    1.50787807304502523e-02   -2.61100326870743127e-08    2.69796118652640554e-02   -4.09930516326921416e-08    4.36304358338391179e-02   -5.50162330985088325e-08    1.76402406999132955e-02   -2.97080471676392342e-08    3.12728093262369736e-02   -4.52937910355169564e-08    4.93811566741424526e-02   -5.83964167981278747e-08    2.83264074230089140e-02   -5.81055419206190870e-08    5.23043391729440393e-02   -8.46945095627800298e-08    8.48401423779347186e-02   -1.00069947201131059e-07    3.67333896486238959e-02   -6.94307926302665434e-08    6.79614527043003042e-02   -9.42200308436757675e-08    1.05338309286394691e-01   -1.03554746193983312e-07    4.63662596890503584e-02   -7.96609896174387253e-08    8.49011049953012770e-02   -1.00085090165571563e-07    1.24133331779315015e-01   -1.04954944020473115e-07
33       3.30000000000000016e-01    1.25368629458843129e-02   -2.25316099215268354e-08    2.26336210644439428e-02   -3.64633495187992255e-08    3.74365684513356251e-02   -5.11655591400644861e-08    1.49454579857045567e-02   -2.61766415902214662e-08    2.67575507762963204e-02   -4.11904500151541521e-08    4.33352040843311345e-02   -5.54492282374299879e-08    1.74833140290192000e-02   -2.97942625822618095e-08    3.10179247826217926e-02   -4.55421560443858385e-08    4.90666870016137416e-02   -5.89031077538535584e-08    2.78573065868180959e-02   -5.84379018358637013e-08    5.14604927944651291e-02   -8.57199812480028427e-08    8.38010986240964872e-02   -1.01982953355303715e-07    3.60865036491825608e-02   -6.99347300748919637e-08    6.68508687343725011e-02   -9.56690937534615231e-08    1.04213716634067172e-01   -1.05739687588864791e-07    4.54978879591748236e-02   -8.03949362620252936e-08    8.35770587587508912e-02   -1.01922661276882305e-07    1.23025457778414046e-01   -1.07268367255128374e-07
34       3.40000000000000024e-01    1.24272771901849603e-02   -2.25809023730453544e-08    2.24472531060413323e-02   -3.66134141297842589e-08    3.71718018808879155e-02   -5.15189486175225240e-08    1.48140510509212949e-02   -2.62423735688056503e-08    2.65382733250341084e-02   -4.13858267457359280e-08    4.30423084470571288e-02   -5.58804032325595537e-08    1.73286472462477921e-02   -2.98793452633273363e-08    3.07660746860106346e-02   -4.57881551404047364e-08    4.87541495662365265e-02   -5.94085198993676009e-08    2.74025000785982215e-02   -5.87609964903275386e-08    5.06382252374516922e-02   -8.67252182974292806e-08    8.27723502471471029e-02   -1.03896889949376816e-07    3.54603668784624210e-02   -7.04240656428030004e-08    6.57635317133237057e-02   -9.70979825377116568e-08    1.03092516292965883e-01   -1.07941368938176351e-07    4.46581062088292347e-02   -8.11074170321287308e-08    8.22701597265624862e-02   -1.03750676317770038e-07    1.21915371101234266e-01   -1.09608908099844336e-07
35       3.50000000000000033e-01    1.23192558490885784e-02   -2.26295461412995207e-08    2.22633004966111513e-02   -3.67618539056057434e-08    3.69095518103466011e-02   -5.18702551234234066e-08    1.46845287499629863e-02   -2.63072407452526004e-08    2.63217501542887984e-02   -4.15791908642987202e-08    4.27517629714514943e-02   -5.63096996117891794e-08    1.71762042303176959e-02   -2.99633103465673366e-08    3.05172354830036373e-02   -4.60317899737543110e-08    4.84435758472394201e-02   -5.99125683348811691e-08    2.69614553563765763e-02   -5.90751246321962000e-08    4.98372002092062616e-02   -8.77101578721072364e-08    8.17544058385726025e-02   -1.05810177393772660e-07    3.48542018694438238e-02   -7.08992546799978118e-08    6.46996871920926253e-02   -9.85056981479346203e-08    1.01975247724301651e-01   -1.10158461914026111e-07    4.38459470553066999e-02   -8.17989813533874535e-08    8.09814519821865364e-02   -1.05567052456897789e-07    1.20803447810563930e-01   -1.11975848285335463e-07
36       3.59999999999999987e-01    1.22127732560694761e-02   -2.26775504259766925e-08    2.20817328570216409e-02   -3.69086809243581685e-08    3.66498145495960728e-02   -5.22194478395404639e-08    1.45568603801667484e-02   -2.63712551300025508e-08    2.61079516743670283e-02   -4.17705520748333228e-08    4.24635803191850542e-02   -5.67370609192817538e-08    1.70259493494997888e-02   -3.00461728677561229e-08    3.02713828994424748e-02   -4.62730633853222530e-08    4.81349958719213614e-02   -6.04151699821319160e-08    2.65336601069418206e-02   -5.93805769731455102e-08    4.90570504083875855e-02   -8.86747988000329287e-08    8.07477557002449220e-02   -1.07721238737947709e-07    3.42672551741817280e-02   -7.13607462586097910e-08    6.36594965278112490e-02   -9.98913629052453863e-08    1.00862462575795508e-01   -1.12389568888104050e-07    4.30604488995188495e-02   -8.24701953006289627e-08    7.97119116055441529e-02   -1.07369771583046544e-07    1.19690080398920790e-01   -1.14368401999582040e-07
37       3.69999999999999996e-01    1.21078041620404139e-02   -2.27249243234223973e-08    2.19025199093826652e-02   -3.70539075490644736e-08    3.63925854136817814e-02   -5.25664976550987939e-08    1.44310157096575308e-02   -2.64344286187194592e-08    2.58968480982531696e-02   -4.19599207086286115e-08    4.21777717868544802e-02   -5.71624327268590937e-08    1.68778474634143638e-02   -3.01279477563061662e-08    3.00284919941165990e-02   -4.65119793550553895e-08    4.78284382124337590e-02   -6.09162436445118387e-08    2.61186217794429389e-02   -5.96776360314489998e-08    4.82973821705736106e-02   -8.96191960294114849e-08    7.97528690010701341e-02   -1.09628508194794798e-07    3.36987980059293007e-02   -7.18089817433113825e-08    6.26430404992572437e-02   -1.01254219588775938e-07    9.97547229452923484e-02   -1.14633225992932163e-07    4.23006613428672448e-02   -8.31216357371013925e-08    7.84624389025049135e-02   -1.09156896760013397e-07    1.18575678161517373e-01   -1.16785713527114826e-07
38       3.80000000000000004e-01    1.20043237306932827e-02   -2.27716768258837022e-08    2.17256314947002691e-02   -3.71975464059205694e-08    3.61378587574944302e-02   -5.29113771440305817e-08    1.43069649743331837e-02   -2.64967729897816752e-08    2.56884094751790547e-02   -4.21473076884610230e-08    4.18943473301958552e-02   -5.75857626414874726e-08    1.67318639241400904e-02   -3.02086498293751095e-08    2.97885372107555731e-02   -4.67485429510321325e-08    4.75239299851061767e-02   -6.14157100624740721e-08    2.57158670689128441e-02   -5.99665760454660493e-08    4.75577798495940285e-02   -9.05434551654360447e-08    7.87701911032318292e-02   -1.11530439612119554e-07    3.31481265875379766e-02   -7.22443936384685585e-08    6.16503236880301883e-02   -1.02593629022178965e-07    9.86525993884231900e-02   -1.16887907003250186e-07    4.15656496286903043e-02   -8.37538852636337537e-08    7.72338518488319831e-02   -1.10926587234621650e-07    1.17460667457726209e-01   -1.19226855131945144e-07
