Index          V(NORM)               V(VOV100T050R0125)        I(VDDV100T050R0125)         V(VOV100T050R0250)        I(VDDV100T050R0250)         V(VOV100T050R0500)        I(VDDV100T050R0500)         V(VOV100T075R0125)        I(VDDV100T075R0125)         V(VOV100T075R0250)        I(VDDV100T075R0250)         V(VOV100T075R0500)        I(VDDV100T075R0500)         V(VOV100T100R0125)        I(VDDV100T100R0125)         V(VOV100T100R0250)        I(VDDV100T100R0250)         V(VOV100T100R0500)        I(VDDV100T100R0500)         V(VOV200T050R0125)        I(VDDV200T050R0125)         V(VOV200T050R0250)        I(VDDV200T050R0250)         V(VOV200T050R0500)        I(VDDV200T050R0500)         V(VOV200T075R0125)        I(VDDV200T075R0125)         V(VOV200T075R0250)        I(VDDV200T075R0250)         V(VOV200T075R0500)        I(VDDV200T075R0500)         V(VOV200T100R0125)        I(VDDV200T100R0125)         V(VOV200T100R0250)        I(VDDV200T100R0250)         V(VOV200T100R0500)        I(VDDV200T100R0500)    
59       5.89999999999999969e-01    1.01352521796101280e-02   -2.36247426662150756e-08    1.84965053653962895e-02   -3.98713690594348017e-08    3.13482880929066218e-02   -5.96202907643919464e-08    1.20683425766026538e-02   -2.76340108937526354e-08    2.18734638305226950e-02   -4.56486391324643209e-08    3.64980756607250212e-02   -6.59324740625623663e-08    1.40993573318874046e-02   -3.16804047570105300e-08    2.53782973491770703e-02   -5.11910370813820390e-08    4.16357114852472024e-02   -7.14153107968060449e-08    1.94307836100178592e-02   -6.45608843980167131e-08    3.58555449567354786e-02   -1.05791269368965785e-07    6.14123713058158452e-02   -1.48051983918812874e-07    2.46949383532485169e-02   -7.90754129172997539e-08    4.57718528280012110e-02   -1.25125424113556790e-07    7.77624285943655513e-02   -1.63782792792358868e-07    3.04593199324517394e-02   -9.35508005496836499e-08    5.67843369524381331e-02   -1.42157831752897667e-07    9.48140266497470435e-02   -1.73588232631652374e-07
60       5.99999999999999978e-01    1.00590107853775115e-02   -2.36598865848927290e-08    1.83635273479414059e-02   -3.99835794639141589e-08    3.11456730671861026e-02   -5.99135169494895042e-08    1.19771220812725527e-02   -2.76808399417643807e-08    2.17160745701351077e-02   -4.57960057607675188e-08    3.62672790757779598e-02   -6.63016259432352932e-08    1.39921892582472659e-02   -3.17409785783604085e-08    2.51957705567151906e-02   -5.13787547055593544e-08    4.13803400510590891e-02   -7.18636812519024585e-08    1.92101251608507925e-02   -6.47250793534058370e-08    3.54438371265939495e-02   -1.06348844498543924e-07    6.07476062111103263e-02   -1.49559395314350602e-07    2.44033331530936690e-02   -7.93159524431014552e-08    4.52152314169904299e-02   -1.25952533928486510e-07    7.69111032130668781e-02   -1.65858507743480219e-07    3.00833411767396017e-02   -9.38903716203441250e-08    5.60546645801020815e-02   -1.43332921325393856e-07    9.38191911700315129e-02   -1.76180910007786243e-07
61       6.09999999999999987e-01    9.98378913303264726e-03   -2.36945870439058391e-08    1.82322397861705843e-02   -4.00945263601883900e-08    3.09452423945950558e-02   -6.02043359988380980e-08    1.18871300333111864e-02   -2.77270757675637220e-08    2.15606723014639401e-02   -4.59417382937979417e-08    3.60387949922562900e-02   -6.66680630948865783e-08    1.38864740437156867e-02   -3.18007816440406223e-08    2.50155162881071924e-02   -5.15644351405823568e-08    4.11272697821497002e-02   -7.23092152179019007e-08    1.89948594776950218e-02   -6.48854497289848796e-08    3.50423934609901816e-02   -1.06893886208871669e-07    6.00968095613819836e-02   -1.51042793493111005e-07    2.41192053872153721e-02   -7.95506356579628799e-08    4.46730715232219952e-02   -1.26760544711856223e-07    7.60747543905696821e-02   -1.67910029122805218e-07    2.97175101110594558e-02   -9.42212713701598144e-08    5.53441416983190340e-02   -1.44481118649213868e-07    9.28360335818698285e-02   -1.78759714043468370e-07
62       6.19999999999999996e-01    9.90957076848774689e-03   -2.37288505657585597e-08    1.81026183889473821e-02   -4.02042240602047254e-08    3.07469770802385120e-02   -6.04927512582176179e-08    1.17983465133751873e-02   -2.77727270896535825e-08    2.14072296874358650e-02   -4.60858537585643952e-08    3.58126105051843266e-02   -6.70317766396724880e-08    1.37821880735092012e-02   -3.18598252524567894e-08    2.48375054417649711e-02   -5.17480970668407288e-08    4.08764977661030815e-02   -7.27518849969476721e-08    1.87848098320344929e-02   -6.50421133378606050e-08    3.46508888692498712e-02   -1.07426732529526505e-07    5.94597675813003934e-02   -1.52502169833191716e-07    2.38422963288882767e-02   -7.97796521933813924e-08    4.41449239424374917e-02   -1.27549936890718811e-07    7.52534311402896505e-02   -1.69936553749239196e-07    2.93614566848428987e-02   -9.45437943673751265e-08    5.46522535801412593e-02   -1.45602938352986393e-07    9.18649789544767059e-02   -1.81322889932106431e-07
63       6.30000000000000004e-01    9.83633952349471756e-03   -2.37626835780651794e-08    1.79746391650124036e-02   -4.03126868190738166e-08    3.05508579153856361e-02   -6.07787669138793343e-08    1.17107519458731647e-02   -2.78178025028278059e-08    2.12557196555734872e-02   -4.62283692001813914e-08    3.55887121631793465e-02   -6.73927590890613050e-08    1.36793081335780647e-02   -3.19181205477194229e-08    2.46617090728028059e-02   -5.19297593390132855e-08    4.06280201823526338e-02   -7.31916648530841473e-08    1.85798063661409656e-02   -6.51951838051567215e-08    3.42690086998162988e-02   -1.07947714240156369e-07    5.88362557276336448e-02   -1.53937561953675938e-07    2.35723578938582118e-02   -8.00031845943617064e-08    4.36303503786870314e-02   -1.28321187458479126e-07    7.44471505369773273e-02   -1.71937369637763877e-07    2.90148267358194684e-02   -9.48582238017727506e-08    5.39784852469647677e-02   -1.46698915681215678e-07    9.09064216571656980e-02   -1.83868747099118418e-07
64       6.40000000000000013e-01    9.76407951085929600e-03   -2.37960924145080364e-08    1.78482784234843539e-02   -4.04199288291006882e-08    3.03568654986107050e-02   -6.10623879588386844e-08    1.16243270935416070e-02   -2.78623104791617583e-08    2.11061154034121526e-02   -4.63693016698549792e-08    3.53670859982079810e-02   -6.77510043022766214e-08    1.35778114049389369e-02   -3.19756785203916164e-08    2.44880984066242618e-02   -5.21094409644947531e-08    4.03818323346900529e-02   -7.36285309746733276e-08    1.83796857935183272e-02   -6.53447707264855409e-08    3.38964485525439022e-02   -1.08457154675042542e-07    5.82260402709237762e-02   -1.55349050013505139e-07    2.33091521561743890e-02   -8.02214085942741189e-08    4.31289238181864001e-02   -1.29074768637960826e-07    7.36558992443887978e-02   -1.73911854402227706e-07    2.86772812665266573e-02   -9.51648319085083631e-08    5.33223237909099465e-02   -1.47769601856927471e-07    8.99607236782415109e-02   -1.86395667136649873e-07
65       6.50000000000000022e-01    9.69277511970729685e-03   -2.38290833158140088e-08    1.77235127740655689e-02   -4.05259642141841559e-08    3.01649802561735694e-02   -6.13436201597257121e-08    1.15390530520523386e-02   -2.79062593690463077e-08    2.09583904033429948e-02   -4.65086682135067542e-08    3.51477175547064702e-02   -6.81065074446791557e-08    1.34776754579876666e-02   -3.20325100083280435e-08    2.43166448515540964e-02   -5.22871610828192009e-08    4.01379286837445434e-02   -7.40624614353509497e-08    1.81842911130560836e-02   -6.54909798209369248e-08    3.35329140694801409e-02   -1.08955369583639410e-07    5.76288797869788372e-02   -1.56736753091330255e-07    2.30524508858464608e-02   -8.04344933813167156e-08    4.26402287908448224e-02   -1.29811146743933206e-07    7.28796351933746062e-02   -1.75859473016052262e-07    2.83484957485083365e-02   -9.54638803853212320e-08    5.26832603810833133e-02   -1.48815559924431551e-07    8.90282132804979115e-02   -1.88902110882214416e-07
66       6.60000000000000031e-01    9.62241101080565236e-03   -2.38616624307453145e-08    1.76003191269712665e-02   -4.06308070245693054e-08    2.99751824616460057e-02   -6.16224700242212166e-08    1.14549112446564062e-02   -2.79496574022605941e-08    2.08125184069137097e-02   -4.66464858610120270e-08    3.49305919180422711e-02   -6.84592649461777129e-08    1.33788782468012412e-02   -3.20886256975977998e-08    2.41473200105569615e-02   -5.24629389460501506e-08    3.98963028793617169e-02   -7.44934361536791438e-08    1.79934713363261653e-02   -6.56339130786445402e-08    3.31781207085339730e-02   -1.09442667040046334e-07    5.70445265538920138e-02   -1.58100825673011293e-07    2.28020351076599175e-02   -8.06426018563646279e-08    4.21638615342870005e-02   -1.30530781224642553e-07    7.21182893757544297e-02   -1.77779775016203051e-07    2.80281594544846517e-02   -9.57556208013841963e-08    5.20607919792406976e-02   -1.49837361046620064e-07    8.81091840055204661e-02   -1.91386624557816993e-07
67       6.70000000000000040e-01    9.55297211193812702e-03   -2.38938358171043540e-08    1.74786746925993941e-02   -4.07344712319379768e-08    2.97874522547917978e-02   -6.18989447691083109e-08    1.13718834168682666e-02   -2.79925126890802396e-08    2.06684734486149192e-02   -4.67827716160303792e-08    3.47156937422932396e-02   -6.88092744597541104e-08    1.32813981034356869e-02   -3.21440361234845838e-08    2.39800956920823323e-02   -5.26367939001103481e-08    3.96569477928158803e-02   -7.49214368516551594e-08    1.78070812274647647e-02   -6.57736689030109234e-08    3.28317935038609440e-02   -1.09919347395079600e-07    5.64727278522191498e-02   -1.59441454268187979e-07    2.25576946804365644e-02   -8.08458908820886162e-08    4.16994300737720328e-02   -1.31234123863292425e-07    7.13717677207810069e-02   -1.79672391237126355e-07    2.77159748184667223e-02   -9.60402949964488175e-08    5.14544227905978230e-02   -1.50835581228224349e-07    8.72038940307755805e-02   -1.93847844910013863e-07
68       6.80000000000000049e-01    9.48444361333730668e-03   -2.39256094427504740e-08    1.73585569809575173e-02   -4.08369707248237358e-08    2.96017696597098805e-02   -6.21730522889611213e-08    1.12899516311918725e-02   -2.80348332214177267e-08    2.05262298491793865e-02   -4.69175424464067481e-08    3.45030072773273022e-02   -6.91565348201829082e-08    1.31852137322276929e-02   -3.21987516715583918e-08    2.38149439200752329e-02   -5.28087453670224876e-08    3.94198555487922236e-02   -7.53464470122260591e-08    1.76249810550913252e-02   -6.59103422476930495e-08    3.24936668162864595e-02   -1.10385703265267850e-07    5.59132271676083328e-02   -1.60758854172538961e-07    2.23192278959966316e-02   -8.10445115233070084e-08    4.12465542300584909e-02   -1.31921618121856038e-07    7.06399530230847200e-02   -1.81537030160373350e-07    2.74116568235457311e-02   -9.63181354692641831e-08    5.08636654751314851e-02   -1.51810798434721307e-07    8.63125658755300035e-02   -1.96284503315836600e-07
69       6.90000000000000058e-01    9.41681096317449097e-03   -2.39569891866264356e-08    1.72399438008635636e-02   -4.09383193043363288e-08    2.94181146022518027e-02   -6.24448011254914454e-08    1.12090982618936637e-02   -2.80766268739915447e-08    2.03857622184221640e-02   -4.70508152751196029e-08    3.42925163951680670e-02   -6.95010460030180607e-08    1.30903042041067078e-02   -3.22527825788119253e-08    2.36518369431908231e-02   -5.29788128280308951e-08    3.91850175570826950e-02   -7.57684518359539040e-08    1.74470363557299585e-02   -6.60440247484626247e-08    3.21634840766366822e-02   -1.10842019553695694e-07    5.53657652965821659e-02   -1.62053266388008893e-07    2.20864410970618534e-02   -8.12386092786012742e-08    4.08048655659880855e-02   -1.32593698611034420e-07    6.99227068935764501e-02   -1.83373473962690246e-07    2.71149324168914255e-02   -9.65893657545255205e-08    5.02880421438502839e-02   -1.52763590075882504e-07    8.54353864442969763e-02   -1.98695428843577593e-07
70       7.00000000000000067e-01    9.35005986310730348e-03   -2.39879808397935913e-08    1.71228132589349470e-02   -4.10385306801828324e-08    2.92364669267247482e-02   -6.27142004375711052e-08    1.11293059898238209e-02   -2.81179014055210260e-08    2.02470454576460235e-02   -4.71826069717563119e-08    3.40842046156334330e-02   -6.98428090839160512e-08    1.29966489509235096e-02   -3.23061389348569852e-08    2.34907472432508806e-02   -5.31470158075768961e-08    3.89524245439401354e-02   -7.61874381969718009e-08    1.72731177082142105e-02   -6.61748048500677595e-08    3.18409975244430335e-02   -1.11288573498172023e-07    5.48300813573346993e-02   -1.63324954709444390e-07    2.18591483133313488e-02   -8.14283243032812886e-08    4.03740072813697920e-02   -1.33250790671574981e-07    6.92198717077096570e-02   -1.85181574340826669e-07    2.68255399513470348e-02   -9.68542007878313917e-08    4.97270851633110425e-02   -1.53694530823055976e-07    8.45725073899634971e-02   -2.01079550280218146e-07
71       7.09999999999999964e-01    9.28417626388662598e-03   -2.40185901064740365e-08    1.70071437583807217e-02   -4.11376184669722266e-08    2.90568064118925697e-02   -6.29812599719437311e-08    1.10505577972886144e-02   -2.81586644599442766e-08    2.01100547616372242e-02   -4.73129343444941167e-08    3.38780551312387740e-02   -7.01818261983577953e-08    1.29042277598006173e-02   -3.23588306831749704e-08    2.33316475429769798e-02   -5.33133738580982602e-08    3.87220665830422875e-02   -7.66033945983646022e-08    1.71031005185700857e-02   -6.63027679282315605e-08    3.15259679441287355e-02   -1.11725634742698036e-07    5.43059137083479193e-02   -1.64574202982724972e-07    2.16371709149617772e-02   -8.16137916238294441e-08    3.99536340646486354e-02   -1.33893310053511260e-07    6.85312725286278956e-02   -1.86961248185587118e-07    2.65432286528931270e-02   -9.71128472583215487e-08    4.91803377902335428e-02   -1.54604190729986653e-07    8.37240457732145726e-02   -2.03435897158030374e-07
72       7.19999999999999973e-01    9.21914636102228770e-03   -2.40488226050986773e-08    1.68929139976100456e-02   -4.12355961807910925e-08    2.88791127862889872e-02   -6.32459900346387898e-08    1.09728369629759816e-02   -2.81989235676563699e-08    1.99747656202751631e-02   -4.74418141325661975e-08    3.36740508313569803e-02   -7.05181005018280332e-08    1.28130207675100829e-02   -3.24108676224171660e-08    2.31745108130363524e-02   -5.34779065456249425e-08    3.84939331260195430e-02   -7.70163111271014986e-08    1.69368648148923474e-02   -6.64279964069269658e-08    3.12181644004735533e-02   -1.12153465428662719e-07    5.37930007783699246e-02   -1.65801312536587415e-07    2.14203372826932692e-02   -8.17951413439875783e-08    3.95434119088392336e-02   -1.34521662681160480e-07    6.78567189859244219e-02   -1.88712473171072913e-07    2.62677581131726054e-02   -9.73655039488172935e-08    4.86473546565115503e-02   -1.55493133628137539e-07    8.28900849904482678e-02   -2.05763599831000668e-07
73       7.29999999999999982e-01    9.15495659050973541e-03   -2.40786838693592418e-08    1.67801029686712559e-02   -4.13324772360369595e-08    2.87033657428564168e-02   -6.35084014630954256e-08    1.08961270569362320e-02   -2.82386861467652149e-08    1.98411538197784745e-02   -4.75692629991930772e-08    3.34721743256326879e-02   -7.08516361305033401e-08    1.27230084548834131e-02   -3.24622594077493421e-08    2.30193102784349672e-02   -5.36406334361422963e-08    3.82680130325059806e-02   -7.74261794086408103e-08    1.67742950517438920e-02   -6.65505698710751798e-08    3.09173639748716381e-02   -1.12572320302606127e-07    5.32910818118495083e-02   -1.67006599787912836e-07    2.12084824938717949e-02   -8.19724988426786894e-08    3.91430178982854690e-02   -1.35136244492921174e-07    6.71960070939044557e-02   -1.90435283317984048e-07    2.59988978062065841e-02   -9.76123620634202722e-08    4.81277021232925789e-02   -1.56361915768955955e-07    8.20706759391120061e-02   -2.08061888666836764e-07
74       7.39999999999999991e-01    9.09159362461621490e-03   -2.41081793492637298e-08    1.66686899555326638e-02   -4.14282749424992780e-08    2.85295449529260371e-02   -6.37685055990048634e-08    1.08204119356198943e-02   -2.82779595043627281e-08    1.97091954436095368e-02   -4.76952975249598294e-08    3.32724079666472591e-02   -7.11824381624984095e-08    1.26341716412576525e-02   -3.25130155522370559e-08    2.28660194242891017e-02   -5.38015740826944676e-08    3.80442945996750798e-02   -7.78329925613229012e-08    1.66152799236282331e-02   -6.66705651748138217e-08    3.06233515036578377e-02   -1.12982446837756258e-07    5.27998975343227372e-02   -1.68190394018217084e-07    2.10014480236388502e-02   -8.21459849639769312e-08    3.87521399719850043e-02   -1.35737441346024319e-07    6.65489209962952660e-02   -1.92129764582528968e-07    2.57364266283965290e-02   -9.78536055426211715e-08    4.76209585211734704e-02   -1.57211084687206172e-07    8.12658383872962853e-02   -2.10330092432167877e-07
75       7.50000000000000000e-01    9.02904436772741792e-03   -2.41373144121940855e-08    1.65586545322172415e-02   -4.15230025026755883e-08    2.83576300795535668e-02   -6.40263142618753842e-08    1.07456757369731662e-02   -2.83167508378096165e-08    1.95788668730569361e-02   -4.78199342016210850e-08    3.30747338718353351e-02   -7.15105125797132807e-08    1.25464914789615491e-02   -3.25631454282671324e-08    2.27146120010084558e-02   -5.39607480132010895e-08    3.78227655912270269e-02   -7.82367451506596220e-08    1.64597121871015578e-02   -6.67880565454846456e-08    3.03359193195627298e-02   -1.13384085366880233e-07    5.23191907425025610e-02   -1.69353035317443294e-07    2.07990814605759390e-02   -8.23157161993526017e-08    3.83704766684703491e-02   -1.36325628977433352e-07    6.59152346272143669e-02   -1.93796050515196692e-07    2.54801324608835769e-02   -9.80894113660600660e-08    4.71267142919559456e-02   -1.58041178261288954e-07    8.04755625134258717e-02   -2.12567635957126055e-07
76       7.60000000000000009e-01    8.96729595225552630e-03   -2.41660943439642275e-08    1.64499765608032075e-02   -4.16166730093114660e-08    2.81876007902274635e-02   -6.42818397233213677e-08    1.06719028755940717e-02   -2.83550672360307663e-08    1.94501447875175051e-02   -4.79431894263137390e-08    3.28791339446553865e-02   -7.18358662303189910e-08    1.24599494478458504e-02   -3.26126582690014438e-08    2.25650620289215079e-02   -5.41181747189584533e-08    3.76034132657983994e-02   -7.86374331436206173e-08    1.63074884911106124e-02   -6.69031156834895932e-08    3.00548669971707864e-02   -1.13777469224286550e-07    5.18487068239661675e-02   -1.70494872689848545e-07    2.06012362361164339e-02   -8.24818048624323246e-08    3.79977368565737675e-02   -1.36901173013032881e-07    6.52947132808471969e-02   -1.95434318026557491e-07    2.52298117533283940e-02   -9.83199498431416480e-08    4.66445720458720375e-02   -1.58852723948319454e-07    7.96998105819013564e-02   -2.14774037170867182e-07
77       7.70000000000000018e-01    8.90633573460763994e-03   -2.41945243498784531e-08    1.63426361892999202e-02   -4.17092994431547067e-08    2.80194367689652023e-02   -6.45350946820792219e-08    1.05990780379487670e-02   -2.83929156808199508e-08    1.93230061644950116e-02   -4.80650794961613570e-08    3.26855898950177276e-02   -7.21585067919180610e-08    1.23745273498607287e-02   -3.26615631698592901e-08    2.24173438023716927e-02   -5.42738736438011850e-08    3.73862244047663758e-02   -7.90350538630145925e-08    1.61585092151592495e-02   -6.70158118581626677e-08    2.97800011030959801e-02   -1.14162824895081300e-07    5.13881942113811607e-02   -1.71616262315770697e-07    2.04077713670585033e-02   -8.26443592565207524e-08    3.76336394558102957e-02   -1.37464429018116328e-07    6.46871150846634185e-02   -1.97044783290530669e-07    2.49852691281762553e-02   -9.85453848917626561e-08    4.61741465467290640e-02   -1.59646238173576204e-07    7.89385187214335926e-02   -2.16948903602005729e-07
78       7.80000000000000027e-01    8.84615129121460626e-03   -2.42226095557890947e-08    1.62366138494097929e-02   -4.18008946709132553e-08    2.78531177278140453e-02   -6.47860922397482402e-08    1.05271861776495609e-02   -2.84303030481520143e-08    1.91974282793343394e-02   -4.81856206032524282e-08    3.24940832589752648e-02   -7.24784427354095930e-08    1.22902073036826355e-02   -3.27098690900255677e-08    2.22714318933134557e-02   -5.44278641738969352e-08    3.71711853394251293e-02   -7.94296059420534080e-08    1.60126783149245715e-02   -6.71262119998053840e-08    2.95111349514459928e-02   -1.14540372170021844e-07    5.09374047761741860e-02   -1.72717565962319699e-07    2.02185512105382929e-02   -8.28034838351358224e-08    3.72779131495848751e-02   -1.38015742582974291e-07    6.40921923731067184e-02   -1.98627697809309550e-07    2.47463170044820296e-02   -9.87658743054498931e-08    4.57150646360623275e-02   -1.60422225855737165e-07    7.81915987744366964e-02   -2.19091928437692779e-07
79       7.90000000000000036e-01    8.78673041462136456e-03   -2.42503550091516544e-08    1.61318902541861021e-02   -4.18914714434059345e-08    2.76886234177731484e-02   -6.50348458772526938e-08    1.04562125107963456e-02   -2.84672361095005203e-08    1.90733887047086562e-02   -4.83048288299754304e-08    3.23045954176851488e-02   -7.27956832895843258e-08    1.22069717393944715e-02   -3.27575848539804051e-08    2.21273011544359383e-02   -5.45801656281488003e-08    3.69582819775150645e-02   -7.98210892791820354e-08    1.58699031749616574e-02   -6.72343807880281230e-08    2.92480883650281971e-02   -1.14910324304518905e-07    5.04960941664507612e-02   -1.73799149535516720e-07    2.00334452308499646e-02   -8.29592793558073348e-08    3.69302960939659544e-02   -1.38555449438096981e-07    6.35096929605180466e-02   -2.00183344658417706e-07    2.45127752403876964e-02   -9.89815700092331830e-08    4.52669651061206185e-02   -1.61181180051050051e-07    7.74589401880474843e-02   -2.21202886232546446e-07
80       8.00000000000000044e-01    8.72806110963749576e-03   -2.42777656800779080e-08    1.60284463955951036e-02   -4.19810423938982434e-08    2.75259336391542389e-02   -6.52813694320234530e-08    1.03861425113803869e-02   -2.85037215331592427e-08    1.89508653098754282e-02   -4.84227201446947668e-08    3.21171076156488641e-02   -7.31102384064742111e-08    1.21248033932206990e-02   -3.28047191530482141e-08    2.19849267218396628e-02   -5.47307972491814564e-08    3.67474998290874960e-02   -8.02095049932528061e-08    1.57300944681500292e-02   -6.73403807365402206e-08    2.89906874426426320e-02   -1.15272888180532387e-07    5.00640220938227201e-02   -1.74861381766083569e-07    1.98523277775201484e-02   -8.31118430273948682e-08    3.65905356243546934e-02   -1.39083875594153961e-07    6.29393613136036145e-02   -2.01712034925255822e-07    2.42844707933644391e-02   -9.91926183046063729e-08    4.48294985303497873e-02   -1.61923581701226155e-07    7.67404119199649737e-02   -2.23281628354264967e-07
81       8.10000000000000053e-01    8.67013158954774675e-03   -2.43048464623854016e-08    1.59262635419906949e-02   -4.20696200366130092e-08    2.73650282513960737e-02   -6.55256770758920942e-08    1.03169619067526499e-02   -2.85397658855666207e-08    1.88298362597164176e-02   -4.85393103977528895e-08    3.19316009782399726e-02   -7.34221187274749335e-08    1.20436853023190137e-02   -3.28512805469631322e-08    2.18442840172918540e-02   -5.48797781948868769e-08    3.65388240316905644e-02   -8.05948553791144952e-08    1.55931660215556725e-02   -6.74442722745255874e-08    2.87387643327198031e-02   -1.15628264470268258e-07    4.96409525736184465e-02   -1.75904633020917854e-07    1.96750778740764215e-02   -8.32612686511703686e-08    3.62583879620205496e-02   -1.39601337502492144e-07    6.23809396250536372e-02   -2.03214104349968513e-07    2.40612373973600226e-02   -9.93991601039358133e-08    4.44023270589855024e-02   -1.62649899471384947e-07    7.60358643352133379e-02   -2.25328078246901564e-07
82       8.20000000000000062e-01    8.61293027238324224e-03   -2.43316021746428028e-08    1.58253232355110678e-02   -4.21572167654074469e-08    2.72058871823521418e-02   -6.57677832936913672e-08    1.02486566731560327e-02   -2.85753756326311039e-08    1.87102800135777250e-02   -4.86546153177820929e-08    3.17480565285320690e-02   -7.37313355502582099e-08    1.19636007996314058e-02   -3.28972774654478130e-08    2.17053487500848338e-02   -5.50271275305050905e-08    3.63322393748665845e-02   -8.09771438636816316e-08    1.54590346883931497e-02   -6.75461138247391338e-08    2.84921570134822125e-02   -1.15976647800738822e-07    4.92266541227316876e-02   -1.76929274232258231e-07    1.95015790169678037e-02   -8.34076467559162114e-08    3.59336179221552976e-02   -1.40108142232414815e-07    6.18341687909631441e-02   -2.04689910173540143e-07    2.38429152560169604e-02   -9.96013311546936033e-08    4.39851241864071679e-02   -1.63360589665811539e-07    7.53451310729871815e-02   -2.27342226585901978e-07
83       8.30000000000000071e-01    8.55644577725251688e-03   -2.43580375612104182e-08    1.57256072894038958e-02   -4.22438448526076491e-08    2.70484904370662943e-02   -6.60077028625538554e-08    1.01812130313226178e-02   -2.86105571410560641e-08    1.85921753239231546e-02   -4.87686505083121205e-08    3.15664552034368509e-02   -7.40379007964854080e-08    1.18845335087963758e-02   -3.29427182098033860e-08    2.15680969185202617e-02   -5.51728642212183740e-08    3.61277303239514527e-02   -8.13563749625437145e-08    1.53276202257917379e-02   -6.76459618784539916e-08    2.82507090797443593e-02   -1.16318226918373949e-07    4.88208999191392864e-02   -1.77935675936625897e-07    1.93317189841267605e-02   -8.35510647272763971e-08    3.56159986248241536e-02   -1.40604587661971169e-07    6.12987892955398905e-02   -2.06139828194667365e-07    2.36293507511603808e-02   -9.97992622538895927e-08    4.35775744960483630e-02   -1.64056096210604447e-07    7.46680308658329850e-02   -2.29324126391418825e-07
84       8.39999999999999969e-01    8.50066692073144121e-03   -2.43841572932756741e-08    1.56270977852869808e-02   -4.23295164479940653e-08    2.68928181060540603e-02   -6.62454508319013387e-08    1.01146174421353069e-02   -2.86453166796637244e-08    1.84755012348141803e-02   -4.88814314446602303e-08    3.13867778691656260e-02   -7.43418269803348854e-08    1.18064673391221463e-02   -3.29876109545085495e-08    2.14325048110415618e-02   -5.53170071252359956e-08    3.59252810431698530e-02   -8.17325542371705932e-08    1.51988451780804869e-02   -6.77438710673878332e-08    2.80142695364090609e-02   -1.16653184852993755e-07    4.84234679268687532e-02   -1.78924207415786244e-07    1.91653896526809142e-02   -8.36916069316007360e-08    3.53053112099493485e-02   -1.41090962679400227e-07    6.07745420072108161e-02   -2.07564250034148450e-07    2.34203961657830674e-02   -9.99930794530841004e-08    4.31793733878846134e-02   -1.64736850693506280e-07    7.40043692964506977e-02   -2.31273888158501226e-07
85       8.49999999999999978e-01    8.44558271331296781e-03   -2.44099659698823016e-08    1.55297770703526333e-02   -4.24142435779280585e-08    2.67388503731065437e-02   -6.64810425041135958e-08    1.00488566023548987e-02   -2.86796604207162954e-08    1.83602370802299492e-02   -4.89929734710888834e-08    3.12090053360282796e-02   -7.46431271778486223e-08    1.17293864806241755e-02   -3.30319637488247899e-08    2.12985490070356671e-02   -5.54595749873484398e-08    3.57248754180235842e-02   -8.21056882527605878e-08    1.50726347653252976e-02   -6.78398942327286318e-08    2.77826925986721859e-02   -1.16981699080550625e-07    4.80341409899534000e-02   -1.79895235932211364e-07    1.90024868253514771e-02   -8.38293548345081253e-08    3.50013445572554052e-02   -1.41567547392742349e-07    6.02611688906982482e-02   -2.08963580603206019e-07    2.32159094207898195e-02   -1.00182904254353473e-07    4.27902267928361169e-02   -1.65403272452310058e-07    7.33539404803005973e-02   -2.33191675054753401e-07
86       8.59999999999999987e-01    8.39118235591454834e-03   -2.44354681189535256e-08    1.54336277545200559e-02   -4.24980381446138954e-08    2.65865675226323733e-02   -6.67144934158680699e-08    9.98391744041161010e-03   -2.87135944412337505e-08    1.82463624822382375e-02   -4.91032917982193879e-08    3.10331183725822690e-02   -7.49418149971049482e-08    1.16532753991265611e-02   -3.30757845184070222e-08    2.11662063773241788e-02   -5.56005864329298516e-08    3.55264970769698998e-02   -8.24757845367790731e-08    1.49489167768591842e-02   -6.79340824913812011e-08    2.75558374989065893e-02   -1.17303941684143906e-07    4.76527068986598232e-02   -1.80849126051803834e-07    1.88429100650936432e-02   -8.39643871143960191e-08    3.47038950119221978e-02   -1.42034613345464810e-07    5.97584136399414018e-02   -2.10338235770299643e-07    2.30157538247928797e-02   -1.00368853797583905e-07    4.24098508778093450e-02   -1.66055768704234356e-07    7.27165286649026632e-02   -2.35077698228225641e-07
87       8.69999999999999996e-01    8.33745523644482088e-03   -2.44606681983079424e-08    1.53386327075442485e-02   -4.25809119254880942e-08    2.64359499465556917e-02   -6.69458193201374801e-08    9.91978711226190399e-03   -2.87471247243068588e-08    1.81338573490303634e-02   -4.92124015006880139e-08    3.08590977191478544e-02   -7.52379045492174709e-08    1.15781188314290975e-02   -3.31190810669162742e-08    2.10354540843638270e-02   -5.57400599623685702e-08    3.53301294123916365e-02   -8.28428515382235926e-08    1.48276214695648931e-02   -6.80264852995468910e-08    2.73335683001650689e-02   -1.17620079512886615e-07    4.72789584310304919e-02   -1.81786239046962211e-07    1.86865625375602327e-02   -8.40967797711094742e-08    3.44127661165379156e-02   -1.42492423736231061e-07    5.92660222369164671e-02   -2.11688640219522619e-07    2.28197978362847387e-02   -1.00551041039453737e-07    4.20379717445656872e-02   -1.66694734709566103e-07    7.20919097391920644e-02   -2.36932212260806601e-07
