state_id,state_label,source_family,mesh_level,stage_id,vbg_v,vtg_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,0,0,1,2,0.0,3e-06,0.0,3.075e-06,2.5e-05,3e-06,8.333333333333334e-06,3.0250000000000003e-06,0.08333333333333334,30.250000000000004,-3.5960742231099116,-3.596074223109911,-3.596074223109911,0.0,0.0,0.0,-3.596074223109911,0.0,3.596074223109911,3.596074223109911,3.5960742231099116,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,1,1,2,3,0.0,3.075e-06,2.5e-05,3e-06,2.5e-05,3.075e-06,1.6666666666666667e-05,3.05e-06,0.16666666666666669,30.5,-3.630800614052823,-3.630800614052823,-3.596185543814894,-0.0024918314230780213,-0.0024918314230780217,-0.037106901661007184,-3.619262257306847,-0.014030188169054408,3.6192894514456717,3.6193266396706023,3.630801469129123,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,2,1,3,4,0.0,3.075e-06,2.5e-05,3.075e-06,0.0,3.1500000000000003e-06,8.333333333333334e-06,3.1000000000000004e-06,0.08333333333333334,31.000000000000004,-3.630800614052794,-3.630800614052823,-3.630800614052823,-2.9222352686243967e-14,0.0,0.0,-3.6308006140528133,-9.740784228747988e-15,3.6308006140528133,3.6308006140528133,3.630800614052823,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,3,2,3,66,2.5e-05,3e-06,2.5e-05,3.075e-06,5e-05,3e-06,3.3333333333333335e-05,3.0250000000000003e-06,0.33333333333333337,30.250000000000004,-1.9591228889373393,-1.9348532734169677,-1.9348532734169677,0.021777784097293317,-0.0024918314230780217,-0.0024918314230780213,-1.9429431452570916,0.005598040417045758,1.9429512098243822,1.9429845610223284,1.959243927089829,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,4,3,4,5,2.5e-05,3.075e-06,0.0,3.1500000000000003e-06,2.5e-05,3.1500000000000003e-06,1.6666666666666667e-05,3.125e-06,0.16666666666666669,31.25,-3.667628201989853,-3.667628201989853,-3.630932997236758,-0.007432523234983612,-0.0074325232349836115,-0.04412772798807837,-3.655396467072155,-0.019664258152681864,3.6554493587700385,3.655490867223746,3.6676357330619624,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,5,3,5,67,2.5e-05,3.075e-06,2.5e-05,3.1500000000000003e-06,5e-05,3.075e-06,3.3333333333333335e-05,3.1000000000000004e-06,0.33333333333333337,31.000000000000004,-2.010169165071893,-1.983903341241364,-1.9839033412413638,0.0188333005955454,-0.007432523234983612,-0.0074325232349836115,-1.9926586158515402,0.0013227513751927248,1.9926590548808336,1.9926973051823191,2.010257387852897,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,6,3,66,67,2.5e-05,3.075e-06,5e-05,3e-06,5e-05,3.075e-06,4.1666666666666665e-05,3.05e-06,0.41666666666666663,30.5,-1.9839033412413638,-1.983903341241364,-1.9592621458842063,-2.8346691394347387e-09,-2.8346691394347387e-09,-0.02464119819182669,-1.9756896094556449,-0.008213734620388323,1.9757066832775083,1.9757412585454945,1.983903341241364,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,7,4,5,6,0.0,3.1500000000000003e-06,2.5e-05,3.1500000000000003e-06,0.0,3.225e-06,8.333333333333334e-06,3.1750000000000005e-06,0.08333333333333334,31.750000000000004,-3.667628201989874,-3.6676282019898525,-3.667628201989853,2.0367094296473068e-14,0.0,0.0,-3.66762820198986,6.7890314321576895e-15,3.66762820198986,3.66762820198986,3.667628201989874,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,8,5,6,7,2.5e-05,3.1500000000000003e-06,0.0,3.225e-06,2.5e-05,3.225e-06,1.6666666666666667e-05,3.2e-06,0.16666666666666669,32.0,-3.706645187879845,-3.706645187879845,-3.667781765618704,-0.012324454015774772,-0.012324454015774772,-0.05118787627691578,-3.693690713792798,-0.025278928102821775,3.693777214906873,3.6938234311351845,3.706665676993219,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,9,5,7,68,2.5e-05,3.1500000000000003e-06,2.5e-05,3.225e-06,5e-05,3.1500000000000003e-06,3.3333333333333335e-05,3.1750000000000005e-06,0.33333333333333337,31.750000000000004,-2.0654165979262746,-2.036984613162881,-2.036984613162881,0.01610753074761875,-0.012324454015774772,-0.012324454015774772,-2.0464619414173453,-0.002847125761310265,2.0464639219382175,2.046507732849301,2.0654794057400165,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nga_1e16_common_primary,NGA 1e16 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,10,5,67,68,2.5e-05,3.1500000000000003e-06,5e-05,3.075e-06,5e-05,3.1500000000000003e-06,4.1666666666666665e-05,3.125e-06,0.41666666666666663,31.25,-2.036984613162881,-2.036984613162881,-2.0103057004585283,4.177550451500887e-07,4.177550451500887e-07,-0.026678494949308455,-2.02809164226143,-0.008892553146406051,2.0281111377121634,2.028150647446432,2.0369846131629235,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
