state_id,state_label,source_family,mesh_level,stage_id,vbg_v,vtg_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,11,6,7,8,0.0,3.225e-06,2.5e-05,3.225e-06,0.0,3.3e-06,8.333333333333334e-06,3.25e-06,0.08333333333333334,32.5,-6.248983209774566,-6.24898320977473,-6.24898320977473,-1.6470780604973872e-13,0.0,0.0,-6.248983209774675,-5.4902602016579575e-14,6.248983209774675,6.248983209774675,6.24898320977473,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,12,7,8,9,2.5e-05,3.225e-06,0.0,3.3e-06,2.5e-05,3.3e-06,1.6666666666666667e-05,3.275e-06,0.16666666666666669,32.75,-6.063303539568593,-6.063303539568593,-6.248268779703284,0.05317811695946263,0.053178116959462625,0.23814335709415235,-6.12495861961349,0.11483319700435919,6.126034994603918,6.126626279543246,6.252805370547114,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,13,7,9,69,2.5e-05,3.225e-06,2.5e-05,3.3e-06,5e-05,3.225e-06,3.3333333333333335e-05,3.25e-06,0.33333333333333337,32.5,-9.33050045483323,-9.849111989148787,-9.849111989148787,-0.46543341735609667,0.05317811695946263,0.053178116959462625,-9.676241477710269,-0.11969239447905715,9.676981730077655,9.680204317086288,9.849255549883845,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,14,7,68,69,2.5e-05,3.225e-06,5e-05,3.1500000000000003e-06,5e-05,3.225e-06,4.1666666666666665e-05,3.2e-06,0.41666666666666663,32.0,-9.849111989148787,-9.849111989148787,-10.42238546118912,-0.00011327765863042187,-0.00011327765863042187,0.5731601943817004,-10.040203146495564,0.19097787968814653,10.042019307561084,10.04545249872807,10.438133516583795,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,15,8,9,10,0.0,3.3e-06,2.5e-05,3.3e-06,0.0,3.3750000000000003e-06,8.333333333333334e-06,3.325e-06,0.08333333333333334,33.25,-6.063303539568533,-6.063303539568593,-6.063303539568593,-6.021575705044212e-14,0.0,0.0,-6.063303539568572,-2.0071919016814042e-14,6.063303539568572,6.063303539568572,6.063303539568593,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,16,9,10,11,2.5e-05,3.3e-06,0.0,3.3750000000000003e-06,2.5e-05,3.3750000000000003e-06,1.6666666666666667e-05,3.35e-06,0.16666666666666669,33.5,-5.891080641973743,-5.891080641973743,-6.062604372995848,0.061531793206326846,0.061531793206326846,0.2330555242284306,-5.948255218981111,0.11870637021369475,5.9494395830586715,5.949962060012168,6.067082219719935,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,17,9,11,70,2.5e-05,3.3e-06,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,3.3333333333333335e-05,3.325e-06,0.33333333333333337,33.25,-8.411416245316538,-8.84786227368545,-8.84786227368545,-0.37491423516258554,0.061531793206326846,0.061531793206326846,-8.702380264229147,-0.08395021624997728,8.702785180736875,8.705306637277074,8.848076230214195,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,18,9,69,70,2.5e-05,3.3e-06,5e-05,3.225e-06,5e-05,3.3e-06,4.1666666666666665e-05,3.275e-06,0.41666666666666663,32.75,-8.84786227368545,-8.84786227368545,-9.327665142273018,-0.00013209920690206018,-0.00013209920690206018,0.479670769380665,-9.00779656321464,0.15980219032228696,9.009213931542156,9.011904989918124,9.33999042041122,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,19,10,11,12,0.0,3.3750000000000003e-06,2.5e-05,3.3750000000000003e-06,0.0,3.45e-06,8.333333333333334e-06,3.4e-06,0.08333333333333334,34.0,-5.891080641973131,-5.891080641973743,-5.891080641973743,-6.127838805721462e-13,0.0,0.0,-5.891080641973539,-2.0426129352404875e-13,5.891080641973539,5.891080641973539,5.891080641973743,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,20,11,12,13,2.5e-05,3.3750000000000003e-06,0.0,3.45e-06,2.5e-05,3.45e-06,1.6666666666666667e-05,3.4250000000000002e-06,0.16666666666666669,34.25,-5.730902222566943,-5.730902222566943,-5.890398546459032,0.06786884747371391,0.06786884747371391,0.2273651713658027,-5.784067663864306,0.12103428877107685,5.785333874481145,5.785797713689326,5.894784979732244,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,21,11,13,71,2.5e-05,3.3750000000000003e-06,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,3.3333333333333335e-05,3.4e-06,0.33333333333333337,34.0,-7.632645075971762,-8.003432061535149,-8.003432061535149,-0.30291813808967294,0.06786884747371391,0.06786884747371391,-7.879836399680687,-0.05572681438074837,7.880033449394343,7.88203111073279,8.00371981918821,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,22,11,70,71,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,5e-05,3.3750000000000003e-06,4.1666666666666665e-05,3.35e-06,0.41666666666666663,33.5,-8.003432061535149,-8.003432061535149,-8.409075000661655,-0.0001422893275763481,-0.0001422893275763481,0.40550064979892914,-8.138646374577318,0.13507202371459215,8.13976715035577,8.141903477589805,8.418846307169419,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,23,12,13,14,0.0,3.45e-06,2.5e-05,3.45e-06,0.0,3.525e-06,8.333333333333334e-06,3.4749999999999998e-06,0.08333333333333334,34.75,-5.730902222566786,-5.730902222566943,-5.730902222566943,-1.5762359933792201e-13,0.0,0.0,-5.730902222566891,-5.254119977930734e-14,5.730902222566891,5.730902222566891,5.730902222566943,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,24,13,14,15,2.5e-05,3.45e-06,0.0,3.525e-06,2.5e-05,3.525e-06,1.6666666666666667e-05,3.5000000000000004e-06,0.16666666666666669,35.00000000000001,-5.581563815282391,-5.581563815282391,-5.730238607880635,0.07253010278522763,0.07253010278522763,0.22120489538347085,-5.6311220794818055,0.12208836698464204,5.632445423027237,5.632858901197234,5.734506614259627,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,25,13,15,72,2.5e-05,3.45e-06,2.5e-05,3.525e-06,5e-05,3.45e-06,3.3333333333333335e-05,3.4749999999999998e-06,0.33333333333333337,34.75,-6.966972927727025,-7.284654012950967,-7.284654012950967,-0.2451509824387145,0.07253010278522763,0.07253010278522763,-7.17876031787632,-0.03336359228941974,7.178837846811013,7.180438295971235,7.285015079202833,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,26,13,71,72,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,5e-05,3.45e-06,4.1666666666666665e-05,3.4250000000000002e-06,0.41666666666666663,34.25,-7.284654012950968,-7.284654012950967,-7.630698626387807,-0.00014622354152025712,-0.00014622354152025712,0.3458983898953188,-7.400002217429915,0.1152019809374261,7.400898885566507,7.402614130790333,7.638534363533946,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,27,14,15,16,0.0,3.525e-06,2.5e-05,3.525e-06,0.0,3.6000000000000003e-06,8.333333333333334e-06,3.5500000000000003e-06,0.08333333333333334,35.5,-5.58156381528247,-5.581563815282391,-5.581563815282391,7.881179966896101e-14,0.0,0.0,-5.581563815282418,2.627059988965367e-14,5.581563815282418,5.581563815282418,5.58156381528247,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,28,15,16,17,2.5e-05,3.525e-06,0.0,3.6000000000000003e-06,2.5e-05,3.6000000000000003e-06,1.6666666666666667e-05,3.575e-06,0.16666666666666669,35.75,-5.442029869772581,-5.442029869772581,-5.580919779564553,0.07578866284753015,0.07578866284753015,0.21467857263950102,-5.488326506369905,0.12208529944485376,5.489684204110745,5.4900541282526705,5.5850472223147225,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,29,15,17,73,2.5e-05,3.525e-06,2.5e-05,3.6000000000000003e-06,5e-05,3.525e-06,3.3333333333333335e-05,3.5500000000000003e-06,0.33333333333333337,35.5,-6.393491248862875,-6.667750506577025,-6.667750506577025,-0.19847059486661997,0.07578866284753015,0.07578866284753015,-6.5763307540056415,-0.015631089723853225,6.57634933052118,6.577644487426731,6.668181216746766,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,30,15,72,73,2.5e-05,3.525e-06,5e-05,3.45e-06,5e-05,3.525e-06,4.1666666666666665e-05,3.5000000000000004e-06,0.41666666666666663,35.00000000000001,-6.667750506577025,-6.667750506577025,-6.965345127831136,-0.00014563839640741302,-0.00014563839640741302,0.29744898285770394,-6.766948713661729,0.09905256868829637,6.767673625751457,6.769064800271749,6.971693384480131,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,31,16,17,18,0.0,3.6000000000000003e-06,2.5e-05,3.6000000000000003e-06,0.0,3.6750000000000004e-06,8.333333333333334e-06,3.625e-06,0.08333333333333334,36.25,-5.442029869772641,-5.442029869772581,-5.442029869772581,5.933023121146503e-14,0.0,0.0,-5.442029869772601,1.9776743737155012e-14,5.442029869772601,5.442029869772601,5.442029869772641,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
bottom_threshold_region_proxy,bottom-primary threshold-region proxy,bottom_primary,interface_4x,T02_C_BIDIRECTIONAL,0.3,0.0,0.01,channel,32,17,18,19,2.5e-05,3.6000000000000003e-06,0.0,3.6750000000000004e-06,2.5e-05,3.6750000000000004e-06,1.6666666666666667e-05,3.6500000000000006e-06,0.16666666666666669,36.50000000000001,-5.311403596830702,-5.311403596830702,-5.441406265113435,0.07786555145250698,0.07786555145250698,0.2078682197352401,-5.354737819591612,0.12119977421341803,5.356109269034205,5.35644129053535,5.445375224793204,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
