row_index,row_uid,curve_id,split,kind,topology,selection_role,primary_axis_v,vds_v,ngspice_current_a_per_cm,xyce_current_a_per_cm,absolute_difference_a_per_cm,log_difference_dec
130,train_t03_dual_length_8:002,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.4,0.01,1.0423171121860555e-09,1.0423171121860544e-09,1.0339757656912846e-24,0
131,train_t03_dual_length_8:003,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.35,0.01,3.0596288128935332e-09,3.0596288128935278e-09,5.3766739815946799e-24,0
132,train_t03_dual_length_8:004,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.3,0.01,8.9149521715369091e-09,8.9149521715368992e-09,9.9261673506363321e-24,0
133,train_t03_dual_length_8:005,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.25,0.01,2.562710756472605e-08,2.562710756472617e-08,1.1911400820763599e-22,1.7763568394002505e-15
134,train_t03_dual_length_8:006,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.2,0.01,7.1910842659399437e-08,7.1910842659399529e-08,9.26442286059391e-23,0
135,train_t03_dual_length_8:007,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.15,0.01,1.9356360729659465e-07,1.9356360729659547e-07,8.2056316765260345e-22,1.7763568394002505e-15
136,train_t03_dual_length_8:008,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.1,0.01,4.8703662278953426e-07,4.8703662278953543e-07,1.164670302474663e-21,8.8817841970012523e-16
137,train_t03_dual_length_8:009,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.05,0.01,1.1093869598840018e-06,1.1093869598840038e-06,1.9058241313221758e-21,8.8817841970012523e-16
138,train_t03_dual_length_8:010,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.0,0.01,2.2218756436510614e-06,2.2218756436510627e-06,1.2705494208814505e-21,0
139,train_t03_dual_length_8:011,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.05,0.01,3.8618791558724322e-06,3.8618791558724441e-06,1.1858461261560205e-20,8.8817841970012523e-16
140,train_t03_dual_length_8:012,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.1,0.01,5.880622723303727e-06,5.8806227233037236e-06,3.3881317890172014e-21,8.8817841970012523e-16
141,train_t03_dual_length_8:013,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.15,0.01,8.0456667936059987e-06,8.0456667936059767e-06,2.2022856628611809e-20,1.7763568394002505e-15
142,train_t03_dual_length_8:014,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.2,0.01,1.0178840316811777e-05,1.0178840316811794e-05,1.6940658945086007e-20,8.8817841970012523e-16
143,train_t03_dual_length_8:015,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.25,0.01,1.2198162656673836e-05,1.2198162656673857e-05,2.0328790734103208e-20,0
144,train_t03_dual_length_8:016,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.3,0.01,1.4088383509860839e-05,1.4088383509860775e-05,6.4374503991326826e-20,2.6645352591003757e-15
145,train_t03_dual_length_8:017,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.35,0.01,1.5863470165871649e-05,1.5863470165871683e-05,3.3881317890172014e-20,8.8817841970012523e-16
146,train_t03_dual_length_8:018,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.4,0.01,1.7544496369378133e-05,1.7544496369378102e-05,3.0493186101154812e-20,8.8817841970012523e-16
147,train_t03_dual_length_8:019,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.45,0.01,1.9150675185470418e-05,1.9150675185470523e-05,1.0503208545953324e-19,2.6645352591003757e-15
148,train_t03_dual_length_8:020,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.5,0.01,2.0697055950123585e-05,2.0697055950123659e-05,7.453889935837843e-20,1.7763568394002505e-15
149,train_t03_dual_length_8:021,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.55,0.01,2.2194752267667465e-05,2.2194752267667472e-05,6.7762635780344027e-21,0
150,train_t03_dual_length_8:022,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.6,0.01,2.3651829423361265e-05,2.3651829423361269e-05,3.3881317890172014e-21,0
151,train_t03_dual_length_8:023,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.65,0.01,2.5074173103319884e-05,2.5074173103319955e-05,7.1150767569361228e-20,1.7763568394002505e-15
152,train_t03_dual_length_8:024,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.7,0.01,2.6466161651501718e-05,2.6466161651501721e-05,3.3881317890172014e-21,0
153,train_t03_dual_length_8:025,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.75,0.01,2.7831139881956683e-05,2.783113988195649e-05,1.9312351197398048e-19,3.5527136788005009e-15
154,train_t03_dual_length_8:026,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.8,0.01,2.9171738849738816e-05,2.9171738849738748e-05,6.7762635780344027e-20,1.7763568394002505e-15
155,train_t03_dual_length_8:027,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.85,0.01,3.0490087724244784e-05,3.0490087724244652e-05,1.3213713977167085e-19,1.7763568394002505e-15
156,train_t03_dual_length_8:028,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.9,0.01,3.1787953762134116e-05,3.1787953762133994e-05,1.2197274440461925e-19,1.7763568394002505e-15
157,train_t03_dual_length_8:029,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.95,0.01,3.306683554280517e-05,3.3066835542805312e-05,1.4230153513872246e-19,1.7763568394002505e-15
158,train_t03_dual_length_8:030,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,1.0,0.01,3.4328026125086998e-05,3.432802612508687e-05,1.2874900798265365e-19,1.7763568394002505e-15
159,train_t03_dual_idvd_vtg_0p3:000,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
160,train_t03_dual_idvd_vtg_0p3:001,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.001,0.001,1.2035740637563255e-06,1.2035740637562988e-06,2.6681537838510461e-20,9.7699626167013776e-15
161,train_t03_dual_idvd_vtg_0p3:002,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.005,0.005,5.9549035779372565e-06,5.9549035779372294e-06,2.7105054312137611e-20,2.6645352591003757e-15
162,train_t03_dual_idvd_vtg_0p3:003,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,repeated_low_vds_audit,0.01,0.01,1.1751126522321992e-05,1.175112652232194e-05,5.2516042729766621e-20,2.6645352591003757e-15
163,train_t03_dual_idvd_vtg_0p3:004,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.05,0.05,5.2130052374358482e-05,5.2130052374358449e-05,3.3881317890172014e-20,0
164,train_t03_dual_idvd_vtg_0p3:005,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.1,0.1,8.6277306303728801e-05,8.6277306303728801e-05,0,0
165,train_t03_dual_idvd_vtg_0p3:006,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.2,0.2,0.00010634206084389236,0.00010634206084389236,0,0
166,train_t03_dual_idvd_vtg_1p0:000,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
167,train_t03_dual_idvd_vtg_1p0:001,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.001,0.001,2.7992766578685984e-06,2.7992766578684921e-06,1.0630263488041469e-19,1.6875389974302379e-14
168,train_t03_dual_idvd_vtg_1p0:002,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.005,0.005,1.3952280733419932e-05,1.3952280733419717e-05,2.1514636860259229e-19,6.2172489379008766e-15
169,train_t03_dual_idvd_vtg_1p0:003,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,repeated_low_vds_audit,0.01,0.01,2.7794115026178732e-05,2.7794115026178312e-05,4.2012834183813297e-19,7.1054273576010019e-15
170,train_t03_dual_idvd_vtg_1p0:004,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.05,0.05,0.00013451334876306016,0.00013451334876306018,2.7105054312137611e-20,4.4408920985006262e-16
171,train_t03_dual_idvd_vtg_1p0:005,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.1,0.1,0.00025767198510247351,0.00025767198510247307,4.3368086899420177e-19,8.8817841970012523e-16
172,train_t03_dual_idvd_vtg_1p0:006,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.2,0.2,0.00046825230492225634,0.00046825230492225607,2.7105054312137611e-19,0
173,holdout_t01_single_idvd_vgs_0p3:000,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
174,holdout_t01_single_idvd_vgs_0p3:001,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,repeated_low_vds_audit,0.01,0.01,1.1751126522321992e-05,1.175112652232194e-05,5.2516042729766621e-20,2.6645352591003757e-15
175,holdout_t01_single_idvd_vgs_0p3:002,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,scored,0.05,0.05,5.2130052374358482e-05,5.2130052374358449e-05,3.3881317890172014e-20,0
176,holdout_t01_single_idvd_vgs_0p3:003,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,scored,0.1,0.1,8.6277306303728801e-05,8.6277306303728801e-05,0,0
177,holdout_t01_single_idvd_vgs_0p3:004,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,scored,0.2,0.2,0.00010634206084389236,0.00010634206084389236,0,0
178,holdout_t02_dual_secondary_0p0:000,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.5,0.01,1.3721670256760047e-10,1.3721670256760029e-10,1.809457589959748e-25,0
179,holdout_t02_dual_secondary_0p0:001,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.45,0.01,4.0505210798521065e-10,4.0505210798521018e-10,4.6528909456107807e-25,0
180,holdout_t02_dual_secondary_0p0:002,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.4,0.01,1.1925049618873204e-09,1.1925049618873182e-09,2.2747466845208261e-24,1.7763568394002505e-15
181,holdout_t02_dual_secondary_0p0:003,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.35,0.01,3.4935733185365114e-09,3.4935733185365197e-09,8.2718061255302767e-24,1.7763568394002505e-15
182,holdout_t02_dual_secondary_0p0:004,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.3,0.01,1.014249297045484e-08,1.0142492970454861e-08,2.150669592637872e-23,8.8817841970012523e-16
183,holdout_t02_dual_secondary_0p0:005,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.25,0.01,2.8965668020555663e-08,2.8965668020555967e-08,3.0440246541951418e-22,4.4408920985006262e-15
184,holdout_t02_dual_secondary_0p0:006,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.2,0.01,8.0352608346768763e-08,8.0352608346769067e-08,3.0440246541951418e-22,1.7763568394002505e-15
185,holdout_t02_dual_secondary_0p0:007,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.15,0.01,2.1219495476328767e-07,2.1219495476328748e-07,1.852884572118782e-22,0
186,holdout_t02_dual_secondary_0p0:008,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.1,0.01,5.1848040845797099e-07,5.1848040845797078e-07,2.1175823681357508e-22,0
187,holdout_t02_dual_secondary_0p0:009,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.05,0.01,1.1347247413721488e-06,1.1347247413721488e-06,0,0
188,holdout_t02_dual_secondary_0p0:010,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.0,0.01,2.1689928627233399e-06,2.1689928627233429e-06,2.9646153153900512e-21,0
189,holdout_t02_dual_secondary_0p0:011,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.05,0.01,3.6006507865342869e-06,3.6006507865342937e-06,6.7762635780344027e-21,8.8817841970012523e-16
190,holdout_t02_dual_secondary_0p0:012,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.1,0.01,5.2746309974238375e-06,5.2746309974238163e-06,2.1175823681357508e-20,1.7763568394002505e-15
191,holdout_t02_dual_secondary_0p0:013,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.15,0.01,7.010101155087618e-06,7.0101011550876265e-06,8.4703294725430034e-21,0
192,holdout_t02_dual_secondary_0p0:014,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.2,0.01,8.6903684423212283e-06,8.6903684423212757e-06,4.7433845046240819e-20,1.7763568394002505e-15
193,holdout_t02_dual_secondary_0p0:015,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.25,0.01,1.027125753382787e-05,1.0271257533827911e-05,4.0657581468206416e-20,1.7763568394002505e-15
194,holdout_t02_dual_secondary_0p0:016,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.3,0.01,1.1751126522321992e-05,1.175112652232194e-05,5.2516042729766621e-20,2.6645352591003757e-15
195,holdout_t02_dual_secondary_0p0:017,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.35,0.01,1.3144364293803414e-05,1.3144364293803414e-05,0,0
196,holdout_t02_dual_secondary_0p0:018,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.4,0.01,1.4467775633109678e-05,1.4467775633109624e-05,5.4210108624275222e-20,1.7763568394002505e-15
197,holdout_t02_dual_secondary_0p0:019,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.45,0.01,1.5735684095559169e-05,1.5735684095559413e-05,2.439454888092385e-19,7.1054273576010019e-15
198,holdout_t02_dual_secondary_0p0:020,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.5,0.01,1.6959020240565064e-05,1.6959020240564963e-05,1.0164395367051604e-19,2.6645352591003757e-15
199,holdout_t02_dual_secondary_0p0:021,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.55,0.01,1.8145782437269831e-05,1.8145782437269831e-05,0,0
200,holdout_t02_dual_secondary_0p0:022,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.6,0.01,1.9301774358577782e-05,1.9301774358577786e-05,3.3881317890172014e-21,0
201,holdout_t02_dual_secondary_0p0:023,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.65,0.01,2.0431253347337031e-05,2.0431253347337038e-05,6.7762635780344027e-21,8.8817841970012523e-16
202,holdout_t02_dual_secondary_0p0:024,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.7,0.01,2.153741269585895e-05,2.1537412695859065e-05,1.1519648082658485e-19,2.6645352591003757e-15
203,holdout_t02_dual_secondary_0p0:025,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.75,0.01,2.2622715442843764e-05,2.2622715442843821e-05,5.7598240413292423e-20,8.8817841970012523e-16
204,holdout_t02_dual_secondary_0p0:026,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.8,0.01,2.3689117800742417e-05,2.3689117800742529e-05,1.1180834903756764e-19,1.7763568394002505e-15
205,holdout_t02_dual_secondary_0p0:027,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.85,0.01,2.4738216837247599e-05,2.4738216837247494e-05,1.0503208545953324e-19,1.7763568394002505e-15
206,holdout_t02_dual_secondary_0p0:028,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.9,0.01,2.577134819995365e-05,2.5771348199953653e-05,3.3881317890172014e-21,0
207,holdout_t02_dual_secondary_0p0:029,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.95,0.01,2.6789651518984617e-05,2.678965151898462e-05,3.3881317890172014e-21,0
208,holdout_t02_dual_secondary_0p0:030,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,1.0,0.01,2.7794115026178732e-05,2.7794115026178312e-05,4.2012834183813297e-19,7.1054273576010019e-15
209,holdout_t03_dual_length_12:000,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.5,0.01,1.53358367161776e-10,1.5335836716177556e-10,4.3943970041879595e-25,1.7763568394002505e-15
210,holdout_t03_dual_length_12:001,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.45,0.01,4.5244461047648483e-10,4.5244461047648654e-10,1.7060600133906196e-24,0
211,holdout_t03_dual_length_12:002,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.4,0.01,1.3306319177744834e-09,1.330631917774483e-09,4.1359030627651384e-25,0
212,holdout_t03_dual_length_12:003,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.35,0.01,3.8906691797579246e-09,3.8906691797579387e-09,1.406207041340147e-23,1.7763568394002505e-15
213,holdout_t03_dual_length_12:004,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.3,0.01,1.1255348601298527e-08,1.1255348601298598e-08,7.113753267956038e-23,2.6645352591003757e-15
214,holdout_t03_dual_length_12:005,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.25,0.01,3.1940309567587715e-08,3.1940309567587668e-08,4.632211430296955e-23,8.8817841970012523e-16
215,holdout_t03_dual_length_12:006,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.2,0.01,8.7635918958793265e-08,8.7635918958793252e-08,1.3234889800848443e-23,0
216,holdout_t03_dual_length_12:007,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.15,0.01,2.2731421191888015e-07,2.2731421191888148e-07,1.3234889800848443e-21,2.6645352591003757e-15
217,holdout_t03_dual_length_12:008,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.1,0.01,5.4079177961104661e-07,5.4079177961104619e-07,4.2351647362715017e-22,0
218,holdout_t03_dual_length_12:009,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.05,0.01,1.1430319431773493e-06,1.1430319431773471e-06,2.1175823681357508e-21,8.8817841970012523e-16
219,holdout_t03_dual_length_12:010,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.0,0.01,2.1020394264573618e-06,2.1020394264573656e-06,3.8116482626443515e-21,8.8817841970012523e-16
220,holdout_t03_dual_length_12:011,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.05,0.01,3.3654453403065799e-06,3.3654453403065803e-06,4.2351647362715017e-22,0
221,holdout_t03_dual_length_12:012,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.1,0.01,4.7877259952537866e-06,4.7877259952537959e-06,9.3173624197973037e-21,8.8817841970012523e-16
222,holdout_t03_dual_length_12:013,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.15,0.01,6.2282333977791592e-06,6.2282333977791728e-06,1.3552527156068805e-20,8.8817841970012523e-16
223,holdout_t03_dual_length_12:014,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.2,0.01,7.607663137535288e-06,7.6076631375353117e-06,2.3716922523120409e-20,8.8817841970012523e-16
224,holdout_t03_dual_length_12:015,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.25,0.01,8.9015254197494042e-06,8.9015254197494058e-06,1.6940658945086007e-21,0
225,holdout_t03_dual_length_12:016,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.3,0.01,1.0113788214077035e-05,1.0113788214077025e-05,1.0164395367051604e-20,8.8817841970012523e-16
226,holdout_t03_dual_length_12:017,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.35,0.01,1.1257718114582943e-05,1.1257718114582946e-05,3.3881317890172014e-21,0
227,holdout_t03_dual_length_12:018,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.4,0.01,1.2346966113612035e-05,1.2346966113612037e-05,1.6940658945086007e-21,0
228,holdout_t03_dual_length_12:019,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.45,0.01,1.3392703385428697e-05,1.3392703385428698e-05,1.6940658945086007e-21,0
229,holdout_t03_dual_length_12:020,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.5,0.01,1.4403319349166647e-05,1.4403319349166671e-05,2.3716922523120409e-20,0
230,holdout_t03_dual_length_12:021,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.55,0.01,1.5384923425633028e-05,1.5384923425632984e-05,4.4045713257223618e-20,8.8817841970012523e-16
231,holdout_t03_dual_length_12:022,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.6,0.01,1.6341955051180815e-05,1.6341955051180906e-05,9.1479558303464437e-20,2.6645352591003757e-15
232,holdout_t03_dual_length_12:023,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.65,0.01,1.7277687713033684e-05,1.7277687713033731e-05,4.7433845046240819e-20,1.7763568394002505e-15
233,holdout_t03_dual_length_12:024,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.7,0.01,1.8194594522077265e-05,1.8194594522077228e-05,3.7269449679189215e-20,8.8817841970012523e-16
234,holdout_t03_dual_length_12:025,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.75,0.01,1.909459826114025e-05,1.9094598261140339e-05,8.8091426514447235e-20,1.7763568394002505e-15
235,holdout_t03_dual_length_12:026,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.8,0.01,1.9979237909306032e-05,1.9979237909306032e-05,0,0
236,holdout_t03_dual_length_12:027,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.85,0.01,2.0849778616451315e-05,2.0849778616451143e-05,1.7279472123987727e-19,3.5527136788005009e-15
237,holdout_t03_dual_length_12:028,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.9,0.01,2.1707284634051867e-05,2.170728463405187e-05,3.3881317890172014e-21,0
238,holdout_t03_dual_length_12:029,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.95,0.01,2.2552668345069236e-05,2.2552668345069057e-05,1.7957098481791167e-19,3.5527136788005009e-15
239,holdout_t03_dual_length_12:030,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,1.0,0.01,2.3386723924176765e-05,2.338672392417668e-05,8.4703294725430034e-20,8.8817841970012523e-16
240,holdout_t03_dual_idvd_vtg_0p5:000,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
241,holdout_t03_dual_idvd_vtg_0p5:001,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.001,0.001,1.7198453108538434e-06,1.7198453108537356e-06,1.0778494253810972e-19,2.7533531010703882e-14
242,holdout_t03_dual_idvd_vtg_0p5:002,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.005,0.005,8.5461371445715129e-06,8.5461371445714333e-06,7.9621097041904232e-20,4.4408920985006262e-15
243,holdout_t03_dual_idvd_vtg_0p5:003,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,repeated_low_vds_audit,0.01,0.01,1.6959020240565064e-05,1.6959020240564963e-05,1.0164395367051604e-19,2.6645352591003757e-15
244,holdout_t03_dual_idvd_vtg_0p5:004,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.05,0.05,7.9346720504707243e-05,7.9346720504707189e-05,5.4210108624275222e-20,8.8817841970012523e-16
245,holdout_t03_dual_idvd_vtg_0p5:005,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.1,0.1,0.00014432448744104487,0.00014432448744104487,0,0
246,holdout_t03_dual_idvd_vtg_0p5:006,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.2,0.2,0.00022364378982207218,0.00022364378982207221,2.7105054312137611e-20,0
