parameter_group_id,changed_parameter,channel_length_um,channel_length_cm,sweep_index,mesh_level,stage_id,mode_id,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
P4,channel_length_um,12.0,0.0012000000000000001,4,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,-0.3,0.01,-5.623996796098322e-09,5.623996796098861e-09,-3.374398077658993e-11,3.374398077659317e-11,5.39321759384574e-22,9.589652678299527e-14,-0.13916929124495306,38555907663957.71,0.06557567700019717,True
P4,channel_length_um,12.0,0.0012000000000000001,5,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,-0.25,0.01,-1.3706056029756676e-08,1.3706056029756359e-08,-8.223633617854006e-11,8.223633617853816e-11,-3.1763735522036263e-22,2.3174964010854234e-14,-0.11424458214776545,101105757392551.02,0.06459176499993191,True
P4,channel_length_um,12.0,0.0012000000000000001,6,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,-0.2,0.01,-3.362884300713936e-08,3.3628843007135216e-08,-2.0177305804283615e-10,2.0177305804281131e-10,-4.1425205076655626e-21,1.231835572453715e-13,-0.08943121566432949,263968922073403.6,0.06523147700045229,True
P4,channel_length_um,12.0,0.0012000000000000001,7,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,-0.15,0.01,-8.259986969228389e-08,8.259986969227971e-08,-4.955992181537034e-10,4.955992181536782e-10,-4.182225177068108e-21,5.063234594253594e-14,-0.0648927388422156,681751679831312.8,0.06417471999975533,True
P4,channel_length_um,12.0,0.0012000000000000001,8,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,-0.1,0.01,-2.0026369685208863e-07,2.0026369685208834e-07,-1.2015821811125318e-09,1.20158218111253e-09,-2.9116757561866574e-22,1.4539209062624924e-15,-0.04100942271182718,1715977291443741.5,0.07067268599985255,True
P4,channel_length_um,12.0,0.0012000000000000001,9,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,-0.05,0.01,-4.6560050677390025e-07,4.6560050677389083e-07,-2.7936030406434016e-09,2.793603040643345e-09,-9.423241538204091e-21,2.0238898800812735e-14,-0.018549925881627478,4084684211826728.5,0.0678350190000856,True
P4,channel_length_um,12.0,0.0012000000000000001,10,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.0,0.01,-9.936992226875505e-07,9.93699222687549e-07,-5.962195336125303e-09,5.9621953361252936e-09,-1.4823076576950256e-21,1.4917065685992879e-15,0.0013319430494338088,8792915265569585.0,0.06639887600067595,True
P4,channel_length_um,12.0,0.0012000000000000001,11,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.05,0.01,-1.8744278735512787e-06,1.8744278735512749e-06,-1.1246567241307672e-08,1.124656724130765e-08,-3.8116482626443515e-21,2.033499563481644e-15,0.017647157789053014,1.6482285738616544e+16,0.06668779800020275,True
P4,channel_length_um,12.0,0.0012000000000000001,12,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.1,0.01,-3.102906894951006e-06,3.1029068949510158e-06,-1.8617441369706038e-08,1.8617441369706094e-08,9.740878893424454e-21,3.1392752741871195e-15,0.03024747667236765,2.676787929704235e+16,0.06601218500054529,True
P4,channel_length_um,12.0,0.0012000000000000001,13,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.15,0.01,-4.598149366278441e-06,4.598149366278468e-06,-2.7588896197670646e-08,2.7588896197670808e-08,2.710505431213761e-20,5.89477464801784e-15,0.0397227896065056,3.854428408099977e+16,0.06632375099979981,True
P4,channel_length_um,12.0,0.0012000000000000001,14,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.2,0.01,-6.265774215158952e-06,6.265774215159038e-06,-3.7594645290953716e-08,3.7594645290954225e-08,8.555032767268433e-20,1.3653592474766967e-14,0.04685458795607609,5.071817679496514e+16,0.07010195500060945,True
P4,channel_length_um,12.0,0.0012000000000000001,15,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.25,0.01,-8.030591866153003e-06,8.030591866153184e-06,-4.818355119691802e-08,4.81835511969191e-08,1.8126505071242027e-19,2.2571817088153168e-14,0.05230132839194252,6.254978446002052e+16,0.06784052200055157,True
P4,channel_length_um,12.0,0.0012000000000000001,16,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.3,0.01,-9.840342436504881e-06,9.840342436504922e-06,-5.904205461902929e-08,5.9042054619029536e-08,4.0657581468206416e-20,4.131724249491374e-15,0.05654127975061751,7.364249339593877e+16,0.07091705499988166,True
P4,channel_length_um,12.0,0.0012000000000000001,17,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.35,0.01,-1.166041832397617e-05,1.1660418323976326e-05,-6.996250994385703e-08,6.996250994385797e-08,1.5585406229479126e-19,1.3366078125543901e-14,0.05990633324172319,8.383211000258029e+16,0.06751983600042877,True
P4,channel_length_um,12.0,0.0012000000000000001,18,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.4,0.01,-1.3468282393100078e-05,1.346828239310047e-05,-8.080969435860047e-08,8.080969435860282e-08,3.9132922163148676e-19,2.9055614532700685e-14,0.06262563261058787,9.308865839343536e+16,0.07025996900028986,True
P4,channel_length_um,12.0,0.0012000000000000001,19,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.45,0.01,-1.5249391780405417e-05,1.5249391780405245e-05,-9.14963506824325e-08,9.149635068243147e-08,-1.7279472123987727e-19,1.133125332001165e-14,0.06485911622839537,1.0145152869939146e+17,0.06916152399935527,True
P4,channel_length_um,12.0,0.0012000000000000001,20,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.5,0.01,-1.69944874851637e-05,1.699448748516324e-05,-1.019669249109822e-07,1.0196692491097944e-07,-4.607859233063394e-19,2.7113846399228487e-14,0.06672030425976751,1.0899144800969986e+17,0.056893527999818616,True
P4,channel_length_um,12.0,0.0012000000000000001,21,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.55,0.01,-1.869783101735726e-05,1.8697831017357586e-05,-1.1218698610414357e-07,1.1218698610414552e-07,3.2526065174565133e-19,1.739563543192283e-14,0.06829126200239073,1.1578966632362568e+17,0.05667409299985593,True
P4,channel_length_um,12.0,0.0012000000000000001,22,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.6,0.01,-2.0356053537412997e-05,2.0356053537412543e-05,-1.2213632122447797e-07,1.2213632122447527e-07,-4.54009659728305e-19,2.230342236494255e-14,0.06963240084787632,1.2192723449713152e+17,0.056278106999343436,True
P4,channel_length_um,12.0,0.0012000000000000001,23,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.65,0.01,-2.1967395560481727e-05,2.1967395560481852e-05,-1.3180437336289037e-07,1.318043733628911e-07,1.2536087619363645e-19,5.706679057537154e-15,0.07078896226298761,1.274799201597852e+17,0.05679625999982818,True
P4,channel_length_um,12.0,0.0012000000000000001,24,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.7,0.01,-2.3531197208521827e-05,2.3531197208522345e-05,-1.4118718325113096e-07,1.4118718325113408e-07,5.183841637196318e-19,2.2029655317830046e-14,0.07179537208325602,1.3251616481621758e+17,0.05610255000010511,True
P4,channel_length_um,12.0,0.0012000000000000001,25,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.75,0.01,-2.504755139005779e-05,2.5047551390058415e-05,-1.5028530834034676e-07,1.502853083403505e-07,6.2341624917916505e-19,2.4889309117321713e-14,0.0726782138334741,1.370966208042316e+17,0.0597695209999074,True
P4,channel_length_um,12.0,0.0012000000000000001,26,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.8,0.01,-2.65170646462836e-05,2.6517064646284006e-05,-1.591023878777016e-07,1.5910238787770403e-07,4.0657581468206416e-19,1.533261015521339e-14,0.07345829365363027,1.4127446400595482e+17,0.05851793799956795,True
P4,channel_length_um,12.0,0.0012000000000000001,27,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.85,0.01,-2.794069031413391e-05,2.7940690314135278e-05,-1.6764414188480347e-07,1.6764414188481167e-07,1.3688052427629493e-18,4.898967159986261e-14,0.07415209808023945,1.450960486230182e+17,0.05590522000056808,True
P4,channel_length_um,12.0,0.0012000000000000001,28,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.9,0.01,-2.931961102144354e-05,2.9319611021444113e-05,-1.7591766612866124e-07,1.7591766612866468e-07,5.72594272343907e-19,1.9529395254429416e-14,0.07477283938200582,1.486016759909744e+17,0.05809715600025811,True
P4,channel_length_um,12.0,0.0012000000000000001,29,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,0.95,0.01,-3.065515531766588e-05,3.0655155317665566e-05,-1.8393093190599528e-07,1.839309319059934e-07,-3.1170812458958252e-19,1.0168212209642667e-14,0.07533121622329125,1.518263623331536e+17,0.05716792000021087,True
P4,channel_length_um,12.0,0.0012000000000000001,30,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,-3.194873822982215e-05,3.194873822982398e-05,-1.9169242937893288e-07,1.9169242937894387e-07,1.8295911660692887e-18,5.726646081945656e-14,0.07583597482916571,1.548005515977196e+17,0.06064571599927149,True
