parameter_group_id,changed_parameter,temperature_k,thermal_voltage_v,family_id,primary_gate,secondary_gate,sweep_direction,sweep_index,mesh_level,stage_id,mode_id,primary_gate_v,fixed_secondary_gate_v,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.45,0.0,0.0,-0.45,0.01,-1.461055577916911e-09,1.4610555778669325e-09,-8.766333467501465e-12,8.766333467201595e-12,-4.997845940560707e-20,3.420708983354588e-11,-0.2141283897598129,7089434086226.301,0.03864518000045791,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.4,0.0,0.0,-0.4,0.01,-3.09299982304737e-09,3.0929998230537308e-09,-1.8557998938284223e-11,1.8557998938322386e-11,6.360605320226506e-21,2.056451886229549e-12,-0.1891408018453436,16233463512683.326,0.039771445000951644,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,3,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.35,0.0,0.0,-0.35,0.01,-6.5909537353099186e-09,6.590953735314563e-09,-3.954572241185951e-11,3.954572241188738e-11,4.6446191394852504e-21,7.04696061603227e-13,-0.16416753572223133,37153569538373.75,0.03957862099923659,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,4,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.3,0.0,0.0,-0.3,0.01,-1.413635824672127e-08,1.4136358246708206e-08,-8.481814948032762e-11,8.481814948024923e-11,-1.3064490594662519e-20,9.24176535897613e-13,-0.1392254911604856,84943947609195.61,0.043083085998659953,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,5,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.25,0.0,0.0,-0.25,0.01,-3.049300064681307e-08,3.0493000646830285e-08,-1.8295800388087844e-10,1.829580038809817e-10,1.72119741860034e-20,5.644565579279115e-13,-0.11435178411521293,193760163419139.5,0.040250138998089824,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,6,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.2,0.0,0.0,-0.2,0.01,-6.599673534804712e-08,6.599673534804717e-08,-3.9598041208828273e-10,3.9598041208828304e-10,5.293955920339377e-23,8.021542114804053e-16,-0.08962749098212668,439757280002285.0,0.04003653099789517,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,7,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.15,0.0,0.0,-0.15,0.01,-1.4253658438905647e-07,1.4253658438906415e-07,-8.552195063343388e-10,8.55219506334385e-10,7.676236084492097e-21,5.385449719728966e-14,-0.06522583748214746,987306853062370.4,0.03937579900230048,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,8,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.1,0.0,0.0,-0.1,0.01,-3.037190139101733e-07,3.037190139101766e-07,-1.82231408346104e-09,1.8223140834610596e-09,3.282252670610414e-21,1.0806872537723713e-14,-0.04149636979898616,2167177970333873.0,0.04001815799711039,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,9,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,-0.05,0.0,0.0,-0.05,0.01,-6.256127228206218e-07,6.25612722820622e-07,-3.753676336923731e-09,3.753676336923732e-09,2.117582368135751e-22,3.384813465091425e-16,-0.019061788211929283,4555196872660041.0,0.03967496499535628,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.0,0.01,-1.2106316297648203e-06,1.210631629764818e-06,-7.263789778588922e-09,7.263789778588908e-09,-2.329340604949326e-21,1.9240704997950765e-15,0.001204749039084776,8906201152604728.0,0.0399215439974796,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.05,0.0,0.0,0.05,0.01,-2.1434633626545055e-06,2.143463362654514e-06,-1.2860780175927034e-08,1.2860780175927083e-08,8.470329472543003e-21,3.9517024737260514e-15,0.018499885771613288,1.5774891852006992e+16,0.03896502700081328,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.1,0.0,0.0,0.1,0.01,-3.4368491572157823e-06,3.4368491572158026e-06,-2.0621094943294695e-08,2.0621094943294817e-08,2.0328790734103208e-20,5.91494994519096e-15,0.03252828753303917,2.507406347809102e+16,0.04071260499767959,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.15,0.0,0.0,0.15,0.01,-5.0304462982515884e-06,5.030446298251617e-06,-3.018267778950953e-08,3.01826777895097e-08,2.879912020664621e-20,5.724963253589575e-15,0.04357135358119371,3.610918909979079e+16,0.039498421996540856,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.2,0.0,0.0,0.2,0.01,-6.8350257732787255e-06,6.8350257732787806e-06,-4.101015463967235e-08,4.101015463967268e-08,5.505714157152952e-20,8.055147617258868e-15,0.052191905281121755,4.800290227162052e+16,0.038110959001642186,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.25,0.0,0.0,0.25,0.01,-8.768630181501466e-06,8.768630181501364e-06,-5.26117810890088e-08,5.261178108900819e-08,-1.0164395367051604e-19,1.1591771071033058e-14,0.058958934797204425,6.002668033596016e+16,0.03958768200391205,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.3,0.0,0.0,0.3,0.01,-1.076874907568772e-05,1.0768749075687657e-05,-6.461249445412631e-08,6.461249445412594e-08,-6.268043809681823e-20,5.82058674190208e-15,0.06433610180502938,7.169596680955716e+16,0.039202234998811036,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.35,0.0,0.0,0.35,0.01,-1.2791428548814585e-05,1.2791428548814608e-05,-7.674857129288752e-08,7.674857129288765e-08,2.202285662861181e-20,1.721688593620975e-15,0.06867090388958824,8.273659638410475e+16,0.03842148499825271,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.4,0.0,0.0,0.4,0.01,-1.480690075671373e-05,1.4806900756713814e-05,-8.884140454028238e-08,8.88414045402829e-08,8.470329472543003e-20,5.720528294013416e-15,0.0722164654131732,9.30207742156818e+16,0.0392960410026717,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.45,0.0,0.0,0.45,0.01,-1.679543426655639e-05,1.679543426655623e-05,-1.0077260559933835e-07,1.0077260559933737e-07,-1.6263032587282567e-19,9.683008089684254e-15,0.07515646118519567,1.0251181762863117e+17,0.03840489199501462,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.5,0.0,0.0,0.5,0.01,-1.8744210065952547e-05,1.8744210065952154e-05,-1.1246526039571528e-07,1.1246526039571292e-07,-3.9302328752599536e-19,2.096771675856817e-14,0.0776251285842719,1.1122539070531456e+17,0.031617170003301,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.55,0.0,0.0,0.55,0.01,-2.0645137886322372e-05,2.064513788632189e-05,-1.2387082731793423e-07,1.2387082731793135e-07,-4.811147140404426e-19,2.3304020379499926e-14,0.07972174173293034,1.1920473317663504e+17,0.034445767996658105,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.6,0.0,0.0,0.6,0.01,-2.2493365121724704e-05,2.249336512172541e-05,-1.3496019073034822e-07,1.3496019073035245e-07,7.047314121155779e-19,3.133063498066401e-14,0.08152071779038206,1.2650567331128829e+17,0.033329005003906786,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.65,0.0,0.0,0.65,0.01,-2.428626202154205e-05,2.4286262021543356e-05,-1.4571757212925232e-07,1.4571757212926013e-07,1.3044307387716225e-18,5.3710642568811744e-14,0.08307861604548128,1.331879392036583e+17,0.032828362003783695,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.7,0.0,0.0,0.7,0.01,-2.6022727567769608e-05,2.602272756776998e-05,-1.5613636540661765e-07,1.5613636540661988e-07,3.7269449679189215e-19,1.4321884430496316e-14,0.08443900351448813,1.3931035102084395e+17,0.030852261996187735,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.75,0.0,0.0,0.75,0.01,-2.7702710844542798e-05,2.7702710844543015e-05,-1.662162650672568e-07,1.662162650672581e-07,2.168404344971009e-19,7.827408505756936e-15,0.08563586887392152,1.4492833777056525e+17,0.03249429199786391,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.8,0.0,0.0,0.8,0.01,-2.9326878114705004e-05,2.9326878114705397e-05,-1.7596126868823003e-07,1.759612686882324e-07,3.9302328752599536e-19,1.340147035046739e-14,0.0866960460017896,1.500928134252705e+17,0.03220982199854916,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-3.089637936820822e-05,3.089637936820709e-05,-1.853782762092493e-07,1.8537827620924255e-07,-1.1248597539537109e-18,3.640749424222729e-14,0.08764095623591114,1.5484982673380342e+17,0.03282946200488368,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-3.24126835089603e-05,3.2412683508960274e-05,-1.944761010537618e-07,1.9447610105376165e-07,-2.710505431213761e-20,8.362483872908756e-16,0.08848787687595144,1.59240634636275e+17,0.03125360199919669,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-3.387746141134071e-05,3.387746141134076e-05,-2.0326476846804425e-07,2.0326476846804454e-07,4.743384504624082e-20,1.4001593705708406e-15,0.08925087628863204,1.6330199284886013e+17,0.03199863000190817,True
P5,lattice_temperature_k,350.0,0.030160666417,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P5_TEMPERATURE,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-3.529250269768779e-05,3.529250269768652e-05,-2.1175501618612674e-07,2.1175501618611912e-07,-1.2739375526704677e-18,3.6096548991804153e-14,0.08994151150791836,1.6706654385331526e+17,0.03369123800075613,True
