case_id,vin_fraction,vin_v,ngspice_vout_v,xyce_vout_v,absolute_vout_difference_v,ngspice_supply_current_a,xyce_supply_current_a,absolute_supply_current_difference_a
v100_t075_r0125,0.0,0.0,0.0205677939342175,0.020567793934220247,2.7478019859472624e-15,2.343907123698798e-08,2.3439071236987244e-08,7.345363839470886e-22
v100_t075_r0125,0.01,0.001,0.02035235365402806,0.02035394189949072,1.5882454626574283e-06,2.35411619133094e-08,2.354051561396169e-08,6.462993477110654e-13
v100_t075_r0125,0.02,0.002,0.0201416922961386,0.02014323734142567,1.5450452870713338e-06,2.364130694531019e-08,2.3640674884952864e-08,6.320603573274476e-13
v100_t075_r0125,0.03,0.003,0.01993411266878495,0.01993563664206972,1.5239732847685539e-06,2.37401870633791e-08,2.373956053715532e-08,6.265262237822375e-13
v100_t075_r0125,0.04,0.004,0.0197295936624296,0.019731096326397694,1.50266396809276e-06,2.383780505408958e-08,2.383718430366162e-08,6.207504279619233e-13
v100_t075_r0125,0.05,0.005000000000000001,0.0195280916330501,0.01952957306802785,1.4814349777493574e-06,2.393417301303365e-08,2.3933558147593254e-08,6.148654403964597e-13
v100_t075_r0125,0.06,0.006,0.01932956342401428,0.019331023721999047,1.4602979847670727e-06,2.402930312001593e-08,2.4028694239368683e-08,6.088806472465323e-13
v100_t075_r0125,0.07,0.007000000000000001,0.01913396608763048,0.019135405355265665,1.4392676351837608e-06,2.41232077415846e-08,2.4122604935011232e-08,6.028065733696581e-13
v100_t075_r0125,0.08,0.008,0.01894125691753615,0.018942675275006666,1.418357470514553e-06,2.421589940870113e-08,2.4215302755472837e-08,5.966532282931411e-13
v100_t075_r0125,0.09,0.009,0.01875139347481527,0.018752791054844065,1.3975800287960305e-06,2.430739079708996e-08,2.430680036694927e-08,5.904301406909603e-13
v100_t075_r0125,0.1,0.010000000000000002,0.01856433361217505,0.018565710559064034,1.376946888984737e-06,2.439769470853169e-08,2.4397110562160724e-08,5.841463709668414e-13
v100_t075_r0125,0.11,0.011000000000000001,0.01838003549621758,0.018381391964933224,1.356468715643655e-06,2.448682405309546e-08,2.4486246242571023e-08,5.778105244362068e-13
v100_t075_r0125,0.12,0.012,0.0181984576278982,0.018199793783200573,1.3361553023727435e-06,2.457479183228199e-08,2.4574220401516728e-08,5.714307652625144e-13
v100_t075_r0125,0.13,0.013000000000000001,0.0180195588612584,0.01802087487687311,1.3160156147121183e-06,2.466161112304928e-08,2.466104610821911e-08,5.650148301719126e-13
v100_t075_r0125,0.14,0.014000000000000002,0.01784329842052022,0.017844594478351804,1.296057831584596e-06,2.474729506269168e-08,2.474673649264913e-08,5.585700425483977e-13
v100_t075_r0125,0.15,0.015,0.01766963591562581,0.017670912205011026,1.2762893852151513e-06,2.483185683454345e-08,2.4831304731216746e-08,5.521033267043337e-13
v100_t075_r0125,0.16,0.016,0.01749853135630307,0.01749978807330409,1.2567170010191475e-06,2.491530965447779e-08,2.4914764033255826e-08,5.456212219623752e-13
v100_t075_r0125,0.17,0.017,0.01732994516473713,0.017331182511471987,1.2373467348572587e-06,2.499766675817186e-08,2.4997127628275048e-08,5.39129896813491e-13
v100_t075_r0125,0.18,0.018,0.01716383818692313,0.01716505637093305,1.2181840099191599e-06,2.507894138910936e-08,2.5078408753946348e-08,5.32635163012121e-13
v100_t075_r0125,0.19,0.019000000000000003,0.01700017170277414,0.01700137093642626,1.1992336521222946e-06,2.515914678729149e-08,2.515862064480208e-08,5.261424894099457e-13
v100_t075_r0125,0.2,0.020000000000000004,0.0168389074350549,0.01684008793497882,1.1804999239216352e-06,2.52382961786285e-08,2.5237776521612734e-08,5.196570157664931e-13
v100_t075_r0125,0.21,0.021,0.01668000755720971,0.01668116954376655,1.1619865568392174e-06,2.531640276498363e-08,2.5315889581417547e-08,5.131835660832903e-13
v100_t075_r0125,0.22,0.022000000000000002,0.01652343470014917,0.016524578396932412,1.1436967832408051e-06,2.539347971484234e-08,2.539297298818024e-08,5.067266621001425e-13
v100_t075_r0125,0.23,0.023000000000000003,0.01636915195805942,0.016370277591425435,1.1256333660170093e-06,2.546954015457963e-08,2.5469039864043732e-08,5.002905358980565e-13
v100_t075_r0125,0.24,0.024,0.01621712289329294,0.016218230691920413,1.107798627473372e-06,2.554459716030009e-08,2.5544103281157135e-08,4.938791429554599e-13
v100_t075_r0125,0.25,0.025,0.01606731154039865,0.01606840173487567,1.0901944770200234e-06,2.561866375022416e-08,2.561817625405e-08,4.874961741588634e-13
v100_t075_r0125,0.26,0.026000000000000002,0.01591968240934627,0.015920755231783247,1.0728224369774275e-06,2.569175287759651e-08,2.569127173252855e-08,4.811450679591071e-13
v100_t075_r0125,0.27,0.027000000000000003,0.01577420048799674,0.01577525617166488,1.0556836681427373e-06,2.576387742409213e-08,2.576340259506995e-08,4.748290221801907e-13
v100_t075_r0125,0.28,0.028000000000000004,0.01563083124386878,0.015631870022862142,1.0387789933612168e-06,2.583505019369655e-08,2.583458164269152e-08,4.685510050273936e-13
v100_t075_r0125,0.29,0.028999999999999998,0.015489540625248903,0.015490562734169128,1.0221089202250982e-06,2.590528390703789e-08,2.5904821593271533e-08,4.623137663567829e-13
v100_t075_r0125,0.3,0.03,0.015350295061689802,0.015351300735352534,1.0056736627316043e-06,2.597459119614839e-08,2.5974135076300455e-08,4.561198479355626e-13
v100_t075_r0125,0.31,0.031,0.015213061463939961,0.015214050937101887,9.894731619261576e-07,2.604298459963461e-08,2.6042534628040537e-08,4.4997159407299773e-13
v100_t075_r0125,0.32,0.032,0.015077807223345252,0.015078780730450252,9.735071049999516e-07,2.611047655823547e-08,2.6110032687074313e-08,4.438711611561535e-13
v100_t075_r0125,0.33,0.033,0.014944500210760431,0.014945457985704557,9.577749441255778e-07,2.617707941074884e-08,2.6176641590221466e-08,4.3782052737422984e-13
v100_t075_r0125,0.34,0.034,0.01481310877500772,0.014814051050921295,9.422759135752773e-07,2.624280539030736e-08,2.624237356880565e-08,4.3182150170836074e-13
v100_t075_r0125,0.35000000000000003,0.035,0.01468360174091634,0.014684528749962986,9.270090466466374e-07,2.630766662098551e-08,2.63072407452526e-08,4.25875732908178e-13
v100_t075_r0125,0.36,0.036,0.014555948406975924,0.014556860380166748,9.119731908240752e-07,2.637167511472031e-08,2.637125513000255e-08,4.199847177603088e-13
v100_t075_r0125,0.37,0.037,0.014430118542634483,0.01443101570965753,8.971670230478734e-07,2.643484276852884e-08,2.643442861871946e-08,4.1414980938003397e-13
v100_t075_r0125,0.38,0.038000000000000006,0.014306082385269984,0.014306964974333184,8.825890631999206e-07,2.649718136200659e-08,2.6496772989781675e-08,4.083722249139941e-13
v100_t075_r0125,0.39,0.03900000000000001,0.014183810636862932,0.014184678874550495,8.682376875634307e-07,2.655870255509099e-08,2.6558299902038163e-08,4.0265305282599617e-13
v100_t075_r0125,0.4,0.04000000000000001,0.014063274460395951,0.014064128571536902,8.541111409503949e-07,2.661941788607568e-08,2.6619020892815328e-08,3.9699326035156534e-13
v100_t075_r0125,0.41000000000000003,0.04100000000000001,0.013944445476004352,0.013945285683553042,8.402075486902555e-07,2.667933876986104e-08,2.6678947376160982e-08,3.913937000591415e-13
v100_t075_r0125,0.42,0.042,0.013827295756900861,0.013828122281828153,8.265249272915165e-07,2.673847649642771e-08,2.673809064131123e-08,3.858551164807592e-13
v100_t075_r0125,0.43,0.043000000000000003,0.013711797825095871,0.013712610886290848,8.130611949767191e-07,2.67968422295202e-08,2.6796461851367865e-08,3.8037815233575427e-13
v100_t075_r0125,0.44,0.044000000000000004,0.013597924646933412,0.013598724461114597,7.998141811852572e-07,2.685444700552814e-08,2.685407204217375e-08,3.749633543905117e-13
v100_t075_r0125,0.45,0.045000000000000005,0.013485649628461853,0.01348643641009781,7.867816359582308e-07,2.69113017325536e-08,2.6910932121374322e-08,3.6961117927850806e-13
v100_t075_r0125,0.46,0.046000000000000006,0.013374946610656932,0.013375720571895023,7.739612380916472e-07,2.696741718965324e-08,2.6967052867654572e-08,3.6432199866853623e-13
v100_t075_r0125,0.47000000000000003,0.04700000000000001,0.013265789864514163,0.013266551215117594,7.613506034301332e-07,2.702280402624463e-08,2.7022444930139897e-08,3.5909610473402343e-13
v100_t075_r0125,0.48,0.048,0.013158154086025553,0.013158903033317787,7.48947292234306e-07,2.7077472761666445e-08,2.7077118827951726e-08,3.539337147190683e-13
v100_t075_r0125,0.49,0.049,0.013052014391055954,0.013052751139872169,7.36748816215077e-07,2.7131433784883356e-08,2.713108494990749e-08,3.488349758651286e-13
v100_t075_r0125,0.5,0.05,0.012947346310132012,0.012948071062777122,7.247526451099884e-07,2.718469735432582e-08,2.7184353554356128e-08,3.437999696925081e-13
v100_t075_r0125,0.51,0.051000000000000004,0.012844125783156952,0.01284483873936967,7.129562127183159e-07,2.723727359785647e-08,2.723693476914021e-08,3.388287162586822e-13
v100_t075_r0125,0.52,0.052000000000000005,0.012742329154062633,0.012743030510985109,7.013569224764704e-07,2.728917251285481e-08,2.7288838591676626e-08,3.3392117818501344e-13
v100_t075_r0125,0.53,0.053000000000000005,0.012641933165410232,0.012642623117563524,6.899521532918729e-07,2.734040396641205e-08,2.7340074889147636e-08,3.2907726441215126e-13
v100_t075_r0125,0.54,0.054000000000000006,0.012542914952949711,0.012543593692213582,6.787392638710893e-07,2.739097769562898e-08,2.7390653398795075e-08,3.242968339058012e-13
v100_t075_r0125,0.55,0.05500000000000001,0.012445252040147571,0.012445919755745244,6.677155976724664e-07,2.74409033080096e-08,2.7440583728310616e-08,3.1957969898529977e-13
v100_t075_r0125,0.56,0.05600000000000001,0.012348922332692101,0.012349579211179197,6.568784870954886e-07,2.749019028194374e-08,2.748987535631518e-08,3.1492562855954483e-13
v100_t075_r0125,0.5700000000000001,0.05700000000000001,0.012253904112983771,0.012254550338241113,6.462252573422728e-07,2.753884796727255e-08,2.7538537632921313e-08,3.1033435123719486e-13
v100_t075_r0125,0.58,0.057999999999999996,0.012160176034619004,0.012160811787849576,6.357532305722308e-07,2.758688558593067e-08,2.7586579780372234e-08,3.05805558436868e-13
v100_t075_r0125,0.59,0.059,0.012067717116874224,0.012068342576602654,6.254597284295615e-07,2.763431223265933e-08,2.7634010893752635e-08,3.0133890669332153e-13
v100_t075_r0125,0.6,0.06,0.011976506739196343,0.011977122081272553,6.15342076210057e-07,2.768113687578512e-08,2.768083994176438e-08,2.9693402073787266e-13
v100_t075_r0125,0.61,0.061,0.011886524635706304,0.011887130033311186,6.053976048820547e-07,2.772736835805939e-08,2.7727075767563722e-08,2.9259049566892023e-13
v100_t075_r0125,0.62,0.062,0.011797750889720774,0.011798346513375187,5.956236544136378e-07,2.777301539755304e-08,2.7772727089653583e-08,2.8830789945664776e-13
v100_t075_r0125,0.63,0.063,0.011710165928297413,0.011710751945873165,5.860175757519542e-07,2.781808658860281e-08,2.7817802502827806e-08,2.840857750043575e-13
v100_t075_r0125,0.64,0.064,0.011623750516808003,0.011624327093541607,5.765767336039784e-07,2.786259040280419e-08,2.7862310479161758e-08,2.799236424314888e-13
v100_t075_r0125,0.65,0.065,0.011538485753544353,0.011539053052052339,5.672985079856196e-07,2.790653519004713e-08,2.7906259369046308e-08,2.7582100082062385e-13
v100_t075_r0125,0.66,0.066,0.011454353064360094,0.011454911244656406,5.581802963120636e-07,2.794992917959081e-08,2.7949657402260594e-08,2.7177733021595573e-13
v100_t075_r0125,0.67,0.067,0.011371334197352853,0.011371883416868267,5.49219515413521e-07,2.799278048117361e-08,2.799251268908024e-08,2.67792093370294e-13
v100_t075_r0125,0.68,0.068,0.011289411217589264,0.011289951631191873,5.404136026090217e-07,2.803509708615506e-08,2.8034833221417727e-08,2.6386473733325157e-13
v100_t075_r0125,0.6900000000000001,0.069,0.011208566501876113,0.011209098261893664,5.317600175504256e-07,2.807688686868659e-08,2.8076626873991545e-08,2.599946950460487e-13
v100_t075_r0125,0.7000000000000001,0.07,0.011128782733580533,0.011129305989823821,5.232562432875426e-07,2.811815758690782e-08,2.8117901405521026e-08,2.5618138679404236e-13
v100_t075_r0125,0.71,0.071,0.011050042897501104,0.011050557797288614,5.148997875101952e-07,2.8158916884166005e-08,2.8158664459944277e-08,2.5242422172873844e-13
v100_t075_r0125,0.72,0.072,0.010972330274792353,0.010972836962975982,5.066881836289505e-07,2.8199172290255207e-08,2.819892356765637e-08,2.4872259883724746e-13
v100_t075_r0125,0.73,0.073,0.010895628437944694,0.010896127056936232,4.986189915383993e-07,2.8238931222673686e-08,2.8238686146765215e-08,2.4507590847091437e-13
v100_t075_r0125,0.74,0.074,0.010819921245821094,0.010820411935619894,4.906897988002368e-07,2.8278200987896175e-08,2.8277959504362728e-08,2.414835334471231e-13
v100_t075_r0125,0.75,0.07500000000000001,0.010745192838752334,0.010745675736973166,4.828982208323479e-07,2.8316988782659546e-08,2.8316750837809617e-08,2.379448499294167e-13
v100_t075_r0125,0.76,0.07600000000000001,0.010671427633691973,0.010671902875594072,4.7524190209882744e-07,2.8355301695259398e-08,2.8355067236030766e-08,2.3445922863187234e-13
v100_t075_r0125,0.77,0.07700000000000001,0.010598610319432374,0.010599078037948767,4.6771851639274e-07,2.8393146706855726e-08,2.839291568081995e-08,2.3102603577532217e-13
v100_t075_r0125,0.78,0.07800000000000001,0.010526725851882404,0.010527186177649561,4.6032576715704376e-07,2.8430530692785787e-08,2.8430303048152014e-08,2.2764463377225875e-13
v100_t075_r0125,0.79,0.07900000000000001,0.010455759449407983,0.010456212510796346,4.5306138836236076e-07,2.846746042388279e-08,2.846723610950052e-08,2.2431438226908266e-13
v100_t075_r0125,0.8,0.08000000000000002,0.010385696588235984,0.010386142511380387,4.4592314440289327e-07,2.850394256779819e-08,2.8503721533159243e-08,2.2103463894681338e-13
v100_t075_r0125,0.81,0.08100000000000002,0.010316522997922123,0.01031696190675265,4.389088305266353e-07,2.85399836903267e-08,2.853976588556662e-08,2.1780476008026332e-13
v100_t075_r0125,0.8200000000000001,0.08200000000000002,0.010248224656883053,0.010248656673156033,4.3201627297935474e-07,2.857559025673226e-08,2.8575375632631104e-08,2.1462410115676896e-13
v100_t075_r0125,0.8300000000000001,0.08300000000000002,0.010180787787993233,0.010181213031322618,4.252433293844976e-07,2.861076863307389e-08,2.8610557141056064e-08,2.1149201782579419e-13
v100_t075_r0125,0.84,0.084,0.010114198854246814,0.010114617442135307,4.18587888493388e-07,2.8645525087529938e-08,2.8645316679663724e-08,2.084078662132589e-13
v100_t075_r0125,0.85,0.085,0.010048444554484233,0.010048856602354899,4.1204787066574655e-07,2.8679865791719928e-08,2.8679660420716295e-08,2.0537100363291438e-13
v100_t075_r0125,0.86,0.08600000000000001,0.009983511819184067,0.00998391744041161,4.056212275435622e-07,2.8713796822022757e-08,2.871359444123375e-08,2.02380789006551e-13
v100_t075_r0125,0.87,0.08700000000000001,0.00991938780631974,0.009919787112261904,3.993059421638495e-07,2.8747324160890216e-08,2.874712472430686e-08,1.994365833569979e-13
v100_t075_r0125,0.88,0.08800000000000001,0.009856059897281073,0.009856452997309889,3.9310002881640105e-07,2.8780453698155206e-08,2.8780257160404935e-08,1.9653775027134412e-13
v100_t075_r0125,0.89,0.08900000000000001,0.009793515692860435,0.009793902694393631,3.8700153319644326e-07,2.8813191232333418e-08,2.8812997548677096e-08,1.9368365632114635e-13
v100_t075_r0125,0.9,0.09000000000000001,0.009731743009303339,0.009732124017835252,3.8100853191370965e-07,2.8845542471918135e-08,2.884535159824677e-08,1.9087367136352266e-13
v100_t075_r0125,0.91,0.09100000000000001,0.009670729874422924,0.00967110499355551,3.7511913258611584e-07,2.8877513036667036e-08,2.887732492949812e-08,1.8810716891503816e-13
v100_t075_r0125,0.92,0.09200000000000001,0.0096104645237782,0.009610833855252006,3.6933147380506515e-07,2.8909108458880767e-08,2.8908923075354052e-08,1.853835267141878e-13
v100_t075_r0125,0.93,0.09300000000000001,0.009550935396915412,0.009551299040639914,3.6364372450227445e-07,2.8940334184672168e-08,2.8940151482545506e-08,1.827021266618394e-13
v100_t075_r0125,0.9400000000000001,0.09400000000000001,0.009492131133672274,0.009492489187756309,3.580540840347757e-07,2.8971195575226097e-08,2.897101551287095e-08,1.8006235514879712e-13
v100_t075_r0125,0.9500000000000001,0.09500000000000001,0.009434040570544332,0.009434393131326178,3.5256078184664474e-07,2.9001697908049108e-08,2.9001520444445546e-08,1.77463603562036e-13
v100_t075_r0125,0.96,0.096,0.009376652737112972,0.009376999899190237,3.4716207726430415e-07,2.9031846378208326e-08,2.9031671472940048e-08,1.7490526827808458e-13
v100_t075_r0125,0.97,0.097,0.009319956852534651,0.009320298708793816,3.418562591651908e-07,2.9061646099559725e-08,2.906147371280878e-08,1.7238675094426623e-13
v100_t075_r0125,0.98,0.098,0.009263942322090522,0.009264278963736314,3.366416457921406e-07,2.9091102105964508e-08,2.909093219850574e-08,1.6990745876986677e-13
v100_t075_r0125,0.99,0.099,0.009208598733795842,0.009208930250380007,3.3151658416531726e-07,2.9120219352494226e-08,2.9120051885689835e-08,1.6746680439047685e-13
v100_t075_r0125,1.0,0.1,0.009153915855068778,0.009154242334518947,3.264794501689483e-07,2.9149002716623476e-08,2.9148837652417042e-08,1.6506420643378345e-13
v100_t075_r0250,0.0,0.0,0.03570171163091168,0.03570171163091907,7.389922007661198e-15,3.360522849600894e-08,3.360522849600638e-08,2.5543337315637495e-21
v100_t075_r0250,0.01,0.001,0.03537727465336177,0.03537892501865336,1.6503652915944578e-06,3.386676375760645e-08,3.386592196832716e-08,8.417892792962276e-13
v100_t075_r0250,0.02,0.002,0.03505781099055703,0.03505944416756623,1.6331770091998488e-06,3.412575568584278e-08,3.412490792885344e-08,8.477569893367823e-13
v100_t075_r0250,0.03,0.003,0.03474163889360676,0.03474327487825927,1.6359846525051958e-06,3.438301665368069e-08,3.438215198073208e-08,8.646729486158379e-13
v100_t075_r0250,0.04,0.004,0.03442878338673373,0.034430420903676415,1.6375169426818825e-06,3.46385021294493e-08,3.463762163904715e-08,8.804904021549604e-13
v100_t075_r0250,0.05,0.005000000000000001,0.03411924591058681,0.03412088398347806,1.6380728912537834e-06,3.489218169475783e-08,3.489128632280485e-08,8.953719529830625e-13
v100_t075_r0250,0.06,0.006,0.03381302622700323,0.033814663907676415,1.6376806731832616e-06,3.514402666056522e-08,3.514311733390126e-08,9.093266639556329e-13
v100_t075_r0250,0.07,0.007000000000000001,0.03351012220913666,0.033511758581621996,1.6363724853335482e-06,3.539401019998248e-08,3.5393087832882484e-08,9.22367099999116e-13
v100_t075_r0250,0.08,0.008,0.03321052991111436,0.03321216409207347,1.634180959109166e-06,3.564210731895212e-08,3.564117281173534e-08,9.345072167820287e-13
v100_t075_r0250,0.09,0.009,0.03291424363501251,0.032915874774092684,1.6311390801729275e-06,3.588829482621521e-08,3.588734906394581e-08,9.457622694008382e-13
v100_t075_r0250,0.1,0.010000000000000002,0.03262125599844763,0.03262288327851683,1.6272800692010425e-06,3.61325513007587e-08,3.6131595152062646e-08,9.561486960518982e-13
v100_t075_r0250,0.11,0.011000000000000001,0.03233155800250452,0.03233318063977419,1.6226372696673264e-06,3.637485705700226e-08,3.637389137299823e-08,9.656840040261084e-13
v100_t075_r0250,0.12,0.012,0.03204513909977909,0.03204675634382111,1.6172440420250678e-06,3.661519410795451e-08,3.6614219721296326e-08,9.743866581851153e-13
v100_t075_r0250,0.13,0.013000000000000001,0.03176198726232715,0.03176359839599156,1.6111336644114571e-06,3.685354612656241e-08,3.68525638505906e-08,9.822759718065584e-13
v100_t075_r0250,0.14,0.014000000000000002,0.03148208904932428,0.03148369338856409,1.6043392398121248e-06,3.70898984054721e-08,3.7088909033470927e-08,9.89372001174791e-13
v100_t075_r0250,0.15,0.015,0.03120542967425446,0.03120702656786429,1.5968936098280373e-06,3.732423781541161e-08,3.73232421199681e-08,9.956954435067918e-13
v100_t075_r0250,0.16,0.016,0.0309319930714601,0.03093358190073575,1.588829275651904e-06,3.755655276239863e-08,3.7555551494859704e-08,1.0012675389279545e-12
v100_t075_r0250,0.17,0.017,0.03066176196189906,0.030663342140224134,1.5801783250744827e-06,3.778683314396784e-08,3.7785827033991035e-08,1.0061099768021544e-12
v100_t075_r0250,0.18,0.018,0.03039471791796779,0.030396288890333936,1.5709723661452846e-06,3.801507030460308e-08,3.8014060059796825e-08,1.0102448062572763e-12
v100_t075_r0250,0.19,0.019000000000000003,0.03013084142726323,0.03013240266973102,1.5612424677895198e-06,3.824125699055085e-08,3.824024329619935e-08,1.0136943515017722e-12
v100_t075_r0250,0.2,0.020000000000000004,0.02987011195516892,0.029871662974274425,1.5510191055043143e-06,3.846538730418214e-08,3.846437082305032e-08,1.0164811318197523e-12
v100_t075_r0250,0.21,0.021,0.02961250800616285,0.02961404833827722,1.54033211436852e-06,3.86874566580593e-08,3.8686438030273137e-08,1.0186277861652003e-12
v100_t075_r0250,0.22,0.022000000000000002,0.029358007183757574,0.029359536394404383,1.529210646809137e-06,3.890746172885532e-08,3.8906441571852565e-08,1.0201570027523597e-12
v100_t075_r0250,0.23,0.023000000000000003,0.029106586248993902,0.029108103932130407,1.517683136505188e-06,3.912540041126307e-08,3.912437931980968e-08,1.0210914533908283e-12
v100_t075_r0250,0.24,0.024,0.028858221177420842,0.02885972695468823,1.5057772673882086e-06,3.934127177202237e-08,3.934025031828987e-08,1.0214537324991855e-12
v100_t075_r0250,0.25,0.025,0.028612887214505025,0.028614380734452653,1.4935199476283356e-06,3.955507600418269e-08,3.955405473788189e-08,1.0212663008037716e-12
v100_t075_r0250,0.26,0.026000000000000002,0.028370558929422845,0.028372039866711288,1.480937288442924e-06,3.976681438171038e-08,3.976579383027671e-08,1.0205514336762952e-12
v100_t075_r0250,0.27,0.027000000000000003,0.02813121026719758,0.028132678321784947,1.4680545873668738e-06,3.997648921453997e-08,3.9975469883365995e-08,1.0193311739779207e-12
v100_t075_r0250,0.28,0.028000000000000004,0.0278948145991531,0.027896269495468678,1.4548963155787409e-06,4.01841038041597e-08,4.018308617687066e-08,1.0176272890392596e-12
v100_t075_r0250,0.29,0.028999999999999998,0.027661344771663314,0.02766278625777245,1.4414861091369136e-06,4.03896623998137e-08,4.0388646938581755e-08,1.0154612319416994e-12
v100_t075_r0250,0.3,0.03,0.027430773153184655,0.027432200999948517,1.4278467638621783e-06,4.059317015539381e-08,4.059215730128689e-08,1.0128541069214027e-12
v100_t075_r0250,0.31,0.031,0.027203071679565323,0.02720448567979906,1.414000233738305e-06,4.079463308708691e-08,4.0793623260448566e-08,1.0098266383467248e-12
v100_t075_r0250,0.32,0.032,0.026978211897632394,0.026979611865264055,1.3999676316614473e-06,4.099405803183571e-08,4.099305163269214e-08,1.0063991435668376e-12
v100_t075_r0250,0.33,0.033,0.026756165007062495,0.02675755077629632,1.3857692338255234e-06,4.119145260666346e-08,4.119045001515415e-08,1.0025915093073035e-12
v100_t075_r0250,0.34,0.034,0.0265369019005481,0.02653827332503411,1.3714244860088542e-06,4.138682516890687e-08,4.138582674573593e-08,9.98423170944238e-13
v100_t075_r0250,0.35000000000000003,0.035,0.02632039320227625,0.0263217501542888,1.3569520125496226e-06,4.15801847773941e-08,4.157919086429872e-08,9.939130953783625e-13
v100_t075_r0250,0.36,0.036,0.026106609304740163,0.02610795167436703,1.3423696268652363e-06,4.177154115459962e-08,4.177055207483332e-08,9.89079766297954e-13
v100_t075_r0250,0.37,0.037,0.025895520403908943,0.02589684809825317,1.3276943442268319e-06,4.19609046498015e-08,4.195992070862861e-08,9.839411728894848e-13
v100_t075_r0250,0.38,0.038000000000000006,0.025687096532783005,0.025688409475179055,1.3129423960499265e-06,4.2148286203261146e-08,4.214730768846102e-08,9.785148001232127e-13
v100_t075_r0250,0.39,0.03900000000000001,0.025481307593367183,0.025482605722612524,1.2981292453403959e-06,4.233369731144138e-08,4.233272449381921e-08,9.728176221688238e-13
v100_t075_r0250,0.4,0.04000000000000001,0.025278123387094734,0.025279406656698165,1.2832696034310864e-06,4.25171499932736e-08,4.2516183127176065e-08,9.668660975382278e-13
v100_t075_r0250,0.41000000000000003,0.04100000000000001,0.025077513643738433,0.02507878202118643,1.2683774479951837e-06,4.269865675748042e-08,4.2697696081313865e-08,9.606761665576938e-13
v100_t075_r0250,0.42,0.042,0.024879448048846575,0.02488070151488829,1.2534660417153065e-06,4.2878230570957086e-08,4.287727630770677e-08,9.542632503156771e-13
v100_t075_r0250,0.43,0.043000000000000003,0.024683896269743634,0.024685134817695124,1.2385479514903652e-06,4.305588482821073e-08,4.305493718595919e-08,9.47642251542939e-13
v100_t075_r0250,0.44,0.044000000000000004,0.024490827980135854,0.02449205161520443,1.2236350685757014e-06,4.3231633321853487e-08,4.323069249429648e-08,9.408275570080615e-13
v100_t075_r0250,0.45,0.045000000000000005,0.024300212883363544,0.024301421621992652,1.2087386291083357e-06,4.340549021414291e-08,4.3404556381101916e-08,9.33833040991607e-13
v100_t075_r0250,0.46,0.046000000000000006,0.024112020734343032,0.024113214603577262,1.1938692342297608e-06,4.35774700095601e-08,4.357654333748984e-08,9.266720702624354e-13
v100_t075_r0250,0.47000000000000003,0.04700000000000001,0.023926221360240002,0.02392740039711192,1.1790368719191702e-06,4.3747587528413953e-08,4.3746668170903516e-08,9.193575104370701e-13
v100_t075_r0250,0.48,0.048,0.023742784679918718,0.023743948930855893,1.1642509371752319e-06,4.3915857881457423e-08,4.391494597972495e-08,9.119017324714103e-13
v100_t075_r0250,0.49,0.049,0.02356168072220941,0.023562830242463015,1.1495202536064564e-06,4.408229644550051e-08,4.4081392128879466e-08,9.043166210450342e-13
v100_t075_r0250,0.5,0.05,0.023382879643037303,0.023384014496131457,1.1348530941542034e-06,4.4246918840002236e-08,4.42460222264194e-08,8.966135828330052e-13
v100_t075_r0250,0.51,0.051000000000000004,0.023206351741456403,0.0232074719986585,1.1202572020967139e-06,4.4409740904623176e-08,4.44088521010671e-08,8.888035560746969e-13
v100_t075_r0250,0.52,0.052000000000000005,0.023032067474630352,0.023033173214441878,1.1057398115257855e-06,4.4570778677718676e-08,4.4569897780698586e-08,8.808970200896793e-13
v100_t075_r0250,0.53,0.053000000000000005,0.022859997471802423,0.022861088779470407,1.0913076679830436e-06,4.473004837575153e-08,4.472917547174526e-08,8.729040062692943e-13
v100_t075_r0250,0.54,0.054000000000000006,0.022690112547296155,0.022691189514344463,1.0769670483086469e-06,4.488756637360254e-08,4.488670153949442e-08,8.648341081219374e-13
v100_t075_r0250,0.55,0.05500000000000001,0.022522383712587562,0.02252344643636816,1.0627237805975465e-06,4.50433491857564e-08,4.5042492489263666e-08,8.566964927344722e-13
v100_t075_r0250,0.56,0.05600000000000001,0.022356782187488395,0.02235783077075173,1.0485832633334857e-06,4.519741344833972e-08,4.519656494842763e-08,8.48499912088061e-13
v100_t075_r0250,0.5700000000000001,0.05700000000000001,0.022193279410480174,0.02219431396096448,1.034550484304425e-06,4.534977590198797e-08,4.534893564927364e-08,8.402527143342913e-13
v100_t075_r0250,0.58,0.057999999999999996,0.022031847048236526,0.022032867678276145,1.0206300396185808e-06,4.550045337551727e-08,4.5499621412661295e-08,8.319628559778914e-13
v100_t075_r0250,0.59,0.059,0.021872457004371865,0.021873463830522695,1.006826150829615e-06,4.5649462770377116e-08,4.564863913246432e-08,8.236379127955146e-13
v100_t075_r0250,0.6,0.06,0.021715081427451866,0.021716074570135108,9.93142683241438e-07,4.5796821045859914e-08,4.579600576076752e-08,8.152850923956501e-13
v100_t075_r0250,0.61,0.061,0.021559692718301535,0.02156067230146394,9.795831624054285e-07,4.594254520504364e-08,4.594173829379794e-08,8.069112456998892e-13
v100_t075_r0250,0.62,0.062,0.021406263536644814,0.021407229687435865,9.661507910513345e-07,4.6086652281442766e-08,4.6085853758564395e-08,7.985228783712531e-13
