case_id,vin_fraction,vin_v,ngspice_vout_v,xyce_vout_v,absolute_vout_difference_v,ngspice_supply_current_a,xyce_supply_current_a,absolute_supply_current_difference_a
v100_t050_r0250,0.4,0.04000000000000001,0.021377592915127842,0.021378708321012838,1.115405884995202e-06,3.74808833278936e-08,3.748011251193852e-08,7.708159550840348e-13
v100_t050_r0250,0.41000000000000003,0.04100000000000001,0.021207513167712334,0.021208613982301817,1.100814589483079e-06,3.761983040582012e-08,3.761906614498898e-08,7.642608311422481e-13
v100_t050_r0250,0.42,0.042,0.021039638733156542,0.021040725045139416,1.0863119828743995e-06,3.775724235632659e-08,3.775648474009025e-08,7.576162363344702e-13
v100_t050_r0250,0.43,0.043000000000000003,0.020873940268776862,0.020875012172904883,1.071904128020773e-06,3.789313283211147e-08,3.78923819412758e-08,7.508908356754027e-13
v100_t050_r0250,0.44,0.044000000000000004,0.020710388635547583,0.02071144623220192,1.0575966543358017e-06,3.802751563492923e-08,3.802677154199975e-08,7.440929294791236e-13
v100_t050_r0250,0.45,0.045000000000000005,0.020548954908904623,0.02054999830368115,1.0433947765266238e-06,3.816040469929389e-08,3.815966746883194e-08,7.372304619551488e-13
v100_t050_r0250,0.46,0.046000000000000006,0.020389610388728024,0.020390639692039986,1.0293033119619655e-06,3.829181407689505e-08,3.829108376586511e-08,7.303110299434589e-13
v100_t050_r0250,0.47000000000000003,0.04700000000000001,0.020232326608538694,0.020233341935237775,1.0153266990810261e-06,3.842175792170822e-08,3.8421034579816004e-08,7.233418922186267e-13
v100_t050_r0250,0.48,0.048,0.020077075343945802,0.02007807681295967,1.0014690138664128e-06,3.855025047578033e-08,3.854953414580173e-08,7.163299786020392e-13
v100_t050_r0250,0.49,0.049,0.019923828620378923,0.019924816354365944,9.87733987021372e-07,3.8677306055671414e-08,3.867659677377227e-08,7.092818991469109e-13
v100_t050_r0250,0.5,0.05,0.019772558720138795,0.019773532845158776,9.741250199812868e-07,3.880293903953353e-08,3.88022368355798e-08,7.022039537335789e-13
v100_t050_r0250,0.51,0.051000000000000004,0.019623238188799373,0.019624198834000198,9.606452008245614e-07,3.892716385480725e-08,3.8926468752665825e-08,6.9510214142657e-13
v100_t050_r0250,0.52,0.052000000000000005,0.019475839840992753,0.01947678713831231,9.472973195555345e-07,3.904999496651699e-08,3.904930698434729e-08,6.879821696993189e-13
v100_t050_r0250,0.53,0.053000000000000005,0.019330336765608074,0.01933127084949118,9.34083883106368e-07,3.917144686614526e-08,3.917076601668101e-08,6.808494642478391e-13
v100_t050_r0250,0.54,0.054000000000000006,0.019186702330433673,0.019187623337562874,9.21007129200957e-07,3.929153406106726e-08,3.929086035188942e-08,6.737091778382464e-13
v100_t050_r0250,0.55,0.05500000000000001,0.019044910186271333,0.019045818255312177,9.080690408433401e-07,3.941027106452669e-08,3.9409604498326853e-08,6.665661998358801e-13
v100_t050_r0250,0.56,0.05600000000000001,0.018904934270550504,0.01890582954190965,8.952713591477146e-07,3.952767238613399e-08,3.9527012960968796e-08,6.594251651917925e-13
