point_uid,parameter_group_id,changed_parameter,case_id,r_pair_w_kohm_um,r_pair_ohm,r_source_ohm,r_drain_ohm,execution_mode,circuit_coupled,device_id,curve_kind,curve_id,point_index,mesh_level,stage_id,mode_id,vbg_v,vtg_v,requested_external_source_v,requested_external_vds_v,external_source_v,external_drain_v,external_vds_v,internal_source_v,internal_drain_v,internal_device_vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,external_source_current_terminal_a,external_drain_current_terminal_a,external_source_current_a_per_cm,external_drain_current_a_per_cm,current_imbalance_a_per_cm,relative_current_imbalance,source_resistor_current_external_to_internal_a,drain_resistor_current_external_to_internal_a,source_voltage_source_current_a,drain_voltage_source_current_a,source_kcl_residual_a,drain_kcl_residual_a,source_kcl_relative_residual,drain_kcl_relative_residual,source_drop_v,drain_drop_v,total_resistor_drop_v,circuit_ohms_law_residual_v,circuit_ohms_law_relative_residual,voltage_partition_residual_v,total_resistor_power_w,circuit_closure_applicable,circuit_solution_list_json,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
ideal_control:ideal_control_transfer:020,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,20,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.5,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-1.965725697832016e-05,1.9657256978320146e-05,-1.1794354186992096e-07,1.1794354186992088e-07,-1.1794354186992096e-07,1.1794354186992088e-07,-1.965725697832016e-05,1.9657256978320146e-05,-1.3552527156068805e-20,6.894414195742461e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.06672518770326498,1.0898877096719965e+17,0.031963292000000365,True
ideal_control:ideal_control_transfer:021,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,21,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.55,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-2.155591042715214e-05,2.1555910427151823e-05,-1.2933546256291284e-07,1.2933546256291093e-07,-1.2933546256291284e-07,1.2933546256291093e-07,-2.155591042715214e-05,2.1555910427151823e-05,-3.1848438816761693e-19,1.47748056962813e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.0682964942120616,1.1578688929258678e+17,0.034869915994931944,True
ideal_control:ideal_control_transfer:022,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,22,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.6,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-2.3392967118617343e-05,2.339296711861717e-05,-1.4035780271170407e-07,1.40357802711703e-07,-1.4035780271170407e-07,1.40357802711703e-07,-2.3392967118617343e-05,2.3392967118617167e-05,-1.7279472123987727e-19,7.386609845758224e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.06963798865793099,1.2192435109110226e+17,0.03266584900120506,True
ideal_control:ideal_control_transfer:023,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,23,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.65,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-2.5167565654035095e-05,2.516756565403461e-05,-1.5100539392421058e-07,1.5100539392420767e-07,-1.5100539392421058e-07,1.5100539392420767e-07,-2.5167565654035098e-05,2.516756565403461e-05,-4.845028458294598e-19,1.92510810338059e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.07079490921126311,1.2747692582965558e+17,0.032794782004202716,True
ideal_control:ideal_control_transfer:024,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,24,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.7,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-2.688002744244233e-05,2.688002744244186e-05,-1.61280164654654e-07,1.6128016465465116e-07,-1.61280164654654e-07,1.6128016465465116e-07,-2.688002744244233e-05,2.688002744244186e-05,-4.70950318673391e-19,1.752045527787602e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.07180167864808577,1.3251305666177562e+17,0.03271363000385463,True
ideal_control:ideal_control_transfer:025,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,25,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.75,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-2.853144949051835e-05,2.8531449490519514e-05,-1.711886969431101e-07,1.7118869694311708e-07,-1.711886969431101e-07,1.7118869694311708e-07,-2.853144949051835e-05,2.853144949051951e-05,1.1655173354219173e-18,4.085026720458761e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.07268487779972853,1.3709339733937158e+17,0.03440754800249124,True
ideal_control:ideal_control_transfer:026,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,26,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.8,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-3.0123428202639494e-05,3.0123428202638603e-05,-1.8074056921583695e-07,1.807405692158316e-07,-1.8074056921583695e-07,1.807405692158316e-07,-3.012342820263949e-05,3.01234282026386e-05,-8.91078660511524e-19,2.958091803221272e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.0734653105169973,1.4127112492585208e+17,0.032788701995741576,True
ideal_control:ideal_control_transfer:027,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,27,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.85,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-3.1657870437371505e-05,3.165787043737324e-05,-1.8994722262422904e-07,1.8994722262423944e-07,-1.8994722262422904e-07,1.8994722262423944e-07,-3.1657870437371505e-05,3.165787043737324e-05,1.734723475976807e-18,5.4795962331341925e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.07415946144285525,1.4509259459244378e+17,0.033218478005437646,True
ideal_control:ideal_control_transfer:028,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,28,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.9,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-3.313686350180638e-05,3.3136863501805096e-05,-1.9882118101083826e-07,1.9882118101083059e-07,-1.9882118101083826e-07,1.9882118101083059e-07,-3.313686350180638e-05,3.3136863501805096e-05,-1.2807138162485021e-18,3.864921663991183e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.07478054131688956,1.4859810845960803e+17,0.034858682003687136,True
ideal_control:ideal_control_transfer:029,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,29,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.95,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-3.4562585461476105e-05,3.456258546147613e-05,-2.0737551276885664e-07,2.073755127688568e-07,-2.0737551276885664e-07,2.073755127688568e-07,-3.4562585461476105e-05,3.456258546147613e-05,2.710505431213761e-20,7.842310970152747e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.07533924759837275,1.518226833779193e+17,0.033554939000168815,True
ideal_control:ideal_control_transfer:030,P3,symmetric_total_source_drain_series_resistance_width_product,ideal_control,0.0,0.0,0.0,0.0,direct_ideal_ohmic_contacts,False,t03_p3_contact_ideal_control_transfer,transfer,ideal_control_transfer,30,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,1.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,-3.5937243332786285e-05,3.5937243332786875e-05,-2.1562345999671772e-07,2.1562345999672124e-07,-2.1562345999671772e-07,2.1562345999672124e-07,-3.5937243332786285e-05,3.5937243332786875e-05,5.89534931288993e-19,1.6404567424100073e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,[],0.07584432558886495,1.5479676378982486e+17,0.03422210099961376,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:000,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,0,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.5,0.0,0.01,0.0,0.01,0.01,5.252251248883188e-12,0.009999999994747748,0.009999999989495497,-2.1009004995535402e-10,2.1009004995531018e-10,-1.2605402997321241e-12,1.2605402997318612e-12,-1.260540299731965e-12,1.2605404220433768e-12,-2.100900499553275e-10,2.100900703405628e-10,-4.3840572465310467e-23,2.0867514894030904e-13,-1.260540299731965e-12,1.2605404220433768e-12,1.260540299731965e-12,-1.260540299731965e-12,-1.5913533268842427e-25,-1.2231151565903484e-19,1.262437485911731e-13,9.70310142540006e-08,5.252251248883188e-12,5.2522517585140704e-12,1.0504503007397257e-11,-5.096308835476331e-19,4.851546603049872e-08,0.0,1.3241350011890194e-23,False,"[""dcop"", ""dcop_prev""]",-0.23911894665357203,807306959923.1748,0.013711897998291533,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:001,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,1,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.45,0.0,0.01,0.0,0.01,0.01,1.2374935033367709e-11,0.009999999987625066,0.009999999975250131,-4.949974013346977e-10,4.949974013312456e-10,-2.9699844080081867e-12,2.9699844079874736e-12,-2.9699844080082497e-12,2.969984258527347e-12,-4.949974013347083e-10,4.949973764212245e-10,-3.452134888913492e-21,6.974046489143676e-12,-2.9699844080082497e-12,2.969984258527347e-12,2.96998440800825e-12,-2.96998440800825e-12,6.300789822181265e-26,1.4946012660419898e-19,2.1214891920616992e-14,5.032353914122951e-08,1.2374935033367709e-11,1.2374934410530614e-11,2.474986944389832e-11,6.228370935034072e-19,2.516526783768379e-08,0.0,7.350672449880146e-23,False,"[""dcop"", ""dcop_prev""]",-0.2141210948638505,2123150613490.2979,0.042147792999458034,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:002,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,2,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.4,0.0,0.01,0.0,0.01,0.01,2.938366317836857e-11,0.009999999970616336,0.009999999941232672,-1.1753465271348971e-09,1.1753465271243415e-09,-7.052079162809383e-12,7.0520791627460486e-12,-7.052079162808456e-12,7.052079337155347e-12,-1.1753465271347427e-09,1.1753465561925578e-09,-1.0555651796789186e-20,8.980884831063691e-12,-7.052079162808456e-12,7.052079337155347e-12,7.0520791628084555e-12,-7.052079162808456e-12,-9.265392212874246e-25,-1.7440929863181122e-19,1.313852553121813e-13,2.473161322971787e-08,2.938366317836857e-11,2.938366390481395e-11,5.876732708318252e-11,-7.264453814088865e-19,1.236138188488251e-08,0.0,4.1443184790021095e-22,False,"[""dcop"", ""dcop_prev""]",-0.1891262528706092,5583036540029.512,0.04259053299756488,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:003,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,3,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.35,0.0,0.01,0.0,0.01,0.01,7.035738102351118e-11,0.009999999929642619,0.009999999859285237,-2.8142952409406222e-09,2.814295240944607e-09,-1.6885771445643734e-11,1.6885771445667644e-11,-1.6885771445642683e-11,1.688577153102777e-11,-2.8142952409404473e-09,2.8142952551712948e-09,3.984942600974211e-21,1.4159646589306246e-12,-1.6885771445642683e-11,1.688577153102777e-11,1.6885771445642683e-11,-1.688577144564269e-11,-1.050131637030211e-24,-8.536012459941115e-20,6.219032635912696e-14,5.055150985701844e-09,7.035738102351118e-11,7.035738137928238e-11,1.4071476240279355e-10,-3.5577120863966976e-19,2.5283147387320975e-09,0.0,2.376077322968957e-21,False,"[""dcop"", ""dcop_prev""]",-0.16413874768025494,14676861528221.309,0.04288034299679566,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:004,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,4,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.3,0.0,0.01,0.0,0.01,0.01,1.699509123482451e-10,0.009999999830049087,0.009999999660098175,-6.798036493930104e-09,6.798036493916846e-09,-4.078821896358062e-11,4.078821896350108e-11,-4.0788218963578826e-11,4.078821905229013e-11,-6.7980364939298045e-09,6.798036508715021e-09,-1.3258050857999928e-20,1.9502765055524346e-12,-4.0788218963578826e-11,4.078821905229013e-11,4.078821896357882e-11,-4.0788218963578826e-11,-1.796532892888607e-24,-8.878904996355914e-20,4.404538708818624e-14,2.1768307620818745e-09,1.699509123482451e-10,1.6995091271787555e-10,3.399018250661207e-10,-3.696304130078426e-19,1.0874622768912163e-09,0.0,1.3863990081993564e-20,False,"[""dcop"", ""dcop_prev""]",-0.13916929053569205,38555380946627.32,0.040882225999666844,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:005,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,5,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.25,0.0,0.01,0.0,0.01,0.01,4.140301899223523e-10,0.00999999958596981,0.00999999917193962,-1.656120759689468e-08,1.6561207596897065e-08,-9.936724558136808e-11,9.936724558138239e-11,-9.936724558136454e-11,9.936724568171406e-11,-1.656120759689409e-08,1.656120761361901e-08,2.385588886602932e-21,1.440467956605954e-13,-9.936724558136454e-11,9.936724568171406e-11,9.936724558136454e-11,-9.93672455813645e-11,-3.54136699749265e-24,-1.0033167040279188e-19,3.5639178451341475e-14,1.0097056601947788e-09,4.140301899223523e-10,4.140301903404753e-10,8.280603802628275e-10,-4.181230492381513e-19,5.049427058619931e-10,0.0,8.228207920332223e-20,False,"[""dcop"", ""dcop_prev""]",-0.1142445798524688,101103933377074.45,0.0415252419988974,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:006,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,6,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.2,0.0,0.01,0.0,0.01,0.01,1.0153429996693452e-09,0.009999998984657001,0.009999997969314002,-4.06137199867737e-08,4.061371998678292e-08,-2.436823199206422e-10,2.436823199206975e-10,-2.436823199206428e-10,2.436823197393689e-10,-4.06137199867738e-08,4.061371995656148e-08,9.21810074629094e-21,2.2697011623881838e-13,-2.436823199206428e-10,2.436823197393689e-10,2.436823199206428e-10,-2.4368231992064285e-10,6.203854594147708e-25,1.81328588523222e-19,2.5458780087812874e-15,7.441187714489606e-10,1.0153429996693452e-09,1.0153429989140372e-09,2.030685998583382e-09,7.553077163089077e-19,3.719470744545511e-10,0.0,4.948422749811106e-19,False,"[""dcop"", ""dcop_prev""]",-0.0894312078799972,263962377770240.84,0.04229977599607082,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:007,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,7,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.15,0.0,0.01,0.0,0.01,0.01,2.492093590396495e-09,0.00999999750790641,0.00999999501581282,-9.968374361585922e-08,9.968374361585631e-08,-5.981024616951553e-10,5.981024616951378e-10,-5.981024616951587e-10,5.981024617240926e-10,-9.968374361585979e-08,9.96837436206821e-08,-2.9116757561866574e-21,2.9209133310713896e-14,-5.981024616951587e-10,5.981024617240926e-10,5.981024616951588e-10,-5.981024616951589e-10,3.412120026781239e-24,-2.895473355938275e-20,5.7049088497487755e-15,4.8410992116497424e-11,2.492093590396495e-09,2.4920935905170527e-09,4.984187180913547e-09,-1.2055826555715357e-19,2.41881496778258e-11,0.0,2.9810546225259522e-18,False,"[""dcop"", ""dcop_prev""]",-0.06489271153316366,681727696227767.2,0.04321143600100186,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:008,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,8,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.1,0.0,0.01,0.0,0.01,0.01,6.035494764609679e-09,0.009999993964505235,0.00999998792901047,-2.4141979058438744e-07,2.4141979058438077e-07,-1.4485187435063248e-09,1.4485187435062847e-09,-1.448518743506323e-09,1.4485187437018874e-09,-2.414197905843872e-07,2.414197906169812e-07,-6.670384459627615e-21,2.762981627761791e-14,-1.448518743506323e-09,1.4485187437018874e-09,1.448518743506323e-09,-1.448518743506323e-09,-1.8611563782443123e-24,-1.9560277906495504e-19,1.284868688505297e-15,1.3503641559036055e-10,6.035494764609679e-09,6.035494765424532e-09,1.2070989530034211e-08,-8.1485231270353735e-19,6.750501362138298e-11,0.0,1.7485054588103463e-17,False,"[""dcop"", ""dcop_prev""]",-0.04100932777339121,1715891439567877.8,0.04452106700045988,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:009,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,9,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,-0.05,0.0,0.01,0.0,0.01,0.01,1.4008984131592203e-08,0.009999985991015868,0.009999971982031735,-5.603593652636864e-07,5.603593652636877e-07,-3.3621561915821187e-09,3.362156191582126e-09,-3.3621561915821286e-09,3.3621561917884787e-09,-5.603593652636881e-07,5.603593652980797e-07,1.2705494208814505e-21,2.2673832180596633e-15,-3.3621561915821286e-09,3.3621561917884787e-09,3.3621561915821286e-09,-3.36215619158213e-09,9.926167350636332e-24,-2.0635261151054105e-19,2.9523218985151846e-15,6.137508186399069e-11,1.4008984131592203e-08,1.4008984132451996e-08,2.80179682640442e-08,-8.597913810223182e-19,3.068714236853906e-11,0.0,9.420078547739854e-17,False,"[""dcop"", ""dcop_prev""]",-0.018549627532321495,4084411161363002.5,0.04388849200040568,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:010,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,10,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.01,0.0,0.01,0.01,2.9827238542820134e-08,0.009999970172761457,0.009999940345522913,-1.1930895417128033e-06,1.1930895417128055e-06,-7.1585372502768205e-09,7.158537250276833e-09,-7.158537250276832e-09,7.15853725047344e-09,-1.1930895417128053e-06,1.1930895417455731e-06,2.117582368135751e-21,1.774872961417245e-15,-7.158537250276832e-09,7.15853725047344e-09,7.158537250276832e-09,-7.158537250276831e-09,1.1580528575742387e-23,-1.9660676953344128e-19,1.61772275129176e-15,2.746465690605136e-11,2.9827238542820134e-08,2.9827238543639334e-08,5.965447708645947e-08,-8.191999740031161e-19,1.3732413961228245e-11,0.0,4.270387963750701e-16,False,"[""dcop"", ""dcop_prev""]",0.0013326924190430287,8792235314623946.0,0.04655728000216186,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:011,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,11,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.05,0.0,0.01,0.0,0.01,0.01,5.608835641984472e-08,0.00999994391164358,0.009999887823287161,-2.243534256793782e-06,2.2435342567937922e-06,-1.3461205540762693e-08,1.3461205540762752e-08,-1.3461205540762731e-08,1.3461205540660213e-08,-2.2435342567937884e-06,2.243534256776702e-06,1.0164395367051604e-20,4.53052826640473e-15,-1.3461205540762731e-08,1.3461205540660213e-08,1.3461205540762733e-08,-1.3461205540762731e-08,3.8050308177439273e-23,1.0253896309329842e-19,2.8266642287138933e-15,7.617368502605024e-12,5.608835641984472e-08,5.608835641941756e-08,1.1217671283926228e-07,4.271560683223835e-19,3.807885411426294e-12,0.0,1.5100337884106771e-15,False,"[""dcop"", ""dcop_prev""]",0.01764856427425644,1.6481047703455572e+16,0.04204349099745741,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:012,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,12,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.1,0.0,0.01,0.0,0.01,0.01,9.25090006917427e-08,0.009999907490999308,0.009999814981998615,-3.700360027669728e-06,3.700360027669704e-06,-2.220216016601837e-08,2.2202160166018227e-08,-2.2202160166018247e-08,2.2202160166184814e-08,-3.7003600276697076e-06,3.700360027697469e-06,-2.371692252312041e-20,6.4093553994139195e-15,-2.2202160166018247e-08,2.2202160166184814e-08,2.2202160166018247e-08,-2.2202160166018247e-08,-1.224227306578481e-22,-1.6658755792327935e-19,5.5140008784020414e-15,7.50321395199202e-12,9.25090006917427e-08,9.250900069243673e-08,1.8501800138417942e-07,-6.940376211564923e-19,3.751189700253864e-12,0.0,4.107799300343547e-15,False,"[""dcop"", ""dcop_prev""]",0.030249535881346427,2.6766152392394916e+16,0.0426935850045993,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:013,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_transfer,transfer,literature_low_magnitude_proxy_transfer,13,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.15,0.0,0.01,0.0,0.01,0.01,1.3654731206530937e-07,0.009999863452687935,0.00999972690537587,-5.461892482612306e-06,5.461892482612387e-06,-3.277135489567384e-08,3.277135489567432e-08,-3.277135489567425e-08,3.27713548955999e-08,-5.461892482612374e-06,5.461892482599984e-06,8.046812998915853e-20,1.4732646284291404e-14,-3.277135489567425e-08,3.27713548955999e-08,3.277135489567425e-08,-3.2771354895674254e-08,4.1028158382630173e-22,7.441978535017079e-20,1.2519518498164324e-14,2.2708791133928336e-12,1.3654731206530937e-07,1.365473120649996e-07,2.73094624130309e-07,3.0980230045826035e-19,1.1344137638917273e-12,0.0,8.949680847464968e-15,False,"[""dcop"", ""dcop_prev""]",0.03972536878203948,3.854224596511057e+16,0.043091373998322524,True
