capacitance_ratio,top_relative_permittivity,bottom_relative_permittivity,fixed_relative_permittivity_sum,top_coupling_fraction,family_id,primary_gate,secondary_gate,sweep_direction,sweep_index,mesh_level,stage_id,mode_id,primary_gate_v,fixed_secondary_gate_v,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
0.75,5.828571428571428,7.771428571428571,13.6,0.42857142857142855,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-2.826378537495579e-05,2.826378537495702e-05,-1.6958271224973475e-07,1.6958271224974214e-07,1.229891839413244e-18,4.3514760075378414e-14,0.07219237324251675,1.3450902342518451e+17,0.03203359100007219,True
0.75,5.828571428571428,7.771428571428571,13.6,0.42857142857142855,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-2.9647982808264963e-05,2.9647982808264014e-05,-1.7788789684958977e-07,1.7788789684958408e-07,-9.486769009248164e-19,3.199802519651873e-14,0.07288165325021552,1.3812323754371814e+17,0.03306359199996223,True
0.75,5.828571428571428,7.771428571428571,13.6,0.42857142857142855,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-3.0987981948564615e-05,3.098798194856346e-05,-1.859278916913877e-07,1.859278916913808e-07,-1.1519648082658485e-18,3.7174566907194426e-14,0.07350348181022888,1.4146610513091554e+17,0.03431944899966766,True
0.75,5.828571428571428,7.771428571428571,13.6,0.42857142857142855,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-3.228523898801502e-05,3.228523898801291e-05,-1.9371143392809012e-07,1.9371143392807747e-07,-2.1074179727686992e-18,6.5274968958756e-14,0.07406708007819705,1.4456486780416256e+17,0.03203369600123551,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,0,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.5,0.0,0.0,-0.5,0.01,-2.1009005017869447e-10,2.100900501789906e-10,-1.2605403010721668e-12,1.2605403010739435e-12,2.961306592939839e-22,1.4095415705869421e-12,-0.23911894665357208,807306959954.4667,0.041188877001332,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.45,0.0,0.0,-0.45,0.01,-4.949974025749092e-10,4.949974025786057e-10,-2.969984415449455e-12,2.9699844154716346e-12,3.6965667599229116e-21,7.46785082238062e-12,-0.21412109486385084,2123150613684.0562,0.04167499799950747,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.4,0.0,0.0,-0.4,0.01,-1.175346534127531e-09,1.1753465341285547e-09,-7.052079204765187e-12,7.052079204771329e-12,1.0236360080343717e-21,8.709227264564431e-13,-0.1891262528706111,5583036541237.598,0.037638189000062994,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,3,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.35,0.0,0.0,-0.35,0.01,-2.81429528103251e-09,2.814295281036621e-09,-1.688577168619506e-11,1.6885771686219725e-11,4.110674054082271e-21,1.4606406377400955e-12,-0.164138747680266,14676861535814.092,0.04098468700067315,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,4,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.3,0.0,0.0,-0.3,0.01,-6.79803672784744e-09,6.798036727842041e-09,-4.078822036708464e-11,4.078822036705225e-11,-5.399007858133612e-21,7.942010427830062e-13,-0.13916929053575672,38555380994650.766,0.03757880900047894,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,5,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.25,0.0,0.0,-0.25,0.01,-1.6561208985024152e-08,1.656120898502756e-08,-9.936725391014491e-11,9.936725391016536e-11,3.407984123718474e-21,2.0578111940979185e-13,-0.11424457985285207,101103933681695.42,0.04083283799991477,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,6,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.2,0.0,0.0,-0.2,0.01,-4.061372833270638e-08,4.061372833270707e-08,-2.436823699962383e-10,2.436823699962424e-10,6.948317145445432e-22,1.710829670333371e-14,-0.08943120788227929,263962379689174.06,0.040929296001195326,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,7,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.15,0.0,0.0,-0.15,0.01,-9.968379386297732e-08,9.9683793862971e-08,-5.98102763177864e-10,5.98102763177826e-10,-6.326277324805556e-21,6.346344856719124e-14,-0.06489271154649566,681727707940020.2,0.037338963000365766,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,8,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.1,0.0,0.0,-0.1,0.01,-2.4142008492076154e-07,2.4142008492075143e-07,-1.4485205095245693e-09,1.4485205095245085e-09,-1.011145580784821e-20,4.188324186517859e-14,-0.04100932784576478,1715891505045579.0,0.03821299899937003,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,9,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.05,0.0,0.0,-0.05,0.01,-5.603609473994756e-07,5.603609473994763e-07,-3.3621656843968537e-09,3.362165684396858e-09,6.352747104407253e-22,1.1336884081392696e-15,-0.018549627861549674,4084411462863897.0,0.03792278400032956,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.0,0.01,-1.1930966936239762e-06,1.1930966936239798e-06,-7.158580161743857e-09,7.1585801617438785e-09,3.5998900258307764e-21,3.017265947570658e-15,0.001332691319669748,8792236312879518.0,0.039942306000739336,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.05,0.0,0.0,0.05,0.01,-2.243559487785063e-06,2.2435594877850616e-06,-1.3461356926710377e-08,1.346135692671037e-08,-1.2705494208814505e-21,5.663096645303534e-16,0.017648561760206974,1.6481049918011626e+16,0.03805761200055713,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.1,0.0,0.0,0.1,0.01,-3.700428574078767e-06,3.7004285740787434e-06,-2.2202571444472604e-08,2.2202571444472462e-08,-2.371692252312041e-20,6.409236673085849e-15,0.030249531738275284,2.676615586916425e+16,0.039365827000438,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.15,0.0,0.0,0.15,0.01,-5.462041732526001e-06,5.462041732526014e-06,-3.277225039515601e-08,3.277225039515609e-08,1.2705494208814505e-20,2.326143744591756e-15,0.039725363314865605,3.854225028782632e+16,0.039054429000316304,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.2,0.0,0.0,0.2,0.01,-7.412956638914972e-06,7.4129566389148655e-06,-4.447773983348983e-08,4.447773983348919e-08,-1.0672615135404184e-19,1.4397244790799592e-14,0.04685755866596013,5.071597384095385e+16,0.037943074999930104,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.25,0.0,0.0,0.25,0.01,-9.462693911699197e-06,9.462693911699367e-06,-5.677616347019518e-08,5.67761634701962e-08,1.6940658945086007e-19,1.7902575210787624e-14,0.052304628007629216,6.254748623536028e+16,0.03991933999895991,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.3,0.0,0.0,0.3,0.01,-1.1549445541373153e-05,1.1549445541373129e-05,-6.929667324823892e-08,6.929667324823877e-08,-2.371692252312041e-20,2.053511784454081e-15,0.056544883007083165,7.36401270624011e+16,0.03907163200165087,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.35,0.0,0.0,0.35,0.01,-1.3633155085927868e-05,1.3633155085927829e-05,-8.179893051556721e-08,8.179893051556697e-08,-3.8963515573697816e-20,2.8579969440761315e-15,0.05991023918327385,8.382967866404534e+16,0.041993986000306904,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.4,0.0,0.0,0.4,0.01,-1.5688469780507097e-05,1.5688469780507118e-05,-9.413081868304259e-08,9.413081868304271e-08,2.0328790734103208e-20,1.2957790669528316e-15,0.06262985128503153,9.30861550607405e+16,0.03953124699910404,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.45,0.0,0.0,0.45,0.01,-1.7699657872945354e-05,1.7699657872945472e-05,-1.0619794723767213e-07,1.0619794723767284e-07,1.1858461261560205e-19,6.699825130341228e-15,0.06486366097371234,1.0144894339019608e+17,0.03834773599919572,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.5,0.0,0.0,0.5,0.01,-1.965725697832039e-05,1.9657256978320098e-05,-1.1794354186992233e-07,1.1794354186992059e-07,-2.913793338554793e-19,1.4822990520846118e-14,0.066725187703265,1.0898877096719963e+17,0.03183673700004874,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.55,0.0,0.0,0.55,0.01,-2.155591042715199e-05,2.155591042715182e-05,-1.2933546256291194e-07,1.293354625629109e-07,-1.6940658945086007e-19,7.858939200149684e-15,0.0682964942120616,1.1578688929258678e+17,0.030850175999148632,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.6,0.0,0.0,0.6,0.01,-2.3392967118616967e-05,2.3392967118617238e-05,-1.403578027117018e-07,1.4035780271170343e-07,2.710505431213761e-19,1.1586838973738444e-14,0.06963798865793097,1.2192435109110224e+17,0.03158735299984983,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.65,0.0,0.0,0.65,0.01,-2.5167565654035183e-05,2.5167565654034624e-05,-1.510053939242111e-07,1.5100539392420775e-07,-5.590417451878382e-19,2.2212785808237498e-14,0.07079490921126312,1.274769258296556e+17,0.033242948000406614,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.7,0.0,0.0,0.7,0.01,-2.6880027442441277e-05,2.6880027442442047e-05,-1.6128016465464766e-07,1.612801646546523e-07,7.691059161069047e-19,2.861254207250287e-14,0.07180167864808575,1.3251305666177562e+17,0.031069894999745884,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.75,0.0,0.0,0.75,0.01,-2.85314494905187e-05,2.8531449490519663e-05,-1.711886969431122e-07,1.7118869694311798e-07,9.622294280808852e-19,3.372522059913611e-14,0.07268487779972853,1.3709339733937157e+17,0.0334126469988405,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.8,0.0,0.0,0.8,0.01,-3.012342820263897e-05,3.012342820263873e-05,-1.807405692158338e-07,1.807405692158324e-07,-2.371692252312041e-19,7.873248145455995e-15,0.07346531051699728,1.4127112492585208e+17,0.0327660549992288,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-3.165787043737222e-05,3.165787043737322e-05,-1.899472226242333e-07,1.899472226242393e-07,1.0028870095490916e-18,3.167891572280707e-14,0.07415946144285523,1.4509259459244374e+17,0.030937948999053333,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-3.3136863501807014e-05,3.313686350180507e-05,-1.988211810108421e-07,1.9882118101083043e-07,-1.9447876468958736e-18,5.868955119393907e-14,0.07478054131688958,1.4859810845960803e+17,0.03415082799983793,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-3.456258546147579e-05,3.456258546147611e-05,-2.073755127688547e-07,2.0737551276885667e-07,3.2526065174565133e-19,9.410773164183302e-15,0.07533924759837274,1.518226833779193e+17,0.03154946700124128,True
1.0,6.8,6.8,13.6,0.5,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-3.593724333278649e-05,3.593724333278673e-05,-2.1562345999671894e-07,2.156234599967204e-07,2.439454888092385e-19,6.7880968651448835e-15,0.07584432558886496,1.5479676378982486e+17,0.03085781899972062,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,0,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.5,0.0,0.0,-0.5,0.01,-4.433463010245934e-11,4.433463010245958e-11,-2.6600778061475606e-13,2.660077806147575e-13,2.3910689581610956e-25,5.393230873101262e-15,-0.27868236818322,174745618445.47583,0.04763171699960367,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.45,0.0,0.0,-0.45,0.01,-1.2241089419410096e-10,1.2241089419045746e-10,-7.344653651646058e-13,7.344653651427448e-13,-3.643497953748806e-21,2.9764490960841196e-11,-0.2497182416969635,535772077518.4125,0.04119130699837115,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.4,0.0,0.0,-0.4,0.01,-3.405314173185053e-10,3.405314173077384e-10,-2.043188503911032e-12,2.0431885038464305e-12,-1.07669447445082e-20,3.161806575525946e-11,-0.22075520326397635,1642610194774.5942,0.03792482800054131,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,3,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.35,0.0,0.0,-0.35,0.01,-9.550784977653727e-10,9.550784978057966e-10,-5.7304709865922364e-12,5.73047098683478e-12,4.0423902945160186e-20,4.232521519229081e-11,-0.1917952552506338,5035411221765.68,0.03885946799891826,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,4,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.3,0.0,0.0,-0.3,0.01,-2.7019892300768515e-09,2.701989230072924e-09,-1.621193538046111e-11,1.6211935380437544e-11,-3.9274535484017754e-21,1.4535415258816812e-12,-0.1628441641418611,15430571540730.107,0.03803240999877744,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,5,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.25,0.0,0.0,-0.25,0.01,-7.710815380120848e-09,7.710815380124684e-09,-4.626489228072508e-11,4.62648922807481e-11,3.836463681020942e-21,4.975431899082645e-13,-0.13391867255867276,47237629806447.56,0.04204698200010171,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,6,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.2,0.0,0.0,-0.2,0.01,-2.2167053601432392e-08,2.2167053601424918e-08,-1.3300232160859436e-10,1.330023216085495e-10,-7.474404015029158e-21,3.3718527276652485e-13,-0.10506759940832684,144183704917558.56,0.03906846300014877,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,7,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.15,0.0,0.0,-0.15,0.01,-6.386968842278625e-08,6.386968842277708e-08,-3.8321813053671747e-10,3.8321813053666247e-10,-9.171778631987971e-21,1.4360143063913606e-13,-0.07643214556707328,436364501988789.94,0.037683827000364545,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,8,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.1,0.0,0.0,-0.1,0.01,-1.8171396076955786e-07,1.8171396076955987e-07,-1.090283764617347e-09,1.0902837646173593e-09,2.0117032497289633e-21,1.1070713781205288e-14,-0.04840330571351345,1289467912338409.0,0.040904784998929244,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,9,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,-0.05,0.0,0.0,-0.05,0.01,-4.923629863160282e-07,4.923629863160337e-07,-2.9541779178961696e-09,2.9541779178962027e-09,5.505714157152952e-21,1.1182225939337754e-14,-0.02192750101324828,3585130329826808.0,0.04325696900014009,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.0,0.01,-1.193432700624532e-06,1.1934327006245315e-06,-7.160596203747192e-09,7.160596203747189e-09,-4.235164736271502e-22,3.54872523105426e-16,0.0013400698716746636,8794503754437463.0,0.044701544000417925,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.05,0.0,0.0,0.05,0.01,-2.4461675583235736e-06,2.446167558323568e-06,-1.4677005349941441e-08,1.467700534994141e-08,-5.505714157152952e-21,2.250751032331641e-15,0.01989441366761792,1.7969086047386998e+16,0.03888839499995811,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.1,0.0,0.0,0.1,0.01,-4.222317222422999e-06,4.222317222422997e-06,-2.5333903334537994e-08,2.533390333453798e-08,-2.541098841762901e-21,6.018256582589686e-16,0.033628383420774365,3.048353804384423e+16,0.03761949299951084,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.15,0.0,0.0,0.15,0.01,-6.360820586329754e-06,6.360820586329764e-06,-3.8164923517978524e-08,3.816492351797859e-08,1.0164395367051604e-20,1.5979691973856674e-15,0.0435397013004556,4.463916509256209e+16,0.03869890500027395,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.2,0.0,0.0,0.2,0.01,-8.700395258433103e-06,8.70039525843306e-06,-5.220237155059862e-08,5.220237155059836e-08,-4.404571325722362e-20,5.062495662427643e-15,0.05075419507251994,5.89283363902332e+16,0.03718650900009379,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.25,0.0,0.0,0.25,0.01,-1.1126653967445438e-05,1.1126653967445321e-05,-6.675992380467263e-08,6.675992380467193e-08,-1.1689054672109345e-19,1.0505453576887884e-14,0.056121989936922544,7.245740859672986e+16,0.04158413999903132,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.3,0.0,0.0,0.3,0.01,-1.356711066384736e-05,1.3567110663847222e-05,-8.140266398308416e-08,8.140266398308334e-08,-1.3721933745519665e-19,1.0114116472923647e-14,0.060215136668568855,8.482796171868293e+16,0.03627281400076754,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.35,0.0,0.0,0.35,0.01,-1.5977600399850835e-05,1.5977600399850926e-05,-9.586560239910502e-08,9.586560239910556e-08,9.147955830346444e-20,5.725487933990261e-15,0.06340999925252362,9.593479618104712e+16,0.04187094100052491,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.4,0.0,0.0,0.4,0.01,-1.8331848229688953e-05,1.8331848229688922e-05,-1.0999108937813372e-07,1.0999108937813353e-07,-3.049318610115481e-20,1.6633994411851078e-15,0.06595657849588447,1.0582051233650091e+17,0.04237794899927394,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.45,0.0,0.0,0.45,0.01,-2.0614762800222153e-05,2.0614762800222245e-05,-1.236885768013329e-07,1.2368857680133347e-07,9.147955830346444e-20,4.437575110128272e-15,0.06802431163412159,1.145912732389291e+17,0.04061476400056563,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.5,0.0,0.0,0.5,0.01,-2.281827997228737e-05,2.2818279972286823e-05,-1.369096798337242e-07,1.3690967983372095e-07,-5.454892180317694e-19,2.3905799152883652e-14,0.0697306788208539,1.2237289274528075e+17,0.03228466399923491,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.55,0.0,0.0,0.55,0.01,-2.4938781314111767e-05,2.4938781314111883e-05,-1.496326878846706e-07,1.496326878846713e-07,1.1519648082658485e-19,4.619170414770816e-15,0.0711589885202617,1.2928977194683442e+17,0.03241677299956791,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.6,0.0,0.0,0.6,0.01,-2.6975469306674877e-05,2.697546930667516e-05,-1.6185281584004927e-07,1.6185281584005096e-07,2.846030702774449e-19,1.0550439995756404e-14,0.07236957995953136,1.3545587122630237e+17,0.030696375999468728,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.65,0.0,0.0,0.65,0.01,-2.8929329020895927e-05,2.8929329020894355e-05,-1.7357597412537557e-07,1.7357597412536612e-07,-1.5720931501039814e-18,5.434253760149237e-14,0.07340701566662354,1.4097170681941686e+17,0.03179279299911286,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.7,0.0,0.0,0.7,0.01,-3.080245535161494e-05,3.080245535161522e-05,-1.8481473210968967e-07,1.8481473210969133e-07,2.778268066994105e-19,9.01963182895554e-15,0.07430479680538926,1.459241985640205e+17,0.03145493699958024,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.75,0.0,0.0,0.75,0.01,-3.2597612260127044e-05,3.25976122601263e-05,-1.9558567356076227e-07,1.955856735607578e-07,-7.453889935837843e-19,2.2866367868775897e-14,0.07508851926985115,1.503877484243452e+17,0.032558869001150015,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.8,0.0,0.0,0.8,0.01,-3.4317941806414964e-05,3.4317941806416644e-05,-2.059076508384898e-07,2.0590765083849988e-07,1.6805133673525319e-18,4.896894390788656e-14,0.07577802848145752,1.5442574822159814e+17,0.03440125499946589,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-3.596677137729418e-05,3.596677137729483e-05,-2.158006282637651e-07,2.1580062826376899e-07,6.505213034913027e-19,1.8086730573263658e-14,0.07638891825926003,1.5809213735312778e+17,0.032241238999631605,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-3.754748613707582e-05,3.754748613707527e-05,-2.2528491682245492e-07,2.252849168224516e-07,-5.488773498207866e-19,1.461821832271227e-14,0.07693359170624126,1.6143284508779795e+17,0.03195400999902631,True
1.5,8.16,5.44,13.600000000000001,0.6,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P1_CAPACITANCE_RATIO,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-3.906344527072553e-05,3.906344527072473e-05,-2.343806716243532e-07,2.343806716243484e-07,-7.995991022080595e-19,2.0469241682767947e-14,0.07742202429793162,1.6448705771411242e+17,0.03128745899994101,True
