family_id,primary_gate,secondary_gate,sweep_direction,sweep_index,mesh_level,stage_id,mode_id,primary_gate_v,fixed_secondary_gate_v,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.45,-0.2,-0.2,-0.45,0.01,-7.335954402303359e-12,7.335954402301783e-12,-4.401572641382015e-14,4.40157264138107e-14,-1.5751974555453164e-24,2.1472290709041657e-13,-0.31411743285300664,44373764842.78467,0.03929197899924475,True
top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.4,-0.2,-0.2,-0.4,0.01,-1.8159538954285606e-11,1.8159538947224388e-11,-1.0895723372571363e-13,1.0895723368334633e-13,-7.061217605536117e-21,3.888434405362306e-10,-0.2891175157488353,116709287048.2149,0.03792393900039315,True
top_primary,top_gate,bottom_gate,forward,3,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.35,-0.2,-0.2,-0.35,0.01,-4.550936634545786e-11,4.5509366359573896e-11,-2.7305619807274715e-13,2.730561981574434e-13,1.411603748602202e-20,3.1017873056042674e-10,-0.26411772583448323,306960228778.36975,0.038532173000930925,True
top_primary,top_gate,bottom_gate,forward,4,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.3,-0.2,-0.2,-0.3,0.01,-1.1554028787614687e-10,1.1554028787612207e-10,-6.932417272568813e-13,6.932417272567325e-13,-2.480249367951969e-23,2.1466532700789754e-13,-0.239118265014593,807333149427.6644,0.036707896999359946,True
top_primary,top_gate,bottom_gate,forward,5,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.25,-0.2,-0.2,-0.25,0.01,-2.9731196440922057e-10,2.9731196440217025e-10,-1.7838717864553234e-12,1.7838717864130216e-12,-7.050318854730878e-21,2.371353897156594e-11,-0.21411966679774602,2123284176937.0193,0.038235707999774604,True
top_primary,top_gate,bottom_gate,forward,6,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.2,-0.2,-0.2,-0.2,0.01,-7.756026484096593e-10,7.756026484096799e-10,-4.653615890457955e-12,4.65361589045808e-12,2.0679515313825692e-23,2.666251250718086e-14,-0.18912335892051282,5583716778960.83,0.037096418000146514,True
top_primary,top_gate,bottom_gate,forward,7,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.15,-0.2,-0.2,-0.15,0.01,-2.0510009770204333e-09,2.0510009770168826e-09,-1.23060058621226e-11,1.2306005862101296e-11,-3.550672779383871e-21,1.7311901940398233e-12,-0.16413320858772318,14680195995567.36,0.03899452500081679,True
top_primary,top_gate,bottom_gate,forward,8,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.1,-0.2,-0.2,-0.1,0.01,-5.494250607882525e-09,5.494250607886831e-09,-3.296550364729515e-11,3.2965503647320986e-11,4.306302268951062e-21,7.837833721617093e-13,-0.13915980263816596,38570160572466.0,0.03950009999971371,True
top_primary,top_gate,bottom_gate,forward,9,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,-0.05,-0.2,-0.2,-0.05,0.01,-1.4884437528444786e-08,1.4884437528439814e-08,-8.930662517066872e-11,8.930662517063889e-11,-4.971355481443696e-21,3.339968656486499e-13,-0.11423233472380011,101153511028087.45,0.03963373799888359,True
top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.0,-0.2,-0.2,0.0,0.01,-4.0613728332706027e-08,4.0613728332702e-08,-2.4368236999623616e-10,2.43682369996212e-10,-4.0234064994579266e-21,9.906518472025869e-14,-0.08943120788227929,263962379689174.06,0.03796761699959461,True
top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.05,-0.2,-0.2,0.05,0.01,-1.1051859147226028e-07,1.1051859147226564e-07,-6.631115488335617e-10,6.631115488335938e-10,5.360130369343619e-21,4.849980711787057e-14,-0.06497273852150208,679567479630965.4,0.03795350899963523,True
top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.1,-0.2,-0.2,0.1,0.01,-2.930384759551038e-07,2.9303847595510573e-07,-1.758230855730623e-09,1.7582308557306344e-09,1.9058241313221758e-21,6.503665176084772e-15,-0.041394293882165666,1689987104887076.5,0.0380178209998121,True
top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P1_SECONDARY_BIAS,enabled_symmetric_teaching_top_stack,0.15,-0.2,-0.2,0.15,0.01,-7.231557880921534e-07,7.231557880921638e-07,-4.3389347285529205e-09,4.3389347285529826e-09,1.0376153603865179e-20,1.4348434700688273e-14,-0.019781443819151718,3891185860081054.0,0.04801229899931059,True
