family_id,primary_gate,secondary_gate,fixed_secondary_gate_v,constant_current_criterion_terminal_a,constant_current_criterion_a_per_cm,vth_proxy_v,delta_vth_proxy_v,vth_bracket_lower_primary_gate_v,vth_bracket_upper_primary_gate_v,vth_bracket_lower_current_a_per_cm,vth_bracket_upper_current_a_per_cm,gm_evaluation_primary_gate_v,gm_proxy_s_per_cm,gm_proxy_terminal_s,maximum_sampled_gm_s_per_cm,maximum_sampled_gm_primary_gate_v,coupling_slope_v_per_v,coupling_fit_intercept_v,coupling_fit_r_squared,parameter_claim_status
top_primary,top_gate,bottom_gate,-0.4,6e-08,1e-05,0.6000830976185678,0.33622623962096526,0.6,0.65,9.997120476856045e-06,1.1888642369188466e-05,0.8000830976185678,3.315477398747663e-05,1.9892864392485979e-07,3.8455683882449447e-05,0.55,-0.9405541539672625,0.24296800316396516,0.9957116545917115,NUMERICAL_PROXY_NOT_PHYSICALLY_VALIDATED
top_primary,top_gate,bottom_gate,-0.2,6e-08,1e-05,0.4381802159278772,0.17432335793027465,0.4,0.45,8.481222239303226e-06,1.0523198113848075e-05,0.6381802159278772,3.686493393135457e-05,2.2118960358812745e-07,4.067635134479474e-05,0.45,-0.9405541539672625,0.24296800316396516,0.9957116545917115,NUMERICAL_PROXY_NOT_PHYSICALLY_VALIDATED
top_primary,top_gate,bottom_gate,0.0,6e-08,1e-05,0.26385685799760256,0.0,0.25,0.3,9.462693911699367e-06,1.1549445541373129e-05,0.46385685799760257,3.937599666287622e-05,2.3625597997725733e-07,4.170461174228463e-05,0.3,-0.9405541539672625,0.24296800316396516,0.9957116545917115,NUMERICAL_PROXY_NOT_PHYSICALLY_VALIDATED
top_primary,top_gate,bottom_gate,0.2,6e-08,1e-05,0.06820158532106875,-0.19565527267653382,0.05,0.1,9.322715801622976e-06,1.1303417228835345e-05,0.26820158532106875,3.9732528305608386e-05,2.3839516983365032e-07,4.039977327550999e-05,0.15,-0.9405541539672625,0.24296800316396516,0.9957116545917115,NUMERICAL_PROXY_NOT_PHYSICALLY_VALIDATED
top_primary,top_gate,bottom_gate,0.4,6e-08,1e-05,-0.1554817410452905,-0.41933859904289306,-0.2,-0.15,8.481222239303231e-06,1.020491157252727e-05,0.04451825895470951,3.764185259981855e-05,2.2585111559891132e-07,3.7664695350356766e-05,0.05,-0.9405541539672625,0.24296800316396516,0.9957116545917115,NUMERICAL_PROXY_NOT_PHYSICALLY_VALIDATED
