dit_cm2_ev,is_zero_control,family_id,primary_gate,secondary_gate,sweep_direction,sweep_index,mesh_level,stage_id,mode_id,primary_gate_v,fixed_secondary_gate_v,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,8,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.1,0.0,0.0,-0.1,0.01,-4.2916635307730587e-07,4.2916635307729623e-07,-2.5749981184638352e-09,2.5749981184637773e-09,-9.634999775017666e-21,2.2450501317101415e-14,-0.026343119872078564,3025772768502694.5,0.03786985899932915,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,9,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.05,0.0,0.0,-0.05,0.01,-7.122816056752319e-07,7.122816056752372e-07,-4.2736896340513914e-09,4.273689634051424e-09,5.293955920339377e-21,7.432391736861925e-15,-0.01232329984185371,5199866302776981.0,0.040737178998824675,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.0,0.01,-1.171495838190635e-06,1.1714958381906329e-06,-7.0289750291438104e-09,7.028975029143797e-09,-2.117582368135751e-21,1.8075884686080815e-15,0.000845586208156105,8643200644513395.0,0.039081916998839006,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.05,0.0,0.0,0.05,0.01,-1.8772978248728054e-06,1.8772978248727963e-06,-1.1263786949236833e-08,1.1263786949236779e-08,-9.105604182983729e-21,4.8503780606045665e-15,0.012784268420519378,1.3693298942305398e+16,0.039194685996335465,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.1,0.0,0.0,0.1,0.01,-2.8815572966293893e-06,2.881557296629404e-06,-1.7289343779776335e-08,1.7289343779776424e-08,1.4823076576950256e-20,5.144120019507856e-15,0.023163546496782542,2.041870273029731e+16,0.040839078996214084,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.15,0.0,0.0,0.15,0.01,-4.19023567956332e-06,4.1902356795632994e-06,-2.514141407737992e-08,2.5141414077379798e-08,-2.0328790734103208e-20,4.851467146168195e-15,0.031838757397710075,2.850471065810854e+16,0.03681415099708829,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.2,0.0,0.0,0.2,0.01,-5.760699896693672e-06,5.760699896693751e-06,-3.456419938016203e-08,3.4564199380162507e-08,7.877406409464993e-20,1.3674391221084243e-14,0.038889782754108,3.737739624780189e+16,0.03857951200188836,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.25,0.0,0.0,0.25,0.01,-7.524164143490597e-06,7.524164143490579e-06,-4.5144984860943584e-08,4.514498486094348e-08,-1.7787691892340307e-20,2.3640754711244605e-15,0.04454473056290187,4.64490682760993e+16,0.040122575002897065,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.3,0.0,0.0,0.3,0.01,-9.410611435282543e-06,9.410611435282586e-06,-5.646366861169526e-08,5.646366861169551e-08,4.2351647362715017e-20,4.500413990522314e-15,0.04907466136652814,5.528040825872372e+16,0.03774192899436457,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.35,0.0,0.0,0.35,0.01,-1.1362044934749085e-05,1.1362044934749122e-05,-6.817226960849451e-08,6.817226960849474e-08,3.7269449679189215e-20,3.2801709457428877e-15,0.05272716764705066,6.361068271094559e+16,0.041858964003040455,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.4,0.0,0.0,0.4,0.01,-1.3335352810496577e-05,1.333535281049668e-05,-8.001211686297947e-08,8.001211686298009e-08,1.0333801956502464e-19,7.749177770811133e-15,0.05570313271950634,7.131887995090239e+16,0.0418629339983454,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.45,0.0,0.0,0.45,0.01,-1.5300375815908608e-05,1.530037581590868e-05,-9.180225489545165e-08,9.180225489545208e-08,7.115076756936123e-20,4.6502627403035216e-15,0.058156936039932945,7.837326613276182e+16,0.04204759999993257,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.5,0.0,0.0,0.5,0.01,-1.723682347527273e-05,1.7236823475273087e-05,-1.0342094085163639e-07,1.0342094085163852e-07,3.5575383784680614e-19,2.0639176258731737e-14,0.06020468536910216,8.479210194324238e+16,0.039999007000005804,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.55,0.0,0.0,0.55,0.01,-1.9131492367570984e-05,1.9131492367571085e-05,-1.147889542054259e-07,1.1478895420542651e-07,1.0164395367051604e-19,5.3129129561689625e-15,0.061933309459793334,9.061827833058808e+16,0.036426098995434586,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.6,0.0,0.0,0.6,0.01,-2.0976132312476466e-05,2.097613231247665e-05,-1.258567938748588e-07,1.258567938748599e-07,1.8295911660692887e-19,8.722252218923332e-15,0.06340817052470932,9.590448215350787e+16,0.03265495700179599,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.65,0.0,0.0,0.65,0.01,-2.2765912323448694e-05,2.276591232344781e-05,-1.3659547394069217e-07,1.3659547394068685e-07,-8.843023969334896e-19,3.884326638746938e-14,0.06467884334898749,1.0070510657518568e+17,0.03344612199725816,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.7,0.0,0.0,0.7,0.01,-2.4498346985340825e-05,2.449834698533991e-05,-1.4699008191204495e-07,1.4699008191203947e-07,-9.147955830346444e-19,3.73411146303885e-14,0.06578333239219317,1.050721511823915e+17,0.034317244004341774,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.75,0.0,0.0,0.75,0.01,-2.6172552193682706e-05,2.6172552193682455e-05,-1.5703531316209625e-07,1.5703531316209474e-07,-2.507217523872729e-19,9.579568340598814e-15,0.06675110575672552,1.0905337234016656e+17,0.034041382001305465,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.8,0.0,0.0,0.8,0.01,-2.7788729879498558e-05,2.7788729879497514e-05,-1.6673237927699135e-07,1.6673237927698508e-07,-1.043544591017298e-18,3.755279912189094e-14,0.06760527421613376,1.1269165465159621e+17,0.030862176994560286,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-2.9347810404001076e-05,2.9347810404000605e-05,-1.7608686242400647e-07,1.7608686242400363e-07,-4.70950318673391e-19,1.6047204619026192e-14,0.06836416359747934,1.1602501574434402e+17,0.03328996700292919,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-3.085120346634468e-05,3.085120346634534e-05,-1.8510722079806806e-07,1.8510722079807206e-07,6.640738306473715e-19,2.1525054326382757e-14,0.06904245855274896,1.190869165849766e+17,0.033926771000551526,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-3.23006239958541e-05,3.2300623995854214e-05,-1.938037439751246e-07,1.938037439751253e-07,1.1519648082658485e-19,3.5663856166175095e-15,0.06965204263225917,1.2190669858371582e+17,0.03085801000270294,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-3.3697970177710846e-05,3.369797017771079e-05,-2.0218782106626508e-07,2.0218782106626476e-07,-5.421010862427522e-20,1.6087054602514874e-15,0.07020262172203222,1.2451005288219851e+17,0.033510340996144805,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,0,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.5,0.0,0.0,-0.5,0.01,-2.9633829738689325e-08,2.963382973868361e-08,-1.7780297843213595e-10,1.7780297843210167e-10,-5.714163671516315e-21,1.9282569016234912e-13,-0.12449870323107583,67990334313044.09,0.038897557999007404,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.45,0.0,0.0,-0.45,0.01,-4.022084404716252e-08,4.022084404718697e-08,-2.413250642829751e-10,2.413250642831218e-10,2.4451458907067498e-20,6.079300294738002e-13,-0.11158799650071638,112027962642920.84,0.03227085300022736,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.4,0.0,0.0,-0.4,0.01,-5.514811582789703e-08,5.514811582789363e-08,-3.3088869496738216e-10,3.308886949673618e-10,-3.40136667881805e-21,6.167693361334108e-14,-0.0986915405287333,184485191348572.84,0.03257478700106731,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,3,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.35,0.0,0.0,-0.35,0.01,-7.652169765624377e-08,7.65216976562437e-08,-4.591301859374626e-10,4.5913018593746224e-10,-6.617444900424221e-23,8.647802000096207e-16,-0.08581692223874382,303544670126524.06,0.03127991099609062,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,4,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.3,0.0,0.0,-0.3,0.01,-1.0765535983282088e-07,1.0765535983285142e-07,-6.459321589969253e-10,6.459321589971085e-10,3.053289077055736e-20,2.836170053953982e-13,-0.072976394796494,498769797012526.3,0.03140459000132978,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,5,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.25,0.0,0.0,-0.25,0.01,-1.5385232189137144e-07,1.538523218913581e-07,-9.231139313482287e-10,9.231139313481486e-10,-1.334076891925523e-20,8.67115215113528e-14,-0.060190040758157384,817806655922201.9,0.03273611899930984,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,6,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.2,0.0,0.0,-0.2,0.01,-2.237028748173605e-07,2.2370287481735794e-07,-1.342217248904163e-09,1.3422172489041477e-09,-2.567568621364598e-21,1.1477584378210866e-14,-0.04749110275081516,1336305245567553.2,0.0321332009989419,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,7,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.15,0.0,0.0,-0.15,0.01,-3.3116166979217203e-07,3.311616697921695e-07,-1.986970018753032e-09,1.986970018753017e-09,-2.541098841762901e-21,7.673287924165937e-15,-0.03493468011932798,2171318646022926.0,0.04096068700164324,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,8,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.1,0.0,0.0,-0.1,0.01,-4.985966026419971e-07,4.985966026419833e-07,-2.991579615851983e-09,2.9915796158518994e-09,-1.3870164511289168e-20,2.781840958761654e-14,-0.02261088090850783,3495955198087255.0,0.037423724999825936,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,9,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.05,0.0,0.0,-0.05,0.01,-7.604285300382087e-07,7.60428530038209e-07,-4.5625711802292525e-09,4.562571180229254e-09,3.1763735522036263e-22,4.177083613688224e-16,-0.010661570352472559,5546450707781031.0,0.038533433005795814,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.0,0.01,-1.1652772824760237e-06,1.165277282476023e-06,-6.991663694856142e-09,6.991663694856139e-09,-6.352747104407253e-22,5.451704242365992e-16,0.0007065217412996894,8601242274198306.0,0.039552339003421366,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.05,0.0,0.0,0.05,0.01,-1.7717851635838539e-06,1.771785163583855e-06,-1.0630710981503123e-08,1.063071098150313e-08,1.0587911840678754e-21,5.975844057336046e-16,0.011230773262476667,1.2905396217857384e+16,0.039120034998632036,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.1,0.0,0.0,0.1,0.01,-2.633197097675627e-06,2.633197097675619e-06,-1.579918258605376e-08,1.5799182586053715e-08,-8.046812998915853e-21,3.0559098694203056e-15,0.02064532796688294,1.854397543202234e+16,0.037745299996458925,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.15,0.0,0.0,0.15,0.01,-3.7747923384362997e-06,3.7747923384362874e-06,-2.26487540306178e-08,2.2648754030617724e-08,-1.2281977735187355e-20,3.253683019891669e-15,0.02876856619686773,2.534417192737254e+16,0.03894788400066318,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.2,0.0,0.0,0.2,0.01,-5.180746452331368e-06,5.180746452331341e-06,-3.108447871398821e-08,3.108447871398805e-08,-2.710505431213761e-20,5.231882038917417e-15,0.035567086091572636,3.290981086087263e+16,0.038034468998375814,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.25,0.0,0.0,0.25,0.01,-6.801892446574853e-06,6.801892446574861e-06,-4.081135467944912e-08,4.081135467944917e-08,7.623296525288703e-21,1.1207611095243745e-15,0.04114634937500025,4.077356497943236e+16,0.03659655299998121,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.3,0.0,0.0,0.3,0.01,-8.575696386250641e-06,8.575696386250626e-06,-5.145417831750385e-08,5.145417831750376e-08,-1.5246593050577406e-20,1.7778839599571377e-15,0.04568823961659146,4.8541765914440696e+16,0.0406125349982176,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.35,0.0,0.0,0.35,0.01,-1.0443049476688393e-05,1.0443049476688376e-05,-6.265829686013036e-08,6.265829686013025e-08,-1.6940658945086007e-20,1.622194645625492e-15,0.04938895633584204,5.595338589537577e+16,0.04337817000487121,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.4,0.0,0.0,0.4,0.01,-1.235603714059698e-05,1.2356037140597194e-05,-7.413622284358189e-08,7.413622284358316e-08,2.1345230270808369e-19,1.727514252986189e-14,0.052423864582885636,6.286949688723668e+16,0.04222218000359135,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.45,0.0,0.0,0.45,0.01,-1.4279062870069627e-05,1.4279062870069148e-05,-8.567437722041777e-08,8.56743772204149e-08,-4.79420648145934e-19,3.357507789610259e-14,0.05493605572397295,6.923754370826025e+16,0.04182449799554888,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.5,0.0,0.0,0.5,0.01,-1.6187054559817645e-05,1.618705455981803e-05,-9.712232735890587e-08,9.712232735890818e-08,3.8624702394796095e-19,2.3861476621371382e-14,0.05703730250420545,7.505731305833914e+16,0.03903433000232326,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.55,0.0,0.0,0.55,0.01,-1.806301412176177e-05,1.8063014121761096e-05,-1.0837808473057062e-07,1.0837808473056657e-07,-6.742382260144231e-19,3.732700541944001e-14,0.058813341110924566,8.035663048874293e+16,0.03409777700289851,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.6,0.0,0.0,0.6,0.01,-1.9895824585745424e-05,1.989582458574572e-05,-1.1937494751447255e-07,1.193749475144743e-07,2.947674656444965e-19,1.48155440541872e-14,0.06032965465364541,8.517619921133704e+16,0.03424703499331372,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.65,0.0,0.0,0.65,0.01,-2.1678542911634772e-05,2.1678542911635443e-05,-1.3007125746980863e-07,1.3007125746981265e-07,6.708500942254059e-19,3.094534983093089e-14,0.06163641889233579,8.956089284184483e+16,0.032278020997182466,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.7,0.0,0.0,0.7,0.01,-2.3407148376323294e-05,2.3407148376323524e-05,-1.4044289025793978e-07,1.4044289025794115e-07,2.303929616531697e-19,9.842846208733979e-15,0.06277235681952559,9.355508884305067e+16,0.033434416000091005,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.75,0.0,0.0,0.75,0.01,-2.5079649471710087e-05,2.5079649471710236e-05,-1.5047789683026053e-07,1.5047789683026143e-07,1.4907779871675686e-19,5.944173936119647e-15,0.06376762548517009,9.720037399236926e+16,0.032092468994960655,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.8,0.0,0.0,0.8,0.01,-2.669545380097915e-05,2.6695453800980288e-05,-1.6017272280587491e-07,1.6017272280588174e-07,1.1384122811097797e-18,4.264442513683644e-14,0.06464594372345472,1.0053458313018349e+17,0.03453974500007462,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-2.8254925079304938e-05,2.8254925079305314e-05,-1.6952955047582964e-07,1.695295504758319e-07,3.7608262858090935e-19,1.3310338906414677e-14,0.06542615426358538,1.035915576818317e+17,0.03211348599870689,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-2.9759071607208662e-05,2.9759071607206412e-05,-1.7855442964325198e-07,1.7855442964323848e-07,-2.2497195079074217e-18,7.559777191982236e-14,0.06612337350806613,1.0640127266456302e+17,0.030989448001491837,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-3.120932683465005e-05,3.120932683464973e-05,-1.8725596100790029e-07,1.8725596100789838e-07,-3.1848438816761693e-19,1.0204782366982063e-14,0.06674984295383415,1.0899013568746946e+17,0.03470800699869869,True
6020000000000.0,False,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-3.2607394534843226e-05,3.2607394534842826e-05,-1.9564436720905936e-07,1.9564436720905695e-07,-3.9979955110402976e-19,1.2261008792861897e-14,0.06731556468350028,1.1138135071519592e+17,0.03209579500253312,True
