dit_cm2_ev,is_zero_control,family_id,primary_gate,secondary_gate,sweep_direction,sweep_index,mesh_level,stage_id,mode_id,primary_gate_v,fixed_secondary_gate_v,vbg_v,vtg_v,vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,current_imbalance_a_per_cm,relative_current_imbalance,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
0.0,True,top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.0,0.01,-1.1930966936239762e-06,1.1930966936239798e-06,-7.158580161743857e-09,7.1585801617438785e-09,3.5998900258307764e-21,3.017265947570658e-15,0.001332691319669748,8792236312879518.0,0.0391740210034186,True
0.0,True,top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.05,0.0,0.0,0.05,0.01,-2.243559487785063e-06,2.2435594877850616e-06,-1.3461356926710377e-08,1.346135692671037e-08,-1.2705494208814505e-21,5.663096645303534e-16,0.017648561760206974,1.6481049918011626e+16,0.042058521998114884,True
0.0,True,top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.1,0.0,0.0,0.1,0.01,-3.700428574078767e-06,3.7004285740787434e-06,-2.2202571444472604e-08,2.2202571444472462e-08,-2.371692252312041e-20,6.409236673085849e-15,0.030249531738275284,2.676615586916425e+16,0.04091024600347737,True
0.0,True,top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.15,0.0,0.0,0.15,0.01,-5.462041732526001e-06,5.462041732526014e-06,-3.277225039515601e-08,3.277225039515609e-08,1.2705494208814505e-20,2.326143744591756e-15,0.039725363314865605,3.854225028782632e+16,0.038939045000006445,True
0.0,True,top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.2,0.0,0.0,0.2,0.01,-7.412956638914972e-06,7.4129566389148655e-06,-4.447773983348983e-08,4.447773983348919e-08,-1.0672615135404184e-19,1.4397244790799592e-14,0.04685755866596013,5.071597384095385e+16,0.03891038699657656,True
0.0,True,top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.25,0.0,0.0,0.25,0.01,-9.462693911699197e-06,9.462693911699367e-06,-5.677616347019518e-08,5.67761634701962e-08,1.6940658945086007e-19,1.7902575210787624e-14,0.052304628007629216,6.254748623536028e+16,0.04236133099766448,True
0.0,True,top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.3,0.0,0.0,0.3,0.01,-1.1549445541373153e-05,1.1549445541373129e-05,-6.929667324823892e-08,6.929667324823877e-08,-2.371692252312041e-20,2.053511784454081e-15,0.056544883007083165,7.36401270624011e+16,0.041558773998986,True
0.0,True,top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.35,0.0,0.0,0.35,0.01,-1.3633155085927868e-05,1.3633155085927829e-05,-8.179893051556721e-08,8.179893051556697e-08,-3.8963515573697816e-20,2.8579969440761315e-15,0.05991023918327385,8.382967866404534e+16,0.04524116199900163,True
0.0,True,top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.4,0.0,0.0,0.4,0.01,-1.5688469780507097e-05,1.5688469780507118e-05,-9.413081868304259e-08,9.413081868304271e-08,2.0328790734103208e-20,1.2957790669528316e-15,0.06262985128503153,9.30861550607405e+16,0.042072138996445574,True
0.0,True,top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.45,0.0,0.0,0.45,0.01,-1.7699657872945354e-05,1.7699657872945472e-05,-1.0619794723767213e-07,1.0619794723767284e-07,1.1858461261560205e-19,6.699825130341228e-15,0.06486366097371234,1.0144894339019608e+17,0.04189782000321429,True
0.0,True,top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.5,0.0,0.0,0.5,0.01,-1.965725697832039e-05,1.9657256978320098e-05,-1.1794354186992233e-07,1.1794354186992059e-07,-2.913793338554793e-19,1.4822990520846118e-14,0.066725187703265,1.0898877096719963e+17,0.03841909200127702,True
0.0,True,top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.55,0.0,0.0,0.55,0.01,-2.155591042715199e-05,2.155591042715182e-05,-1.2933546256291194e-07,1.293354625629109e-07,-1.6940658945086007e-19,7.858939200149684e-15,0.0682964942120616,1.1578688929258678e+17,0.03319872100109933,True
0.0,True,top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.6,0.0,0.0,0.6,0.01,-2.3392967118616967e-05,2.3392967118617238e-05,-1.403578027117018e-07,1.4035780271170343e-07,2.710505431213761e-19,1.1586838973738444e-14,0.06963798865793097,1.2192435109110224e+17,0.03635303800547263,True
0.0,True,top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.65,0.0,0.0,0.65,0.01,-2.5167565654035183e-05,2.5167565654034624e-05,-1.510053939242111e-07,1.5100539392420775e-07,-5.590417451878382e-19,2.2212785808237498e-14,0.07079490921126312,1.274769258296556e+17,0.034448787999281194,True
0.0,True,top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.7,0.0,0.0,0.7,0.01,-2.6880027442441277e-05,2.6880027442442047e-05,-1.6128016465464766e-07,1.612801646546523e-07,7.691059161069047e-19,2.861254207250287e-14,0.07180167864808575,1.3251305666177562e+17,0.03187471099954564,True
0.0,True,top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.75,0.0,0.0,0.75,0.01,-2.85314494905187e-05,2.8531449490519663e-05,-1.711886969431122e-07,1.7118869694311798e-07,9.622294280808852e-19,3.372522059913611e-14,0.07268487779972853,1.3709339733937157e+17,0.03153416799614206,True
0.0,True,top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.8,0.0,0.0,0.8,0.01,-3.012342820263897e-05,3.012342820263873e-05,-1.807405692158338e-07,1.807405692158324e-07,-2.371692252312041e-19,7.873248145455995e-15,0.07346531051699728,1.4127112492585208e+17,0.03325350500381319,True
0.0,True,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-3.165787043737222e-05,3.165787043737322e-05,-1.899472226242333e-07,1.899472226242393e-07,1.0028870095490916e-18,3.167891572280707e-14,0.07415946144285523,1.4509259459244374e+17,0.03136261199688306,True
0.0,True,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-3.3136863501807014e-05,3.313686350180507e-05,-1.988211810108421e-07,1.9882118101083043e-07,-1.9447876468958736e-18,5.868955119393907e-14,0.07478054131688958,1.4859810845960803e+17,0.03448832700087223,True
0.0,True,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-3.456258546147579e-05,3.456258546147611e-05,-2.073755127688547e-07,2.0737551276885667e-07,3.2526065174565133e-19,9.410773164183302e-15,0.07533924759837274,1.518226833779193e+17,0.033393076999345794,True
0.0,True,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-3.593724333278649e-05,3.593724333278673e-05,-2.1562345999671894e-07,2.156234599967204e-07,2.439454888092385e-19,6.7880968651448835e-15,0.07584432558886496,1.5479676378982486e+17,0.03507691599952523,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,0,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.5,0.0,0.0,-0.5,0.01,-1.4088216236001618e-09,1.4088216236003817e-09,-8.452929741600972e-12,8.45292974160229e-12,2.198232477859671e-22,1.5603341409836348e-13,-0.1944588823277494,4542218326068.249,0.039868284002295695,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.45,0.0,0.0,-0.45,0.01,-2.684848152865122e-09,2.684848152842463e-09,-1.6109088917190733e-11,1.6109088917054778e-11,-2.2658958519665087e-20,8.439567986548772e-12,-0.1741619035069123,9959476527564.137,0.0363523480045842,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.4,0.0,0.0,-0.4,0.01,-5.16232381072015e-09,5.16232381071993e-09,-3.09739428643209e-11,3.097394286431958e-11,-2.2003004293910536e-22,4.2622286204167985e-14,-0.15387207866678107,21831396692700.246,0.03928526199888438,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,3,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.35,0.0,0.0,-0.35,0.01,-1.0024488599049284e-08,1.002448859905675e-08,-6.01469315942957e-11,6.01469315943405e-11,7.466132208903628e-21,7.447893361468983e-13,-0.1335965716432075,47827766092515.875,0.03975281900056871,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,4,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.3,0.0,0.0,-0.3,0.01,-1.9675136492568856e-08,1.9675136492556087e-08,-1.1805081895541314e-10,1.1805081895533652e-10,-1.2768359935368535e-20,6.489591541177386e-13,-0.11335006451439453,104659964488699.22,0.036807602999033406,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,5,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.25,0.0,0.0,-0.25,0.01,-3.904112819406389e-08,3.904112819405834e-08,-2.3424676916438336e-10,2.3424676916435e-10,-5.552036271455922e-21,1.4220993419703727e-13,-0.09316292277902931,228487803467603.97,0.040005910996114835,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,6,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.2,0.0,0.0,-0.2,0.01,-7.824211379255685e-08,7.824211379256098e-08,-4.694526827553411e-10,4.694526827553659e-10,4.129285617864714e-21,5.2775742087087044e-14,-0.07309811172198935,496421205815715.0,0.039173082004708704,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,7,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.15,0.0,0.0,-0.15,0.01,-1.577953332405665e-07,1.5779533324057756e-07,-9.467719994433991e-10,9.467719994434655e-10,1.1064367873509298e-20,7.011847338121443e-14,-0.05328465982892263,1067918753949957.9,0.036384692997671664,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,8,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.1,0.0,0.0,-0.1,0.01,-3.1748921932422456e-07,3.174892193242253e-07,-1.9049353159453472e-09,1.904935315945352e-09,7.411538288475128e-22,2.3344220330537715e-15,-0.03397618365777568,2252180410114669.5,0.03945800099609187,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,9,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.05,0.0,0.0,-0.05,0.01,-6.267483402847661e-07,6.267483402847605e-07,-3.7604900417085964e-09,3.760490041708563e-09,-5.61159327555974e-21,8.953503208337314e-15,-0.015624263272665955,4574837500332208.0,0.03812461600318784,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,10,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.0,0.0,0.0,0.0,0.01,-1.1832871372515637e-06,1.1832871372515667e-06,-7.099722823509382e-09,7.0997228235094e-09,2.964615315390051e-21,2.5054065256519175e-15,0.0011110987144301169,8724059940660457.0,0.03919705999578582,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,11,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.05,0.0,0.0,0.05,0.01,-2.0785398257846846e-06,2.0785398257846935e-06,-1.2471238954708107e-08,1.247123895470816e-08,8.893845946170154e-21,4.2788912850455174e-15,0.01555250339976626,1.5216870191973632e+16,0.03673679300118238,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,12,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.1,0.0,0.0,0.1,0.01,-3.342001310490423e-06,3.3420013104904107e-06,-2.0052007862942538e-08,2.0052007862942465e-08,-1.2281977735187355e-20,3.675036780097801e-15,0.027351038495835166,2.3961703559798132e+16,0.0404408929971396,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,13,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.15,0.0,0.0,0.15,0.01,-4.924645643261694e-06,4.9246456432617305e-06,-2.9547873859570167e-08,2.9547873859570385e-08,3.6422416731934915e-20,7.39594670771303e-15,0.03663526615359458,3.4245930267500748e+16,0.0404425020024064,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,14,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.2,0.0,0.0,0.2,0.01,-6.736474936683969e-06,6.736474936683931e-06,-4.0418849620103815e-08,4.041884962010359e-08,-3.8116482626443515e-20,5.658223772032077e-15,0.043831840715172,4.5166347416623224e+16,0.039027753002301324,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,15,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.25,0.0,0.0,0.25,0.01,-8.688578554192404e-06,8.688578554192373e-06,-5.213147132515442e-08,5.2131471325154237e-08,-3.049318610115481e-20,3.5095713195159263e-15,0.04942098423143738,5.599931407982786e+16,0.03816070700122509,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,16,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.3,0.0,0.0,0.3,0.01,-1.071139374944392e-05,1.0711393749443818e-05,-6.426836249666352e-08,6.426836249666291e-08,-1.0164395367051604e-19,9.489330338154441e-15,0.05381036023657851,6.630120387736622e+16,0.038504518000991084,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,17,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.35,0.0,0.0,0.35,0.01,-1.275598732781501e-05,1.2755987327815114e-05,-7.653592396689007e-08,7.653592396689068e-08,1.0333801956502464e-19,8.101138462225542e-15,0.05730907937410082,7.585576815806947e+16,0.0415860610009986,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,18,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.4,0.0,0.0,0.4,0.01,-1.478967481980268e-05,1.47896748198025e-05,-8.873804891881608e-08,8.8738048918815e-08,-1.7957098481791167e-19,1.2141645236004416e-14,0.06014168390331294,8.45921478245335e+16,0.03949242400267394,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,19,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.45,0.0,0.0,0.45,0.01,-1.6791284642552745e-05,1.6791284642552854e-05,-1.0074770785531647e-07,1.0074770785531712e-07,1.0842021724855044e-19,6.45693403194354e-15,0.06246956232668087,9.25205996724629e+16,0.04197759000089718,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,20,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.5,0.0,0.0,0.5,0.01,-1.874748318469113e-05,1.8747483184691705e-05,-1.1248489910814678e-07,1.1248489910815023e-07,5.759824041329242e-19,3.072318553155144e-14,0.06440922361938353,9.969153572097806e+16,0.033980341999267694,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,21,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.55,0.0,0.0,0.55,0.01,-2.065020187176742e-05,2.0650201871768424e-05,-1.2390121123060452e-07,1.2390121123061053e-07,1.0028870095490916e-18,4.8565482108926584e-14,0.06604572144603596,1.0617191090755051e+17,0.03222786900005303,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,22,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.6,0.0,0.0,0.6,0.01,-2.2494898700421998e-05,2.2494898700422266e-05,-1.34969392202532e-07,1.3496939220253359e-07,2.676624113323589e-19,1.1898804920038802e-14,0.06744201499022769,1.120324971130653e+17,0.03340031500556506,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,23,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.65,0.0,0.0,0.65,0.01,-2.427939422293232e-05,2.4279394222932357e-05,-1.4567636533759392e-07,1.4567636533759415e-07,3.7269449679189215e-20,1.535023869911363e-15,0.06864539584859708,1.1734147997259669e+17,0.03362772999389563,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,24,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.7,0.0,0.0,0.7,0.01,-2.60030904874428e-05,2.600309048744157e-05,-1.5601854292465682e-07,1.5601854292464943e-07,-1.229891839413244e-18,4.7297910223677965e-14,0.06969190326835083,1.221615663423201e+17,0.03213043700088747,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,25,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.75,0.0,0.0,0.75,0.01,-2.7666443443772637e-05,2.766644344377181e-05,-1.6599866066263582e-07,1.6599866066263087e-07,-8.267041565201971e-19,2.9881114216951424e-14,0.07060938219978038,1.2654897129088454e+17,0.032274672004859895,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,26,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.8,0.0,0.0,0.8,0.01,-2.9270603734000882e-05,2.927060373400043e-05,-1.756236224040053e-07,1.756236224040026e-07,-4.506215279392878e-19,1.5395019933116157e-14,0.07141962611113638,1.3055336849483381e+17,0.03372565400059102,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,27,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.85,0.0,0.0,0.85,0.01,-3.081717029921482e-05,3.081717029921522e-05,-1.8490302179528892e-07,1.8490302179529133e-07,3.9979955110402976e-19,1.2973272601677219e-14,0.07213989822987284,1.3421830068124976e+17,0.034588472997711506,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,28,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.9,0.0,0.0,0.9,0.01,-3.230802035337082e-05,3.230802035337033e-05,-1.9384812212022491e-07,1.93848122120222e-07,-4.87890977618477e-19,1.5101234067644553e-14,0.07278402612586791,1.3758177945628218e+17,0.03347308399679605,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,29,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,0.95,0.0,0.0,0.95,0.01,-3.374519160010021e-05,3.374519160009844e-05,-2.0247114960060126e-07,2.0247114960059064e-07,-1.768604793866979e-18,5.2410571995736635e-14,0.0733631998121681,1.4067693322992411e+17,0.03400827600125922,True
843000000000.0,False,top_primary,top_gate,bottom_gate,forward,30,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,1.0,0.0,0.0,1.0,0.01,-3.513080054909039e-05,3.51308005490905e-05,-2.1078480329454233e-07,2.1078480329454302e-07,1.1519648082658485e-19,3.2790736056701433e-15,0.07388656115937495,1.4353263306756624e+17,0.03380679499969119,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,0,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.5,0.0,0.0,-0.5,0.01,-1.0917683993621202e-08,1.0917683993621227e-08,-6.550610396172722e-11,6.550610396172736e-11,2.481541837659083e-23,2.272956278189541e-15,-0.14705481469113663,28415952029056.56,0.040434021000692155,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,1,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.45,0.0,0.0,-0.45,0.01,-1.6572681812254866e-08,1.6572681812264633e-08,-9.94360908735292e-11,9.94360908735878e-11,9.767348673026151e-21,5.893644000211126e-13,-0.13175938855101138,51345780316458.79,0.03162777699617436,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,2,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.4,0.0,0.0,-0.4,0.01,-2.5397603354913716e-08,2.539760335490919e-08,-1.523856201294823e-10,1.5238562012945514e-10,-4.5263323118901674e-21,1.7821887556230579e-13,-0.11647699849396315,92730678927958.92,0.03270682499714894,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,3,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.35,0.0,0.0,-0.35,0.01,-3.935307157561644e-08,3.9353071575603126e-08,-2.3611842945369864e-10,2.3611842945361876e-10,-1.3314299139653533e-20,3.3832935032962477e-13,-0.10121612726232164,167329700384730.56,0.03077288000349654,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,4,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.3,0.0,0.0,-0.3,0.01,-6.174529846205786e-08,6.174529846205666e-08,-3.7047179077234715e-10,3.7047179077233996e-10,-1.2043749718772083e-21,1.9505533245050066e-14,-0.08599135935899997,301511560828370.25,0.031928718999552075,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,5,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.25,0.0,0.0,-0.25,0.01,-9.822726484987243e-08,9.822726484986458e-08,-5.893635890992346e-10,5.893635890991875e-10,-7.848289651903127e-21,7.989929948572033e-14,-0.07082810182130872,541978018656444.6,0.032703443997888826,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,6,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.2,0.0,0.0,-0.2,0.01,-1.5854628563476816e-07,1.5854628563477377e-07,-9.51277713808609e-10,9.512777138086427e-10,5.61159327555974e-21,3.5394038107499855e-14,-0.055770959123364244,970160605061860.6,0.03710951199900592,True
3070000000000.0,False,top_primary,top_gate,bottom_gate,forward,7,interface_4x,T03_P2_DIT_FORMAL,enabled_symmetric_teaching_top_stack,-0.15,0.0,0.0,-0.15,0.01,-2.594667989061644e-07,2.5946679890617036e-07,-1.5568007934369864e-09,1.5568007934370221e-09,5.982170189983496e-21,2.3055628755595808e-14,-0.04089802879317989,1724074044746943.8,0.040693779999855906,True
