point_uid,case_id,curve_kind,curve_id,vtg_v,vbg_v,external_vds_v,r_pair_w_kohm_um,r_pair_ohm,circuit_coupled,circuit_closure_applicable,external_source_v,internal_source_v,internal_drain_v,external_drain_v,internal_device_vds_v,source_current_terminal_a,drain_current_terminal_a,external_source_current_terminal_a,external_drain_current_terminal_a,source_resistor_current_external_to_internal_a,drain_resistor_current_external_to_internal_a,source_kcl_residual_a,drain_kcl_residual_a,source_kcl_relative_residual,drain_kcl_relative_residual,source_drop_v,drain_drop_v,total_resistor_drop_v,circuit_ohms_law_residual_v,circuit_ohms_law_relative_residual,voltage_partition_residual_v,total_resistor_power_w
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:018,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.4,0.0,0.01,0.5,8.333333333333334,True,True,0.0,3.9218098196457345e-07,0.009999607819018036,0.01,0.009999215638036072,-9.412343567149809e-08,9.412343567149774e-08,-9.412343567149762e-08,9.412343567133385e-08,-9.412343567149762e-08,9.412343567133385e-08,-4.764560328305439e-22,1.6388764040390627e-19,5.062034013435631e-15,1.7411990885659349e-12,3.9218098196457345e-07,3.9218098196389106e-07,7.843619639284645e-07,6.823909181317457e-19,8.699949124432316e-13,0.0,7.382684285492613e-14
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:019,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.45,0.0,0.01,0.5,8.333333333333334,True,True,0.0,4.4245229305400666e-07,0.009999557547706947,0.01,0.009999115095413893,-1.0618855033295973e-07,1.0618855033296159e-07,-1.0618855033296159e-07,1.0618855033284191e-07,-1.0618855033296159e-07,1.0618855033284191e-07,1.8661194619196304e-21,1.1968310846907247e-19,1.7573641000543685e-14,1.127081103318557e-12,4.4245229305400666e-07,4.4245229305350797e-07,8.849045861075146e-07,4.986906476959693e-19,5.635530152347737e-13,0.0,9.396673518169341e-14
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:020,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.5,0.0,0.01,0.5,8.333333333333334,True,True,0.0,4.913831326126577e-07,0.009999508616867388,0.01,0.009999017233734775,-1.1793195182703246e-07,1.1793195182703791e-07,-1.1793195182703786e-07,1.1793195182699389e-07,-1.1793195182703786e-07,1.1793195182699389e-07,5.399835038746165e-21,4.401924347762192e-20,4.578771872329991e-14,3.7325968743552807e-13,4.913831326126577e-07,4.913831326124746e-07,9.827662652251323e-07,1.8317087484374245e-19,1.8638294915605555e-13,0.0,1.158995438477466e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:021,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.55,0.0,0.01,0.5,8.333333333333334,True,True,0.0,5.388396915297779e-07,0.00999946116030847,0.01,0.009998922320616941,-1.293215259671444e-07,1.2932152596714703e-07,-1.293215259671467e-07,1.2932152596706326e-07,-1.293215259671467e-07,1.2932152596706326e-07,2.276401045745932e-21,8.377685243937064e-20,1.760264603067116e-14,6.478183103148149e-13,5.388396915297779e-07,5.388396915294302e-07,1.0776793830592082e-06,3.477070248478903e-19,3.2264422082647107e-13,0.0,1.3936714232050504e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:022,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.6,0.0,0.01,0.5,8.333333333333334,True,True,0.0,5.847557917979936e-07,0.009999415244208202,0.01,0.009998830488416403,-1.403413900315147e-07,1.4034139003151864e-07,-1.4034139003151845e-07,1.403413900316619e-07,-1.4034139003151845e-07,1.403413900316619e-07,3.758708703440958e-21,-1.4325444720438354e-19,2.678260990999741e-14,1.0207569354419565e-12,5.847557917979936e-07,5.847557917985913e-07,1.169511583596585e-06,-5.975817442879089e-19,5.109669306992818e-13,0.0,1.64130881299991e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:023,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.65,0.0,0.01,0.5,8.333333333333334,True,True,0.0,6.291099888004503e-07,0.009999370890011199,0.01,0.009998741780022398,-1.5098639731211384e-07,1.5098639731210796e-07,-1.5098639731210807e-07,1.5098639731231376e-07,-1.5098639731210807e-07,1.5098639731231376e-07,-5.770411953169921e-21,-2.0580253640319329e-19,3.8218091536031064e-14,1.363053494001138e-12,6.291099888004503e-07,6.291099888013074e-07,1.2582199776017576e-06,-8.571973426213519e-19,6.812778034685455e-13,0.0,1.899741014443401e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:024,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.7,0.0,0.01,0.5,8.333333333333334,True,True,0.0,6.719103987866056e-07,0.009999328089601214,0.01,0.009998656179202427,-1.612584957087884e-07,1.6125849570878544e-07,-1.6125849570878533e-07,1.6125849570877702e-07,-1.6125849570878533e-07,1.6125849570877702e-07,-3.0704944337968387e-21,8.41738991333961e-21,1.90408227504599e-14,5.219811754005483e-14,6.719103987866056e-07,6.71910398786571e-07,1.3438207975731767e-06,3.4728350837426314e-20,2.5842992533039146e-14,0.0,2.16702520318825e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:025,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.75,0.0,0.01,0.5,8.333333333333334,True,True,0.0,7.131845189503832e-07,0.00999928681548105,0.01,0.0099985736309621,-1.711642845480923e-07,1.7116428454809226e-07,-1.7116428454809195e-07,1.7116428454796995e-07,-1.7116428454809195e-07,1.7116428454796995e-07,-3.441071348220595e-22,1.223168515394413e-19,2.0103909862420813e-15,7.1461667287882e-13,7.131845189503832e-07,7.131845189498748e-07,1.426369037900258e-06,5.084315265893938e-19,3.564516005884776e-13,0.0,2.441434358736609e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:026,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.8,0.0,0.01,0.5,8.333333333333334,True,True,0.0,7.529723230188899e-07,0.009999247027676982,0.01,0.009998494055353963,-1.807133575245461e-07,1.807133575245336e-07,-1.8071335752453355e-07,1.8071335752448125e-07,-1.8071335752453355e-07,1.8071335752448125e-07,-1.2546675531204324e-20,5.235722405215644e-20,6.942860064729926e-14,2.897252575535178e-13,7.529723230188899e-07,7.529723230186719e-07,1.505944646037562e-06,2.1811098391798234e-19,1.4483333400857427e-13,0.0,2.7214431323150363e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:027,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.85,0.0,0.01,0.5,8.333333333333334,True,True,0.0,7.91321538369239e-07,0.009999208678461631,0.01,0.009998417356923263,-1.8991716920863255e-07,1.899171692086173e-07,-1.8991716920861733e-07,1.8991716920851997e-07,-1.8991716920861733e-07,1.8991716920851997e-07,-1.522012327097571e-20,9.732937959543945e-20,8.014084947873101e-14,5.124833104927262e-13,7.91321538369239e-07,7.913215383688332e-07,1.5826430767380722e-06,4.0572878173480986e-19,2.563615180821709e-13,0.0,3.0057109300163417e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:028,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.9,0.0,0.01,0.5,8.333333333333334,True,True,0.0,8.282843966237238e-07,0.009999171715603376,0.01,0.009998343431206752,-1.9878825518968654e-07,1.9878825518969376e-07,-1.987882551896937e-07,1.9878825518973574e-07,-1.987882551896937e-07,1.9878825518973574e-07,7.173310272059856e-21,-4.198107044829126e-20,3.6085181517463014e-14,2.1118486305049533e-13,8.282843966237238e-07,8.28284396623899e-07,1.6565687932476228e-06,-1.751240618448266e-19,1.0571493472449511e-13,0.0,3.293064200114262e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:029,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,0.95,0.0,0.01,0.5,8.333333333333334,True,True,0.0,8.639153921222071e-07,0.009999136084607878,0.01,0.009998272169215757,-2.073396941093329e-07,2.0733969410933007e-07,-2.073396941093297e-07,2.0733969410921537e-07,-2.073396941093297e-07,2.0733969410921537e-07,-3.202843331805323e-21,1.146935550141526e-19,1.5447323512093262e-14,5.531673783297605e-13,8.639153921222071e-07,8.639153921217307e-07,1.727830784243938e-06,4.764560328305439e-19,2.757538742655468e-13,0.0,3.582479062777226e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_transfer:030,literature_low_magnitude_proxy,transfer,literature_low_magnitude_proxy_transfer,1.0,0.0,0.01,0.5,8.333333333333334,True,True,0.0,8.982697374158901e-07,0.009999101730262585,0.01,0.009998203460525169,-2.155847369798257e-07,2.155847369798136e-07,-2.155847369798136e-07,2.155847369797459e-07,-2.155847369798136e-07,2.155847369797459e-07,-1.2096689277975477e-20,6.770969622114063e-20,5.611106540954928e-14,3.1407462870379675e-13,8.982697374158901e-07,8.982697374156079e-07,1.7965394748314978e-06,2.82061971435682e-19,1.5700293558099375e-13,0.0,3.873064901553401e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:000,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.5,0.0,0.01,4.5,75.0,True,False,0.0,4.727026083772926e-11,0.00999999995272974,0.01,0.009999999905459479,-1.260540289005978e-12,1.2605402889638e-12,-1.2605402890061137e-12,1.2605402832654988e-12,-1.2605402890061137e-12,1.2605402832654988e-12,1.357093192469811e-25,5.698301231190582e-21,1.0765964438469677e-13,4.520522890922231e-09,4.727026083772926e-11,4.7270260622456206e-11,9.454052146018547e-11,2.152730564832836e-19,2.2770453680429837e-09,0.0,1.1917213597285051e-22
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:001,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.45,0.0,0.01,4.5,75.0,True,False,0.0,1.1137441306768447e-10,0.009999999888625587,0.01,0.009999999777251174,-2.9699843484713936e-12,2.969984348537967e-12,-2.969984348471586e-12,2.9699843510459326e-12,-2.969984348471586e-12,2.9699843510459326e-12,1.9225486893322323e-25,-2.507965573027464e-21,6.473262023490511e-14,8.444373022181883e-10,1.1137441306768447e-10,1.1137441316422247e-10,2.2274882623190695e-10,-9.653800039377348e-20,4.333939800492031e-10,0.0,6.61560527835897e-22
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:002,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.4,0.0,0.01,4.5,75.0,True,False,0.0,2.644529560180392e-10,0.009999999735547044,0.01,0.009999999471094088,-7.052078827148026e-12,7.052078827146249e-12,-7.052078827147711e-12,7.052078828303128e-12,-7.052078827147711e-12,7.052078828303128e-12,-3.1503949110906327e-25,-1.1568791335214657e-21,4.467327986979838e-14,1.6404795829541715e-10,2.644529560180392e-10,2.644529560613673e-10,5.289059120794065e-10,-4.3328134075833866e-20,8.192030582894941e-11,0.0,3.729886184433984e-21
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:003,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.35,0.0,0.01,4.5,75.0,True,False,0.0,6.332163570460886e-10,0.009999999366783642,0.01,0.009999998733567285,-1.6885769521228537e-11,1.688576952131157e-11,-1.688576952122903e-11,1.6885769541878187e-11,-1.688576952122903e-11,1.6885769541878187e-11,4.9436966297114545e-25,-2.0566618084909275e-20,2.927729543800872e-14,1.2179852409984787e-09,6.332163570460886e-10,6.33216357820432e-10,1.2664327148665207e-09,-7.743432101552842e-19,6.1143651817573e-10,0.0,2.1384690950455813e-20
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:004,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.3,0.0,0.01,4.5,75.0,True,False,0.0,1.5295577900824448e-09,0.00999999847044221,0.01,0.009999996940884421,-4.0788207735530113e-11,4.078820773553869e-11,-4.0788207735531865e-11,4.078820771876342e-11,-4.0788207735531865e-11,4.078820771876342e-11,1.7512964531396133e-24,1.677526805901515e-20,4.2936342398148695e-14,4.1127740075715295e-10,1.5295577900824448e-09,1.5295577894536283e-09,3.059115579536073e-09,6.288164978082175e-19,2.0555499831869052e-10,0.0,1.2477584171947102e-19
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:005,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.25,0.0,0.01,4.5,75.0,True,False,0.0,3.7262692106699594e-09,0.00999999627373079,0.01,0.00999999254746158,-9.936717895119763e-11,9.936717895115645e-11,-9.936717895119892e-11,9.936717892955471e-11,-9.936717895119892e-11,9.936717892955471e-11,1.2924697071141057e-24,2.160174414863989e-20,1.3007008156575137e-14,2.1739315110533773e-10,3.7262692106699594e-09,3.726269209858302e-09,7.452538420528261e-09,8.116577411778576e-19,1.0891023908607029e-10,0.0,7.40537718792665e-19
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:006,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.2,0.0,0.01,4.5,75.0,True,False,0.0,9.138071974374362e-09,0.009999990861928026,0.01,0.009999981723856051,-2.4368191931664366e-10,2.4368191931663043e-10,-2.4368191931664966e-10,2.436819193189314e-10,-2.4368191931664966e-10,2.436819193189314e-10,5.997059441009451e-24,-2.3009579701811e-21,2.4610194543061855e-14,9.442464901015498e-12,9.138071974374362e-09,9.138071974459927e-09,1.827614394883429e-08,-8.556356256248518e-20,4.681707629444564e-12,0.0,4.453565835180162e-18
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:007,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.15,0.0,0.01,4.5,75.0,True,False,0.0,2.2428751869172015e-08,0.00999997757124813,0.01,0.009999955142496261,-5.981000498445827e-10,5.981000498445968e-10,-5.981000498445871e-10,5.981000498570902e-10,-5.981000498445871e-10,5.981000498570902e-10,4.342698215903395e-24,-1.2493425779271223e-20,7.260822360793685e-15,2.0888521547952382e-11,2.2428751869172015e-08,2.2428751869640884e-08,4.4857503738812895e-08,-4.688724409746578e-19,1.045248624845046e-11,0.0,2.6829275222368177e-17
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:008,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.1,0.0,0.01,4.5,75.0,True,False,0.0,5.4318923081914945e-08,0.009999945681076918,0.01,0.009999891362153837,-1.4485046155177393e-09,1.4485046155176543e-09,-1.4485046155177318e-09,1.4485046155125284e-09,-1.4485046155177318e-09,1.4485046155125284e-09,-7.444625512977249e-24,5.125831460837974e-21,5.1395248818840076e-15,3.5387056457573994e-12,5.4318923081914945e-08,5.4318923081719817e-08,1.0863784616363477e-07,1.9513521522370944e-19,1.796199226278739e-12,0.0,1.5736242158764762e-16
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:009,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,-0.05,0.0,0.01,4.5,75.0,True,False,0.0,1.2607800941310425e-07,0.009999873921990587,0.01,0.009999747843981175,-3.362080251016095e-09,3.3620802510160724e-09,-3.3620802510161133e-09,3.362080251007038e-09,-3.3620802510161133e-09,3.362080251007038e-09,1.819797347616661e-23,9.034466650304168e-21,5.412712403478971e-15,2.6871656759453653e-12,1.2607800941310425e-07,1.2607800941276393e-07,2.5215601882586815e-07,3.4029548655941516e-19,1.3495433824818342e-12,0.0,8.477687710681544e-16
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:010,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.0,0.0,0.01,4.5,75.0,True,False,0.0,2.6843227414476007e-07,0.009999731567725855,0.01,0.00999946313545171,-7.158193977193581e-09,7.158193977193618e-09,-7.158193977193602e-09,7.158193977193268e-09,-7.158193977193602e-09,7.158193977193268e-09,2.0679515313825692e-23,3.498973991099307e-22,2.8889291600244085e-15,4.888068138761288e-14,2.6843227414476007e-07,2.6843227414474757e-07,5.368645482895076e-07,1.249373597200093e-20,2.3271672550938497e-14,0.0,3.842980576134628e-15
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:011,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.05,0.0,0.01,4.5,75.0,True,False,0.0,5.047497966078884e-07,0.009999495250203392,0.01,0.009998990500406783,-1.3459994576210389e-08,1.345999457621034e-08,-1.3459994576210356e-08,1.3459994576229631e-08,-1.3459994576210356e-08,1.3459994576229631e-08,-3.3087224502121107e-23,-1.929150624596171e-20,2.4581900323051015e-15,1.4332476983334405e-12,5.047497966078884e-07,5.047497966086112e-07,1.0094995932164994e-06,-7.229426204815453e-19,7.161395857303568e-13,0.0,1.3587859049390372e-14
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:012,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.1,0.0,0.01,4.5,75.0,True,False,0.0,8.324576432930465e-07,0.009999167542356708,0.01,0.009998335084713416,-2.2198870487814587e-08,2.2198870487814553e-08,-2.2198870487814573e-08,2.219887048779401e-08,-2.2198870487814573e-08,2.219887048779401e-08,-1.3234889800848443e-23,2.0543857693366995e-20,5.961965410858784e-16,9.254460809005562e-13,8.324576432930465e-07,8.324576432922753e-07,1.664915286585322e-06,7.712234984750405e-19,4.632208645622989e-13,0.0,3.6959238820073127e-14
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:013,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.15,0.0,0.01,4.5,75.0,True,False,0.0,1.2286572248523735e-06,0.009998771342775149,0.01,0.009997542685550297,-3.2764192662729917e-08,3.2764192662730036e-08,-3.276419266272996e-08,3.27641926627098e-08,-3.276419266272996e-08,3.27641926627098e-08,4.632211430296955e-23,2.023614650549727e-20,1.4138030129355832e-15,6.176299447938576e-13,1.2286572248523735e-06,1.2286572248516175e-06,2.457314449703991e-06,7.559769054244631e-19,3.0764353561487756e-13,0.0,8.051192406298706e-14
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:014,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.2,0.0,0.01,4.5,75.0,True,False,0.0,1.6673588877571148e-06,0.009998332641112244,0.01,0.009996665282224487,-4.4462903673523044e-08,4.446290367352293e-08,-4.4462903673523064e-08,4.446290367351076e-08,-4.4462903673523064e-08,4.446290367351076e-08,1.9852334701272664e-23,1.2169481171880143e-20,4.464920880346015e-16,2.736996499652115e-13,1.6673588877571148e-06,1.6673588877566536e-06,3.3347177755137685e-06,4.612094397799665e-19,1.3830538918961728e-13,0.0,1.4827123523103327e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:015,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.25,0.0,0.01,4.5,75.0,True,False,0.0,2.1281997778625567e-06,0.009997871800222137,0.01,0.009995743600444274,-5.675199407633598e-08,5.675199407633475e-08,-5.675199407633484e-08,5.675199407635204e-08,-5.675199407633484e-08,5.675199407635204e-08,-1.138200522872966e-21,-1.729138352480849e-20,2.0055692163732522e-14,3.0468327688266423e-13,2.1281997778625567e-06,2.1281997778632017e-06,4.256399555725758e-06,-6.454391058077769e-19,1.5163968921560167e-13,0.0,2.415591623730991e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:016,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.3,0.0,0.01,4.5,75.0,True,True,0.0,2.597275306871644e-06,0.00999740272469313,0.01,0.009994805449386258,-6.92606748499113e-08,6.926067484991059e-08,-6.926067484991051e-08,6.926067484989511e-08,-6.926067484991051e-08,6.926067484989511e-08,-7.808584982500581e-22,1.5484821066992678e-20,1.1274197081420124e-14,2.2357306076714712e-13,2.597275306871644e-06,2.5972753068710663e-06,5.19455061374271e-06,5.776764700274328e-19,1.1120817044291207e-13,0.0,3.5977808104979696e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:017,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.35,0.0,0.01,4.5,75.0,True,True,0.0,3.065579181778906e-06,0.009996934420818221,0.01,0.009993868841636442,-8.174877818077095e-08,8.174877818077082e-08,-8.174877818077084e-08,8.174877818077168e-08,-8.174877818077084e-08,8.174877818077168e-08,-1.1911400820763599e-22,-8.602678370551488e-22,1.457073865302786e-15,1.0523311249408917e-14,3.065579181778906e-06,3.065579181778938e-06,6.131158363557844e-06,-3.218725199566341e-20,5.249783170987177e-15,0.0,5.012147050536708e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:018,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.4,0.0,0.01,4.5,75.0,True,True,0.0,3.527415496661494e-06,0.009996472584503339,0.01,0.009992945169006678,-9.406441324430735e-08,9.406441324430666e-08,-9.40644132443065e-08,9.406441324429545e-08,-9.40644132443065e-08,9.406441324429545e-08,-8.470329472543003e-22,1.1209951661318631e-20,9.004818273350167e-15,1.1917314183636949e-13,3.527415496661494e-06,3.5274154966610793e-06,7.054830993322574e-06,4.1504614415460717e-19,5.883147938589174e-14,0.0,6.636085379245969e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:019,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.45,0.0,0.01,4.5,75.0,True,True,0.0,3.9792538092748705e-06,0.009996020746190725,0.01,0.00999204149238145,-1.0611343491399637e-07,1.0611343491399644e-07,-1.0611343491399654e-07,1.0611343491400323e-07,-1.0611343491399654e-07,1.0611343491400323e-07,1.7205356741102976e-22,-6.789498467835251e-21,1.621411723694335e-15,6.398340109654934e-14,3.9792538092748705e-06,3.979253809275121e-06,7.958507618549992e-06,-2.507217523872729e-19,3.150361404478312e-14,0.0,8.445045801935768e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:020,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.5,0.0,0.01,4.5,75.0,True,True,0.0,4.4189742529194515e-06,0.009995581025747081,0.01,0.009991162051494163,-1.1783931341118599e-07,1.1783931341118515e-07,-1.1783931341118537e-07,1.178393134111666e-07,-1.1783931341118537e-07,1.178393134111666e-07,-6.220398206398768e-22,1.8555315500789517e-20,5.278712194031073e-15,1.5746286161769397e-13,4.4189742529194515e-06,4.4189742529187476e-06,8.8379485058382e-06,7.047314121155779e-19,7.973925302348663e-14,0.0,1.041457783891302e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:021,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.55,0.0,0.01,4.5,75.0,True,True,0.0,4.845380295548943e-06,0.009995154619704452,0.01,0.009990309239408903,-1.2921014121463763e-07,1.2921014121463843e-07,-1.2921014121463848e-07,1.292101412146233e-07,-1.2921014121463848e-07,1.292101412146233e-07,8.470329472543003e-22,1.5114244152568922e-20,6.555468009645192e-15,1.1697413229710644e-13,4.845380295548943e-06,4.845380295548374e-06,9.690760591097317e-06,5.692061405548898e-19,5.873699336642438e-14,0.0,1.2521445444528644e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:022,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.6,0.0,0.01,4.5,75.0,True,True,0.0,5.257883498051341e-06,0.00999474211650195,0.01,0.009989484233003899,-1.4021022661470394e-07,1.4021022661470264e-07,-1.4021022661470243e-07,1.4021022661468245e-07,-1.4021022661470243e-07,1.4021022661468245e-07,-1.5087774372967225e-21,2.0196441836094724e-20,1.0760823042122492e-14,1.440439996691147e-13,5.257883498051341e-06,5.257883498050592e-06,1.0515766996101932e-05,7.487771253728015e-19,7.120518414399674e-14,0.0,1.4744180735507555e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:023,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.65,0.0,0.01,4.5,75.0,True,True,0.0,5.656297359902586e-06,0.009994343702640098,0.01,0.009988687405280196,-1.5083459626406822e-07,1.508345962640694e-07,-1.5083459626406896e-07,1.5083459626405448e-07,-1.5083459626406896e-07,1.5083459626405448e-07,7.411538288475128e-22,1.4928955695357043e-20,4.913685899685513e-15,9.897567312223647e-14,5.656297359902586e-06,5.656297359902043e-06,1.1312594719804629e-05,5.421010862427522e-19,4.792013677407816e-14,0.0,1.7063306572606875e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:024,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.7,0.0,0.01,4.5,75.0,True,True,0.0,6.040700755241296e-06,0.00999395929924476,0.01,0.009987918598489519,-1.6108535347309985e-07,1.6108535347310162e-07,-1.6108535347310123e-07,1.610853534730894e-07,-1.6108535347310123e-07,1.610853534730894e-07,1.376428539288238e-21,1.2229038175983961e-20,8.544715640569274e-15,7.591651203736529e-14,6.040700755241296e-06,6.040700755240852e-06,1.2081401510482148e-05,4.438452643612534e-19,3.673789534899253e-14,0.0,1.9461368327664046e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:025,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.75,0.0,0.01,4.5,75.0,True,True,0.0,6.4113463378123535e-06,0.009993588653662188,0.01,0.009987177307324376,-1.7096923567499077e-07,1.709692356749963e-07,-1.709692356749961e-07,1.7096923567499109e-07,-1.709692356749961e-07,1.7096923567499109e-07,5.320425699941074e-21,5.2145465815342865e-21,3.111919918771197e-14,3.049991164168781e-14,6.4113463378123535e-06,6.4113463378121655e-06,1.2822692675624519e-05,1.8804131429045468e-19,1.4664729089851347e-14,0.0,2.1922859660468627e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:026,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.8,0.0,0.01,4.5,75.0,True,True,0.0,6.768598443953101e-06,0.009993231401556047,0.01,0.009986462803112094,-1.804959585054168e-07,1.8049595850541591e-07,-1.8049595850541602e-07,1.8049595850541666e-07,-1.8049595850541602e-07,1.8049595850541666e-07,-7.676236084492097e-22,-7.411538288475128e-22,4.252857597507774e-15,4.10620733552475e-15,6.768598443953101e-06,6.768598443953125e-06,1.3537196887906226e-05,-2.371692252312041e-20,1.75198179649056e-15,0.0,2.4434093277591732e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:027,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.85,0.0,0.01,4.5,75.0,True,True,0.0,7.112890637639945e-06,0.00999288710936236,0.01,0.00998577421872472,-1.8967708367040174e-07,1.8967708367039854e-07,-1.8967708367039854e-07,1.8967708367040315e-07,-1.8967708367039854e-07,1.8967708367040315e-07,-3.202843331805323e-21,-4.605741650695258e-21,1.688576853791596e-14,2.428201426113517e-14,7.112890637639945e-06,7.112890637640118e-06,1.4225781275280063e-05,-1.7279472123987727e-19,1.2146589202811525e-14,0.0,2.698304705228118e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:028,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.9,0.0,0.01,4.5,75.0,True,True,0.0,7.444696519188021e-06,0.009992555303480812,0.01,0.009985110606961623,-1.9852524051169195e-07,1.9852524051168044e-07,-1.9852524051168054e-07,1.985252405116896e-07,-1.9852524051168054e-07,1.985252405116896e-07,-1.1408475008331358e-20,-9.158543742187122e-21,5.746611855966731e-14,4.6132893321682424e-14,7.444696519188021e-06,7.44469651918836e-06,1.488939303837638e-05,-3.3881317890172014e-19,2.2755338517053373e-14,0.0,2.9559203340166802e-12
