point_uid,case_id,curve_kind,curve_id,vtg_v,vbg_v,external_vds_v,r_pair_w_kohm_um,r_pair_ohm,circuit_coupled,circuit_closure_applicable,external_source_v,internal_source_v,internal_drain_v,external_drain_v,internal_device_vds_v,source_current_terminal_a,drain_current_terminal_a,external_source_current_terminal_a,external_drain_current_terminal_a,source_resistor_current_external_to_internal_a,drain_resistor_current_external_to_internal_a,source_kcl_residual_a,drain_kcl_residual_a,source_kcl_relative_residual,drain_kcl_relative_residual,source_drop_v,drain_drop_v,total_resistor_drop_v,circuit_ohms_law_residual_v,circuit_ohms_law_relative_residual,voltage_partition_residual_v,total_resistor_power_w
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:029,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,0.95,0.0,0.01,4.5,75.0,True,True,0.0,7.764509603785635e-06,0.009992235490396215,0.01,0.00998447098079243,-2.0705358943429347e-07,2.0705358943428384e-07,-2.070535894342836e-07,2.0705358943426399e-07,-2.070535894342836e-07,2.0705358943426399e-07,-9.873227791432938e-21,1.9852334701272664e-20,4.768440778258575e-14,9.588017650654417e-14,7.764509603785635e-06,7.7645096037849e-06,1.5529019207570535e-05,7.352245982167327e-19,4.7345205024816e-14,0.0,3.2153391673212612e-12
literature_high_magnitude_proxy:literature_high_magnitude_proxy_transfer:030,literature_high_magnitude_proxy,transfer,literature_high_magnitude_proxy_transfer,1.0,0.0,0.01,4.5,75.0,True,True,0.0,8.072829470307271e-06,0.009991927170529692,0.01,0.009983854341059384,-2.152754525415217e-07,2.152754525415269e-07,-2.1527545254152722e-07,2.1527545254154678e-07,-2.1527545254152722e-07,2.1527545254154678e-07,5.532183936754649e-21,-1.987880448087436e-20,2.5698164242332626e-14,9.234125045928253e-14,8.072829470307271e-06,8.072829470308004e-06,1.6145658940615277e-05,-7.318364664277155e-19,4.532713524541932e-14,0.0,3.475764035022266e-12
ideal_control:ideal_control_output_vtg_0p3:000,ideal_control,output,ideal_control_output_vtg_0p3,0.3,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,1.6938906450914556e-22,-1.3035017854805336e-22,1.6938906450914556e-22,-1.3035017854805336e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p3:001,ideal_control,output,ideal_control_output_vtg_0p3,0.3,0.0,0.001,0.0,0.0,False,False,0.0,0.0,0.001,0.001,0.001,-7.145745068011906e-09,7.145745068011705e-09,-7.145745068011906e-09,7.145745068011705e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p3:002,ideal_control,output,ideal_control_output_vtg_0p3,0.3,0.0,0.005,0.0,0.0,False,False,0.0,0.0,0.005,0.005,0.005,-3.524828171760767e-08,3.524828171760773e-08,-3.524828171760767e-08,3.524828171760773e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p3:003,ideal_control,output,ideal_control_output_vtg_0p3,0.3,0.0,0.01,0.0,0.0,False,False,0.0,0.0,0.01,0.01,0.01,-6.929667324823945e-08,6.929667324823877e-08,-6.929667324823945e-08,6.929667324823877e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p3:004,ideal_control,output,ideal_control_output_vtg_0p3,0.3,0.0,0.05,0.0,0.0,False,False,0.0,0.0,0.05,0.05,0.05,-2.989761851043792e-07,2.9897618510437926e-07,-2.989761851043792e-07,2.9897618510437926e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p3:005,ideal_control,output,ideal_control_output_vtg_0p3,0.3,0.0,0.1,0.0,0.0,False,False,0.0,0.0,0.1,0.1,0.1,-4.845234032356847e-07,4.845234032356854e-07,-4.845234032356847e-07,4.845234032356854e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p3:006,ideal_control,output,ideal_control_output_vtg_0p3,0.3,0.0,0.2,0.0,0.0,False,False,0.0,0.0,0.2,0.2,0.2,-6.06815511322791e-07,6.068155113227908e-07,-6.06815511322791e-07,6.068155113227908e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p5:000,ideal_control,output,ideal_control_output_vtg_0p5,0.5,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,1.1274959606390074e-21,3.093335455391629e-23,1.1274959606390074e-21,3.093335455391629e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p5:001,ideal_control,output,ideal_control_output_vtg_0p5,0.5,0.0,0.001,0.0,0.0,False,False,0.0,0.0,0.001,0.001,0.001,-1.1996710970816617e-08,1.1996710970820002e-08,-1.1996710970816617e-08,1.1996710970820002e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p5:002,ideal_control,output,ideal_control_output_vtg_0p5,0.5,0.0,0.005,0.0,0.0,False,False,0.0,0.0,0.005,0.005,0.005,-5.953474352132968e-08,5.95347435213286e-08,-5.953474352132968e-08,5.95347435213286e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p5:003,ideal_control,output,ideal_control_output_vtg_0p5,0.5,0.0,0.01,0.0,0.0,False,False,0.0,0.0,0.01,0.01,0.01,-1.1794354186992015e-07,1.179435418699207e-07,-1.1794354186992015e-07,1.179435418699207e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p5:004,ideal_control,output,ideal_control_output_vtg_0p5,0.5,0.0,0.05,0.0,0.0,False,False,0.0,0.0,0.05,0.05,0.05,-5.440783017041827e-07,5.440783017041831e-07,-5.440783017041827e-07,5.440783017041831e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p5:005,ideal_control,output,ideal_control_output_vtg_0p5,0.5,0.0,0.1,0.0,0.0,False,False,0.0,0.0,0.1,0.1,0.1,-9.726893392359228e-07,9.72689339235923e-07,-9.726893392359228e-07,9.72689339235923e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_0p5:006,ideal_control,output,ideal_control_output_vtg_0p5,0.5,0.0,0.2,0.0,0.0,False,False,0.0,0.0,0.2,0.2,0.2,-1.4952543737150776e-06,1.4952543737150782e-06,-1.4952543737150776e-06,1.4952543737150782e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_1:000,ideal_control,output,ideal_control_output_vtg_1,1.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,-7.7813101508887325e-22,8.891271696646991e-23,-7.7813101508887325e-22,8.891271696646991e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_1:001,ideal_control,output,ideal_control_output_vtg_1,1.0,0.0,0.001,0.0,0.0,False,False,0.0,0.0,0.001,0.001,0.001,-2.172467045896583e-08,2.172467045895991e-08,-2.172467045896583e-08,2.172467045895991e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_1:002,ideal_control,output,ideal_control_output_vtg_1,1.0,0.0,0.005,0.0,0.0,False,False,0.0,0.0,0.005,0.005,0.005,-1.0826693101026772e-07,1.0826693101025721e-07,-1.0826693101026772e-07,1.0826693101025721e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_1:003,ideal_control,output,ideal_control_output_vtg_1,1.0,0.0,0.01,0.0,0.0,False,False,0.0,0.0,0.01,0.01,0.01,-2.1562345999671833e-07,2.1562345999672106e-07,-2.1562345999671833e-07,2.1562345999672106e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_1:004,ideal_control,output,ideal_control_output_vtg_1,1.0,0.0,0.05,0.0,0.0,False,False,0.0,0.0,0.05,0.05,0.05,-1.038288423828532e-06,1.0382884238285144e-06,-1.038288423828532e-06,1.0382884238285144e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_1:005,ideal_control,output,ideal_control_output_vtg_1,1.0,0.0,0.1,0.0,0.0,False,False,0.0,0.0,0.1,0.1,0.1,-1.96434571970975e-06,1.964345719709752e-06,-1.96434571970975e-06,1.964345719709752e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ideal_control:ideal_control_output_vtg_1:006,ideal_control,output,ideal_control_output_vtg_1,1.0,0.0,0.2,0.0,0.0,False,False,0.0,0.0,0.2,0.2,0.2,-3.4492140288007443e-06,3.449214028800741e-06,-3.4492140288007443e-06,3.449214028800741e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p3:000,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.0,0.5,8.333333333333334,True,False,0.0,-3.317318353882031e-22,3.317318329410713e-22,0.0,6.634636683292743e-22,-7.1461011589796155e-22,-4.6317322326719306e-23,7.961564049316873e-23,-7.961563990585711e-23,7.961564049316873e-23,-7.961563990585711e-23,-7.942257563911303e-22,3.3298317579137805e-23,0.0007942257563911303,3.3298317579137804e-05,-3.317318353882031e-22,-3.317318329410713e-22,-6.634636683292743e-22,-1.326927334211417e-21,1.9999999963115813,4.70197740328915e-38,5.282208470315248e-44
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p3:001,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.001,0.5,8.333333333333334,True,True,0.0,2.97721649134595e-08,0.0009999702278350865,0.001,0.000999940455670173,-7.145319579230724e-09,7.1453195792302754e-09,-7.1453195792302796e-09,7.1453195792450795e-09,-7.1453195792302796e-09,7.1453195792450795e-09,-4.441959889409759e-22,-1.4804051422861536e-20,6.21660072744848e-14,2.071852946348639e-12,2.97721649134595e-08,2.9772164913521165e-08,5.954432982698067e-08,-6.16613515821529e-20,1.0355537086614267e-12,0.0,4.254632657453111e-16
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p3:002,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.005,0.5,8.333333333333334,True,True,0.0,1.4685921283092697e-07,0.0049998531407871695,0.005,0.004999706281574339,-3.524621107942292e-08,3.524621107942259e-08,-3.524621107942247e-08,3.524621107933723e-08,-3.524621107942247e-08,3.524621107933723e-08,-4.499862532288471e-22,8.535842177057203e-20,1.2766939748923917e-14,2.421775820902517e-12,1.4685921283092697e-07,1.468592128305718e-07,2.9371842566149876e-07,3.551715026955688e-19,1.2092244533030856e-12,0.0,1.0352461628768325e-14
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p3:003,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.01,0.5,8.333333333333334,True,True,0.0,2.887194649093214e-07,0.009999711280535091,0.01,0.009999422561070182,-6.92926715782376e-08,6.929267157823716e-08,-6.929267157823713e-08,6.929267157812502e-08,-6.929267157823713e-08,6.929267157812502e-08,-4.632211430296955e-22,1.1213922128258886e-19,6.6849947112614585e-15,1.6183417196719626e-12,2.887194649093214e-07,2.8871946490885425e-07,5.774389298181756e-07,4.6703279129233985e-19,8.088003201297831e-13,0.0,4.00122861203472e-14
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p3:004,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.05,0.5,8.333333333333334,True,True,0.0,1.245671863375562e-06,0.04999875432813663,0.05,0.049997508656273254,-2.989612472101336e-07,2.9896124721013484e-07,-2.9896124721013484e-07,2.9896124720985013e-07,-2.9896124721013484e-07,2.9896124720985013e-07,1.2176098616780567e-21,2.847089493958517e-19,4.072801652523945e-15,9.523272733597294e-13,1.245671863375562e-06,1.2456718633743757e-06,2.4913437267499378e-06,1.1862696426296476e-18,4.761565535467826e-13,0.0,7.44815227777952e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p3:005,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.1,0.5,8.333333333333334,True,True,0.0,2.0187641642063784e-06,0.0999979812358358,0.1,0.09999596247167158,-4.845033994095307e-07,4.845033994095303e-07,-4.845033994095308e-07,4.845033994105297e-07,-4.845033994095308e-07,4.845033994105297e-07,1.0587911840678754e-22,-9.993929986416676e-19,2.1853121884350758e-16,2.0627161746596157e-12,2.0187641642063784e-06,2.0187641642105403e-06,4.037528328416918e-06,-4.163166935754886e-18,1.0311177029890802e-12,0.0,1.9561962003322943e-12
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p3:006,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.2,0.5,8.333333333333334,True,True,0.0,2.5283168213719465e-06,0.19999747168317863,0.2,0.19999494336635726,-6.067960371292674e-07,6.06796037129267e-07,-6.067960371292672e-07,6.067960371303194e-07,-6.067960371292672e-07,6.067960371303194e-07,-2.117582368135751e-22,-1.0523325578450614e-18,3.489776199188718e-16,1.7342442821838267e-12,2.5283168213719465e-06,2.5283168213763307e-06,5.056633642748277e-06,-4.385089567935513e-18,8.671954263920961e-13,0.0,3.0683452556368457e-12
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:000,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.0,0.5,8.333333333333334,True,False,0.0,4.1124880684047023e-22,-4.1124880738533307e-22,0.0,-8.2249761422580335e-22,6.881430745683801e-23,1.0239436614371192e-22,-9.869971364171285e-23,9.869971377247993e-23,-9.869971364171285e-23,9.869971377247993e-23,1.6751402109855086e-22,3.694652371231992e-24,0.00016751402109855084,3.6946523712319914e-06,4.1124880684047023e-22,4.1124880738533307e-22,8.2249761422580335e-22,-5.448627905044451e-31,6.624490827932274e-10,4.70197740328915e-38,8.11802790488566e-44
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:001,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.001,0.5,8.333333333333334,True,True,0.0,4.998129895652349e-08,0.0009999500187010434,0.001,0.0009999000374020868,-1.1995511749565683e-08,1.1995511749565696e-08,-1.1995511749565637e-08,1.1995511749584435e-08,-1.1995511749565637e-08,1.1995511749584435e-08,-4.632211430296955e-23,-1.873894959677629e-20,3.861620518578269e-15,1.5621634147809883e-12,4.998129895652349e-08,4.998129895660182e-08,9.996259791312531e-08,-7.832407784142108e-20,7.835338364197874e-13,0.0,1.1991025177849398e-15
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:002,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.005,0.5,8.333333333333334,True,True,0.0,2.480368205646179e-07,0.004999751963179436,0.005,0.004999503926358871,-5.9528836935509e-08,5.952883693550834e-08,-5.9528836935508295e-08,5.952883693545463e-08,-5.9528836935508295e-08,5.952883693545463e-08,-7.014491594449675e-22,5.3713800256743405e-20,1.1783350650792784e-14,9.023156342687366e-13,2.480368205646179e-07,2.480368205643943e-07,4.960736411290122e-07,2.236166980751353e-19,4.5077319078314026e-13,0.0,2.9530686890759524e-14
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:003,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.01,0.5,8.333333333333334,True,True,0.0,4.913831326126569e-07,0.009999508616867388,0.01,0.009999017233734775,-1.1793195182703432e-07,1.1793195182703762e-07,-1.1793195182703764e-07,1.1793195182699389e-07,-1.1793195182703764e-07,1.1793195182699389e-07,3.321957340012959e-21,4.3728075902003255e-20,2.8168424998892888e-14,3.707907418180961e-13,4.913831326126569e-07,4.913831326124746e-07,9.827662652251315e-07,1.8232384189648815e-19,1.8552106268596992e-13,0.0,1.1589954384774638e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:004,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.05,0.5,8.333333333333334,True,True,0.0,2.266787730875661e-06,0.04999773321226913,0.05,0.049995466424538254,-5.440290554101548e-07,5.44029055410159e-07,-5.440290554101586e-07,5.440290554098448e-07,-5.440290554101586e-07,5.440290554098448e-07,3.8116482626443515e-21,3.1424922343134543e-19,7.006332152187431e-15,5.776331618803411e-13,2.266787730875661e-06,2.2667877308743534e-06,4.5335754617500146e-06,1.3078188705606397e-18,2.88474049146147e-13,0.0,2.4663967760858226e-12
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:005,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.1,0.5,8.333333333333334,True,True,0.0,4.0525451245002555e-06,0.0999959474548755,0.1,0.099991894909751,-9.72610829880062e-07,9.726108298800607e-07,-9.726108298800613e-07,9.726108298813151e-07,-9.726108298800613e-07,9.726108298813151e-07,-6.352747104407253e-22,-1.2544557948836188e-18,6.531643396558359e-16,1.2897818493720621e-12,4.0525451245002555e-06,4.05254512450548e-06,8.105090249005735e-06,-5.2244992186645245e-18,6.445948235187208e-13,0.0,7.883098553343343e-12
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:006,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_0p5,0.5,0.0,0.2,0.5,8.333333333333334,True,True,0.0,6.229833136992608e-06,0.199993770166863,0.2,0.199987540333726,-1.4951599528782286e-06,1.4951599528782257e-06,-1.4951599528782259e-06,1.4951599528800762e-06,-1.4951599528782259e-06,1.4951599528800762e-06,-2.752857078576476e-21,-1.8505552315138327e-18,1.8411789810696455e-15,1.2376971627344421e-12,6.229833136992608e-06,6.229833137000318e-06,1.2459666273992926e-05,-7.709693885908642e-18,6.187721016249306e-13,0.0,1.8629194039113214e-11
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:000,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_1,1.0,0.0,0.0,0.5,8.333333333333334,True,False,0.0,-3.1310214917198547e-22,3.131020745503703e-22,0.0,6.262042237223557e-22,-1.2439509424890236e-21,-7.361145869782558e-24,7.514451580127651e-23,-7.514449789208886e-23,7.514451580127651e-23,-7.514449789208886e-23,-1.3190954582903001e-21,6.77833520223063e-23,0.0013190954582903,6.77833520223063e-05,-3.1310214917198547e-22,-3.131020745503703e-22,-6.262042237223557e-22,-1.2524083728230963e-21,1.9999998808350177,0.0,4.705580757692685e-44
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:001,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_1,1.0,0.0,0.001,0.5,8.333333333333334,True,True,0.0,9.050307572918261e-08,0.0009999094969242708,0.001,0.0009998189938485416,-2.1720738175007293e-08,2.172073817500387e-08,-2.1720738175003825e-08,2.1720738175006608e-08,-2.1720738175003825e-08,2.1720738175006608e-08,-3.467541127822292e-21,-2.7363134663254155e-21,1.5964195599080407e-13,1.259770015309152e-13,9.050307572918261e-08,9.050307572919421e-08,1.8100615145837682e-07,-1.1593763465543236e-20,6.40517649379918e-14,0.0,3.9315872238927416e-15
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:002,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_1,1.0,0.0,0.005,0.5,8.333333333333334,True,True,0.0,4.510308340634137e-07,0.004999548969165937,0.005,0.004999097938331874,-1.0824740017521886e-07,1.0824740017521936e-07,-1.0824740017521929e-07,1.0824740017512102e-07,-1.0824740017521929e-07,1.0824740017512102e-07,4.235164736271502e-22,9.834846611010478e-20,3.912486331695793e-15,9.085526853384816e-13,4.510308340634137e-07,4.5103083406300426e-07,9.02061668126418e-07,4.0943455087904743e-19,4.5388753934023487e-13,0.0,9.764583037236191e-14
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:003,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_1,1.0,0.0,0.01,0.5,8.333333333333334,True,True,0.0,8.982697374158887e-07,0.009999101730262585,0.01,0.009998203460525169,-2.155847369798225e-07,2.1558473697981328e-07,-2.1558473697981328e-07,2.155847369797459e-07,-2.1558473697981328e-07,2.155847369797459e-07,-9.211483301390516e-21,6.739205886592027e-20,4.27279010120863e-14,3.1260125280682866e-13,8.982697374158887e-07,8.982697374156079e-07,1.7965394748314966e-06,2.8079142201480056e-19,1.5629571515044885e-13,0.0,3.873064901553395e-13
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:004,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_1,1.0,0.0,0.05,0.5,8.333333333333334,True,True,0.0,4.325459793654285e-06,0.04999567454020635,0.05,0.049991349080412695,-1.0381103504770273e-06,1.0381103504770283e-06,-1.0381103504770283e-06,1.0381103504769616e-06,-1.0381103504770283e-06,1.0381103504769616e-06,1.0587911840678754e-21,6.670384459627615e-20,1.0199216139029382e-15,6.42550616758851e-14,4.325459793654285e-06,4.325459793654007e-06,8.650919587308293e-06,2.778268066994105e-19,3.211529177857674e-14,0.0,8.980609164728912e-12
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:005,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_1,1.0,0.0,0.1,0.5,8.333333333333334,True,True,0.0,8.183475995368649e-06,0.09999181652400464,0.1,0.09998363304800928,-1.964034238888471e-06,1.9640342388884775e-06,-1.964034238888476e-06,1.9640342388871354e-06,-1.964034238888476e-06,1.9640342388871354e-06,4.658681209898652e-21,1.3421237049244389e-18,2.371995924335404e-15,6.833504622017172e-13,8.183475995368649e-06,8.183475995363065e-06,1.6366951990731714e-05,5.583641188300348e-18,3.4115339199762146e-13,0.0,3.2145254096030015e-11
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:006,literature_low_magnitude_proxy,output,literature_low_magnitude_proxy_output_vtg_1,1.0,0.0,0.2,0.5,8.333333333333334,True,True,0.0,1.4369846635225835e-05,0.1999856301533648,0.2,0.19997126030672957,-3.4487631924542043e-06,3.4487631924542005e-06,-3.4487631924542e-06,3.448763192452908e-06,-3.4487631924542e-06,3.448763192452908e-06,-4.235164736271502e-21,1.2925722775100623e-18,1.2280242219987507e-15,3.747929925540191e-13,1.4369846635225835e-05,1.4369846635220451e-05,2.8739693270446286e-05,5.383741412748333e-18,1.873277269206127e-13,0.0,9.911639631352025e-11
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:000,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.0,4.5,75.0,True,False,0.0,-3.929290366251873e-22,3.9292904101768505e-22,0.0,7.858580776428723e-22,-5.822749092502024e-23,8.270950415485638e-23,1.0478107643338327e-23,-1.04781077604716e-23,1.0478107643338327e-23,-1.04781077604716e-23,-6.870559856835857e-23,9.318761191532799e-23,6.870559856835856e-05,9.318761191532798e-05,-3.929290366251873e-22,-3.9292904101768505e-22,-7.858580776428723e-22,-1.5717161596782424e-21,1.9999999944105715,0.0,8.23430557595401e-45
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:001,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.001,4.5,75.0,True,True,0.0,2.678219059599213e-07,0.00099973217809404,0.001,0.0009994643561880802,-7.141917492264513e-09,7.141917492264633e-09,-7.141917492264568e-09,7.141917492264893e-09,-7.141917492264568e-09,7.141917492264893e-09,5.542110104105285e-23,-2.605618929542037e-22,7.759974978859614e-15,3.648346445284578e-14,2.678219059599213e-07,2.678219059599335e-07,5.356438119198548e-07,-1.2176098616780567e-20,2.2731707798767828e-14,0.0,3.82552390997377e-15
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:002,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.005,4.5,75.0,True,True,0.0,1.3211120522977762e-06,0.004998678887947703,0.005,0.004997357775895405,-3.522965472794082e-08,3.5229654727940665e-08,-3.52296547279407e-08,3.522965472793164e-08,-3.52296547279407e-08,3.522965472793164e-08,-1.1911400820763599e-22,9.026194844178638e-21,3.3810722565261496e-15,2.562101421056493e-13,1.3211120522977762e-06,1.3211120522974365e-06,2.6422241045952127e-06,3.3966021184897444e-19,1.2855087169110897e-13,0.0,9.308464291871964e-14
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:003,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.01,4.5,75.0,True,True,0.0,2.597275306871642e-06,0.00999740272469313,0.01,0.009994805449386258,-6.926067484991139e-08,6.926067484991057e-08,-6.926067484991045e-08,6.926067484989511e-08,-6.926067484991045e-08,6.926067484989511e-08,-9.396771758602394e-22,1.545835128739098e-20,1.3567254114929284e-14,2.2319088459489566e-13,2.597275306871642e-06,2.5972753068710663e-06,5.194550613742709e-06,5.759824041329242e-19,1.1088204677592409e-13,0.0,3.5977808104979666e-13
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:004,literature_high_magnitude_proxy,output,literature_high_magnitude_proxy_output_vtg_0p3,0.3,0.0,0.05,4.5,75.0,True,True,0.0,1.1206567424711161e-05,0.04998879343257529,0.05,0.04997758686515058,-2.9884179799229783e-07,2.988417979922976e-07,-2.988417979922976e-07,2.9884179799229603e-07,-2.988417979922976e-07,2.9884179799229603e-07,-2.117582368135751e-22,1.5881867761018131e-21,7.085964488107946e-16,5.3144733660809634e-15,1.1206567424711161e-05,1.12065674247111e-05,2.241313484942226e-05,6.098637220230962e-20,2.7210103634334602e-15,0.0,6.697981517045156e-12
