route,case_id,vdd_v,v_top_load_v,v_top_load_over_vdd,wload_over_wdriver,vin_fraction,vin_v,vout_v,supply_current_a,static_power_w,finite
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.53,0.053000000000000005,0.019330336765608074,3.917144686614526e-08,3.9171446866145255e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.54,0.054000000000000006,0.019186702330433673,3.929153406106726e-08,3.929153406106726e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.55,0.05500000000000001,0.019044910186271333,3.941027106452669e-08,3.941027106452669e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.56,0.05600000000000001,0.018904934270550504,3.952767238613399e-08,3.952767238613399e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.5700000000000001,0.05700000000000001,0.018766748810468945,3.964375252286867e-08,3.964375252286867e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.58,0.057999999999999996,0.018630328325685282,3.975852595056719e-08,3.9758525950567195e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.59,0.059,0.018495647630589102,3.987200711587889e-08,3.9872007115878895e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.6,0.06,0.018362681836170864,3.9984210428672036e-08,3.998421042867204e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.61,0.061,0.018231406351515683,4.0095150254873125e-08,4.0095150254873125e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.62,0.062,0.018101796884942293,4.0204840909722104e-08,4.0204840909722106e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.63,0.063,0.017973829444807965,4.0313296651427715e-08,4.031329665142772e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.64,0.064,0.017847480339999763,4.042053167520618e-08,4.042053167520618e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.65,0.065,0.017722726180131123,4.0526560107688296e-08,4.05265601076883e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.66,0.066,0.017599543875461893,4.0631396001679205e-08,4.0631396001679205e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.67,0.067,0.017477910636559842,4.0735053331256355e-08,4.0735053331256355e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.68,0.068,0.017357803973719735,4.083754598719096e-08,4.083754598719097e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.6900000000000001,0.069,0.017239201696156153,4.093888777267968e-08,4.093888777267969e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.7000000000000001,0.07,0.017122081910985354,4.10390923993721e-08,4.1039092399372104e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.71,0.071,0.017006423022010372,4.1138173483681865e-08,4.113817348368187e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.72,0.072,0.016892203728323164,4.1236144543367995e-08,4.123614454336799e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.73,0.073,0.016779403022737043,4.1333018994374913e-08,4.1333018994374915e-09,True
ngspice,v100_t050_r0250,0.1,0.05,0.5,0.25,0.74,0.074,0.016668000190061493,4.142881014791867e-08,4.1428810147918674e-09,True
