point_uid,parameter_group_id,changed_parameter,case_id,r_pair_w_kohm_um,r_pair_ohm,r_source_ohm,r_drain_ohm,execution_mode,circuit_coupled,device_id,curve_kind,curve_id,point_index,mesh_level,stage_id,mode_id,vbg_v,vtg_v,requested_external_source_v,requested_external_vds_v,external_source_v,external_drain_v,external_vds_v,internal_source_v,internal_drain_v,internal_device_vds_v,source_current_a_per_cm,drain_current_a_per_cm,source_current_terminal_a,drain_current_terminal_a,external_source_current_terminal_a,external_drain_current_terminal_a,external_source_current_a_per_cm,external_drain_current_a_per_cm,current_imbalance_a_per_cm,relative_current_imbalance,source_resistor_current_external_to_internal_a,drain_resistor_current_external_to_internal_a,source_voltage_source_current_a,drain_voltage_source_current_a,source_kcl_residual_a,drain_kcl_residual_a,source_kcl_relative_residual,drain_kcl_relative_residual,source_drop_v,drain_drop_v,total_resistor_drop_v,circuit_ohms_law_residual_v,circuit_ohms_law_relative_residual,voltage_partition_residual_v,total_resistor_power_w,circuit_closure_applicable,circuit_solution_list_json,center_channel_potential_v,center_channel_electron_density_cm3,solve_seconds,converged
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:005,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_0p5,output,literature_low_magnitude_proxy_output_vtg_0p5,5,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.5,0.0,0.1,0.0,0.1,0.1,4.0525451245002555e-06,0.0999959474548755,0.099991894909751,-0.00016210180498001033,0.0001621018049800101,-9.72610829880062e-07,9.726108298800607e-07,-9.726108298800613e-07,9.726108298813151e-07,-0.00016210180498001022,0.0001621018049802192,-2.168404344971009e-19,1.337680567615152e-15,-9.726108298800613e-07,9.726108298813151e-07,9.726108298800613e-07,-9.726108298800611e-07,-6.352747104407253e-22,-1.2544557948836188e-18,6.531643396558359e-16,1.2897818493720621e-12,4.0525451245002555e-06,4.05254512450548e-06,8.105090249005735e-06,-5.2244992186645245e-18,6.445948235187208e-13,0.0,7.883098553343343e-12,True,"[""dcop"", ""dcop_prev""]",0.10253817772696895,8.900207399898157e+16,0.05090275700058555,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_0p5:006,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_0p5,output,literature_low_magnitude_proxy_output_vtg_0p5,6,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.5,0.0,0.2,0.0,0.2,0.2,6.229833136992608e-06,0.199993770166863,0.199987540333726,-0.00024919332547970475,0.00024919332547970426,-1.4951599528782286e-06,1.4951599528782257e-06,-1.4951599528782259e-06,1.4951599528800762e-06,-0.0002491933254797043,0.0002491933254800127,-4.87890977618477e-19,1.957881402638983e-15,-1.4951599528782259e-06,1.4951599528800762e-06,1.4951599528782259e-06,-1.4951599528782259e-06,-2.752857078576476e-21,-1.8505552315138327e-18,1.8411789810696455e-15,1.2376971627344421e-12,6.229833136992608e-06,6.229833137000318e-06,1.2459666273992926e-05,-7.709693885908642e-18,6.187721016249306e-13,0.0,1.8629194039113214e-11,True,"[""dcop"", ""dcop_prev""]",0.12923739451917268,7.37498357715665e+16,0.06826469500083476,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:000,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_1,output,literature_low_magnitude_proxy_output_vtg_1,0,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.1310214917198547e-22,3.131020745503703e-22,6.262042237223557e-22,-2.0732515708150392e-19,-1.2268576449637596e-21,-1.2439509424890236e-21,-7.361145869782558e-24,7.514451580127651e-23,-7.514449789208886e-23,1.2524085966879419e-20,-1.252408298201481e-20,-2.0855201472646768e-19,1.0059175531914897,7.514451580127651e-23,-7.514449789208886e-23,-7.514451580127672e-23,7.514449789208915e-23,-1.3190954582903001e-21,6.77833520223063e-23,0.0013190954582903,6.77833520223063e-05,-3.1310214917198547e-22,-3.131020745503703e-22,-6.262042237223557e-22,-1.2524083728230963e-21,1.9999998808350177,0.0,4.705580757692685e-44,False,"[""dcop"", ""dcop_prev""]",0.07117305061385518,1.569114465888917e+17,0.011874878997332416,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:001,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_1,output,literature_low_magnitude_proxy_output_vtg_1,1,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,1.0,0.0,0.001,0.0,0.001,0.001,9.050307572918261e-08,0.0009999094969242708,0.0009998189938485416,-3.6201230291678822e-06,3.6201230291673117e-06,-2.1720738175007293e-08,2.172073817500387e-08,-2.1720738175003825e-08,2.1720738175006608e-08,-3.620123029167304e-06,3.620123029167768e-06,-5.704766899757713e-19,1.57584890176205e-13,-2.1720738175003825e-08,2.1720738175006608e-08,2.172073817500383e-08,-2.1720738175003822e-08,-3.467541127822292e-21,-2.7363134663254155e-21,1.5964195599080407e-13,1.259770015309152e-13,9.050307572918261e-08,9.050307572919421e-08,1.8100615145837682e-07,-1.1593763465543236e-20,6.40517649379918e-14,0.0,3.9315872238927416e-15,True,"[""dcop"", ""dcop_prev""]",0.07163859377133337,1.567010786378985e+17,0.03555849199619843,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:002,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_1,output,literature_low_magnitude_proxy_output_vtg_1,2,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,1.0,0.0,0.005,0.0,0.005,0.005,4.510308340634137e-07,0.004999548969165937,0.004999097938331874,-1.8041233362536477e-05,1.804123336253656e-05,-1.0824740017521886e-07,1.0824740017521936e-07,-1.0824740017521929e-07,1.0824740017512102e-07,-1.804123336253655e-05,1.804123336252017e-05,8.131516293641283e-20,4.50718425411355e-15,-1.0824740017521929e-07,1.0824740017512102e-07,1.0824740017521927e-07,-1.0824740017521927e-07,4.235164736271502e-22,9.834846611010478e-20,3.912486331695793e-15,9.085526853384816e-13,4.510308340634137e-07,4.5103083406300426e-07,9.02061668126418e-07,4.0943455087904743e-19,4.5388753934023487e-13,0.0,9.764583037236191e-14,True,"[""dcop"", ""dcop_prev""]",0.07350434356629933,1.55857132268812e+17,0.03416648200072814,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:003,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_1,output,literature_low_magnitude_proxy_output_vtg_1,3,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,1.0,0.0,0.01,0.0,0.01,0.01,8.982697374158887e-07,0.009999101730262585,0.009998203460525169,-3.593078949663708e-05,3.5930789496635544e-05,-2.155847369798225e-07,2.1558473697981328e-07,-2.1558473697981328e-07,2.155847369797459e-07,-3.5930789496635544e-05,3.5930789496624316e-05,-1.5382118322138094e-18,4.281041006231653e-14,-2.1558473697981328e-07,2.155847369797459e-07,2.1558473697981328e-07,-2.1558473697981333e-07,-9.211483301390516e-21,6.739205886592027e-20,4.27279010120863e-14,3.1260125280682866e-13,8.982697374158887e-07,8.982697374156079e-07,1.7965394748314966e-06,2.8079142201480056e-19,1.5629571515044885e-13,0.0,3.873064901553395e-13,True,"[""dcop"", ""dcop_prev""]",0.07584431822381195,1.547967671304718e+17,0.038287594994471874,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:004,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_1,output,literature_low_magnitude_proxy_output_vtg_1,4,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,1.0,0.0,0.05,0.0,0.05,0.05,4.325459793654285e-06,0.04999567454020635,0.049991349080412695,-0.00017301839174617122,0.00017301839174617138,-1.0381103504770273e-06,1.0381103504770283e-06,-1.0381103504770283e-06,1.0381103504769616e-06,-0.00017301839174617138,0.00017301839174616027,1.6263032587282567e-19,9.399597593729477e-16,-1.0381103504770283e-06,1.0381103504769616e-06,1.0381103504770283e-06,-1.0381103504770288e-06,1.0587911840678754e-21,6.670384459627615e-20,1.0199216139029382e-15,6.42550616758851e-14,4.325459793654285e-06,4.325459793654007e-06,8.650919587308293e-06,2.778268066994105e-19,3.211529177857674e-14,0.0,8.980609164728912e-12,True,"[""dcop"", ""dcop_prev""]",0.09482502380464937,1.4612393561977574e+17,0.04941118200076744,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:005,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_1,output,literature_low_magnitude_proxy_output_vtg_1,5,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,1.0,0.0,0.1,0.0,0.1,0.1,8.183475995368649e-06,0.09999181652400464,0.09998363304800928,-0.0003273390398147452,0.00032733903981474623,-1.964034238888471e-06,1.9640342388884775e-06,-1.964034238888476e-06,1.9640342388871354e-06,-0.00032733903981474596,0.00032733903981452256,1.0299920638612292e-18,3.1465604116274716e-15,-1.964034238888476e-06,1.9640342388871354e-06,1.9640342388884762e-06,-1.964034238888477e-06,4.658681209898652e-21,1.3421237049244389e-18,2.371995924335404e-15,6.833504622017172e-13,8.183475995368649e-06,8.183475995363065e-06,1.6366951990731714e-05,5.583641188300348e-18,3.4115339199762146e-13,0.0,3.2145254096030015e-11,True,"[""dcop"", ""dcop_prev""]",0.11895751765464027,1.3495061598579635e+17,0.051130922001902945,True
literature_low_magnitude_proxy:literature_low_magnitude_proxy_output_vtg_1:006,P3,symmetric_total_source_drain_series_resistance_width_product,literature_low_magnitude_proxy,0.5,8.333333333333334,4.166666666666667,4.166666666666667,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_low_magnitude_proxy_output_vtg_1,output,literature_low_magnitude_proxy_output_vtg_1,6,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,1.0,0.0,0.2,0.0,0.2,0.2,1.4369846635225835e-05,0.1999856301533648,0.19997126030672957,-0.000574793865409034,0.0005747938654090334,-3.4487631924542043e-06,3.4487631924542005e-06,-3.4487631924542e-06,3.448763192452908e-06,-0.0005747938654090334,0.0005747938654088179,-6.505213034913027e-19,1.1317471229940486e-15,-3.4487631924542e-06,3.448763192452908e-06,3.4487631924542e-06,-3.448763192454199e-06,-4.235164736271502e-21,1.2925722775100623e-18,1.2280242219987507e-15,3.747929925540191e-13,1.4369846635225835e-05,1.4369846635220451e-05,2.8739693270446286e-05,5.383741412748333e-18,1.873277269206127e-13,0.0,9.911639631352025e-11,True,"[""dcop"", ""dcop_prev""]",0.1667779810972617,1.1261571578222502e+17,0.06711333699786337,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:000,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p3,output,literature_high_magnitude_proxy_output_vtg_0p3,0,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.3,0.0,0.0,0.0,0.0,0.0,-3.929290366251873e-22,3.9292904101768505e-22,7.858580776428723e-22,-9.704581820836706e-21,1.378491735914273e-20,-5.822749092502024e-23,8.270950415485638e-23,1.0478107643338327e-23,-1.04781077604716e-23,1.7463512738897214e-21,-1.7463512934119336e-21,4.0803355383060254e-21,0.29599999999998383,1.0478107643338327e-23,-1.04781077604716e-23,-1.0478107643338326e-23,1.0478107760471607e-23,-6.870559856835857e-23,9.318761191532799e-23,6.870559856835856e-05,9.318761191532798e-05,-3.929290366251873e-22,-3.9292904101768505e-22,-7.858580776428723e-22,-1.5717161596782424e-21,1.9999999944105715,0.0,8.23430557595401e-45,False,"[""dcop"", ""dcop_prev""]",0.05252418988023242,7.627242500265872e+16,0.013094452995574102,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:001,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p3,output,literature_high_magnitude_proxy_output_vtg_0p3,1,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.3,0.0,0.001,0.0,0.001,0.001,2.678219059599213e-07,0.00099973217809404,0.0009994643561880802,-1.1903195820440855e-06,1.1903195820441054e-06,-7.141917492264513e-09,7.141917492264633e-09,-7.141917492264568e-09,7.141917492264893e-09,-1.1903195820440946e-06,1.1903195820441488e-06,1.9905274260476058e-20,1.6722630258920248e-14,-7.141917492264568e-09,7.141917492264893e-09,7.141917492264569e-09,-7.1419174922645664e-09,5.542110104105285e-23,-2.605618929542037e-22,7.759974978859614e-15,3.648346445284578e-14,2.678219059599213e-07,2.678219059599335e-07,5.356438119198548e-07,-1.2176098616780567e-20,2.2731707798767828e-14,0.0,3.82552390997377e-15,True,"[""dcop"", ""dcop_prev""]",0.052932923565169626,7.600564729356328e+16,0.041644789998827036,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:002,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p3,output,literature_high_magnitude_proxy_output_vtg_0p3,2,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.3,0.0,0.005,0.0,0.005,0.005,1.3211120522977762e-06,0.004998678887947703,0.004997357775895405,-5.871609121323469e-06,5.871609121323444e-06,-3.522965472794082e-08,3.5229654727940665e-08,-3.52296547279407e-08,3.522965472793164e-08,-5.87160912132345e-06,5.87160912132194e-06,-2.541098841762901e-20,4.3277724883534714e-15,-3.52296547279407e-08,3.522965472793164e-08,3.5229654727940705e-08,-3.5229654727940705e-08,-1.1911400820763599e-22,9.026194844178638e-21,3.3810722565261496e-15,2.562101421056493e-13,1.3211120522977762e-06,1.3211120522974365e-06,2.6422241045952127e-06,3.3966021184897444e-19,1.2855087169110897e-13,0.0,9.308464291871964e-14,True,"[""dcop"", ""dcop_prev""]",0.05455329348465709,7.494622443492053e+16,0.03637380800500978,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:003,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p3,output,literature_high_magnitude_proxy_output_vtg_0p3,3,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.3,0.0,0.01,0.0,0.01,0.01,2.597275306871642e-06,0.00999740272469313,0.009994805449386258,-1.1543445808318564e-05,1.1543445808318427e-05,-6.926067484991139e-08,6.926067484991057e-08,-6.926067484991045e-08,6.926067484989511e-08,-1.1543445808318407e-05,1.154344580831585e-05,-1.3721933745519665e-19,1.1887207661711561e-14,-6.926067484991045e-08,6.926067484989511e-08,6.926067484991046e-08,-6.926067484991045e-08,-9.396771758602394e-22,1.545835128739098e-20,1.3567254114929284e-14,2.2319088459489566e-13,2.597275306871642e-06,2.5972753068710663e-06,5.194550613742709e-06,5.759824041329242e-19,1.1088204677592409e-13,0.0,3.5977808104979666e-13,True,"[""dcop"", ""dcop_prev""]",0.05654494320422394,7.364008751631358e+16,0.035390340999583714,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:004,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p3,output,literature_high_magnitude_proxy_output_vtg_0p3,4,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.3,0.0,0.05,0.0,0.05,0.05,1.1206567424711161e-05,0.04998879343257529,0.04997758686515058,-4.9806966332049634e-05,4.98069663320496e-05,-2.9884179799229783e-07,2.988417979922976e-07,-2.988417979922976e-07,2.9884179799229603e-07,-4.98069663320496e-05,4.9806966332049336e-05,-3.3881317890172014e-20,6.802525908583629e-16,-2.988417979922976e-07,2.9884179799229603e-07,2.988417979922976e-07,-2.988417979922976e-07,-2.117582368135751e-22,1.5881867761018131e-21,7.085964488107946e-16,5.3144733660809634e-15,1.1206567424711161e-05,1.12065674247111e-05,2.241313484942226e-05,6.098637220230962e-20,2.7210103634334602e-15,0.0,6.697981517045156e-12,True,"[""dcop"", ""dcop_prev""]",0.07091742399807643,6.408697102225493e+16,0.051892960000259336,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:005,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p3,output,literature_high_magnitude_proxy_output_vtg_0p3,5,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.3,0.0,0.1,0.0,0.1,0.1,1.8162878632117905e-05,0.09998183712136789,0.09996367424273578,-8.072390503163512e-05,8.072390503163521e-05,-4.843434301898107e-07,4.843434301898113e-07,-4.843434301898108e-07,4.843434301896969e-07,-8.072390503163513e-05,8.072390503161614e-05,9.486769009248164e-20,1.1752118539768804e-15,-4.843434301898108e-07,4.843434301896969e-07,4.843434301898109e-07,-4.84343430189811e-07,1.0587911840678754e-22,1.1434944787933055e-19,2.1860339545700918e-16,2.360916670935697e-13,1.8162878632117905e-05,1.8162878632113633e-05,3.6325757264231534e-05,4.269046054161674e-18,1.1752118539770199e-13,0.0,1.7594141877598273e-11,True,"[""dcop"", ""dcop_prev""]",0.08405340339928799,5.5165950226140376e+16,0.05201184299949091,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p3:006,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p3,output,literature_high_magnitude_proxy_output_vtg_0p3,6,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.3,0.0,0.2,0.0,0.2,0.2,2.2749011200188836e-05,0.19997725098879982,0.19995450197759962,-0.00010110671644528361,0.00010110671644528366,-6.066402986717017e-07,6.06640298671702e-07,-6.066402986717023e-07,6.066402986718936e-07,-0.00010110671644528372,0.00010110671644531561,5.421010862427522e-20,5.361672352757329e-16,-6.066402986717023e-07,6.066402986718936e-07,6.066402986717023e-07,-6.066402986717023e-07,6.352747104407253e-22,-1.9164120431628545e-19,1.0472016313979152e-15,3.159058254716048e-13,2.2749011200188836e-05,2.2749011200196012e-05,4.549802240038485e-05,-7.176063129138432e-18,1.5772252837689493e-13,0.0,2.760093389794562e-11,True,"[""dcop"", ""dcop_prev""]",0.0937570338417024,4.8465247663845464e+16,0.06607190900103888,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:000,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p5,output,literature_high_magnitude_proxy_output_vtg_0p5,0,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-6.800428848620485e-22,6.800428962633092e-22,1.3600857811253577e-21,6.440313390191563e-20,-5.1004194228827876e-21,3.8641880341149375e-22,-3.0602516537296727e-23,1.8134476929654626e-23,-1.8134477233688246e-23,3.022412821609104e-21,-3.0224128722813742e-21,5.930271447903284e-20,0.9208047945205493,1.8134476929654626e-23,-1.8134477233688246e-23,-1.813447692965461e-23,1.8134477233688232e-23,3.682843264818391e-22,-1.246803930360848e-23,0.0003682843264818391,1.2468039303608479e-05,-6.800428848620485e-22,-6.800428962633092e-22,-1.3600857811253577e-21,-2.7201715736519762e-21,1.9999999916172488,0.0,2.4664444426925e-44,False,"[""dcop"", ""dcop_prev""]",0.06231720833031766,1.1139944412133744e+17,0.013661600001796614,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:001,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p5,output,literature_high_magnitude_proxy_output_vtg_0p5,1,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.5,0.0,0.001,0.0,0.001,0.001,4.4947224764187846e-07,0.0009995505277523582,0.0009991010555047163,-1.997654433963698e-06,1.997654433963954e-06,-1.1985926603782188e-08,1.1985926603783725e-08,-1.1985926603783425e-08,1.1985926603782365e-08,-1.997654433963904e-06,1.9976544339637275e-06,2.5622746654442585e-19,1.2826415930006102e-13,-1.1985926603783425e-08,1.1985926603782365e-08,1.1985926603783427e-08,-1.1985926603783425e-08,1.2374621963793294e-21,1.3598849270371775e-21,1.0324293125478655e-13,1.1345680413293105e-13,4.4947224764187846e-07,4.494722476418387e-07,8.989444952837172e-07,3.9810548520952116e-20,4.428588052968437e-14,0.0,1.0774682741345292e-14,True,"[""dcop"", ""dcop_prev""]",0.06276073316919836,1.1115743455901482e+17,0.028940632000740152,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:002,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p5,output,literature_high_magnitude_proxy_output_vtg_0p5,2,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.5,0.0,0.005,0.0,0.005,0.005,2.2305609902434263e-06,0.0049977694390097565,0.004995538878019513,-9.913604401081622e-06,9.913604401081888e-06,-5.948162640648974e-08,5.9481626406491326e-08,-5.9481626406491366e-08,5.9481626406496236e-08,-9.913604401081893e-06,9.913604401082706e-06,2.659683454378503e-19,2.6828622030633453e-14,-5.9481626406491366e-08,5.9481626406496236e-08,5.948162640649137e-08,-5.9481626406491385e-08,1.6278914455043585e-21,-4.910144116114772e-21,2.7367971319067746e-14,8.254892162092116e-14,2.2305609902434263e-06,2.230560990243609e-06,4.461121980487035e-06,-1.8295911660692887e-19,4.1011906288863046e-14,0.0,2.6535479099712754e-13,True,"[""dcop"", ""dcop_prev""]",0.06452890129872407,1.101914049723215e+17,0.03452591600216692,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:003,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p5,output,literature_high_magnitude_proxy_output_vtg_0p5,3,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.5,0.0,0.01,0.0,0.01,0.01,4.418974252919458e-06,0.009995581025747081,0.009991162051494163,-1.96398855685309e-05,1.9639885568530917e-05,-1.178393134111854e-07,1.1783931341118551e-07,-1.1783931341118555e-07,1.178393134111666e-07,-1.9639885568530924e-05,1.9639885568527766e-05,1.6940658945086007e-20,8.625640351097618e-16,-1.1783931341118555e-07,1.178393134111666e-07,1.1783931341118556e-07,-1.1783931341118562e-07,1.4558378780933287e-22,1.8912657525412425e-20,1.2354432794540854e-15,1.6049531330362625e-13,4.418974252919458e-06,4.4189742529187476e-06,8.837948505838207e-06,7.115076756936123e-19,8.050597661025086e-14,0.0,1.0414577838913036e-12,True,"[""dcop"", ""dcop_prev""]",0.06672522904248503,1.0898874830073189e+17,0.03583013900060905,True
literature_high_magnitude_proxy:literature_high_magnitude_proxy_output_vtg_0p5:004,P3,symmetric_total_source_drain_series_resistance_width_product,literature_high_magnitude_proxy,4.5,75.0,37.5,37.5,self_consistent_device_circuit_coupling,True,t03_p3_contact_literature_high_magnitude_proxy_output_vtg_0p5,output,literature_high_magnitude_proxy_output_vtg_0p5,4,interface_4x,T03_P3_CONTACT_RESISTANCE,enabled_symmetric_teaching_top_stack,0.0,0.5,0.0,0.05,0.0,0.05,0.05,2.0386327684565698e-05,0.04997961367231544,0.049959227344630874,-9.060590082029178e-05,9.060590082029201e-05,-5.436354049217506e-07,5.43635404921752e-07,-5.436354049217519e-07,5.436354049217125e-07,-9.060590082029198e-05,9.060590082028542e-05,2.303929616531697e-19,2.542803057718412e-15,-5.436354049217519e-07,5.436354049217125e-07,5.43635404921752e-07,-5.436354049217521e-07,1.2705494208814505e-21,3.9492911165731753e-20,2.3371351633441293e-15,7.264595132728e-14,2.0386327684565698e-05,2.038632768456422e-05,4.077265536912992e-05,1.4772254600114998e-18,3.623078866553163e-14,0.0,2.216545901133118e-11,True,"[""dcop"", ""dcop_prev""]",0.08363147119251865,9.963647030774085e+16,0.04281174099742202,True
