row_index,row_uid,curve_id,split,kind,topology,selection_role,primary_axis_v,vds_v,ngspice_current_a_per_cm,xyce_current_a_per_cm,absolute_difference_a_per_cm,log_difference_dec
126,train_t02_dual_secondary_p0p3:029,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,0.95,0.01,1.0208528919573316e-32,3.2636119404124599e-05,3.2636119404124599e-05,15.513698513391635
127,train_t02_dual_secondary_p0p3:030,train_t02_dual_secondary_p0p3,train,transfer,symmetric_dual_gate,scored,1.0,0.01,1.0208528919573316e-32,3.3572859904234281e-05,3.3572859904234281e-05,15.525988338201381
128,train_t03_dual_length_8:000,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.5,0.01,1.0208528919573316e-32,1.1973812622178554e-10,1.1973812622178554e-10,10.078232457601999
129,train_t03_dual_length_8:001,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.45,0.01,1.0208528919573316e-32,3.536601821476381e-10,3.536601821476381e-10,10.548586166269379
130,train_t03_dual_length_8:002,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.4,0.01,1.0208528919573316e-32,1.0423171121860544e-09,1.0423171121860544e-09,11.017999867831646
131,train_t03_dual_length_8:003,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.35,0.01,1.0208528919573316e-32,3.0596288128935278e-09,3.0596288128935278e-09,11.485668742073026
132,train_t03_dual_length_8:004,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.3,0.01,1.0208528919573316e-32,8.9149521715368992e-09,8.9149521715368992e-09,11.950119017540166
133,train_t03_dual_length_8:005,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.25,0.01,1.0208528919573316e-32,2.562710756472617e-08,2.562710756472617e-08,12.408699591764988
134,train_t03_dual_length_8:006,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.2,0.01,1.0208528919573316e-32,7.1910842659399529e-08,7.1910842659399529e-08,12.856794377895064
135,train_t03_dual_length_8:007,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.15,0.01,1.0208528919573316e-32,1.9356360729659547e-07,1.9356360729659547e-07,13.286823707125405
136,train_t03_dual_length_8:008,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.1,0.01,1.0208528919573316e-32,4.8703662278953543e-07,4.8703662278953543e-07,13.68756161927911
137,train_t03_dual_length_8:009,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,-0.05,0.01,1.0208528919573316e-32,1.1093869598840038e-06,1.1093869598840038e-06,14.045083056726064
138,train_t03_dual_length_8:010,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.0,0.01,1.0208528919573316e-32,2.2218756436510627e-06,2.2218756436510627e-06,14.346719748219847
139,train_t03_dual_length_8:011,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.05,0.01,1.0208528919573316e-32,3.8618791558724441e-06,3.8618791558724441e-06,14.586798679914924
140,train_t03_dual_length_8:012,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.1,0.01,1.0208528919573316e-32,5.8806227233037236e-06,5.8806227233037236e-06,14.769423317738514
141,train_t03_dual_length_8:013,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.15,0.01,1.0208528919573316e-32,8.0456667936059767e-06,8.0456667936059767e-06,14.905562042565997
142,train_t03_dual_length_8:014,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.2,0.01,1.0208528919573316e-32,1.0178840316811794e-05,1.0178840316811794e-05,15.007698301311292
143,train_t03_dual_length_8:015,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.25,0.01,1.0208528919573316e-32,1.2198162656673857e-05,1.2198162656673857e-05,15.086294420169814
144,train_t03_dual_length_8:016,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.3,0.01,1.0208528919573316e-32,1.4088383509860775e-05,1.4088383509860775e-05,15.148861165357665
145,train_t03_dual_length_8:017,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.35,0.01,1.0208528919573316e-32,1.5863470165871683e-05,1.5863470165871683e-05,15.200398196161888
146,train_t03_dual_length_8:018,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.4,0.01,1.0208528919573316e-32,1.7544496369378102e-05,1.7544496369378102e-05,15.244140905914815
147,train_t03_dual_length_8:019,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.45,0.01,1.0208528919573316e-32,1.9150675185470523e-05,1.9150675185470523e-05,15.282184090270956
148,train_t03_dual_length_8:020,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.5,0.01,1.0208528919573316e-32,2.0697055950123659e-05,2.0697055950123659e-05,15.315908573691338
149,train_t03_dual_length_8:021,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.55,0.01,1.0208528919573316e-32,2.2194752267667472e-05,2.2194752267667472e-05,15.346250301900902
150,train_t03_dual_length_8:022,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.6,0.01,1.0208528919573316e-32,2.3651829423361269e-05,2.3651829423361269e-05,15.373864738213079
151,train_t03_dual_length_8:023,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.65,0.01,1.0208528919573316e-32,2.5074173103319955e-05,2.5074173103319955e-05,15.399226619754803
152,train_t03_dual_length_8:024,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.7,0.01,1.0208528919573316e-32,2.6466161651501721e-05,2.6466161651501721e-05,15.422690960778269
153,train_t03_dual_length_8:025,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.75,0.01,1.0208528919573316e-32,2.783113988195649e-05,2.783113988195649e-05,15.444530994127998
154,train_t03_dual_length_8:026,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.8,0.01,1.0208528919573316e-32,2.9171738849738748e-05,2.9171738849738748e-05,15.46496231703188
155,train_t03_dual_length_8:027,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.85,0.01,1.0208528919573316e-32,3.0490087724244652e-05,3.0490087724244652e-05,15.484158673893113
156,train_t03_dual_length_8:028,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.9,0.01,1.0208528919573316e-32,3.1787953762133994e-05,3.1787953762133994e-05,15.502262572632741
157,train_t03_dual_length_8:029,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,0.95,0.01,1.0208528919573316e-32,3.3066835542805312e-05,3.3066835542805312e-05,15.519392635432133
158,train_t03_dual_length_8:030,train_t03_dual_length_8,train,transfer,symmetric_dual_gate,scored,1.0,0.01,1.0208528919573316e-32,3.432802612508687e-05,3.432802612508687e-05,15.5356488320413
159,train_t03_dual_idvd_vtg_0p3:000,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
160,train_t03_dual_idvd_vtg_0p3:001,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.001,0.001,1.0208528919573316e-33,1.2035740637562988e-06,1.2035740637562988e-06,14.080472820403299
161,train_t03_dual_idvd_vtg_0p3:002,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.005,0.005,5.1042644597866584e-33,5.9549035779372294e-06,5.9549035779372294e-06,14.774874733760221
162,train_t03_dual_idvd_vtg_0p3:003,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,repeated_low_vds_audit,0.01,0.01,1.0208528919573316e-32,1.175112652232194e-05,1.175112652232194e-05,15.070079502265354
163,train_t03_dual_idvd_vtg_0p3:004,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.05,0.05,5.1042644597866582e-32,5.2130052374358449e-05,5.2130052374358449e-05,15.717088161257029
164,train_t03_dual_idvd_vtg_0p3:005,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.1,0.1,1.0208528919573316e-31,8.6277306303728801e-05,8.6277306303728801e-05,15.935896577370603
165,train_t03_dual_idvd_vtg_0p3:006,train_t03_dual_idvd_vtg_0p3,train,output,symmetric_dual_gate,scored,0.2,0.2,2.0417057839146633e-31,0.00010634206084389236,0.00010634206084389236,16.02670507242031
166,train_t03_dual_idvd_vtg_1p0:000,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
167,train_t03_dual_idvd_vtg_1p0:001,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.001,0.001,1.0208528919573316e-33,2.7992766578684921e-06,2.7992766578684921e-06,14.447045822742007
168,train_t03_dual_idvd_vtg_1p0:002,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.005,0.005,5.1042644597866584e-33,1.3952280733419717e-05,1.3952280733419717e-05,15.144645206102574
169,train_t03_dual_idvd_vtg_1p0:003,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,repeated_low_vds_audit,0.01,0.01,1.0208528919573316e-32,2.7794115026178312e-05,2.7794115026178312e-05,15.443952850514673
170,train_t03_dual_idvd_vtg_1p0:004,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.05,0.05,5.1042644597866582e-32,0.00013451334876306018,0.00013451334876306018,16.128765384758303
171,train_t03_dual_idvd_vtg_1p0:005,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.1,0.1,1.0208528919573316e-31,0.00025767198510247307,0.00025767198510247307,16.411067203274285
172,train_t03_dual_idvd_vtg_1p0:006,train_t03_dual_idvd_vtg_1p0,train,output,symmetric_dual_gate,scored,0.2,0.2,2.0417057839146633e-31,0.00046825230492225607,0.00046825230492225607,16.670479923821013
173,holdout_t01_single_idvd_vgs_0p3:000,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
174,holdout_t01_single_idvd_vgs_0p3:001,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,repeated_low_vds_audit,0.01,0.01,1.0208528919573316e-32,1.175112652232194e-05,1.175112652232194e-05,15.070079502265354
175,holdout_t01_single_idvd_vgs_0p3:002,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,scored,0.05,0.05,5.1042644597866582e-32,5.2130052374358449e-05,5.2130052374358449e-05,15.717088161257029
176,holdout_t01_single_idvd_vgs_0p3:003,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,scored,0.1,0.1,1.0208528919573316e-31,8.6277306303728801e-05,8.6277306303728801e-05,15.935896577370603
177,holdout_t01_single_idvd_vgs_0p3:004,holdout_t01_single_idvd_vgs_0p3,holdout,output,single_bottom_gate,scored,0.2,0.2,2.0417057839146633e-31,0.00010634206084389236,0.00010634206084389236,16.02670507242031
178,holdout_t02_dual_secondary_0p0:000,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.5,0.01,1.0208528919573316e-32,1.3721670256760029e-10,1.3721670256760029e-10,10.137406978655294
179,holdout_t02_dual_secondary_0p0:001,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.45,0.01,1.0208528919573316e-32,4.0505210798521018e-10,4.0505210798521018e-10,10.607510896683173
180,holdout_t02_dual_secondary_0p0:002,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.4,0.01,1.0208528919573316e-32,1.1925049618873182e-09,1.1925049618873182e-09,11.076460194769425
181,holdout_t02_dual_secondary_0p0:003,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.35,0.01,1.0208528919573316e-32,3.4935733185365197e-09,3.4935733185365197e-09,11.543269862089204
182,holdout_t02_dual_secondary_0p0:004,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.3,0.01,1.0208528919573316e-32,1.0142492970454861e-08,1.0142492970454861e-08,12.006144715376244
183,holdout_t02_dual_secondary_0p0:005,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.25,0.01,1.0208528919573316e-32,2.8965668020555967e-08,2.8965668020555967e-08,12.461883548864623
184,holdout_t02_dual_secondary_0p0:006,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.2,0.01,1.0208528919573316e-32,8.0352608346769067e-08,8.0352608346769067e-08,12.904999979073509
185,holdout_t02_dual_secondary_0p0:007,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.15,0.01,1.0208528919573316e-32,2.1219495476328748e-07,2.1219495476328748e-07,13.326735053719364
186,holdout_t02_dual_secondary_0p0:008,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.1,0.01,1.0208528919573316e-32,5.1848040845797078e-07,5.1848040845797078e-07,13.714732350581674
187,holdout_t02_dual_secondary_0p0:009,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,-0.05,0.01,1.0208528919573316e-32,1.1347247413721488e-06,1.1347247413721488e-06,14.054890524259314
188,holdout_t02_dual_secondary_0p0:010,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.0,0.01,1.0208528919573316e-32,2.1689928627233429e-06,2.1689928627233429e-06,14.336258122929376
189,holdout_t02_dual_secondary_0p0:011,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.05,0.01,1.0208528919573316e-32,3.6006507865342937e-06,3.6006507865342937e-06,14.556381002838805
190,holdout_t02_dual_secondary_0p0:012,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.1,0.01,1.0208528919573316e-32,5.2746309974238163e-06,5.2746309974238163e-06,14.722192082663931
191,holdout_t02_dual_secondary_0p0:013,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.15,0.01,1.0208528919573316e-32,7.0101011550876265e-06,7.0101011550876265e-06,14.845724284839612
192,holdout_t02_dual_secondary_0p0:014,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.2,0.01,1.0208528919573316e-32,8.6903684423212757e-06,8.6903684423212757e-06,14.939038189460748
193,holdout_t02_dual_secondary_0p0:015,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.25,0.01,1.0208528919573316e-32,1.0271257533827911e-05,1.0271257533827911e-05,15.011623618530901
194,holdout_t02_dual_secondary_0p0:016,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.3,0.01,1.0208528919573316e-32,1.175112652232194e-05,1.175112652232194e-05,15.070079502265354
195,holdout_t02_dual_secondary_0p0:017,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.35,0.01,1.0208528919573316e-32,1.3144364293803414e-05,1.3144364293803414e-05,15.118739586990928
196,holdout_t02_dual_secondary_0p0:018,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.4,0.01,1.0208528919573316e-32,1.4467775633109624e-05,1.4467775633109624e-05,15.160401765084192
197,holdout_t02_dual_secondary_0p0:019,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.45,0.01,1.0208528919573316e-32,1.5735684095559413e-05,1.5735684095559413e-05,15.196885628245006
198,holdout_t02_dual_secondary_0p0:020,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.5,0.01,1.0208528919573316e-32,1.6959020240564963e-05,1.6959020240564963e-05,15.229400758509897
199,holdout_t02_dual_secondary_0p0:021,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.55,0.01,1.0208528919573316e-32,1.8145782437269831e-05,1.8145782437269831e-05,15.258775699506122
200,holdout_t02_dual_secondary_0p0:022,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.6,0.01,1.0208528919573316e-32,1.9301774358577786e-05,1.9301774358577786e-05,15.285597234329995
201,holdout_t02_dual_secondary_0p0:023,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.65,0.01,1.0208528919573316e-32,2.0431253347337038e-05,2.0431253347337038e-05,15.310295009076718
202,holdout_t02_dual_secondary_0p0:024,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.7,0.01,1.0208528919573316e-32,2.1537412695859065e-05,2.1537412695859065e-05,15.33319353000183
203,holdout_t02_dual_secondary_0p0:025,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.75,0.01,1.0208528919573316e-32,2.2622715442843821e-05,2.2622715442843821e-05,15.354544732820354
204,holdout_t02_dual_secondary_0p0:026,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.8,0.01,1.0208528919573316e-32,2.3689117800742529e-05,2.3689117800742529e-05,15.374548887594717
205,holdout_t02_dual_secondary_0p0:027,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.85,0.01,1.0208528919573316e-32,2.4738216837247494e-05,2.4738216837247494e-05,15.393368391911793
206,holdout_t02_dual_secondary_0p0:028,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.9,0.01,1.0208528919573316e-32,2.5771348199953653e-05,2.5771348199953653e-05,15.411137138787023
207,holdout_t02_dual_secondary_0p0:029,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,0.95,0.01,1.0208528919573316e-32,2.678965151898462e-05,2.678965151898462e-05,15.427967064322416
208,holdout_t02_dual_secondary_0p0:030,holdout_t02_dual_secondary_0p0,holdout,transfer,symmetric_dual_gate,scored,1.0,0.01,1.0208528919573316e-32,2.7794115026178312e-05,2.7794115026178312e-05,15.443952850514673
209,holdout_t03_dual_length_12:000,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.5,0.01,1.0208528919573316e-32,1.5335836716177556e-10,1.5335836716177556e-10,10.185707475871533
210,holdout_t03_dual_length_12:001,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.45,0.01,1.0208528919573316e-32,4.5244461047648654e-10,4.5244461047648654e-10,10.655565419260958
211,holdout_t03_dual_length_12:002,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.4,0.01,1.0208528919573316e-32,1.330631917774483e-09,1.330631917774483e-09,11.124057936626249
212,holdout_t03_dual_length_12:003,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.35,0.01,1.0208528919573316e-32,3.8906691797579387e-09,3.8906691797579387e-09,11.59002430468869
213,holdout_t03_dual_length_12:004,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.3,0.01,1.0208528919573316e-32,1.1255348601298598e-08,1.1255348601298598e-08,12.051358950538301
214,holdout_t03_dual_length_12:005,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.25,0.01,1.0208528919573316e-32,3.1940309567587668e-08,3.1940309567587668e-08,12.504339121033635
215,holdout_t03_dual_length_12:006,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.2,0.01,1.0208528919573316e-32,8.7635918958793252e-08,8.7635918958793252e-08,12.942682145075981
216,holdout_t03_dual_length_12:007,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.15,0.01,1.0208528919573316e-32,2.2731421191888148e-07,2.2731421191888148e-07,13.356626589112558
217,holdout_t03_dual_length_12:008,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.1,0.01,1.0208528919573316e-32,5.4079177961104619e-07,5.4079177961104619e-07,13.733030081423419
218,holdout_t03_dual_length_12:009,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,-0.05,0.01,1.0208528919573316e-32,1.1430319431773471e-06,1.1430319431773471e-06,14.058058367360996
219,holdout_t03_dual_length_12:010,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.0,0.01,1.0208528919573316e-32,2.1020394264573656e-06,2.1020394264573656e-06,14.322640857521098
220,holdout_t03_dual_length_12:011,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.05,0.01,1.0208528919573316e-32,3.3654453403065803e-06,3.3654453403065803e-06,14.527042541380357
221,holdout_t03_dual_length_12:012,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.1,0.01,1.0208528919573316e-32,4.7877259952537959e-06,4.7877259952537959e-06,14.680129287483242
222,holdout_t03_dual_length_12:013,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.15,0.01,1.0208528919573316e-32,6.2282333977791728e-06,6.2282333977791728e-06,14.794364879019446
223,holdout_t03_dual_length_12:014,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.2,0.01,1.0208528919573316e-32,7.6076631375353117e-06,7.6076631375353117e-06,14.881251274072824
224,holdout_t03_dual_length_12:015,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.25,0.01,1.0208528919573316e-32,8.9015254197494058e-06,8.9015254197494058e-06,14.949464436376719
225,holdout_t03_dual_length_12:016,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.3,0.01,1.0208528919573316e-32,1.0113788214077025e-05,1.0113788214077025e-05,15.004913855127977
226,holdout_t03_dual_length_12:017,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.35,0.01,1.0208528919573316e-32,1.1257718114582946e-05,1.1257718114582946e-05,15.051450370029121
227,holdout_t03_dual_length_12:018,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.4,0.01,1.0208528919573316e-32,1.2346966113612037e-05,1.2346966113612037e-05,15.091560256220497
228,holdout_t03_dual_length_12:019,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.45,0.01,1.0208528919573316e-32,1.3392703385428698e-05,1.3392703385428698e-05,15.126868250415342
229,holdout_t03_dual_length_12:020,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.5,0.01,1.0208528919573316e-32,1.4403319349166671e-05,1.4403319349166671e-05,15.158462589935745
230,holdout_t03_dual_length_12:021,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.55,0.01,1.0208528919573316e-32,1.5384923425632984e-05,1.5384923425632984e-05,15.187095339003509
231,holdout_t03_dual_length_12:022,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.6,0.01,1.0208528919573316e-32,1.6341955051180906e-05,1.6341955051180906e-05,15.213304011630242
232,holdout_t03_dual_length_12:023,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.65,0.01,1.0208528919573316e-32,1.7277687713033731e-05,1.7277687713033731e-05,15.237485620048872
233,holdout_t03_dual_length_12:024,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.7,0.01,1.0208528919573316e-32,1.8194594522077228e-05,1.8194594522077228e-05,15.259942381505844
234,holdout_t03_dual_length_12:025,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.75,0.01,1.0208528919573316e-32,1.9094598261140339e-05,1.9094598261140339e-05,15.280910525510839
235,holdout_t03_dual_length_12:026,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.8,0.01,1.0208528919573316e-32,1.9979237909306032e-05,1.9979237909306032e-05,15.300578918419728
236,holdout_t03_dual_length_12:027,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.85,0.01,1.0208528919573316e-32,2.0849778616451143e-05,2.0849778616451143e-05,15.319101447982963
237,holdout_t03_dual_length_12:028,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.9,0.01,1.0208528919573316e-32,2.170728463405187e-05,2.170728463405187e-05,15.336605500920935
238,holdout_t03_dual_length_12:029,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,0.95,0.01,1.0208528919573316e-32,2.2552668345069057e-05,2.2552668345069057e-05,15.353197933308499
239,holdout_t03_dual_length_12:030,holdout_t03_dual_length_12,holdout,transfer,symmetric_dual_gate,scored,1.0,0.01,1.0208528919573316e-32,2.338672392417668e-05,2.338672392417668e-05,15.368969388918975
240,holdout_t03_dual_idvd_vtg_0p5:000,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,zero_vds_invariant,0.0,0.0,0,0,0,0
241,holdout_t03_dual_idvd_vtg_0p5:001,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.001,0.001,1.0208528919573316e-33,1.7198453108537356e-06,1.7198453108537356e-06,14.23548938663791
242,holdout_t03_dual_idvd_vtg_0p5:002,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.005,0.005,5.1042644597866584e-33,8.5461371445714333e-06,8.5461371445714333e-06,14.931769857899933
243,holdout_t03_dual_idvd_vtg_0p5:003,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,repeated_low_vds_audit,0.01,0.01,1.0208528919573316e-32,1.6959020240564963e-05,1.6959020240564963e-05,15.229400758509897
244,holdout_t03_dual_idvd_vtg_0p5:004,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.05,0.05,5.1042644597866582e-32,7.9346720504707189e-05,7.9346720504707189e-05,15.899528981549064
245,holdout_t03_dual_idvd_vtg_0p5:005,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.1,0.1,1.0208528919573316e-31,0.00014432448744104487,0.00014432448744104487,16.159340023805029
246,holdout_t03_dual_idvd_vtg_0p5:006,holdout_t03_dual_idvd_vtg_0p5,holdout,output,symmetric_dual_gate,scored,0.2,0.2,2.0417057839146633e-31,0.00022364378982207221,0.00022364378982207221,16.349556843114751
