mode_id,top_coupling_enabled,mesh_level,regions_json,contacts_json,interfaces_json,node_count_with_interface_duplicates,element_count,dc_solve_count,reported_bias_point_count,maximum_absolute_terminal_current_a_per_cm,maximum_absolute_potential_v,state_csv,vtk_file_count,total_solve_seconds,wall_seconds
disabled_exact_t01_limit,False,interface_4x,"[""bottom_oxide"",""channel""]","[""bottom_gate"",""drain"",""source""]","[""bottom_oxide_channel""]",1394,2560,12,7,3.8002708377240146e-05,0.07938253506837777,,0,0.24641312001040205,0.2694520149998425
enabled_symmetric_teaching_top_stack,True,interface_4x,"[""bottom_oxide"",""channel"",""top_oxide""]","[""bottom_gate"",""drain"",""source"",""top_gate""]","[""bottom_oxide_channel"",""channel_top_oxide""]",2419,4480,2,1,0.0,0.0,results/tcad/t02_dual_gate/t02_a_limit_regression/t02_a_enabled_zero_bias_nodes.csv,6,0.02796563599622459,0.13076047800132073
