region,x_um,y_um,potential_v,mesh_level,top_gate_v,bottom_gate_v
channel,0.25,0.045,0.5221607099569113,fine,1.0,0.0
channel,0.0,0.048,0.0008853953857005486,fine,1.0,0.0
channel,0.25,0.048,0.5490742356097841,fine,1.0,0.0
channel,0.0,0.051000000000000004,0.0005255755251538264,fine,1.0,0.0
channel,0.25,0.051000000000000004,0.5760660776331576,fine,1.0,0.0
channel,0.0,0.054,0.0,fine,1.0,0.0
channel,0.25,0.054,0.603140212170257,fine,1.0,0.0
channel,0.5,0.03,0.3930244621079653,fine,1.0,0.0
channel,0.5,0.033,0.41975198428611216,fine,1.0,0.0
channel,0.5,0.036,0.4464801518251324,fine,1.0,0.0
channel,0.5,0.039,0.47320897734586703,fine,1.0,0.0
channel,0.5,0.041999999999999996,0.49993846460828023,fine,1.0,0.0
channel,0.5,0.045,0.5266686079640595,fine,1.0,0.0
channel,0.5,0.048,0.5533993918009764,fine,1.0,0.0
channel,0.5,0.051000000000000004,0.5801307899785302,fine,1.0,0.0
channel,0.5,0.054,0.6068627652543881,fine,1.0,0.0
channel,0.75,0.03,0.3930809822324245,fine,1.0,0.0
channel,0.75,0.033,0.41981051292107563,fine,1.0,0.0
channel,0.75,0.036,0.446540051923122,fine,1.0,0.0
channel,0.75,0.039,0.47326959943310876,fine,1.0,0.0
channel,0.75,0.041999999999999996,0.4999991555532652,fine,1.0,0.0
channel,0.75,0.045,0.5267287202929927,fine,1.0,0.0
channel,0.75,0.048,0.5534582935696803,fine,1.0,0.0
channel,0.75,0.051000000000000004,0.5801878752109301,fine,1.0,0.0
channel,0.75,0.054,0.6069174649582707,fine,1.0,0.0
channel,1.0,0.03,0.3930817503006782,fine,1.0,0.0
channel,1.0,0.033,0.4198113096447508,fine,1.0,0.0
channel,1.0,0.036,0.44654086910197366,fine,1.0,0.0
channel,1.0,0.039,0.47327042867525126,fine,1.0,0.0
channel,1.0,0.041999999999999996,0.4999999883662956,fine,1.0,0.0
channel,1.0,0.045,0.5267295481756129,fine,1.0,0.0
