route,case_id,vdd_v,v_top_load_v,v_top_load_over_vdd,wload_over_wdriver,vin_fraction,vin_v,vout_v,supply_current_a,static_power_w,finite
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.8200000000000001,0.16400000000000003,0.02384291525601696,9.96013311546936e-08,1.9920266230938723e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.8300000000000001,0.16600000000000004,0.02362935075116038,9.979926225388959e-08,1.995985245077792e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.84,0.168,0.023420396165783067,9.99930794530841e-08,1.999861589061682e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.85,0.17,0.02321590942078982,1.0018290425435347e-07,2.0036580850870696e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.86,0.17200000000000001,0.02301575382479288,1.003688537975839e-07,2.0073770759516783e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.87,0.17400000000000002,0.02281979783628474,1.0055104103945374e-07,2.011020820789075e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.88,0.17600000000000002,0.022627914837544734,1.0072957492446346e-07,2.0145914984892694e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.89,0.17800000000000002,0.022439982919666913,1.0090456054835836e-07,2.0180912109671674e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.9,0.18000000000000002,0.02225588467812861,1.0107609931428048e-07,2.0215219862856098e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.91,0.18200000000000002,0.02207550701834614,1.0124428908197494e-07,2.024885781639499e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.92,0.18400000000000002,0.02189874097069375,1.0140922431036429e-07,2.028184486207286e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.93,0.18600000000000003,0.021725481514489685,1.0157099619379368e-07,2.0314199238758735e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.9400000000000001,0.18800000000000003,0.021555627410477,1.0172969279223675e-07,2.0345938558447352e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.9500000000000001,0.19000000000000003,0.021389081041355146,1.0188539915574107e-07,2.0377079831148214e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.96,0.192,0.02122574825993889,1.0203819744338079e-07,2.0407639488676158e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.97,0.194,0.021065538244546426,1.0218816703697083e-07,2.0437633407394167e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.98,0.196,0.02090836336123846,1.0233538464978925e-07,2.046707692995785e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,0.99,0.198,0.02075413903255163,1.0247992443053961e-07,2.0495984886107922e-08,True
xyce,v200_t100_r0125,0.2,0.2,1.0,0.125,1.0,0.2,0.02060278361238832,1.0262185806277637e-07,2.0524371612555277e-08,True
xyce,v200_t100_r0250,0.2,0.2,1.0,0.25,0.0,0.0,0.1297109407485477,4.682515665999974e-08,9.365031331999948e-09,True
xyce,v200_t100_r0250,0.2,0.2,1.0,0.25,0.01,0.002,0.12838227332598778,4.814562613240787e-08,9.629125226481575e-09,True
