state_id,state_label,source_family,mesh_level,stage_id,vbg_v,vtg_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,0,0,1,2,0.0,3e-06,0.0,3.075e-06,2.5e-05,3e-06,8.333333333333334e-06,3.0250000000000003e-06,0.08333333333333334,30.250000000000004,-3.2278149695018676,-3.227814969501867,-3.227814969501867,0.0,0.0,0.0,-3.2278149695018676,0.0,3.2278149695018676,3.2278149695018676,3.2278149695018676,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,1,1,2,3,0.0,3.075e-06,2.5e-05,3e-06,2.5e-05,3.075e-06,1.6666666666666667e-05,3.05e-06,0.16666666666666669,30.5,-3.261718100136482,-3.2617181001364823,-3.227922741926539,-0.002128783347263349,-0.002128783347263349,-0.03592414155720719,-3.2504529807331672,-0.013393902750577962,3.25048057625146,3.25052007618018,3.2617187948191493,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,2,1,3,4,0.0,3.075e-06,2.5e-05,3.075e-06,0.0,3.1500000000000003e-06,8.333333333333334e-06,3.1000000000000004e-06,0.08333333333333334,31.000000000000004,-3.261718100136471,-3.261718100136482,-3.2617181001364823,-1.1954598826190713e-14,0.0,0.0,-3.2617181001364783,-3.9848662753969046e-15,3.2617181001364783,3.2617181001364783,3.2617181001364823,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,3,2,3,66,2.5e-05,3e-06,2.5e-05,3.075e-06,5e-05,3e-06,3.3333333333333335e-05,3.0250000000000003e-06,0.33333333333333337,30.250000000000004,-1.8329112942306587,-1.808626077528488,-1.8086260775284881,0.022156433354907138,-0.002128783347263349,-0.002128783347263349,-1.8167211497625448,0.00596628888679348,1.816730946672518,1.8167666215702818,1.8330452040408929,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,4,3,4,5,2.5e-05,3.075e-06,0.0,3.1500000000000003e-06,2.5e-05,3.1500000000000003e-06,1.6666666666666667e-05,3.125e-06,0.16666666666666669,31.25,-3.2972354314344643,-3.297235431434464,-3.2618432986251125,-0.006340696737584659,-0.006340696737584658,-0.04173282954693722,-3.285438053831347,-0.01813807434070218,3.2854881213152938,3.285531104668227,3.2972415281173952,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,5,3,5,67,2.5e-05,3.075e-06,2.5e-05,3.1500000000000003e-06,5e-05,3.075e-06,3.3333333333333335e-05,3.1000000000000004e-06,0.33333333333333337,31.000000000000004,-1.8837422248954911,-1.8577469671107611,-1.8577469671107614,0.019654561047145375,-0.006340696737584659,-0.006340696737584658,-1.8664120530390047,0.002324389190658686,1.8664135004104483,1.8664534444987286,1.8838447578354676,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,6,3,66,67,2.5e-05,3.075e-06,5e-05,3e-06,5e-05,3.075e-06,4.1666666666666665e-05,3.05e-06,0.41666666666666663,30.5,-1.8577469671107614,-1.8577469671107611,-1.8330518504797257,-5.330364097693188e-07,-5.330364097693188e-07,-0.024695649667445353,-1.849515261567083,-0.008232238580088298,1.849533582426011,1.8495707107570392,1.8577469671108378,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,7,4,5,6,0.0,3.1500000000000003e-06,2.5e-05,3.1500000000000003e-06,0.0,3.225e-06,8.333333333333334e-06,3.1750000000000005e-06,0.08333333333333334,31.750000000000004,-3.297235431434423,-3.2972354314344643,-3.2972354314344643,-4.117695151243468e-14,0.0,0.0,-3.29723543143445,-1.3725650504144894e-14,3.29723543143445,3.29723543143445,3.2972354314344643,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,8,5,6,7,2.5e-05,3.1500000000000003e-06,0.0,3.225e-06,2.5e-05,3.225e-06,1.6666666666666667e-05,3.2e-06,0.16666666666666669,32.0,-3.3344432580537284,-3.334443258053728,-3.297378131129282,-0.010501438028482463,-0.010501438028482463,-0.04756656495292946,-3.322088215745579,-0.02285648033663146,3.322166842873642,3.3222135966013737,3.3344597945365346,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,9,5,7,68,2.5e-05,3.1500000000000003e-06,2.5e-05,3.225e-06,5e-05,3.1500000000000003e-06,3.3333333333333335e-05,3.1750000000000005e-06,0.33333333333333337,31.750000000000004,-1.9381743788387928,-1.9103216669190333,-1.9103216669190335,0.017351273891277327,-0.010501438028482463,-0.010501438028482463,-1.9196059042256197,-0.0012172007218958665,1.9196062901322908,1.9196510356292074,1.9382520448829121,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_0p75_common_primary,P1 Ctop/Cbottom=0.75 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,10,5,67,68,2.5e-05,3.1500000000000003e-06,5e-05,3.075e-06,5e-05,3.1500000000000003e-06,4.1666666666666665e-05,3.125e-06,0.41666666666666663,31.25,-1.9103216669190333,-1.9103216669190333,-1.8838805155507674,-1.172676425514539e-06,-1.172676425514539e-06,-0.026442324044691892,-1.901507949796278,-0.008814889799180974,1.9015283814396817,1.9015698045745495,1.9103216669193932,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
