state_id,state_label,source_family,mesh_level,stage_id,vbg_v,vtg_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,0,0,1,2,0.0,3e-06,0.0,3.075e-06,2.5e-05,3e-06,8.333333333333334e-06,3.0250000000000003e-06,0.08333333333333334,30.250000000000004,-3.6989740341703694,-3.6989740341703694,-3.6989740341703694,0.0,0.0,0.0,-3.6989740341703694,0.0,3.6989740341703694,3.6989740341703694,3.6989740341703694,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,1,1,2,3,0.0,3.075e-06,2.5e-05,3e-06,2.5e-05,3.075e-06,1.6666666666666667e-05,3.05e-06,0.16666666666666669,30.5,-3.7352026357444634,-3.7352026357444634,-3.699090043952711,-0.0025573356554977615,-0.0025573356554977615,-0.03866992744725017,-3.723165105147212,-0.014594866252748563,3.7231937110908944,3.723233062216337,3.735203511194275,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,2,1,3,4,0.0,3.075e-06,2.5e-05,3.075e-06,0.0,3.1500000000000003e-06,8.333333333333334e-06,3.1000000000000004e-06,0.08333333333333334,31.000000000000004,-3.7352026357444488,-3.7352026357444634,-3.7352026357444634,-1.4611176343121983e-14,0.0,0.0,-3.7352026357444585,-4.870392114373994e-15,3.7352026357444585,3.7352026357444585,3.7352026357444634,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,3,2,3,66,2.5e-05,3e-06,2.5e-05,3.075e-06,5e-05,3e-06,3.3333333333333335e-05,3.0250000000000003e-06,0.33333333333333337,30.250000000000004,-2.019619555895236,-1.9940835916982456,-1.9940835916982456,0.022978628541492713,-0.0025573356554977615,-0.0025573356554977615,-2.0025955797639092,0.00595465241016573,2.0026044327263617,2.002640245577876,2.0197502736536808,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,4,3,4,5,2.5e-05,3.075e-06,0.0,3.1500000000000003e-06,2.5e-05,3.1500000000000003e-06,1.6666666666666667e-05,3.125e-06,0.16666666666666669,31.25,-3.773463391602274,-3.7734633916022737,-3.735339883803416,-0.007625845189988198,-0.007625845189988197,-0.04574935298884712,-3.7607555556693213,-0.020333681122941174,3.760810525416785,3.7608540766758156,3.773471097183255,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,5,3,5,67,2.5e-05,3.075e-06,2.5e-05,3.1500000000000003e-06,5e-05,3.075e-06,3.3333333333333335e-05,3.1000000000000004e-06,0.33333333333333337,31.000000000000004,-2.0732344681635557,-2.0456994681553136,-2.0456994681553136,0.019909154818254088,-0.007625845189988198,-0.007625845189988197,-2.054877801491394,0.0015524881460925643,2.0548783879542722,2.05491914087535,2.0733300592107855,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,6,3,66,67,2.5e-05,3.075e-06,5e-05,3e-06,5e-05,3.075e-06,4.1666666666666665e-05,3.05e-06,0.41666666666666663,30.5,-2.0456994681553136,-2.0456994681553136,-2.019766291217014,3.155385963397585e-08,3.155385963397585e-08,-0.025933145384440113,-2.037055075842547,-0.008644360758906948,2.0370734171818192,2.037110569087562,2.045699468155314,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,7,4,5,6,0.0,3.1500000000000003e-06,2.5e-05,3.1500000000000003e-06,0.0,3.225e-06,8.333333333333334e-06,3.1750000000000005e-06,0.08333333333333334,31.750000000000004,-3.7734633916022533,-3.773463391602274,-3.773463391602274,-2.0809857215961612e-14,0.0,0.0,-3.773463391602267,-6.936619071987204e-15,3.773463391602267,3.773463391602267,3.773463391602274,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,8,5,6,7,2.5e-05,3.1500000000000003e-06,0.0,3.225e-06,2.5e-05,3.225e-06,1.6666666666666667e-05,3.2e-06,0.16666666666666669,32.0,-3.8138477887723434,-3.8138477887723434,-3.773621995521868,-0.012642179954278172,-0.012642179954278172,-0.052867973204754,-3.800439191022185,-0.02605077770443678,3.8005284747882584,3.8005765993520604,3.8138687419256696,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,9,5,7,68,2.5e-05,3.1500000000000003e-06,2.5e-05,3.225e-06,5e-05,3.1500000000000003e-06,3.3333333333333335e-05,3.1750000000000005e-06,0.33333333333333337,31.750000000000004,-2.13105950652415,-2.101351793908914,-2.101351793908914,0.01706553266095831,-0.012642179954278172,-0.012642179954278172,-2.111254364780659,-0.002739609082532678,2.111256142267752,2.111302493676965,2.1311278358540475,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,10,5,67,68,2.5e-05,3.1500000000000003e-06,5e-05,3.075e-06,5e-05,3.1500000000000003e-06,4.1666666666666665e-05,3.125e-06,0.41666666666666663,31.25,-2.101351793908914,-2.101351793908914,-2.073378115062649,5.339666772590132e-07,5.339666772590132e-07,-0.02797314487958726,-2.0920272342934925,-0.009324025648744247,2.0920480124700718,2.092090131747694,2.101351793908982,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,11,6,7,8,0.0,3.225e-06,2.5e-05,3.225e-06,0.0,3.3e-06,8.333333333333334e-06,3.25e-06,0.08333333333333334,32.5,-3.8138477887722884,-3.8138477887723434,-3.8138477887723434,-5.578812785555666e-14,0.0,0.0,-3.8138477887723248,-1.859604261851889e-14,3.8138477887723248,3.8138477887723248,3.8138477887723434,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,12,7,8,9,2.5e-05,3.225e-06,0.0,3.3e-06,2.5e-05,3.3e-06,1.6666666666666667e-05,3.275e-06,0.16666666666666669,32.75,-3.8564547992631466,-3.8564547992631466,-3.814027868174515,-0.017599536320430553,-0.017599536320430553,-0.06002646740906252,-3.8423124889002693,-0.03174184668330787,3.8424435984396506,3.8424967045857414,3.8564949581762,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,13,7,9,69,2.5e-05,3.225e-06,2.5e-05,3.3e-06,5e-05,3.225e-06,3.3333333333333335e-05,3.25e-06,0.33333333333333337,32.5,-2.193471176660774,-2.161395669844765,-2.161395669844765,0.014475970495578075,-0.017599536320430553,-0.017599536320430553,-2.172087505450101,-0.006907700715094343,2.172098489401807,2.1721511961040973,2.193518943743908,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,14,7,68,69,2.5e-05,3.225e-06,5e-05,3.1500000000000003e-06,5e-05,3.225e-06,4.1666666666666665e-05,3.2e-06,0.41666666666666663,32.0,-2.161395669844765,-2.161395669844765,-2.1312012817889783,1.4991074346874052e-06,1.4991074346874052e-06,-0.030192888948352176,-2.15133087382617,-0.010063296911160933,2.1513544102779516,2.1514021610714136,2.161395669845285,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,15,8,9,10,0.0,3.3e-06,2.5e-05,3.3e-06,0.0,3.3750000000000003e-06,8.333333333333334e-06,3.325e-06,0.08333333333333334,33.25,-3.856454799263156,-3.8564547992631466,-3.8564547992631466,8.855258389770899e-15,0.0,0.0,-3.8564547992631497,2.9517527965902996e-15,3.8564547992631497,3.8564547992631497,3.856454799263156,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,16,9,10,11,2.5e-05,3.3e-06,0.0,3.3750000000000003e-06,2.5e-05,3.3750000000000003e-06,1.6666666666666667e-05,3.35e-06,0.16666666666666669,33.5,-3.901391569106117,-3.901391569106117,-3.856656475175299,-0.022490210116976755,-0.022490210116976755,-0.06722530404779517,-3.8864798711291777,-0.03740190809391623,3.886659837369529,3.88671837259759,3.901456392815816,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,17,9,11,70,2.5e-05,3.3e-06,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,3.3333333333333335e-05,3.325e-06,0.33333333333333337,33.25,-2.2608931207016236,-2.2262301912151314,-2.2262301912151314,0.012172719369515663,-0.022490210116976755,-0.022490210116976755,-2.237784501043962,-0.01093590028814595,2.237811222383981,2.2378711569213214,2.260925889615309,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,18,9,69,70,2.5e-05,3.3e-06,5e-05,3.225e-06,5e-05,3.3e-06,4.1666666666666665e-05,3.275e-06,0.41666666666666663,32.75,-2.2262301912151314,-2.2262301912151314,-2.193612448950042,2.949671374794021e-06,2.949671374794021e-06,-0.032614792593714796,-2.2153576104601016,-0.010869631083655068,2.2153842761704765,2.2154384258546225,2.2262301912170854,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,19,10,11,12,0.0,3.3750000000000003e-06,2.5e-05,3.3750000000000003e-06,0.0,3.45e-06,8.333333333333334e-06,3.4e-06,0.08333333333333334,34.0,-3.9013915691062024,-3.9013915691061176,-3.901391569106117,8.501048054180064e-14,0.0,0.0,-3.9013915691061456,2.833682684726688e-14,3.9013915691061456,3.9013915691061456,3.9013915691062024,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,20,11,12,13,2.5e-05,3.3750000000000003e-06,0.0,3.45e-06,2.5e-05,3.45e-06,1.6666666666666667e-05,3.4250000000000002e-06,0.16666666666666669,34.25,-3.94877419315819,-3.94877419315819,-3.9016149632061565,-0.027305470032646315,-0.027305470032646315,-0.07446469998468004,-3.9330544498408457,-0.0430252133499909,3.933289777577631,3.933354233296344,3.948868599642918,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,21,11,13,71,2.5e-05,3.3750000000000003e-06,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,3.3333333333333335e-05,3.4e-06,0.33333333333333337,34.0,-2.333803179464955,-2.2963049492137664,-2.2963049492137664,0.010192760218541935,-0.027305470032646315,-0.027305470032646315,-2.3088043592974956,-0.014806059948916898,2.3088518334709853,2.3089200050344556,2.33382543752561,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,22,11,70,71,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,5e-05,3.3750000000000003e-06,4.1666666666666665e-05,3.35e-06,0.41666666666666663,33.5,-2.2963049492137664,-2.2963049492137664,-2.2610354326858375,4.907826115083573e-06,4.907826115083573e-06,-0.03526460870181371,-2.2845484437044568,-0.011751597683194512,2.2845786683063825,2.284640106506208,2.296304949219011,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,23,12,13,14,0.0,3.45e-06,2.5e-05,3.45e-06,0.0,3.525e-06,8.333333333333334e-06,3.4749999999999998e-06,0.08333333333333334,34.75,-3.9487741931581017,-3.9487741931581906,-3.94877419315819,-8.810982097822045e-14,0.0,0.0,-3.9487741931581604,-2.936994032607348e-14,3.9487741931581604,3.9487741931581604,3.9487741931581906,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,24,13,14,15,2.5e-05,3.45e-06,0.0,3.525e-06,2.5e-05,3.525e-06,1.6666666666666667e-05,3.5000000000000004e-06,0.16666666666666669,35.00000000000001,-3.9987285884492794,-3.9987285884492794,-3.9490194268713097,-0.03203540949111902,-0.03203540949111902,-0.08174457106908908,-3.9821588679232893,-0.04860513001710904,3.9824554872646187,3.9825264041452946,3.998856910611185,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p1_ratio_1p00_common_primary,P1 Ctop/Cbottom=1.00 common-primary proxy,top_primary,interface_4x,T03_P1_CAPACITANCE_RATIO,0.0,0.3,0.01,channel,25,13,15,72,2.5e-05,3.45e-06,2.5e-05,3.525e-06,5e-05,3.45e-06,3.3333333333333335e-05,3.4749999999999998e-06,0.33333333333333337,34.75,-2.412741738644059,-2.3721276996814535,-2.3721276996814535,0.008578629471485431,-0.03203540949111902,-0.03203540949111902,-2.3856657126689886,-0.018497396503584205,2.3857374219058234,2.3858150016525657,2.412756989478792,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
