state_id,state_label,source_family,mesh_level,stage_id,vbg_v,vtg_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,21,11,13,71,2.5e-05,3.3750000000000003e-06,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,3.3333333333333335e-05,3.4e-06,0.33333333333333337,34.0,-0.02198288812053969,-0.02213623559008397,-0.02213623559008397,-0.00028421697053495297,-0.00013086950099066848,-0.00013086950099066848,-0.022085119766902542,-0.00018198532417209665,0.022085869549932677,0.022085990080025406,0.02213662243717387,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,22,11,70,71,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,5e-05,3.3750000000000003e-06,4.1666666666666665e-05,3.35e-06,0.41666666666666663,33.5,-0.02213623559008397,-0.02213623559008397,-0.02236502520769829,7.233226048747459e-08,7.233226048747459e-08,0.00022886194987480578,-0.02221249879595541,7.633553813192691e-05,0.022212629963034598,0.022212889110975357,0.022366196152521788,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,23,12,13,14,0.0,3.45e-06,2.5e-05,3.45e-06,0.0,3.525e-06,8.333333333333334e-06,3.4749999999999998e-06,0.08333333333333334,34.75,-0.02980373421909443,-0.02980373421911655,-0.02980373421911655,-2.2127768718501736e-14,0.0,0.0,-0.029803734219109174,-7.375922906167245e-15,0.029803734219109174,0.029803734219109174,0.02980373421911655,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,24,13,14,15,2.5e-05,3.45e-06,0.0,3.525e-06,2.5e-05,3.525e-06,1.6666666666666667e-05,3.5000000000000004e-06,0.16666666666666669,35.00000000000001,-0.029647901554497057,-0.029647901554497057,-0.02980373110524799,-0.0001547916019623655,-0.0001547916019623655,1.0379487885663228e-06,-0.0296998447380807,-0.00010284841837872155,0.029700022815871082,0.02970011413109396,0.029803731123321863,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,25,13,15,72,2.5e-05,3.45e-06,2.5e-05,3.525e-06,5e-05,3.45e-06,3.3333333333333335e-05,3.4749999999999998e-06,0.33333333333333337,34.75,-0.021751116772122027,-0.02182970056073333,-0.02182970056073333,-0.00023337539057366927,-0.0001547916019623655,-0.0001547916019623655,-0.021803505964529558,-0.0001809861981661334,0.021804257115279176,0.021804289144831082,0.0218302493575158,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,26,13,71,72,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,5e-05,3.45e-06,4.1666666666666665e-05,3.4250000000000002e-06,0.41666666666666663,34.25,-0.02182970056073333,-0.02182970056073333,-0.021981579522779723,1.0332073939425321e-07,1.0332073939425321e-07,0.00015198228278578762,-0.02188032688141546,5.072964142152538e-05,0.021880385689793284,0.02188050201562809,0.021982104924928587,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,27,14,15,16,0.0,3.525e-06,2.5e-05,3.525e-06,0.0,3.6000000000000003e-06,8.333333333333334e-06,3.5500000000000003e-06,0.08333333333333334,35.5,-0.029647901554527196,-0.029647901554497057,-0.029647901554497057,3.0142469378306106e-14,0.0,0.0,-0.0296479015545071,1.0047489792768703e-14,0.0296479015545071,0.0296479015545071,0.029647901554527196,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,28,15,16,17,2.5e-05,3.525e-06,0.0,3.6000000000000003e-06,2.5e-05,3.6000000000000003e-06,1.6666666666666667e-05,3.575e-06,0.16666666666666669,35.75,-0.02963780221655638,-0.02963780221655638,-0.02964840590052008,-0.00017871901489261588,-0.00017871901489261588,-0.00016811533092891617,-0.029641336777877614,-0.00017518445357138262,0.029641854455690404,0.029641854882090608,0.029648882528798406,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,29,15,17,73,2.5e-05,3.525e-06,2.5e-05,3.6000000000000003e-06,5e-05,3.525e-06,3.3333333333333335e-05,3.5500000000000003e-06,0.33333333333333337,35.5,-0.021666177766214625,-0.0216720972168345,-0.0216720972168345,-0.0001846384655124919,-0.00017871901489261588,-0.00017871901489261588,-0.021670124066627872,-0.00018069216509924123,0.02167087738698119,0.021670877569650405,0.021672834107753648,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
p2_bulk_nta_5e19_common_primary,NTA 5e19 common-primary state,top_primary,interface_4x,T03_P2_BULK_TRAPS_FORMAL,0.0,0.3,0.01,channel,30,15,72,73,2.5e-05,3.525e-06,5e-05,3.45e-06,5e-05,3.525e-06,4.1666666666666665e-05,3.5000000000000004e-06,0.41666666666666663,35.00000000000001,-0.0216720972168345,-0.0216720972168345,-0.021750181975592284,1.3869391715633936e-07,1.3869391715633936e-07,7.822345267493597e-05,-0.021698125469753762,2.6166946836416217e-05,0.021698141247818527,0.021698172357693824,0.021750322638524878,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
