state_id,state_label,parameter_group_id,channel_length_um,channel_length_cm,mesh_level,stage_id,mode_id,vbg_v,vtg_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,21,11,13,71,2.5e-05,3.3750000000000003e-06,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,3.3333333333333335e-05,3.4e-06,0.33333333333333337,34.0,-2.498068592877675,-2.4413492064543365,-2.4413492064543365,-0.0614588280503929,-0.11817821447373196,-0.11817821447373196,-2.4602556685954493,-0.09927175233261894,2.4622576704454047,2.462413403335526,2.498824500093429,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,22,11,70,71,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,5e-05,3.3750000000000003e-06,4.1666666666666665e-05,3.35e-06,0.41666666666666663,33.5,-2.4413492064543365,-2.4413492064543365,-2.3889230780014565,-2.841892485143969e-05,-2.841892485143969e-05,-0.05245454737773174,-2.4238738303033767,-0.01750379507581154,2.4239370305500136,2.424065768223397,2.441349206619744,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,23,12,13,14,0.0,3.45e-06,2.5e-05,3.45e-06,0.0,3.525e-06,8.333333333333334e-06,3.4749999999999998e-06,0.08333333333333334,34.75,-9.841119032780156,-9.84111903278013,-9.841119032780131,2.4794723491358517e-14,0.0,0.0,-9.84111903278014,8.264907830452839e-15,9.84111903278014,9.84111903278014,9.841119032780156,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,24,13,14,15,2.5e-05,3.45e-06,0.0,3.525e-06,2.5e-05,3.525e-06,1.6666666666666667e-05,3.5000000000000004e-06,0.16666666666666669,35.00000000000001,-10.001984258368822,-10.001984258368822,-9.8420190264862,-0.14003267013219203,-0.14003267013219203,-0.29999790201481463,-9.948662514407948,-0.19335441409306622,9.950541279500083,9.950839693372311,10.002964473263017,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,25,13,15,72,2.5e-05,3.45e-06,2.5e-05,3.525e-06,5e-05,3.45e-06,3.3333333333333335e-05,3.4749999999999998e-06,0.33333333333333337,34.75,-2.6193507587393077,-2.556300494443933,-2.556300494443933,-0.07698240583681722,-0.14003267013219203,-0.14003267013219203,-2.577317249209058,-0.11901591536706708,2.5800637571930674,2.5802493061085117,2.620481766415598,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,26,13,71,72,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,5e-05,3.45e-06,4.1666666666666665e-05,3.4250000000000002e-06,0.41666666666666663,34.25,-2.556300494443933,-2.556300494443933,-2.4980590411836086,-3.347676762717055e-05,-3.347676762717055e-05,-0.05827493002795186,-2.5368866766904916,-0.019447294521068734,2.536961215240374,2.5371132197591195,2.5563004946631356,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,27,14,15,16,0.0,3.525e-06,2.5e-05,3.525e-06,0.0,3.6000000000000003e-06,8.333333333333334e-06,3.5500000000000003e-06,0.08333333333333334,35.5,-10.001984258368877,-10.001984258368822,-10.001984258368822,5.4902602016579575e-14,0.0,0.0,-10.001984258368841,1.830086733885986e-14,10.001984258368841,10.001984258368841,10.001984258368877,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,28,15,16,17,2.5e-05,3.525e-06,0.0,3.6000000000000003e-06,2.5e-05,3.6000000000000003e-06,1.6666666666666667e-05,3.575e-06,0.16666666666666669,35.75,-10.173757463608228,-10.173757463608228,-10.002982541468658,-0.1619861111205116,-0.1619861111205116,-0.33276103326008266,-10.116832489561704,-0.21891108516703528,10.119200644569721,10.119536584970534,10.175046949696107,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,29,15,17,73,2.5e-05,3.525e-06,2.5e-05,3.6000000000000003e-06,5e-05,3.525e-06,3.3333333333333335e-05,3.5500000000000003e-06,0.33333333333333337,35.5,-2.7544410356594353,-2.6841705817969275,-2.684170581796927,-0.09171565725800296,-0.1619861111205116,-0.1619861111205116,-2.7075940664177636,-0.13856262649967538,2.71113725767678,2.7113584942248328,2.7559675579931797,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
length_12p0um_on_proxy,L=12 um on proxy,P4,12.0,0.0012000000000000001,interface_4x,T03_P4_L_CHANNEL_LENGTH,enabled_symmetric_teaching_top_stack,0.0,1.0,0.01,channel,30,15,72,73,2.5e-05,3.525e-06,5e-05,3.45e-06,5e-05,3.525e-06,4.1666666666666665e-05,3.5000000000000004e-06,0.41666666666666663,35.00000000000001,-2.684170581796927,-2.6841705817969275,-2.61931449296215,-3.7724616010833726e-05,-3.7724616010833726e-05,-0.06489381345078793,-2.6625518855186683,-0.021656420894269866,2.6626399575693602,2.6628198031866295,2.6841705820620274,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
