mesh_level,stage_id,vgs_v,vds_v,region,x_cm,y_cm,x_um,y_nm,potential_v,electron_density_cm3
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0,0.0,0.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0,1e-06,0.0,10.0,0.9989745619397286,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,5e-05,0.0,0.5,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,5e-05,1e-06,0.5,10.0,0.7143583750574324,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0,2e-06,0.0,20.0,0.998176816828963,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,5e-05,2e-06,0.5,20.0,0.4286029408247483,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0,3e-06,0.0,30.0,0.9978347308190008,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,5e-05,3e-06,0.5,30.0,0.1426197059134155,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0001,0.0,1.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0001,1e-06,1.0,10.0,0.7142654134662517,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0001,2e-06,1.0,20.0,0.4285307614422983,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0001,3e-06,1.0,30.0,0.14279602390927326,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00015000000000000001,0.0,1.5000000000000002,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00015000000000000001,1e-06,1.5000000000000002,10.0,0.7143361773878565,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00015000000000000001,2e-06,1.5000000000000002,20.0,0.42867235473889886,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00015000000000000001,3e-06,1.5000000000000002,30.0,0.14300853204248243,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0002,0.0,2.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0002,1e-06,2.0,10.0,0.7144070333445675,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0002,2e-06,2.0,20.0,0.4288140666825546,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0002,3e-06,2.0,30.0,0.1432211000073935,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00025,0.0,2.5,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00025,1e-06,2.5,10.0,0.7144779057517696,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00025,2e-06,2.5,20.0,0.42895581149696765,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00025,3e-06,2.5,30.0,0.14343371722902262,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00030000000000000003,0.0,3.0000000000000004,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00030000000000000003,1e-06,3.0000000000000004,10.0,0.7145487945878229,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00030000000000000003,2e-06,3.0000000000000004,20.0,0.4290975891690697,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00030000000000000003,3e-06,3.0000000000000004,30.0,0.14364638373716423,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00035,0.0,3.5,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00035,1e-06,3.5,10.0,0.7146196998641102,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00035,2e-06,3.5,20.0,0.4292393997216399,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00035,3e-06,3.5,30.0,0.14385909956600815,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0004,0.0,4.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0004,1e-06,4.0,10.0,0.7146906215920422,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0004,2e-06,4.0,20.0,0.4293812431774991,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0004,3e-06,4.0,30.0,0.1440718647497855,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00045000000000000004,0.0,4.5,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00045000000000000004,1e-06,4.5,10.0,0.7147615597830421,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00045000000000000004,2e-06,4.5,20.0,0.42952311955949446,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00045000000000000004,3e-06,4.5,30.0,0.1442846793227671,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0005,0.0,5.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0005,1e-06,5.0,10.0,0.7148325144485469,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0005,2e-06,5.0,20.0,0.4296650288904995,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0005,3e-06,5.0,30.0,0.1444975433192633,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0005499999999999999,0.0,5.499999999999999,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0005499999999999999,1e-06,5.499999999999999,10.0,0.7149034856000067,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0005499999999999999,2e-06,5.499999999999999,20.0,0.42980697119341443,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0005499999999999999,3e-06,5.499999999999999,30.0,0.14471045677362418,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0006000000000000001,0.0,6.000000000000001,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0006000000000000001,1e-06,6.000000000000001,10.0,0.7149744732488846,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0006000000000000001,2e-06,6.000000000000001,20.0,0.4299489464911657,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0006000000000000001,3e-06,6.000000000000001,30.0,0.1449234197202397,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0006500000000000001,0.0,6.500000000000001,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0006500000000000001,1e-06,6.500000000000001,10.0,0.7150454774066574,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0006500000000000001,2e-06,6.500000000000001,20.0,0.4300909548067066,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0006500000000000001,3e-06,6.500000000000001,30.0,0.1451364321935395,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0007,0.0,7.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0007,1e-06,7.0,10.0,0.7151164980848147,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0007,2e-06,7.0,20.0,0.43023299616301675,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0007,3e-06,7.0,30.0,0.14534949422799323,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00075,0.0,7.5,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00075,1e-06,7.5,10.0,0.71518753529486,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00075,2e-06,7.5,20.0,0.4303750705831026,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00075,3e-06,7.5,30.0,0.1455626058581105,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0008,0.0,8.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0008,1e-06,8.0,10.0,0.7152585890483237,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0008,2e-06,8.0,20.0,0.43051717809001233,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0008,3e-06,8.0,30.0,0.14577576711844276,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0008500000000000001,0.0,8.5,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0008500000000000001,1e-06,8.5,10.0,0.7153296593896298,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0008500000000000001,2e-06,8.5,20.0,0.43065931874250607,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0008500000000000001,3e-06,8.5,30.0,0.14598897804792826,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0009000000000000001,0.0,9.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0009000000000000001,1e-06,9.0,10.0,0.7154008216147285,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0009000000000000001,2e-06,9.0,20.0,0.4308015780299966,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.0009000000000000001,3e-06,9.0,30.0,0.14620224929179915,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00095,0.0,9.5,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00095,1e-06,9.5,10.0,0.715634982490937,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00095,2e-06,9.5,20.0,0.4311567209812101,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.00095,3e-06,9.5,30.0,0.1464517902309023,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.001,0.0,10.0,0.0,1.0,
coarse,T01_A_STAGE_2,1.0,0.01,bottom_oxide,0.001,1e-06,10.0,10.0,0.9989791450272059,
