mesh_level,stage_id,vgs_v,vds_v,region,x_cm,y_cm,x_um,y_nm,potential_v,electron_density_cm3
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,0.0,0.0,0.0,0.0,0.2,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,0.0,5e-07,0.0,5.0,0.1996949517369814,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,2.5e-05,0.0,0.25,0.0,0.2,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,2.5e-05,5e-07,0.25,5.0,0.17858500606442884,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,0.0,1e-06,0.0,10.0,0.19940679143050086,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,2.5e-05,1e-06,0.25,10.0,0.15716157788946783,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,0.0,1.5e-06,0.0,15.0,0.1991524272948531,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,2.5e-05,1.5e-06,0.25,15.0,0.13572126774160645,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,0.0,2e-06,0.0,20.0,0.19894880808684798,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,2.5e-05,2e-06,0.25,20.0,0.11425560087885184,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,0.0,2.5e-06,0.0,25.000000000000004,0.19881294344460923,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,2.5e-05,2.5e-06,0.25,25.000000000000004,0.09275606199585441,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,0.0,3e-06,0.0,30.0,0.1987619243075295,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,2.5e-05,3e-06,0.25,30.0,0.07121408160818941,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,5e-05,0.0,0.5,0.0,0.2,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,5e-05,5e-07,0.5,5.0,0.17856065886649916,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,5e-05,1e-06,0.5,10.0,0.15712129659929297,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,5e-05,1.5e-06,0.5,15.0,0.13568189542148487,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,5e-05,2e-06,0.5,20.0,0.1142424442778759,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,5e-05,2.5e-06,0.5,25.000000000000004,0.09280294221602763,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,5e-05,3e-06,0.5,30.0,0.07136340179162504,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,7.500000000000001e-05,0.0,0.7500000000000001,0.0,0.2,
fine,T01_A_STAGE_2,0.2,0.01,bottom_oxide,7.500000000000001e-05,5e-07,0.7500000000000001,5.0,0.17858914593200104,
