mesh_level,stage_id,vgs_v,vds_v,region,x_cm,y_cm,x_um,y_nm,potential_v,electron_density_cm3
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0,0.0,0.0,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0,5e-07,0.0,5.0,2.1222878684837002e-07,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,2.5e-05,0.0,0.25,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,2.5e-05,5e-07,0.25,5.0,1.4916268466649401e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0,1e-06,0.0,10.0,4.126943419528992e-07,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,2.5e-05,1e-06,0.25,10.0,2.9832440115058637e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0,1.5e-06,0.0,15.0,5.896241004389438e-07,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,2.5e-05,1.5e-06,0.25,15.0,4.4748422760156e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0,2e-06,0.0,20.0,7.312268199972147e-07,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,2.5e-05,2e-06,0.25,20.0,5.966413349063311e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0,2.5e-06,0.0,25.000000000000004,8.25683214218977e-07,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,2.5e-05,2.5e-06,0.25,25.000000000000004,7.457950332440401e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0,3e-06,0.0,30.0,8.611365523525912e-07,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,2.5e-05,3e-06,0.25,30.0,8.949448188638805e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,5e-05,0.0,0.5,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,5e-05,5e-07,0.5,5.0,2.986235374685775e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,5e-05,1e-06,0.5,10.0,5.972469416786801e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,5e-05,1.5e-06,0.5,15.0,8.958700797046918e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,5e-05,2e-06,0.5,20.0,0.00011944928192684473,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,5e-05,2.5e-06,0.5,25.000000000000004,0.00014931150290172464,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,5e-05,3e-06,0.5,30.0,0.00017917365787468886,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,7.500000000000001e-05,0.0,0.7500000000000001,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,7.500000000000001e-05,5e-07,0.7500000000000001,5.0,4.48417536458005e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,7.500000000000001e-05,1e-06,0.7500000000000001,10.0,8.968349424341577e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,7.500000000000001e-05,1.5e-06,0.7500000000000001,15.0,0.0001345252087448053,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,7.500000000000001e-05,2e-06,0.7500000000000001,20.0,0.00017936688410220483,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,7.500000000000001e-05,2.5e-06,0.7500000000000001,25.000000000000004,0.00022420850726823219,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,7.500000000000001e-05,3e-06,0.7500000000000001,30.0,0.0002690500651959563,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0001,0.0,1.0,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0001,5e-07,1.0,5.0,5.985377400780744e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0001,1e-06,1.0,10.0,0.00011970753488329828,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0001,1.5e-06,1.0,15.0,0.00017956126949415742,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0001,2e-06,1.0,20.0,0.00023941496470807273,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0001,2.5e-06,1.0,25.000000000000004,0.00029926860739273663,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0001,3e-06,1.0,30.0,0.0003591221844158469,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000125,0.0,1.25,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000125,5e-07,1.25,5.0,7.489862516137781e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000125,1e-06,1.25,10.0,0.00014979723710246599,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000125,1.5e-06,1.25,15.0,0.00022469582260297534,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000125,2e-06,1.25,20.0,0.00029959436844261743,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000125,2.5e-06,1.25,25.000000000000004,0.00037449286140110515,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000125,3e-06,1.25,30.0,0.0004493912882581529,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00015000000000000001,0.0,1.5000000000000002,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00015000000000000001,5e-07,1.5000000000000002,5.0,8.99765270390046e-05,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00015000000000000001,1e-06,1.5000000000000002,10.0,0.0001799530407687249,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00015000000000000001,1.5e-06,1.5000000000000002,15.0,0.00026992952787987704,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00015000000000000001,2e-06,1.5000000000000002,20.0,0.00035990597506317787,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00015000000000000001,2.5e-06,1.5000000000000002,25.000000000000004,0.0004498823690093456,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00015000000000000001,3e-06,1.5000000000000002,30.0,0.0005398586964090998,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000175,0.0,1.75,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000175,5e-07,1.75,5.0,0.00010508770212736767,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000175,1e-06,1.75,10.0,0.00021017539085545222,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000175,1.5e-06,1.75,15.0,0.0003152630527849709,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000175,2e-06,1.75,20.0,0.0004203506745166418,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000175,2.5e-06,1.75,25.000000000000004,0.0005254382426511843,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.000175,3e-06,1.75,30.0,0.0006305257437893193,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0002,0.0,2.0,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0002,5e-07,2.0,5.0,0.00012023237542356147,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0002,1e-06,2.0,10.0,0.0002404647373568213,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0002,1.5e-06,2.0,15.0,0.0003606970723094783,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0002,2e-06,2.0,20.0,0.00048092936679123194,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0002,2.5e-06,2.0,25.000000000000004,0.0006011616073117833,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.0002,3e-06,2.0,30.0,0.0007213937803808347,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00022500000000000002,0.0,2.25,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00022500000000000002,5e-07,2.25,5.0,0.00013541077447384314,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00022500000000000002,1e-06,2.25,10.0,0.0002708215353653302,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00022500000000000002,1.5e-06,2.25,15.0,0.0004062322690921056,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00022500000000000002,2e-06,2.25,20.0,0.0005416429620718145,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00022500000000000002,2.5e-06,2.25,25.000000000000004,0.0006770536007221036,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00022500000000000002,3e-06,2.25,30.0,0.0008124641714606207,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00025,0.0,2.5,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00025,5e-07,2.5,5.0,0.00015062312941424092,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00025,1e-06,2.5,10.0,0.0003012462451530189,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00025,1.5e-06,2.5,15.0,0.00045186933354087144,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00025,2e-06,2.5,20.0,0.0006024923809023367,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00025,2.5e-06,2.5,25.000000000000004,0.0007531153735619548,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00025,3e-06,2.5,30.0,0.0009037382978442664,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00027499999999999996,0.0,2.7499999999999996,0.0,0.0,
fine,T01_A_STAGE_2,0.0,0.01,bottom_oxide,0.00027499999999999996,5e-07,2.7499999999999996,5.0,0.00016586967301201173,
