state_id,state_label,mesh_level,stage_id,vgs_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,345,181,182,202,0.0002,3.975e-06,0.0002,4.05e-06,0.00022500000000000002,3.975e-06,0.00020833333333333335,4e-06,2.0833333333333335,40.0,-7.687530915775184,-8.051227423091927,-8.051227423091927,-0.3637303041836289,-3.3796866886835515e-05,-3.3796866886835515e-05,-7.929995253986346,-0.12126596597246753,7.9309224030215555,7.9328619259503474,8.051227423162862,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,346,181,201,202,0.0002,3.975e-06,0.00022500000000000002,3.9e-06,0.00022500000000000002,3.975e-06,0.00021666666666666668,3.95e-06,2.166666666666667,39.5,-8.051227423091927,-8.051227423091927,-8.461104554996766,-3.638044222491598e-05,-3.638044222491598e-05,0.4098407514626145,-8.187853133726874,0.13658933019272154,8.188992342443818,8.191159853979608,8.471024715590579,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,347,182,183,203,0.0002,4.05e-06,0.0002,4.125e-06,0.00022500000000000002,4.05e-06,0.00020833333333333335,4.075e-06,2.0833333333333335,40.75,-7.040090065299941,-7.3440326124354645,-7.344032612435464,-0.3039739074073753,-3.136027185160517e-05,-3.136027185160517e-05,-7.242718430056956,-0.1013455426503595,7.243427446734163,7.244904886766048,7.344032612502422,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,348,182,202,203,0.0002,4.05e-06,0.00022500000000000002,3.975e-06,0.00022500000000000002,4.05e-06,0.00021666666666666668,4.0250000000000004e-06,2.166666666666667,40.25000000000001,-7.344032612435464,-7.3440326124354645,-7.685415677101255,-3.38108728530028e-05,-3.38108728530028e-05,0.3413492537929376,-7.457826967324061,0.11376054401574387,7.458694559768536,7.460352571495762,7.6929924894607,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,349,183,184,204,0.0002,4.125e-06,0.0002,4.2000000000000004e-06,0.00022500000000000002,4.125e-06,0.00020833333333333335,4.15e-06,2.0833333333333335,41.5,-6.495569031983991,-6.751531783967517,-6.7515317839675175,-0.2559917957305253,-2.904374700001832e-05,-2.904374700001832e-05,-6.666210866639676,-0.08534996107484177,6.666757227795263,6.667891663069093,6.7515317840299875,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,350,183,203,204,0.0002,4.125e-06,0.00022500000000000002,4.05e-06,0.00022500000000000002,4.125e-06,0.00021666666666666668,4.1000000000000006e-06,2.166666666666667,41.00000000000001,-6.7515317839675175,-6.751531783967517,-7.038317879410564,-3.137305837334971e-05,-3.137305837334971e-05,0.2867547223846747,-6.8471271491152,0.09556399208930932,6.847794000459892,6.849073499075717,7.044156929146335,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,351,184,185,205,0.0002,4.2000000000000004e-06,0.0002,4.5e-06,0.00022500000000000002,4.2000000000000004e-06,0.00020833333333333335,4.3e-06,2.0833333333333335,43.0,-5.533709350432443,-6.251403614462017,-6.251403614462017,-0.7177177890063522,-2.3524976778490374e-05,-2.3524976778490374e-05,-6.0121721931188254,-0.2392549463199697,6.016930896150445,6.02762206308314,6.251403614506281,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,352,184,204,205,0.0002,4.2000000000000004e-06,0.00022500000000000002,4.125e-06,0.00022500000000000002,4.2000000000000004e-06,0.00021666666666666668,4.175000000000001e-06,2.166666666666667,41.75000000000001,-6.251403614462017,-6.251403614462017,-6.494073135202755,-2.905605907554051e-05,-2.905605907554051e-05,0.24264046468166184,-6.332293454708929,0.08086078418783692,6.33280971315016,6.33380390540449,6.498604487154382,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,353,185,186,206,0.0002,4.5e-06,0.0002,4.8e-06,0.00022500000000000002,4.5e-06,0.00020833333333333335,4.6e-06,2.0833333333333335,46.0,-4.529324913042371,-4.908229688282372,-4.908229688282372,-0.3789207934208204,-1.6018180819750017e-05,-1.6018180819750017e-05,-4.781928096535705,-0.12631760992748664,4.783596184777243,4.787202267961381,4.90822968830851,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
on_proxy,on proxy,interface_4x,T01_DC_EXTRACTION,1.0,0.01,channel,354,185,205,206,0.0002,4.5e-06,0.00022500000000000002,4.2000000000000004e-06,0.00022500000000000002,4.5e-06,0.00021666666666666668,4.4e-06,2.166666666666667,44.0,-4.908229688282372,-4.908229688282372,-5.517782386998421,-2.3534887215077107e-05,-2.3534887215077107e-05,0.6095291638288342,-5.111413921187721,0.20316069801813466,5.115449788916988,5.122601968162523,5.551346527809976,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
