state_id,state_label,mesh_level,stage_id,vgs_v,vds_v,region,element_index,node0_index,node1_index,node2_index,x0_cm,y0_cm,x1_cm,y1_cm,x2_cm,y2_cm,centroid_x_cm,centroid_y_cm,centroid_x_um,centroid_y_nm,electron_current_density_x_en0_a_per_cm2,electron_current_density_x_en1_a_per_cm2,electron_current_density_x_en2_a_per_cm2,electron_current_density_y_en0_a_per_cm2,electron_current_density_y_en1_a_per_cm2,electron_current_density_y_en2_a_per_cm2,electron_current_density_x_a_per_cm2,electron_current_density_y_a_per_cm2,electron_current_density_magnitude_a_per_cm2,mean_element_node_current_density_magnitude_a_per_cm2,maximum_element_node_current_density_magnitude_a_per_cm2,projection_method
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,11,6,7,8,0.0,3.225e-06,2.5e-05,3.225e-06,0.0,3.3e-06,8.333333333333334e-06,3.25e-06,0.08333333333333334,32.5,-4.539247834441822,-4.539247834441491,-4.539247834441491,3.3118666377743164e-13,0.0,0.0,-4.539247834441601,1.1039555459247721e-13,4.539247834441601,4.539247834441601,4.539247834441822,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,12,7,8,9,2.5e-05,3.225e-06,0.0,3.3e-06,2.5e-05,3.3e-06,1.6666666666666667e-05,3.275e-06,0.16666666666666669,32.75,-4.444920811208701,-4.444920811208701,-4.538900617990125,0.021759010451241213,0.021759010451241213,0.11573881723266528,-4.476247413469175,0.053085612711715906,4.476562184184027,4.476774715203123,4.540376007976162,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,13,7,9,45,2.5e-05,3.225e-06,2.5e-05,3.3e-06,5e-05,3.225e-06,3.3333333333333335e-05,3.25e-06,0.33333333333333337,32.5,-5.907796874852704,-6.111655521118566,-6.111655521118567,-0.1820996358146218,0.021759010451241213,0.021759010451241213,-6.043702639029945,-0.04619387163737979,6.04387917341126,6.0446637340825875,6.111694254734515,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,14,7,44,45,2.5e-05,3.225e-06,5e-05,3.1500000000000003e-06,5e-05,3.225e-06,4.1666666666666665e-05,3.2e-06,0.41666666666666663,32.0,-6.111655521118567,-6.111655521118566,-6.33224154410449,-8.263704719830448e-05,-8.263704719830447e-05,0.22050338593872432,-6.185184195447207,0.07344603728144257,6.185620247962388,6.186463548272961,6.336079601464399,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,15,8,9,10,0.0,3.3e-06,2.5e-05,3.3e-06,0.0,3.3750000000000003e-06,8.333333333333334e-06,3.325e-06,0.08333333333333334,33.25,-4.444920811208678,-4.444920811208701,-4.444920811208701,-2.3023671813404335e-14,0.0,0.0,-4.444920811208693,-7.674557271134778e-15,4.444920811208693,4.444920811208693,4.444920811208701,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,16,9,10,11,2.5e-05,3.3e-06,0.0,3.3750000000000003e-06,2.5e-05,3.3750000000000003e-06,1.6666666666666667e-05,3.35e-06,0.16666666666666669,33.5,-4.356999823120182,-4.356999823120182,-4.4445813737927775,0.02556425462768785,0.02556425462768785,0.1131458053002834,-4.386193673344381,0.05475810485188637,4.386535465505008,4.386723652926623,4.4460213181588255,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,17,9,11,46,2.5e-05,3.3e-06,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,3.3333333333333335e-05,3.325e-06,0.33333333333333337,33.25,-5.534279594541869,-5.713335500875756,-5.713335500875756,-0.15349165170619977,0.02556425462768785,0.02556425462768785,-5.65365019876446,-0.03412104748360802,5.653753161915613,5.654397698971059,5.713392694072576,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,18,9,45,46,2.5e-05,3.3e-06,5e-05,3.225e-06,5e-05,3.3e-06,4.1666666666666665e-05,3.275e-06,0.41666666666666663,32.75,-5.713335500875756,-5.713335500875756,-5.906670878359526,-0.00010284890522994127,-0.00010284890522994127,0.193232528578539,-5.777780626703678,0.06434227692269305,5.778138878472197,5.778833922992326,5.909830765374026,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,19,10,11,12,0.0,3.3750000000000003e-06,2.5e-05,3.3750000000000003e-06,0.0,3.45e-06,8.333333333333334e-06,3.4e-06,0.08333333333333334,34.0,-4.3569998231202,-4.356999823120182,-4.356999823120182,1.7710516779541798e-14,0.0,0.0,-4.356999823120188,5.903505593180599e-15,4.356999823120188,4.356999823120188,4.3569998231202,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,20,11,12,13,2.5e-05,3.3750000000000003e-06,0.0,3.45e-06,2.5e-05,3.45e-06,1.6666666666666667e-05,3.4250000000000002e-06,0.16666666666666669,34.25,-4.274999176317435,-4.274999176317435,-4.356669066330331,0.02858237327677285,0.02858237327677285,0.11025226328966825,-4.3022224729884,0.05580566994773798,4.30258439544011,4.302751115227838,4.358063895249827,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,21,11,13,47,2.5e-05,3.3750000000000003e-06,2.5e-05,3.45e-06,5e-05,3.3750000000000003e-06,3.3333333333333335e-05,3.4e-06,0.33333333333333337,34.0,-5.205061143158386,-5.363039398395543,-5.363039398395543,-0.12939588196038457,0.02858237327677285,0.02858237327677285,-5.310379979983157,-0.024077045135612957,5.3104345618704665,5.310966795741659,5.363115562879935,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,22,11,46,47,2.5e-05,3.3750000000000003e-06,5e-05,3.3e-06,5e-05,3.3750000000000003e-06,4.1666666666666665e-05,3.35e-06,0.41666666666666663,33.5,-5.363039398395543,-5.363039398395543,-5.533308665711414,-0.00011797553690067968,-0.00011797553690067968,0.17015129177896948,-5.4197958208341666,0.056638446901722705,5.420091756898488,5.420667651528895,5.535924155200384,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,23,12,13,14,0.0,3.45e-06,2.5e-05,3.45e-06,0.0,3.525e-06,8.333333333333334e-06,3.4749999999999998e-06,0.08333333333333334,34.75,-4.274999176317323,-4.274999176317435,-4.274999176317435,-1.1246178155009043e-13,0.0,0.0,-4.274999176317397,-3.7487260516696807e-14,4.274999176317397,4.274999176317397,4.274999176317435,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,24,13,14,15,2.5e-05,3.45e-06,0.0,3.525e-06,2.5e-05,3.525e-06,1.6666666666666667e-05,3.5000000000000004e-06,0.16666666666666669,35.00000000000001,-4.198489230151183,-4.198489230151183,-4.27467785573917,0.030918233795968218,0.030918233795968215,0.1071068593839554,-4.223885438680512,0.056314442325297275,4.224260824749304,4.224408543264608,4.276019486587254,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
near_target_proxy,near course-target proxy,interface_4x,T01_DC_EXTRACTION,0.2,0.01,channel,25,13,15,48,2.5e-05,3.45e-06,2.5e-05,3.525e-06,5e-05,3.45e-06,3.3333333333333335e-05,3.4749999999999998e-06,0.33333333333333337,34.75,-4.913679534144298,-5.053619353239762,-5.053619353239762,-0.10902158529949704,0.030918233795968218,0.030918233795968215,-5.006972746874607,-0.01572837256918687,5.006997450533476,5.007438899879765,5.0537139318149515,DEVSIM element_from_edge_model; arithmetic mean of en0/en1/en2
